,GEOGRAPHY_CODE,All categories: Dwelling type,All categories: Household spaces,Caravan or other mobile or temporary structure,"Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: Purpose-built block of flats or tenement",Household spaces with at least one usual resident,Household spaces with no usual residents,Shared dwelling,Shared dwelling: Three or more household spaces,Shared dwelling: Two household spaces,Unshared dwelling,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace)
10,E02000012,3316.0,1.000301568154403,0.0,0.007237635705669481,0.009951749095295536,0.22255729794933654,0.982509047044632,0.01779252110977081,0.00030156815440289503,0.0,0.00030156815440289503,0.9996984318455971,0.037092882991556095,0.22949336550060315,0.4939686369119421
11,E02000013,3171.0,1.000315357931252,0.000315357931251971,0.006622516556291391,0.02491327656890571,0.08293913591926837,0.9854935351624093,0.014821822768842637,0.000315357931251971,0.0,0.000315357931251971,0.9996846420687481,0.04856512141280353,0.239041311888994,0.597918637653737
12,E02000014,3591.0,1.0,0.000556947925368978,0.013088276246170982,0.022556390977443608,0.08187134502923976,0.9832915622389307,0.01670843776106934,0.0,0.0,0.0,1.0,0.04678362573099415,0.15232525758841547,0.682818156502367
13,E02000015,3227.0,1.0012395413696933,0.0003098853424233034,0.013944840409048653,0.013015184381778741,0.5481871707468237,0.9823365354818717,0.018903005887821504,0.0009296560272699101,0.0003098853424233034,0.0006197706848466068,0.9990703439727301,0.03253796095444685,0.1921289123024481,0.20111558723272388
14,E02000016,3052.0,1.005897771952818,0.000655307994757536,0.031127129750982963,0.020642201834862386,0.7857142857142857,0.9613368283093053,0.04456094364351245,0.002948885976408912,0.000982961992136304,0.001965923984272608,0.997051114023591,0.0245740498034076,0.04259501965923984,0.10058977719528178
15,E02000017,2795.0,1.0007155635062612,0.0,0.0110912343470483,0.08300536672629696,0.16994633273703041,0.9763864042933811,0.024329159212880144,0.00035778175313059033,0.00035778175313059033,0.0,0.9996422182468694,0.0665474060822898,0.15849731663685152,0.5116279069767442
16,E02000018,3347.0,1.0002987750224082,0.00029877502240812666,0.009560800717060053,0.0179265013444876,0.2195996414699731,0.9937257245294293,0.006573050492978787,0.00029877502240812666,0.0,0.00029877502240812666,0.9997012249775918,0.04421870331640275,0.17000298775022407,0.5386913654018524
17,E02000019,3061.0,1.0009800718719373,0.0,0.0022868343678536427,0.011760862463247305,0.09735380594576935,0.9833387781770663,0.017641293694870958,0.0009800718719372753,0.0,0.0009800718719372753,0.9990199281280627,0.05096373734073832,0.2032015681149951,0.6354132636393336
18,E02000020,3542.0,1.0002823263692828,0.0,0.01355166572557877,0.01948051948051948,0.2419536984754376,0.9768492377188029,0.023433088650479956,0.000282326369282891,0.0,0.000282326369282891,0.9997176736307171,0.04686617730095991,0.21174477696216826,0.4666854884246189
19,E02000021,3052.0,1.0022935779816513,0.001310615989515072,0.016055045871559634,0.03604193971166448,0.1474442988204456,0.966251638269987,0.03604193971166448,0.000655307994757536,0.000327653997378768,0.000327653997378768,0.9993446920052425,0.04423328964613368,0.21100917431192662,0.5461992136304062
20,E02000022,3234.0,1.0151515151515151,0.0009276437847866419,0.0024737167594310453,0.0037105751391465678,0.91713048855906,1.0083487940630798,0.006802721088435374,0.005256648113790971,0.003401360544217687,0.0018552875695732839,0.994743351886209,0.007111935683364255,0.025974025974025976,0.05782312925170068
21,E02000023,2456.0,1.004885993485342,0.0008143322475570033,0.006921824104234527,0.013843648208469055,0.5728827361563518,0.9898208469055375,0.01506514657980456,0.003257328990228013,0.0012214983713355048,0.002035830618892508,0.996742671009772,0.033387622149837134,0.11726384364820847,0.25977198697068404
22,E02000024,4300.0,1.0004651162790699,0.002325581395348837,0.02930232558139535,0.07813953488372093,0.2027906976744186,0.9558139534883721,0.044651162790697675,0.00023255813953488373,0.00023255813953488373,0.0,0.9997674418604651,0.16023255813953488,0.33209302325581397,0.1955813953488372
23,E02000025,3722.0,1.00107469102633,0.00026867275658248256,0.009940891993551854,0.09000537345513165,0.4193981730252552,0.9731327243417518,0.027941966684578184,0.0005373455131649651,0.00026867275658248256,0.00026867275658248256,0.999462654486835,0.09725953788285868,0.2933906501880709,0.09081139172487909
24,E02000026,2537.0,1.0011824990145841,0.0,0.0035474970437524636,0.04532912889239259,0.18604651162790697,0.9838391801340165,0.017343318880567598,0.0007883326763894363,0.00039416633819471815,0.00039416633819471815,0.9992116673236106,0.16436736302719748,0.46511627906976744,0.1367757193535672
25,E02000027,3767.0,1.000265463233342,0.0002654632333421821,0.004512874966817096,0.0252190071675073,0.31191929917706396,0.9835412795327847,0.016724183700557473,0.0002654632333421821,0.0,0.0002654632333421821,0.9997345367666578,0.06424210246880807,0.3541279532784709,0.23997876294133264
26,E02000028,2505.0,1.0003992015968064,0.0,0.02554890219560878,0.0499001996007984,0.3520958083832335,0.9872255489021956,0.013173652694610778,0.0003992015968063872,0.0,0.0003992015968063872,0.9996007984031936,0.08303393213572854,0.40199600798403196,0.08782435129740519
27,E02000029,3553.0,1.0030959752321982,0.0005629045876723895,0.03264846608499859,0.08809456797072897,0.30453138193076273,0.9887419082465522,0.014354066985645933,0.0008443568815085843,0.0008443568815085843,0.0,0.9991556431184914,0.06698564593301436,0.28820714888826343,0.22206585983675767
28,E02000030,3558.0,1.0,0.03794266441821248,0.0042158516020236085,0.015739179314221474,0.07644744238336144,0.9584035975267003,0.041596402473299605,0.0,0.0,0.0,1.0,0.42692523889825745,0.31056773468240584,0.1281618887015177
29,E02000031,2896.0,1.0003453038674033,0.0003453038674033149,0.024861878453038673,0.03901933701657458,0.2907458563535912,0.9727209944751382,0.027624309392265192,0.0003453038674033149,0.0,0.0003453038674033149,0.9996546961325967,0.21892265193370167,0.2921270718232044,0.1343232044198895
30,E02000032,2785.0,1.000718132854578,0.0003590664272890485,0.012926391382405745,0.011490125673249552,0.03375224416517056,0.984560143626571,0.01615798922800718,0.0003590664272890485,0.0003590664272890485,0.0,0.999640933572711,0.09228007181328546,0.6430879712746859,0.20682226211849192
31,E02000033,3381.0,1.005323868677906,0.0,0.00916888494528246,0.0375628512274475,0.2484472049689441,0.9810706891452233,0.024253179532682637,0.0014788524105294291,0.0011830819284235432,0.0002957704821058858,0.9985211475894705,0.033126293995859216,0.34102336586808635,0.3359952676722863
32,E02000034,3456.0,1.0031828703703705,0.00028935185185185184,0.014756944444444444,0.10011574074074074,0.3463541666666667,0.9846643518518519,0.018518518518518517,0.0014467592592592592,0.0008680555555555555,0.0005787037037037037,0.9985532407407407,0.10300925925925926,0.32667824074074076,0.11197916666666667
33,E02000035,3459.0,1.007805724197745,0.0,0.0132986412257878,0.09858340560855738,0.4585140213934663,0.9774501300954033,0.030355594102341718,0.0023128071697022263,0.0017346053772766695,0.0005782017924255566,0.9976871928302977,0.09655969933506794,0.18907198612315698,0.15177797051170858
34,E02000036,4036.0,1.000743310208127,0.0009910802775024777,0.010654112983151635,0.04261645193260654,0.26808721506442024,0.9767096134786918,0.024033696729435085,0.0004955401387512388,0.0002477700693756194,0.0002477700693756194,0.9995044598612488,0.09093161546085234,0.4809217046580773,0.10654112983151635
35,E02000037,3465.0,1.002020202020202,0.0,0.004329004329004329,0.009523809523809525,0.31313131313131315,0.9803751803751803,0.021645021645021644,0.0011544011544011544,0.0005772005772005772,0.0005772005772005772,0.9988455988455989,0.2545454545454545,0.38152958152958155,0.03896103896103896
36,E02000038,4137.0,1.0065264684554025,0.0007251631617113851,0.015470147449842882,0.13463862702441382,0.3139956490210297,0.9787285472564661,0.027797921198936426,0.002175489485134155,0.001692047377326565,0.00048344210780759005,0.9978245105148659,0.046893884457336235,0.2922407541696882,0.20256224317138022
37,E02000039,2590.0,1.0,0.0,0.044787644787644784,0.08996138996138996,0.19266409266409265,0.9594594594594594,0.04054054054054054,0.0,0.0,0.0,1.0,0.32355212355212354,0.25328185328185326,0.09575289575289575
38,E02000040,2749.0,1.0007275372862858,0.0,0.0061840669334303384,0.04983630411058567,0.31284103310294653,0.9636231356857039,0.03710440160058203,0.0007275372862859222,0.0,0.0007275372862859222,0.9992724627137141,0.16405965805747544,0.3604947253546744,0.10731174972717351
39,E02000041,3218.0,1.002175264139217,0.0,0.04288377874456184,0.053449347420758235,0.20758234928527036,0.9695463020509634,0.032628962088253576,0.0009322560596643878,0.0006215040397762585,0.00031075201988812925,0.9990677439403356,0.10130515848353014,0.4648850217526414,0.13206960845245494
40,E02000042,4484.0,1.011150758251561,0.00044603033006244426,0.03746654772524532,0.1824264049955397,0.3938447814451383,0.985950044603033,0.0252007136485281,0.003345227475468332,0.002007136485280999,0.0013380909901873326,0.9966547725245317,0.027876895628902765,0.18933987511150757,0.17975022301516502
41,E02000043,2754.0,1.0032679738562091,0.0,0.006535947712418301,0.10893246187363835,0.09731299927378359,0.9778503994190269,0.025417574437182282,0.0018155410312273058,0.0007262164124909223,0.0010893246187363835,0.9981844589687727,0.10203340595497458,0.6103848946986202,0.07806826434277414
42,E02000044,2920.0,1.002054794520548,0.00034246575342465754,0.012671232876712329,0.06095890410958904,0.17089041095890412,0.9801369863013699,0.021917808219178082,0.0010273972602739725,0.0006849315068493151,0.00034246575342465754,0.998972602739726,0.09726027397260274,0.23493150684931507,0.425
43,E02000045,4245.0,1.0016489988221438,0.0004711425206124853,0.0077738515901060075,0.08150765606595996,0.43062426383981156,0.9818610129564194,0.019787985865724382,0.001177856301531213,0.0004711425206124853,0.0007067137809187279,0.9988221436984688,0.045229681978798585,0.20471142520612484,0.23133097762073027
44,E02000046,2888.0,1.015927977839335,0.0006925207756232687,0.04085872576177285,0.28774238227146814,0.2513850415512465,0.9903047091412742,0.025623268698060944,0.00554016620498615,0.0034626038781163434,0.002077562326869806,0.9944598337950139,0.03254847645429363,0.24376731301939059,0.15893351800554018
45,E02000047,4118.0,1.001699854298203,0.00024283632831471587,0.02112676056338028,0.029140359397765905,0.36036911121903836,0.9800874210781932,0.021612433220009712,0.0007285089849441476,0.0007285089849441476,0.0,0.9992714910150559,0.03132588635259835,0.2127246236036911,0.34677027683341427
46,E02000048,3860.0,1.0025906735751295,0.0,0.010362694300518135,0.06761658031088083,0.3062176165803109,0.9803108808290155,0.02227979274611399,0.0015544041450777201,0.0005181347150259067,0.0010362694300518134,0.9984455958549223,0.10025906735751296,0.4295336787564767,0.08860103626943006
47,E02000049,3043.0,1.005586592178771,0.00032862306933946765,0.0029576076240552087,0.014788038120276044,0.6053236937232994,0.995070653959908,0.010515938218862965,0.003614853762734144,0.000985869208018403,0.0026289845547157412,0.9963851462372658,0.031547814656588895,0.09924416694051923,0.25139664804469275
48,E02000050,3896.0,1.0059034907597535,0.0,0.008726899383983572,0.12320328542094455,0.3529260780287474,0.9889630390143738,0.016940451745379878,0.0023100616016427105,0.001540041067761807,0.0007700205338809035,0.9976899383983573,0.03131416837782341,0.17761806981519507,0.31211498973305957
49,E02000051,3669.0,1.0065412919051513,0.0,0.016898337421640774,0.15153992913600436,0.45461978740801307,0.964022894521668,0.04251839738348324,0.001635322976287817,0.001362769146906514,0.0002725538293813028,0.9983646770237122,0.15808122104115563,0.18915235759062415,0.036249659307713275
50,E02000052,4253.0,1.0042323066071008,0.0,0.02939101810486715,0.15447919115918177,0.42229014813073124,0.9788384669644956,0.02539383964260522,0.0014107688690336232,0.0009405125793557489,0.00047025628967787447,0.9985892311309664,0.019280507876792852,0.11168586879849518,0.2671055725370327
51,E02000053,3348.0,1.0053763440860215,0.0,0.016427718040621268,0.05077658303464755,0.551373954599761,0.9689366786140979,0.03643966547192354,0.0023894862604540022,0.0014934289127837516,0.0008960573476702509,0.997610513739546,0.024193548387096774,0.27180406212664276,0.0908004778972521
52,E02000054,2861.0,1.0083886752883606,0.0003495281370150297,0.005941978329255505,0.14016078294302692,0.3656064313177211,0.9695910520796924,0.0387976232086683,0.0027962250961202375,0.0017476406850751485,0.0010485844110450892,0.9972037749038798,0.15554002097168823,0.3142257951765117,0.026564138413142258
53,E02000055,4291.0,1.019109764623631,0.00023304591004427873,0.030529014215800513,0.13563271964577023,0.4695875087392216,0.9738988580750407,0.04521090654859007,0.005127010020974132,0.003495688650664181,0.0016313213703099511,0.9948729899790258,0.15847121883010953,0.14705196923793987,0.07760428804474481
54,E02000056,3597.0,1.0,0.0,0.018626633305532388,0.029747011398387545,0.32832916319154853,0.9424520433694745,0.057547956630525435,0.0,0.0,0.0,1.0,0.2705031971087017,0.30914651098137336,0.04364748401445649
55,E02000057,2574.0,1.0054390054390054,0.0,0.022533022533022532,0.08896658896658896,0.31196581196581197,0.9557109557109557,0.04972804972804973,0.003108003108003108,0.001554001554001554,0.001554001554001554,0.9968919968919969,0.19230769230769232,0.26107226107226106,0.1285936285936286
56,E02000058,4053.0,1.0118430792005921,0.0002467308166790032,0.032075006168270415,0.09844559585492228,0.24031581544534913,0.9773007648655317,0.03454231433506045,0.002714038983469035,0.002467308166790032,0.0002467308166790032,0.997285961016531,0.12830002467308166,0.32519121638292625,0.18726868985936343
57,E02000059,4073.0,1.0039283083722073,0.0012275963663147557,0.018413945494721334,0.0969801129388657,0.42376626565185366,0.9796219003191751,0.024306408053032164,0.001964154186103609,0.0007365578197888534,0.0012275963663147557,0.9980358458138964,0.028234716425239382,0.18806776331942057,0.2472379081757918
58,E02000060,3475.0,1.017841726618705,0.0,0.009784172661870504,0.19366906474820145,0.2273381294964029,0.9784172661870504,0.03942446043165468,0.005179856115107914,0.0034532374100719426,0.0017266187050359713,0.994820143884892,0.12,0.3781294964028777,0.08892086330935252
59,E02000061,3312.0,1.0259661835748792,0.00030193236714975844,0.04136473429951691,0.19535024154589373,0.34359903381642515,0.9577294685990339,0.06823671497584541,0.00785024154589372,0.006642512077294686,0.0012077294685990338,0.9921497584541062,0.13647342995169082,0.2753623188405797,0.03351449275362319
60,E02000062,2403.0,1.0033291718684978,0.0008322929671244278,0.01706200582605077,0.1165210153974199,0.29671244277985853,0.9808572617561382,0.02247191011235955,0.0016645859342488557,0.0008322929671244278,0.0008322929671244278,0.9983354140657511,0.0328755722014149,0.24635871826883063,0.2929671244277986
61,E02000063,2576.0,1.002717391304348,0.0,0.003105590062111801,0.09316770186335403,0.2251552795031056,0.9716614906832298,0.031055900621118012,0.0015527950310559005,0.0007763975155279503,0.0007763975155279503,0.9984472049689441,0.05861801242236025,0.5190217391304348,0.10364906832298136
62,E02000064,2539.0,1.0027569909413154,0.00039385584875935406,0.027569909413154785,0.10240252067743207,0.5289484048838126,0.9649468294604174,0.03781016148089799,0.0015754233950374162,0.00039385584875935406,0.0011815675462780622,0.9984245766049625,0.06538007089405277,0.13272942103190233,0.14533280819220165
63,E02000065,2876.0,1.000347705146036,0.0006954102920723226,0.0024339360222531293,0.005563282336578581,0.293115438108484,0.9485396383866481,0.05180806675938804,0.0003477051460361613,0.0,0.0003477051460361613,0.9996522948539638,0.037552155771905425,0.18463143254520167,0.476356050069541
64,E02000066,4025.0,1.0037267080745342,0.0,0.0022360248447204968,0.003975155279503106,0.4998757763975155,0.9428571428571428,0.06086956521739131,0.0022360248447204968,0.0009937888198757764,0.0012422360248447205,0.9977639751552795,0.0422360248447205,0.1031055900621118,0.3522981366459627
65,E02000067,3693.0,1.001083130246412,0.0,0.021933387489845652,0.04224207961007311,0.3568914161927972,0.9694015705388573,0.03168155970755483,0.0008123476848090983,0.00027078256160303275,0.0005415651232060655,0.9991876523151909,0.04603303547251557,0.20227457351746547,0.33170863796371514
66,E02000068,3149.0,1.0012702445220705,0.0025404890441409972,0.010797078437599238,0.024134645919339472,0.4496665608129565,0.9657033979040965,0.03556684661797396,0.000952683391552874,0.00031756113051762465,0.0006351222610352493,0.9990473166084471,0.0387424579231502,0.16132105430295332,0.3140679580819308
67,E02000069,2550.0,1.008627450980392,0.0,0.001176470588235294,0.05372549019607843,0.29333333333333333,0.9784313725490196,0.03019607843137255,0.001176470588235294,0.001176470588235294,0.0,0.9988235294117647,0.11568627450980393,0.2964705882352941,0.24823529411764705
68,E02000070,3259.0,1.0003068425897514,0.0,0.008898435102792267,0.014114759128567045,0.15986498926050935,0.9748389076403805,0.025467934949370972,0.0003068425897514575,0.0,0.0003068425897514575,0.9996931574102486,0.07486959189935563,0.5437250690395827,0.19883399815894445
69,E02000071,2858.0,1.0,0.0003498950314905528,0.01994401679496151,0.017144856543037088,0.08257522743177047,0.9734079776067179,0.026592022393282014,0.0,0.0,0.0,1.0,0.05178446466060182,0.43282015395381385,0.39538138558432473
70,E02000072,4819.0,1.0008300477277443,0.0,0.0035277028429134675,0.007470429549699108,0.3805768831707823,0.9798713426021997,0.020958705125544718,0.0008300477277443454,0.0,0.0008300477277443454,0.9991699522722557,0.027184063083627308,0.22224527910354847,0.3598256899771737
71,E02000073,4040.0,1.0,0.0,0.01089108910891089,0.007425742574257425,0.03514851485148515,0.9821782178217822,0.01782178217821782,0.0,0.0,0.0,1.0,0.027227722772277228,0.8888613861386139,0.030445544554455445
72,E02000074,3236.0,1.0012360939431397,0.0,0.0012360939431396785,0.016378244746600743,0.2904820766378245,0.9842398022249691,0.016996291718170582,0.00030902348578491963,0.00030902348578491963,0.0,0.9996909765142151,0.025030902348578493,0.5049443757725587,0.1631644004944376
73,E02000075,3224.0,1.0,0.0,0.01240694789081886,0.013957816377171216,0.0846774193548387,0.9838709677419355,0.016129032258064516,0.0,0.0,0.0,1.0,0.07537220843672457,0.6783498759305211,0.13523573200992556
74,E02000077,2940.0,1.0,0.0,0.014965986394557823,0.013945578231292517,0.07380952380952381,0.9761904761904762,0.023809523809523808,0.0,0.0,0.0,1.0,0.017346938775510204,0.7421768707482993,0.1377551020408163
75,E02000078,3083.0,1.0,0.0,0.009406422315926047,0.009406422315926047,0.0943885825494648,0.9847551086603957,0.015244891339604282,0.0,0.0,0.0,1.0,0.051897502432695426,0.5728186831008758,0.2620823872851119
76,E02000079,3359.0,1.0,0.0,0.03721345638582912,0.03721345638582912,0.19857100327478416,0.9726108961000298,0.027389103899970228,0.0,0.0,0.0,1.0,0.0803810657933909,0.43346233998213757,0.21315867817802917
77,E02000080,3813.0,1.000524521374246,0.0,0.046944662995017046,0.012588512981904013,0.12273800157356413,0.970889063729347,0.02963545764489903,0.00026226068712300026,0.00026226068712300026,0.0,0.999737739312877,0.04878048780487805,0.6294256490952006,0.14004720692368214
78,E02000081,3163.0,1.0006323110970599,0.0003161555485298767,0.006006955422067657,0.02023395510591211,0.18368637369585836,0.9819791337337971,0.018653177363262725,0.0003161555485298767,0.0003161555485298767,0.0,0.9996838444514701,0.07935504268099905,0.5431552323743282,0.16787859626936452
79,E02000082,3450.0,1.0,0.0,0.01565217391304348,0.00463768115942029,0.03884057971014493,0.9727536231884057,0.027246376811594204,0.0,0.0,0.0,1.0,0.03884057971014493,0.4727536231884058,0.42927536231884056
80,E02000083,4065.0,1.0014760147601476,0.0007380073800738007,0.02041820418204182,0.01107011070110701,0.16236162361623616,0.980319803198032,0.021156211562115623,0.0002460024600246002,0.0002460024600246002,0.0,0.9997539975399754,0.06396063960639606,0.4273062730627306,0.3156211562115621
81,E02000084,4291.0,1.0,0.0,0.004893964110929853,0.015147984152878116,0.1018410626893498,0.9808902353763691,0.019109764623630857,0.0,0.0,0.0,1.0,0.17222092752272197,0.536005593101841,0.1698904684222792
82,E02000085,3162.0,1.0,0.0,0.025616698292220113,0.010752688172043012,0.08823529411764706,0.9753320683111955,0.024667931688804556,0.0,0.0,0.0,1.0,0.03225806451612903,0.37729285262492096,0.4658444022770398
83,E02000086,2833.0,1.0,0.0,0.010942463819272856,0.009883515707730321,0.06636074832333215,0.9844687610307095,0.015531238969290505,0.0,0.0,0.0,1.0,0.11366043063889869,0.46099541122485,0.338157430285916
84,E02000087,3224.0,1.0,0.0006203473945409429,0.019230769230769232,0.028225806451612902,0.13182382133995038,0.9745657568238213,0.02543424317617866,0.0,0.0,0.0,1.0,0.31358560794044665,0.38554590570719605,0.12096774193548387
85,E02000088,3036.0,1.0,0.0,0.008893280632411068,0.0029644268774703555,0.029644268774703556,0.9828722002635046,0.017127799736495388,0.0,0.0,0.0,1.0,0.06785243741765482,0.5111989459815547,0.3794466403162055
86,E02000089,2940.0,1.0,0.0,0.00816326530612245,0.013265306122448979,0.030952380952380953,0.9860544217687075,0.013945578231292517,0.0,0.0,0.0,1.0,0.06360544217687075,0.6863945578231293,0.1976190476190476
87,E02000090,4092.0,1.0004887585532747,0.0,0.03372434017595308,0.039589442815249266,0.3844086021505376,0.9682306940371457,0.03225806451612903,0.0004887585532746823,0.0,0.0004887585532746823,0.9995112414467253,0.09775171065493646,0.24071358748778104,0.20430107526881722
88,E02000091,4439.0,1.0022527596305475,0.0,0.012615453931065555,0.0326650146429376,0.3865735526019374,0.9639558459112413,0.03829691371930615,0.0015769317413831944,0.0006758278891642261,0.0009011038522189682,0.9984230682586168,0.11579184501013742,0.35638657355260195,0.09822031989186754
89,E02000092,2786.0,1.0,0.0021536252692031586,0.01256281407035176,0.02189519023689878,0.34565685570710697,0.9770279971284996,0.02297200287150036,0.0,0.0,0.0,1.0,0.06496769562096195,0.34709260588657576,0.20567121320890164
90,E02000093,3465.0,1.0017316017316018,0.0005772005772005772,0.010678210678210679,0.02683982683982684,0.19682539682539682,0.9835497835497835,0.01818181818181818,0.0011544011544011544,0.0005772005772005772,0.0005772005772005772,0.9988455988455989,0.06002886002886003,0.48138528138528136,0.2253968253968254
91,E02000094,2810.0,1.000711743772242,0.0,0.020284697508896797,0.05338078291814947,0.25444839857651247,0.9743772241992883,0.026334519572953737,0.0007117437722419929,0.0,0.0007117437722419929,0.999288256227758,0.052669039145907474,0.46832740213523133,0.1516014234875445
92,E02000095,3182.0,1.0009428032683847,0.0,0.03739786297925833,0.0295411690760528,0.2441860465116279,0.9795725958516657,0.021370207416719043,0.0009428032683846638,0.0,0.0009428032683846638,0.9990571967316153,0.05122564424890006,0.5069138906348208,0.1316781898177247
93,E02000096,2572.0,1.0038880248833593,0.0,0.022161741835147745,0.028382581648522552,0.17768273716951788,0.97900466562986,0.024883359253499222,0.0007776049766718507,0.0007776049766718507,0.0,0.9992223950233281,0.24766718506998445,0.5108864696734059,0.017107309486780714
94,E02000097,2972.0,1.003364737550471,0.0,0.01648721399730821,0.07335127860026917,0.16756393001345896,0.9845222072678331,0.018842530282637954,0.0013458950201884253,0.0006729475100942127,0.0006729475100942127,0.9986541049798116,0.06729475100942127,0.41117092866756394,0.26749663526244954
95,E02000098,2728.0,1.0010997067448681,0.0,0.010263929618768328,0.03409090909090909,0.2558651026392962,0.9721407624633431,0.028958944281524925,0.0010997067448680353,0.0,0.0010997067448680353,0.998900293255132,0.20197947214076245,0.41972140762463345,0.07917888563049853
96,E02000099,2842.0,1.0028149190710767,0.0,0.022519352568613652,0.033075299085151305,0.3413089373680507,0.9788881069669247,0.023926812104152005,0.001055594651653765,0.001055594651653765,0.0,0.9989444053483463,0.0482054890921886,0.42997888810696694,0.12772695285010555
97,E02000100,2557.0,1.114196323816973,0.0,0.009385999217833398,0.03832616347281971,0.2772780602268283,1.054360578803285,0.059835745013687915,0.003128666405944466,0.0019554165037152915,0.0011732499022291747,0.9968713335940556,0.20688306609307783,0.5256159561986703,0.05670707860774345
98,E02000101,3391.0,1.001179593040401,0.0005897965202005308,0.013860218224712475,0.056325567679150694,0.5193158360365674,0.976703037452079,0.02447655558832203,0.0002948982601002654,0.0002948982601002654,0.0,0.9997051017398997,0.14214096136832793,0.16632261869654968,0.10262459451489236
99,E02000102,2545.0,1.0,0.0,0.004322200392927309,0.09469548133595285,0.2412573673870334,0.980746561886051,0.01925343811394892,0.0,0.0,0.0,1.0,0.06365422396856582,0.19724950884086445,0.3988212180746562
100,E02000103,3061.0,1.0019601437438745,0.0006533812479581836,0.0029402156158118264,0.06533812479581835,0.3825547206795165,0.9781117281934009,0.023848415550473703,0.0009800718719372753,0.0006533812479581836,0.0003266906239790918,0.9990199281280627,0.06860503103560928,0.3358379614505064,0.14603070891865402
101,E02000104,2267.0,1.000441111601235,0.0013233348037053375,0.011027790030877812,0.06616674018526687,0.2906925452139391,0.9761799735333039,0.024261138067931187,0.0004411116012351125,0.0,0.0004411116012351125,0.9995588883987648,0.09439788266431408,0.48081164534627263,0.056021173356859286
102,E02000105,3064.0,1.0016318537859008,0.0006527415143603133,0.02741514360313316,0.07212793733681462,0.35215404699738906,0.9781331592689295,0.02349869451697128,0.0009791122715404699,0.0006527415143603133,0.00032637075718015666,0.9990208877284595,0.11161879895561358,0.32114882506527415,0.11651436031331593
103,E02000106,3526.0,1.0053885422575155,0.0002836074872376631,0.03176403857061826,0.13641520136131594,0.2963698241633579,0.9781622234827,0.027226318774815655,0.0022688598979013048,0.0014180374361883153,0.0008508224617129892,0.9977311401020987,0.048496880317640385,0.30374361883153717,0.1883153715258083
