,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HH_1_NAME,OBS_VALUE
46,2021,E02002534,2021 super output areas - middle layer,152,Number of households,2499
47,2021,E02006812,2021 super output areas - middle layer,152,Number of households,3447
48,2021,E02006910,2021 super output areas - middle layer,152,Number of households,4584
49,2021,E02002535,2021 super output areas - middle layer,152,Number of households,4040
50,2021,E02002536,2021 super output areas - middle layer,152,Number of households,4258
51,2021,E02002537,2021 super output areas - middle layer,152,Number of households,3604
52,2021,E02002538,2021 super output areas - middle layer,152,Number of households,2449
53,2021,E02002539,2021 super output areas - middle layer,152,Number of households,4300
54,2021,E02002540,2021 super output areas - middle layer,152,Number of households,2827
55,2021,E02002541,2021 super output areas - middle layer,152,Number of households,2875
56,2021,E02002542,2021 super output areas - middle layer,152,Number of households,3367
57,2021,E02002543,2021 super output areas - middle layer,152,Number of households,3858
58,2021,E02002544,2021 super output areas - middle layer,152,Number of households,3569
59,2021,E02002545,2021 super output areas - middle layer,152,Number of households,2266
60,2021,E02002546,2021 super output areas - middle layer,152,Number of households,3059
61,2021,E02002547,2021 super output areas - middle layer,152,Number of households,2765
62,2021,E02002549,2021 super output areas - middle layer,152,Number of households,3312
63,2021,E02002550,2021 super output areas - middle layer,152,Number of households,2582
64,2021,E02002551,2021 super output areas - middle layer,152,Number of households,2632
65,2021,E02002552,2021 super output areas - middle layer,152,Number of households,3003
66,2021,E02002553,2021 super output areas - middle layer,152,Number of households,2487
67,2021,E02002554,2021 super output areas - middle layer,152,Number of households,2295
68,2021,E02002555,2021 super output areas - middle layer,152,Number of households,4387
69,2021,E02002556,2021 super output areas - middle layer,152,Number of households,2878
70,2021,E02002558,2021 super output areas - middle layer,152,Number of households,4890
71,2021,E02007060,2021 super output areas - middle layer,152,Number of households,2863
72,2021,E02007061,2021 super output areas - middle layer,152,Number of households,3195
73,2021,E02007062,2021 super output areas - middle layer,152,Number of households,2810
74,2021,E02007063,2021 super output areas - middle layer,152,Number of households,3184
75,2021,E02002559,2021 super output areas - middle layer,152,Number of households,4120
76,2021,E02002560,2021 super output areas - middle layer,152,Number of households,2688
77,2021,E02002561,2021 super output areas - middle layer,152,Number of households,2475
78,2021,E02002562,2021 super output areas - middle layer,152,Number of households,2852
79,2021,E02002563,2021 super output areas - middle layer,152,Number of households,2472
80,2021,E02002564,2021 super output areas - middle layer,152,Number of households,4352
81,2021,E02002567,2021 super output areas - middle layer,152,Number of households,4111
82,2021,E02002568,2021 super output areas - middle layer,152,Number of households,2721
83,2021,E02002569,2021 super output areas - middle layer,152,Number of households,4064
84,2021,E02002570,2021 super output areas - middle layer,152,Number of households,3602
85,2021,E02002571,2021 super output areas - middle layer,152,Number of households,2702
86,2021,E02002572,2021 super output areas - middle layer,152,Number of households,2795
87,2021,E02002573,2021 super output areas - middle layer,152,Number of households,3971
88,2021,E02007058,2021 super output areas - middle layer,152,Number of households,5993
89,2021,E02004290,2021 super output areas - middle layer,152,Number of households,2589
90,2021,E02004291,2021 super output areas - middle layer,152,Number of households,3354
91,2021,E02004292,2021 super output areas - middle layer,152,Number of households,3674
92,2021,E02004293,2021 super output areas - middle layer,152,Number of households,4615
93,2021,E02004294,2021 super output areas - middle layer,152,Number of households,3655
94,2021,E02004295,2021 super output areas - middle layer,152,Number of households,3292
95,2021,E02004296,2021 super output areas - middle layer,152,Number of households,3837
96,2021,E02004297,2021 super output areas - middle layer,152,Number of households,3607
97,2021,E02004298,2021 super output areas - middle layer,152,Number of households,4455
98,2021,E02004299,2021 super output areas - middle layer,152,Number of households,3744
99,2021,E02004300,2021 super output areas - middle layer,152,Number of households,3617
100,2021,E02004301,2021 super output areas - middle layer,152,Number of households,4283
101,2021,E02004302,2021 super output areas - middle layer,152,Number of households,3795
102,2021,E02004303,2021 super output areas - middle layer,152,Number of households,5370
103,2021,E02004304,2021 super output areas - middle layer,152,Number of households,3930
104,2021,E02004305,2021 super output areas - middle layer,152,Number of households,4458
105,2021,E02004306,2021 super output areas - middle layer,152,Number of households,2761
106,2021,E02004307,2021 super output areas - middle layer,152,Number of households,2924
107,2021,E02004308,2021 super output areas - middle layer,152,Number of households,3037
108,2021,E02004309,2021 super output areas - middle layer,152,Number of households,2956
109,2021,E02004310,2021 super output areas - middle layer,152,Number of households,3585
110,2021,E02004311,2021 super output areas - middle layer,152,Number of households,4252
111,2021,E02004312,2021 super output areas - middle layer,152,Number of households,3505
112,2021,E02004313,2021 super output areas - middle layer,152,Number of households,2967
113,2021,E02004314,2021 super output areas - middle layer,152,Number of households,2368
114,2021,E02004315,2021 super output areas - middle layer,152,Number of households,4730
115,2021,E02004316,2021 super output areas - middle layer,152,Number of households,3039
116,2021,E02004317,2021 super output areas - middle layer,152,Number of households,3544
117,2021,E02004318,2021 super output areas - middle layer,152,Number of households,3051
118,2021,E02004319,2021 super output areas - middle layer,152,Number of households,3661
119,2021,E02004320,2021 super output areas - middle layer,152,Number of households,3788
120,2021,E02004321,2021 super output areas - middle layer,152,Number of households,3670
121,2021,E02004322,2021 super output areas - middle layer,152,Number of households,3873
122,2021,E02004323,2021 super output areas - middle layer,152,Number of households,3364
123,2021,E02004324,2021 super output areas - middle layer,152,Number of households,2697
124,2021,E02004325,2021 super output areas - middle layer,152,Number of households,4062
125,2021,E02004326,2021 super output areas - middle layer,152,Number of households,3036
126,2021,E02004327,2021 super output areas - middle layer,152,Number of households,2771
127,2021,E02004328,2021 super output areas - middle layer,152,Number of households,3193
128,2021,E02004329,2021 super output areas - middle layer,152,Number of households,2868
129,2021,E02004330,2021 super output areas - middle layer,152,Number of households,2899
130,2021,E02004331,2021 super output areas - middle layer,152,Number of households,3259
131,2021,E02004332,2021 super output areas - middle layer,152,Number of households,3259
132,2021,E02004333,2021 super output areas - middle layer,152,Number of households,3174
133,2021,E02004334,2021 super output areas - middle layer,152,Number of households,3181
134,2021,E02004335,2021 super output areas - middle layer,152,Number of households,3664
135,2021,E02004336,2021 super output areas - middle layer,152,Number of households,3306
136,2021,E02004337,2021 super output areas - middle layer,152,Number of households,4793
137,2021,E02004338,2021 super output areas - middle layer,152,Number of households,3496
138,2021,E02004339,2021 super output areas - middle layer,152,Number of households,3159
139,2021,E02004340,2021 super output areas - middle layer,152,Number of households,4931
140,2021,E02004341,2021 super output areas - middle layer,152,Number of households,3851
141,2021,E02004342,2021 super output areas - middle layer,152,Number of households,2407
142,2021,E02004343,2021 super output areas - middle layer,152,Number of households,2569
143,2021,E02004344,2021 super output areas - middle layer,152,Number of households,3234
144,2021,E02004345,2021 super output areas - middle layer,152,Number of households,5847
145,2021,E02004348,2021 super output areas - middle layer,152,Number of households,3755
146,2021,E02004349,2021 super output areas - middle layer,152,Number of households,4170
147,2021,E02004350,2021 super output areas - middle layer,152,Number of households,4557
148,2021,E02004351,2021 super output areas - middle layer,152,Number of households,3259
149,2021,E02004352,2021 super output areas - middle layer,152,Number of households,3896
150,2021,E02004353,2021 super output areas - middle layer,152,Number of households,3297
151,2021,E02004354,2021 super output areas - middle layer,152,Number of households,4017
152,2021,E02004355,2021 super output areas - middle layer,152,Number of households,3196
153,2021,E02007022,2021 super output areas - middle layer,152,Number of households,5609
154,2021,E02005702,2021 super output areas - middle layer,152,Number of households,2961
155,2021,E02005703,2021 super output areas - middle layer,152,Number of households,3459
156,2021,E02005704,2021 super output areas - middle layer,152,Number of households,5905
157,2021,E02005705,2021 super output areas - middle layer,152,Number of households,3583
158,2021,E02005706,2021 super output areas - middle layer,152,Number of households,4379
159,2021,E02005707,2021 super output areas - middle layer,152,Number of households,3263
160,2021,E02005708,2021 super output areas - middle layer,152,Number of households,4956
161,2021,E02005709,2021 super output areas - middle layer,152,Number of households,3075
162,2021,E02005710,2021 super output areas - middle layer,152,Number of households,4515
163,2021,E02005711,2021 super output areas - middle layer,152,Number of households,3596
164,2021,E02005712,2021 super output areas - middle layer,152,Number of households,4023
165,2021,E02005713,2021 super output areas - middle layer,152,Number of households,2767
166,2021,E02005715,2021 super output areas - middle layer,152,Number of households,4096
167,2021,E02005717,2021 super output areas - middle layer,152,Number of households,3546
168,2021,E02005718,2021 super output areas - middle layer,152,Number of households,3098
169,2021,E02005719,2021 super output areas - middle layer,152,Number of households,4046
170,2021,E02005720,2021 super output areas - middle layer,152,Number of households,5070
171,2021,E02005721,2021 super output areas - middle layer,152,Number of households,2484
172,2021,E02005722,2021 super output areas - middle layer,152,Number of households,4043
173,2021,E02005723,2021 super output areas - middle layer,152,Number of households,3108
174,2021,E02005724,2021 super output areas - middle layer,152,Number of households,2859
175,2021,E02005725,2021 super output areas - middle layer,152,Number of households,3055
176,2021,E02005726,2021 super output areas - middle layer,152,Number of households,3133
177,2021,E02005727,2021 super output areas - middle layer,152,Number of households,2802
178,2021,E02005728,2021 super output areas - middle layer,152,Number of households,3160
179,2021,E02005729,2021 super output areas - middle layer,152,Number of households,2506
180,2021,E02005730,2021 super output areas - middle layer,152,Number of households,5984
181,2021,E02005731,2021 super output areas - middle layer,152,Number of households,4765
182,2021,E02005733,2021 super output areas - middle layer,152,Number of households,3723
183,2021,E02005734,2021 super output areas - middle layer,152,Number of households,2870
184,2021,E02005735,2021 super output areas - middle layer,152,Number of households,3492
185,2021,E02005736,2021 super output areas - middle layer,152,Number of households,3938
186,2021,E02005739,2021 super output areas - middle layer,152,Number of households,4217
187,2021,E02005740,2021 super output areas - middle layer,152,Number of households,4732
188,2021,E02005741,2021 super output areas - middle layer,152,Number of households,3784
189,2021,E02007105,2021 super output areas - middle layer,152,Number of households,5752
190,2021,E02007106,2021 super output areas - middle layer,152,Number of households,6205
191,2021,E02007107,2021 super output areas - middle layer,152,Number of households,3976
192,2021,E02001709,2021 super output areas - middle layer,152,Number of households,4405
193,2021,E02001710,2021 super output areas - middle layer,152,Number of households,4557
194,2021,E02001711,2021 super output areas - middle layer,152,Number of households,4316
195,2021,E02001712,2021 super output areas - middle layer,152,Number of households,4150
196,2021,E02001713,2021 super output areas - middle layer,152,Number of households,4379
197,2021,E02001714,2021 super output areas - middle layer,152,Number of households,3970
198,2021,E02001715,2021 super output areas - middle layer,152,Number of households,4903
199,2021,E02001718,2021 super output areas - middle layer,152,Number of households,2960
200,2021,E02001719,2021 super output areas - middle layer,152,Number of households,3765
201,2021,E02001720,2021 super output areas - middle layer,152,Number of households,3327
202,2021,E02001721,2021 super output areas - middle layer,152,Number of households,4947
203,2021,E02001722,2021 super output areas - middle layer,152,Number of households,4145
204,2021,E02001723,2021 super output areas - middle layer,152,Number of households,2832
205,2021,E02001724,2021 super output areas - middle layer,152,Number of households,3557
206,2021,E02001725,2021 super output areas - middle layer,152,Number of households,4375
207,2021,E02001726,2021 super output areas - middle layer,152,Number of households,4768
208,2021,E02001727,2021 super output areas - middle layer,152,Number of households,4027
209,2021,E02001728,2021 super output areas - middle layer,152,Number of households,4291
210,2021,E02001729,2021 super output areas - middle layer,152,Number of households,4083
211,2021,E02001732,2021 super output areas - middle layer,152,Number of households,2455
212,2021,E02001734,2021 super output areas - middle layer,152,Number of households,3410
213,2021,E02001735,2021 super output areas - middle layer,152,Number of households,2881
214,2021,E02001737,2021 super output areas - middle layer,152,Number of households,2873
215,2021,E02006893,2021 super output areas - middle layer,152,Number of households,4932
216,2021,E02007095,2021 super output areas - middle layer,152,Number of households,4133
217,2021,E02007096,2021 super output areas - middle layer,152,Number of households,2448
218,2021,E02007097,2021 super output areas - middle layer,152,Number of households,2746
219,2021,E02007098,2021 super output areas - middle layer,152,Number of households,2996
220,2021,E02007099,2021 super output areas - middle layer,152,Number of households,3273
221,2021,E02007100,2021 super output areas - middle layer,152,Number of households,2028
222,2021,E02007101,2021 super output areas - middle layer,152,Number of households,3150
223,2021,E02007102,2021 super output areas - middle layer,152,Number of households,2500
224,2021,E02007103,2021 super output areas - middle layer,152,Number of households,3043
225,2021,E02007104,2021 super output areas - middle layer,152,Number of households,2170
226,2021,E02001738,2021 super output areas - middle layer,152,Number of households,2616
227,2021,E02001739,2021 super output areas - middle layer,152,Number of households,3443
228,2021,E02001740,2021 super output areas - middle layer,152,Number of households,2304
229,2021,E02001741,2021 super output areas - middle layer,152,Number of households,3749
230,2021,E02001742,2021 super output areas - middle layer,152,Number of households,2605
231,2021,E02001743,2021 super output areas - middle layer,152,Number of households,3273
232,2021,E02001744,2021 super output areas - middle layer,152,Number of households,3684
233,2021,E02001745,2021 super output areas - middle layer,152,Number of households,3041
234,2021,E02001746,2021 super output areas - middle layer,152,Number of households,3628
235,2021,E02001747,2021 super output areas - middle layer,152,Number of households,2891
236,2021,E02001748,2021 super output areas - middle layer,152,Number of households,3720
237,2021,E02001749,2021 super output areas - middle layer,152,Number of households,2951
238,2021,E02001750,2021 super output areas - middle layer,152,Number of households,2877
239,2021,E02001751,2021 super output areas - middle layer,152,Number of households,3012
240,2021,E02001752,2021 super output areas - middle layer,152,Number of households,2844
241,2021,E02001753,2021 super output areas - middle layer,152,Number of households,3163
242,2021,E02001754,2021 super output areas - middle layer,152,Number of households,2788
243,2021,E02001755,2021 super output areas - middle layer,152,Number of households,4306
244,2021,E02001756,2021 super output areas - middle layer,152,Number of households,4377
245,2021,E02001757,2021 super output areas - middle layer,152,Number of households,2755
246,2021,E02001758,2021 super output areas - middle layer,152,Number of households,2544
247,2021,E02001759,2021 super output areas - middle layer,152,Number of households,3345
248,2021,E02001760,2021 super output areas - middle layer,152,Number of households,3469
249,2021,E02001761,2021 super output areas - middle layer,152,Number of households,2586
250,2021,E02001762,2021 super output areas - middle layer,152,Number of households,3072
251,2021,E02001763,2021 super output areas - middle layer,152,Number of households,3000
252,2021,E02001764,2021 super output areas - middle layer,152,Number of households,3862
253,2021,E02001765,2021 super output areas - middle layer,152,Number of households,3529
254,2021,E02001766,2021 super output areas - middle layer,152,Number of households,3442
255,2021,E02001767,2021 super output areas - middle layer,152,Number of households,3359
256,2021,E02001768,2021 super output areas - middle layer,152,Number of households,3683
257,2021,E02001769,2021 super output areas - middle layer,152,Number of households,3959
258,2021,E02001770,2021 super output areas - middle layer,152,Number of households,2978
259,2021,E02001771,2021 super output areas - middle layer,152,Number of households,2775
260,2021,E02001772,2021 super output areas - middle layer,152,Number of households,2408
261,2021,E02001773,2021 super output areas - middle layer,152,Number of households,2363
262,2021,E02001774,2021 super output areas - middle layer,152,Number of households,2527
263,2021,E02001775,2021 super output areas - middle layer,152,Number of households,2404
264,2021,E02001776,2021 super output areas - middle layer,152,Number of households,4130
265,2021,E02001777,2021 super output areas - middle layer,152,Number of households,3045
266,2021,E02001778,2021 super output areas - middle layer,152,Number of households,2862
267,2021,E02001779,2021 super output areas - middle layer,152,Number of households,2525
268,2021,E02001780,2021 super output areas - middle layer,152,Number of households,2689
269,2021,E02001781,2021 super output areas - middle layer,152,Number of households,2560
270,2021,E02001782,2021 super output areas - middle layer,152,Number of households,4481
271,2021,E02001783,2021 super output areas - middle layer,152,Number of households,3152
272,2021,E02001784,2021 super output areas - middle layer,152,Number of households,2909
273,2021,E02001785,2021 super output areas - middle layer,152,Number of households,3527
274,2021,E02001786,2021 super output areas - middle layer,152,Number of households,3106
275,2021,E02001787,2021 super output areas - middle layer,152,Number of households,2418
276,2021,E02001788,2021 super output areas - middle layer,152,Number of households,2666
277,2021,E02001789,2021 super output areas - middle layer,152,Number of households,2498
278,2021,E02001790,2021 super output areas - middle layer,152,Number of households,2622
279,2021,E02001791,2021 super output areas - middle layer,152,Number of households,2410
280,2021,E02001792,2021 super output areas - middle layer,152,Number of households,3034
281,2021,E02001793,2021 super output areas - middle layer,152,Number of households,3831
282,2021,E02001794,2021 super output areas - middle layer,152,Number of households,3873
283,2021,E02001795,2021 super output areas - middle layer,152,Number of households,3525
284,2021,E02001796,2021 super output areas - middle layer,152,Number of households,4237
285,2021,E02001797,2021 super output areas - middle layer,152,Number of households,2573
286,2021,E02001798,2021 super output areas - middle layer,152,Number of households,3544
287,2021,E02001799,2021 super output areas - middle layer,152,Number of households,4256
288,2021,E02001800,2021 super output areas - middle layer,152,Number of households,2980
289,2021,E02001801,2021 super output areas - middle layer,152,Number of households,2363
290,2021,E02001802,2021 super output areas - middle layer,152,Number of households,3145
291,2021,E02001803,2021 super output areas - middle layer,152,Number of households,3874
292,2021,E02001804,2021 super output areas - middle layer,152,Number of households,2735
293,2021,E02001805,2021 super output areas - middle layer,152,Number of households,2448
294,2021,E02001806,2021 super output areas - middle layer,152,Number of households,3816
295,2021,E02001807,2021 super output areas - middle layer,152,Number of households,3573
296,2021,E02001808,2021 super output areas - middle layer,152,Number of households,2301
297,2021,E02001809,2021 super output areas - middle layer,152,Number of households,2977
298,2021,E02001810,2021 super output areas - middle layer,152,Number of households,3716
299,2021,E02001811,2021 super output areas - middle layer,152,Number of households,3983
300,2021,E02001812,2021 super output areas - middle layer,152,Number of households,4268
301,2021,E02001813,2021 super output areas - middle layer,152,Number of households,4147
302,2021,E02001814,2021 super output areas - middle layer,152,Number of households,2686
303,2021,E02001815,2021 super output areas - middle layer,152,Number of households,4244
304,2021,E02001816,2021 super output areas - middle layer,152,Number of households,3423
305,2021,E02001817,2021 super output areas - middle layer,152,Number of households,2965
306,2021,E02001818,2021 super output areas - middle layer,152,Number of households,4061
307,2021,E02001819,2021 super output areas - middle layer,152,Number of households,3117
308,2021,E02001820,2021 super output areas - middle layer,152,Number of households,4110
309,2021,E02001821,2021 super output areas - middle layer,152,Number of households,2420
310,2021,E02001822,2021 super output areas - middle layer,152,Number of households,3304
311,2021,E02001823,2021 super output areas - middle layer,152,Number of households,3525
312,2021,E02001824,2021 super output areas - middle layer,152,Number of households,3903
313,2021,E02001825,2021 super output areas - middle layer,152,Number of households,3553
314,2021,E02001826,2021 super output areas - middle layer,152,Number of households,3259
315,2021,E02001682,2021 super output areas - middle layer,152,Number of households,3791
316,2021,E02001683,2021 super output areas - middle layer,152,Number of households,4272
317,2021,E02001684,2021 super output areas - middle layer,152,Number of households,3148
318,2021,E02001685,2021 super output areas - middle layer,152,Number of households,3665
319,2021,E02001686,2021 super output areas - middle layer,152,Number of households,3151
320,2021,E02001688,2021 super output areas - middle layer,152,Number of households,3807
321,2021,E02001689,2021 super output areas - middle layer,152,Number of households,3113
322,2021,E02001690,2021 super output areas - middle layer,152,Number of households,3218
323,2021,E02001691,2021 super output areas - middle layer,152,Number of households,3809
324,2021,E02001692,2021 super output areas - middle layer,152,Number of households,2708
325,2021,E02001693,2021 super output areas - middle layer,152,Number of households,2552
326,2021,E02001694,2021 super output areas - middle layer,152,Number of households,2788
327,2021,E02001695,2021 super output areas - middle layer,152,Number of households,2644
328,2021,E02001696,2021 super output areas - middle layer,152,Number of households,3957
329,2021,E02001697,2021 super output areas - middle layer,152,Number of households,3331
330,2021,E02001698,2021 super output areas - middle layer,152,Number of households,3192
331,2021,E02001699,2021 super output areas - middle layer,152,Number of households,3036
332,2021,E02001700,2021 super output areas - middle layer,152,Number of households,4547
333,2021,E02001701,2021 super output areas - middle layer,152,Number of households,2729
334,2021,E02001702,2021 super output areas - middle layer,152,Number of households,3476
335,2021,E02001703,2021 super output areas - middle layer,152,Number of households,2495
336,2021,E02001704,2021 super output areas - middle layer,152,Number of households,3298
337,2021,E02001706,2021 super output areas - middle layer,152,Number of households,3373
338,2021,E02001707,2021 super output areas - middle layer,152,Number of households,3688
339,2021,E02006841,2021 super output areas - middle layer,152,Number of households,3693
340,2021,E02006842,2021 super output areas - middle layer,152,Number of households,2244
341,2021,E02007094,2021 super output areas - middle layer,152,Number of households,3275
342,2021,E02002574,2021 super output areas - middle layer,152,Number of households,3588
343,2021,E02002575,2021 super output areas - middle layer,152,Number of households,3811
344,2021,E02002576,2021 super output areas - middle layer,152,Number of households,3402
345,2021,E02002577,2021 super output areas - middle layer,152,Number of households,3242
346,2021,E02002578,2021 super output areas - middle layer,152,Number of households,3499
347,2021,E02002579,2021 super output areas - middle layer,152,Number of households,3377
348,2021,E02002580,2021 super output areas - middle layer,152,Number of households,3686
349,2021,E02002581,2021 super output areas - middle layer,152,Number of households,3087
350,2021,E02002582,2021 super output areas - middle layer,152,Number of households,3625
351,2021,E02002583,2021 super output areas - middle layer,152,Number of households,3386
352,2021,E02002584,2021 super output areas - middle layer,152,Number of households,3113
353,2021,E02002585,2021 super output areas - middle layer,152,Number of households,5208
354,2021,E02002586,2021 super output areas - middle layer,152,Number of households,4074
355,2021,E02002587,2021 super output areas - middle layer,152,Number of households,2871
356,2021,E02002588,2021 super output areas - middle layer,152,Number of households,3259
357,2021,E02002589,2021 super output areas - middle layer,152,Number of households,2725
358,2021,E02002590,2021 super output areas - middle layer,152,Number of households,2639
359,2021,E02002591,2021 super output areas - middle layer,152,Number of households,2854
360,2021,E02002592,2021 super output areas - middle layer,152,Number of households,2576
361,2021,E02002593,2021 super output areas - middle layer,152,Number of households,2364
362,2021,E02002594,2021 super output areas - middle layer,152,Number of households,2601
363,2021,E02002595,2021 super output areas - middle layer,152,Number of households,3448
364,2021,E02002596,2021 super output areas - middle layer,152,Number of households,3512
365,2021,E02002597,2021 super output areas - middle layer,152,Number of households,3862
366,2021,E02002598,2021 super output areas - middle layer,152,Number of households,4264
367,2021,E02002599,2021 super output areas - middle layer,152,Number of households,4377
368,2021,E02002600,2021 super output areas - middle layer,152,Number of households,4163
369,2021,E02002601,2021 super output areas - middle layer,152,Number of households,3847
370,2021,E02002602,2021 super output areas - middle layer,152,Number of households,3529
371,2021,E02002603,2021 super output areas - middle layer,152,Number of households,2870
372,2021,E02002604,2021 super output areas - middle layer,152,Number of households,3239
373,2021,E02002605,2021 super output areas - middle layer,152,Number of households,3728
374,2021,E02002606,2021 super output areas - middle layer,152,Number of households,5483
375,2021,E02002607,2021 super output areas - middle layer,152,Number of households,5652
376,2021,E02002608,2021 super output areas - middle layer,152,Number of households,3560
377,2021,E02002609,2021 super output areas - middle layer,152,Number of households,4393
378,2021,E02002610,2021 super output areas - middle layer,152,Number of households,5311
379,2021,E02002611,2021 super output areas - middle layer,152,Number of households,3257
380,2021,E02002612,2021 super output areas - middle layer,152,Number of households,3989
381,2021,E02002613,2021 super output areas - middle layer,152,Number of households,2640
382,2021,E02002614,2021 super output areas - middle layer,152,Number of households,2380
383,2021,E02002615,2021 super output areas - middle layer,152,Number of households,4119
384,2021,E02002616,2021 super output areas - middle layer,152,Number of households,2994
385,2021,E02002617,2021 super output areas - middle layer,152,Number of households,2767
386,2021,E02002618,2021 super output areas - middle layer,152,Number of households,2205
387,2021,E02002619,2021 super output areas - middle layer,152,Number of households,3040
388,2021,E02002620,2021 super output areas - middle layer,152,Number of households,3419
389,2021,E02002621,2021 super output areas - middle layer,152,Number of households,2540
390,2021,E02002622,2021 super output areas - middle layer,152,Number of households,3981
391,2021,E02002623,2021 super output areas - middle layer,152,Number of households,4703
392,2021,E02002624,2021 super output areas - middle layer,152,Number of households,3590
393,2021,E02002625,2021 super output areas - middle layer,152,Number of households,3956
394,2021,E02002626,2021 super output areas - middle layer,152,Number of households,3143
395,2021,E02002627,2021 super output areas - middle layer,152,Number of households,2934
396,2021,E02002628,2021 super output areas - middle layer,152,Number of households,3117
397,2021,E02002629,2021 super output areas - middle layer,152,Number of households,2641
398,2021,E02002630,2021 super output areas - middle layer,152,Number of households,2898
399,2021,E02002631,2021 super output areas - middle layer,152,Number of households,4020
400,2021,E02002632,2021 super output areas - middle layer,152,Number of households,2700
401,2021,E02002633,2021 super output areas - middle layer,152,Number of households,3575
402,2021,E02002634,2021 super output areas - middle layer,152,Number of households,4047
403,2021,E02002635,2021 super output areas - middle layer,152,Number of households,3651
404,2021,E02002636,2021 super output areas - middle layer,152,Number of households,3708
405,2021,E02002637,2021 super output areas - middle layer,152,Number of households,2707
406,2021,E02002638,2021 super output areas - middle layer,152,Number of households,2939
407,2021,E02002639,2021 super output areas - middle layer,152,Number of households,2720
408,2021,E02002640,2021 super output areas - middle layer,152,Number of households,3327
409,2021,E02002641,2021 super output areas - middle layer,152,Number of households,3600
410,2021,E02002642,2021 super output areas - middle layer,152,Number of households,3397
411,2021,E02002643,2021 super output areas - middle layer,152,Number of households,3387
412,2021,E02002644,2021 super output areas - middle layer,152,Number of households,3499
413,2021,E02002645,2021 super output areas - middle layer,152,Number of households,2837
414,2021,E02002646,2021 super output areas - middle layer,152,Number of households,3382
415,2021,E02002647,2021 super output areas - middle layer,152,Number of households,3628
416,2021,E02002648,2021 super output areas - middle layer,152,Number of households,3219
417,2021,E02002649,2021 super output areas - middle layer,152,Number of households,3732
418,2021,E02002650,2021 super output areas - middle layer,152,Number of households,3902
