,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_COMEST_26_NAME,OBS_VALUE
20,2021,E02006080,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
21,2021,E02006080,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
22,2021,E02006080,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
23,2021,E02006080,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
24,2021,E02006080,2021 super output areas - middle layer,152,Other establishment: Religious,0
25,2021,E02006080,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
26,2021,E02006080,2021 super output areas - middle layer,152,Establishment not stated,4
27,2021,E02006081,2021 super output areas - middle layer,152,Total,2
28,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment,2
29,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
30,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
31,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
32,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
33,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,1
34,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
35,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
36,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,1
37,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
38,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
39,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
40,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment:Other,1
41,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
42,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,1
43,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
44,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
45,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
46,2021,E02006081,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
47,2021,E02006081,2021 super output areas - middle layer,152,Other establishment,0
48,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Defence,0
49,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Prison service,0
50,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
51,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
52,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Education,0
53,2021,E02006081,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
54,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
55,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
56,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
57,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Religious,0
58,2021,E02006081,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
59,2021,E02006081,2021 super output areas - middle layer,152,Establishment not stated,0
60,2021,E02006082,2021 super output areas - middle layer,152,Total,2
61,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment,0
62,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
63,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
64,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
65,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
66,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
67,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
68,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
69,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
70,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
71,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
72,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
73,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment:Other,0
74,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
75,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,0
76,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
77,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
78,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
79,2021,E02006082,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
80,2021,E02006082,2021 super output areas - middle layer,152,Other establishment,0
81,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Defence,0
82,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Prison service,0
83,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
84,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
85,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Education,0
86,2021,E02006082,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
87,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
88,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
89,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
90,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Religious,0
91,2021,E02006082,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
92,2021,E02006082,2021 super output areas - middle layer,152,Establishment not stated,2
93,2021,E02006083,2021 super output areas - middle layer,152,Total,39
94,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment,39
95,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
96,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
97,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
98,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
99,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
100,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
101,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
102,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
103,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
104,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
105,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
106,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment:Other,39
107,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,39
108,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,0
109,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
110,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
111,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
112,2021,E02006083,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
113,2021,E02006083,2021 super output areas - middle layer,152,Other establishment,0
114,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Defence,0
115,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Prison service,0
116,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
117,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
118,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Education,0
119,2021,E02006083,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
120,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
121,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
122,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
123,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Religious,0
124,2021,E02006083,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
125,2021,E02006083,2021 super output areas - middle layer,152,Establishment not stated,0
126,2021,E02006084,2021 super output areas - middle layer,152,Total,35
127,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment,35
128,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
129,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
130,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
131,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
132,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
133,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
134,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
135,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
136,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
137,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
138,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
139,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment:Other,35
140,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
141,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,35
142,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
143,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
144,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
145,2021,E02006084,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
146,2021,E02006084,2021 super output areas - middle layer,152,Other establishment,0
147,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Defence,0
148,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Prison service,0
149,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
150,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
151,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Education,0
152,2021,E02006084,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
153,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
154,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
155,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
156,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Religious,0
157,2021,E02006084,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
158,2021,E02006084,2021 super output areas - middle layer,152,Establishment not stated,0
159,2021,E02006085,2021 super output areas - middle layer,152,Total,0
160,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment,0
161,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
162,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
163,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
164,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
165,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
166,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
167,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
168,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
169,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
170,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
171,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
172,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment:Other,0
173,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
174,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,0
175,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
176,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
177,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
178,2021,E02006085,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
179,2021,E02006085,2021 super output areas - middle layer,152,Other establishment,0
180,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Defence,0
181,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Prison service,0
182,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
183,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
184,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Education,0
185,2021,E02006085,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
186,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
187,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
188,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
189,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Religious,0
190,2021,E02006085,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
191,2021,E02006085,2021 super output areas - middle layer,152,Establishment not stated,0
192,2021,E02006086,2021 super output areas - middle layer,152,Total,102
193,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment,72
194,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
195,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
196,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
197,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
198,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
199,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
200,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
201,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
202,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
203,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
204,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
205,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment:Other,72
206,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,49
207,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,23
208,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
209,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
210,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
211,2021,E02006086,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
212,2021,E02006086,2021 super output areas - middle layer,152,Other establishment,30
213,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Defence,0
214,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Prison service,0
215,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
216,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
217,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Education,30
218,2021,E02006086,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
219,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
220,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
221,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
222,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Religious,0
223,2021,E02006086,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
224,2021,E02006086,2021 super output areas - middle layer,152,Establishment not stated,0
225,2021,E02006087,2021 super output areas - middle layer,152,Total,73
226,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment,73
227,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
228,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
229,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
230,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
231,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
232,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
233,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
234,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
235,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
236,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
237,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
238,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment:Other,73
239,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,73
240,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,0
241,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
242,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
243,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
244,2021,E02006087,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
245,2021,E02006087,2021 super output areas - middle layer,152,Other establishment,0
246,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Defence,0
247,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Prison service,0
248,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
249,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
250,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Education,0
251,2021,E02006087,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
252,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
253,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
254,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
255,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Religious,0
256,2021,E02006087,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
257,2021,E02006087,2021 super output areas - middle layer,152,Establishment not stated,0
258,2021,E02006088,2021 super output areas - middle layer,152,Total,14
259,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment,14
260,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
261,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
262,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
263,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
264,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
265,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
266,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
267,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
268,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
269,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
270,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
271,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment:Other,14
272,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
273,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,14
274,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
275,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
276,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
277,2021,E02006088,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
278,2021,E02006088,2021 super output areas - middle layer,152,Other establishment,0
279,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Defence,0
280,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Prison service,0
281,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
282,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
283,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Education,0
284,2021,E02006088,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
285,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
286,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
287,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
288,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Religious,0
289,2021,E02006088,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
290,2021,E02006088,2021 super output areas - middle layer,152,Establishment not stated,0
291,2021,E02006089,2021 super output areas - middle layer,152,Total,143
292,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment,122
293,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
294,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
295,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
296,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
297,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
298,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
299,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
300,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
301,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
302,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
303,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
304,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment:Other,122
305,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,70
306,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,52
307,2021,E02006089,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
