,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LIVING_11_NAME,OBS_VALUE
29,2021,E02002484,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,511
30,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents,6185
31,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple,3145
32,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2164
33,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2142
34,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,22
35,2021,E02002485,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",0
36,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,981
37,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,930
38,2021,E02002485,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,51
39,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple,3040
40,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1907
41,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,46
42,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),147
43,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,511
44,2021,E02002485,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,429
45,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents,5571
46,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple,2492
47,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1791
48,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1769
49,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,22
50,2021,E02002489,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
51,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,696
52,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,670
53,2021,E02002489,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,26
54,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple,3079
55,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2055
56,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,56
57,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),168
58,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,492
59,2021,E02002489,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,308
60,2021,E02002490,2021 super output areas - middle layer,152,Total: All usual residents,4592
61,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple,2406
62,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1628
63,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1610
64,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,18
65,2021,E02002490,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
66,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,774
67,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,750
68,2021,E02002490,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,24
69,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple,2186
70,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1407
71,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,45
72,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),117
73,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,370
74,2021,E02002490,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,247
75,2021,E02002491,2021 super output areas - middle layer,152,Total: All usual residents,5074
76,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple,2680
77,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1925
78,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1915
79,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,10
80,2021,E02002491,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
81,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,750
82,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,728
83,2021,E02002491,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,22
84,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple,2394
85,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1509
86,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,40
87,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),114
88,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,339
89,2021,E02002491,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,392
90,2021,E02002492,2021 super output areas - middle layer,152,Total: All usual residents,5384
91,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple,3119
92,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2212
93,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2200
94,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
95,2021,E02002492,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
96,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,903
97,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,879
98,2021,E02002492,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,24
99,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple,2265
100,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1389
101,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,27
102,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),106
103,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,382
104,2021,E02002492,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,361
105,2021,E02002493,2021 super output areas - middle layer,152,Total: All usual residents,5577
106,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple,3684
107,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2888
108,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2880
109,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,8
110,2021,E02002493,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",2
111,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,794
112,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,758
113,2021,E02002493,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,36
114,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple,1893
115,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1023
116,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,29
117,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),82
118,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,319
119,2021,E02002493,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,440
120,2021,E02002494,2021 super output areas - middle layer,152,Total: All usual residents,5788
121,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple,2802
122,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1836
123,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1820
124,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,16
125,2021,E02002494,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",2
126,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,964
127,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,922
128,2021,E02002494,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,42
129,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple,2986
130,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1993
131,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,43
132,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),149
133,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,458
134,2021,E02002494,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,343
135,2021,E02006909,2021 super output areas - middle layer,152,Total: All usual residents,10752
136,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple,7416
137,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,6012
138,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,5992
139,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,20
140,2021,E02006909,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",12
141,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1392
142,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1352
143,2021,E02006909,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,40
144,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple,3336
145,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1862
146,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,65
147,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),161
148,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,508
149,2021,E02006909,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,740
150,2021,E02007059,2021 super output areas - middle layer,152,Total: All usual residents,8791
151,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple,4877
152,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3624
153,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3614
154,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,10
155,2021,E02007059,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",1
156,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1252
157,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1176
158,2021,E02007059,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,76
159,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple,3914
160,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2417
161,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,101
162,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),191
163,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,682
164,2021,E02007059,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,523
165,2021,E02002496,2021 super output areas - middle layer,152,Total: All usual residents,8569
166,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple,2952
167,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2270
168,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2252
169,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,18
170,2021,E02002496,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
171,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,678
172,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,616
173,2021,E02002496,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,62
174,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple,5617
175,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),4160
176,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,389
177,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),215
178,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,550
179,2021,E02002496,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,303
180,2021,E02002497,2021 super output areas - middle layer,152,Total: All usual residents,4605
181,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple,1924
182,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1158
183,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1146
184,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
185,2021,E02002497,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",6
186,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,760
187,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,704
188,2021,E02002497,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,56
189,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple,2681
190,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1893
191,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,69
192,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),149
193,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,324
194,2021,E02002497,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,246
195,2021,E02002498,2021 super output areas - middle layer,152,Total: All usual residents,6615
196,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple,2318
197,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1568
198,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1562
199,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,6
200,2021,E02002498,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",6
201,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,744
202,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,686
203,2021,E02002498,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,58
204,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple,4297
205,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2950
206,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,316
207,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),264
208,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,511
209,2021,E02002498,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,256
210,2021,E02002499,2021 super output areas - middle layer,152,Total: All usual residents,5547
211,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple,2536
212,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1622
213,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1610
214,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
215,2021,E02002499,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
216,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,910
217,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,862
218,2021,E02002499,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,48
219,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple,3011
220,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2185
221,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,37
222,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),108
223,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,378
224,2021,E02002499,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,303
225,2021,E02002500,2021 super output areas - middle layer,152,Total: All usual residents,4564
226,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple,2260
227,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1729
228,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1715
229,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,14
230,2021,E02002500,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
231,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,526
232,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,486
233,2021,E02002500,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,40
234,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple,2304
235,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1569
236,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,66
237,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),105
238,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,327
239,2021,E02002500,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,237
240,2021,E02002501,2021 super output areas - middle layer,152,Total: All usual residents,4616
241,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple,2310
242,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1643
243,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1619
244,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,24
245,2021,E02002501,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",1
246,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,666
247,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,638
248,2021,E02002501,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,28
249,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple,2306
250,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1572
251,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,39
252,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),116
253,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,336
254,2021,E02002501,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,243
255,2021,E02002502,2021 super output areas - middle layer,152,Total: All usual residents,7480
256,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple,3252
257,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2165
258,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2153
259,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
260,2021,E02002502,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
261,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1082
262,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1034
263,2021,E02002502,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,48
264,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple,4228
265,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2856
266,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,61
267,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),231
268,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,579
269,2021,E02002502,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,501
270,2021,E02002503,2021 super output areas - middle layer,152,Total: All usual residents,5079
271,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple,2598
272,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1758
273,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1750
274,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,8
275,2021,E02002503,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
276,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,836
277,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,800
278,2021,E02002503,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,36
279,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple,2481
280,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1700
281,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,49
282,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),124
283,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,337
284,2021,E02002503,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,271
285,2021,E02002504,2021 super output areas - middle layer,152,Total: All usual residents,7601
286,2021,E02002504,2021 super output areas - middle layer,152,Living in a couple,4262
