,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WORKED_4_NAME,OBS_VALUE
42,2021,E02007059,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2473
43,2021,E02007059,2021 super output areas - middle layer,152,Not in employment: Never worked,1299
44,2021,E02002496,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,6229
45,2021,E02002496,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,1089
46,2021,E02002496,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1919
47,2021,E02002496,2021 super output areas - middle layer,152,Not in employment: Never worked,3221
48,2021,E02002497,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2600
49,2021,E02002497,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,300
50,2021,E02002497,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1130
51,2021,E02002497,2021 super output areas - middle layer,152,Not in employment: Never worked,1170
52,2021,E02002498,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,4057
53,2021,E02002498,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,649
54,2021,E02002498,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1364
55,2021,E02002498,2021 super output areas - middle layer,152,Not in employment: Never worked,2044
56,2021,E02002499,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2908
57,2021,E02002499,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,343
58,2021,E02002499,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1282
59,2021,E02002499,2021 super output areas - middle layer,152,Not in employment: Never worked,1283
60,2021,E02002500,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2314
61,2021,E02002500,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,290
62,2021,E02002500,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1100
63,2021,E02002500,2021 super output areas - middle layer,152,Not in employment: Never worked,924
64,2021,E02002501,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2344
65,2021,E02002501,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,255
66,2021,E02002501,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1105
67,2021,E02002501,2021 super output areas - middle layer,152,Not in employment: Never worked,984
68,2021,E02002502,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,4210
69,2021,E02002502,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,395
70,2021,E02002502,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2036
71,2021,E02002502,2021 super output areas - middle layer,152,Not in employment: Never worked,1779
72,2021,E02002503,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2387
73,2021,E02002503,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,307
74,2021,E02002503,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1146
75,2021,E02002503,2021 super output areas - middle layer,152,Not in employment: Never worked,934
76,2021,E02002504,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3464
77,2021,E02002504,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,445
78,2021,E02002504,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1710
79,2021,E02002504,2021 super output areas - middle layer,152,Not in employment: Never worked,1309
80,2021,E02002505,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2408
81,2021,E02002505,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,284
82,2021,E02002505,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1130
83,2021,E02002505,2021 super output areas - middle layer,152,Not in employment: Never worked,994
84,2021,E02002506,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2484
85,2021,E02002506,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,236
86,2021,E02002506,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1229
87,2021,E02002506,2021 super output areas - middle layer,152,Not in employment: Never worked,1019
88,2021,E02002507,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2101
89,2021,E02002507,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,239
90,2021,E02002507,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1347
91,2021,E02002507,2021 super output areas - middle layer,152,Not in employment: Never worked,515
92,2021,E02002508,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2059
93,2021,E02002508,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,223
94,2021,E02002508,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1317
95,2021,E02002508,2021 super output areas - middle layer,152,Not in employment: Never worked,519
96,2021,E02002509,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2027
97,2021,E02002509,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,212
98,2021,E02002509,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1185
99,2021,E02002509,2021 super output areas - middle layer,152,Not in employment: Never worked,630
100,2021,E02002510,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2514
101,2021,E02002510,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,224
102,2021,E02002510,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1662
103,2021,E02002510,2021 super output areas - middle layer,152,Not in employment: Never worked,628
104,2021,E02002512,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2014
105,2021,E02002512,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,217
106,2021,E02002512,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1395
107,2021,E02002512,2021 super output areas - middle layer,152,Not in employment: Never worked,402
108,2021,E02002513,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,4061
109,2021,E02002513,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,450
110,2021,E02002513,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2307
111,2021,E02002513,2021 super output areas - middle layer,152,Not in employment: Never worked,1304
112,2021,E02002514,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3337
113,2021,E02002514,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,339
114,2021,E02002514,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2024
115,2021,E02002514,2021 super output areas - middle layer,152,Not in employment: Never worked,974
116,2021,E02006811,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3989
117,2021,E02006811,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,402
118,2021,E02006811,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2771
119,2021,E02006811,2021 super output areas - middle layer,152,Not in employment: Never worked,816
120,2021,E02002515,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2872
121,2021,E02002515,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,312
122,2021,E02002515,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1605
123,2021,E02002515,2021 super output areas - middle layer,152,Not in employment: Never worked,955
124,2021,E02002516,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2122
125,2021,E02002516,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,215
126,2021,E02002516,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1278
127,2021,E02002516,2021 super output areas - middle layer,152,Not in employment: Never worked,629
128,2021,E02002517,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2200
129,2021,E02002517,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,240
130,2021,E02002517,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1258
131,2021,E02002517,2021 super output areas - middle layer,152,Not in employment: Never worked,702
132,2021,E02002518,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3992
133,2021,E02002518,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,401
134,2021,E02002518,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2717
135,2021,E02002518,2021 super output areas - middle layer,152,Not in employment: Never worked,874
136,2021,E02002519,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3352
137,2021,E02002519,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,253
138,2021,E02002519,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1967
139,2021,E02002519,2021 super output areas - middle layer,152,Not in employment: Never worked,1132
140,2021,E02002520,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,5439
141,2021,E02002520,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,470
142,2021,E02002520,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,3868
143,2021,E02002520,2021 super output areas - middle layer,152,Not in employment: Never worked,1101
144,2021,E02002521,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2820
145,2021,E02002521,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,246
146,2021,E02002521,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1910
147,2021,E02002521,2021 super output areas - middle layer,152,Not in employment: Never worked,664
148,2021,E02002523,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2653
149,2021,E02002523,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,240
150,2021,E02002523,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1287
151,2021,E02002523,2021 super output areas - middle layer,152,Not in employment: Never worked,1126
152,2021,E02002524,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2285
153,2021,E02002524,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,202
154,2021,E02002524,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1498
155,2021,E02002524,2021 super output areas - middle layer,152,Not in employment: Never worked,585
156,2021,E02002525,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3386
157,2021,E02002525,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,344
158,2021,E02002525,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1968
159,2021,E02002525,2021 super output areas - middle layer,152,Not in employment: Never worked,1074
160,2021,E02002526,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3002
161,2021,E02002526,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,295
162,2021,E02002526,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1906
163,2021,E02002526,2021 super output areas - middle layer,152,Not in employment: Never worked,801
164,2021,E02002527,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2143
165,2021,E02002527,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,184
166,2021,E02002527,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1223
167,2021,E02002527,2021 super output areas - middle layer,152,Not in employment: Never worked,736
168,2021,E02002529,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2365
169,2021,E02002529,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,228
170,2021,E02002529,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1448
171,2021,E02002529,2021 super output areas - middle layer,152,Not in employment: Never worked,689
172,2021,E02002530,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2802
173,2021,E02002530,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,254
174,2021,E02002530,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1814
175,2021,E02002530,2021 super output areas - middle layer,152,Not in employment: Never worked,734
176,2021,E02002532,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2799
177,2021,E02002532,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,309
178,2021,E02002532,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1704
179,2021,E02002532,2021 super output areas - middle layer,152,Not in employment: Never worked,786
180,2021,E02002533,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2609
181,2021,E02002533,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,233
182,2021,E02002533,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1894
183,2021,E02002533,2021 super output areas - middle layer,152,Not in employment: Never worked,482
184,2021,E02002534,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2573
185,2021,E02002534,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,193
186,2021,E02002534,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1988
187,2021,E02002534,2021 super output areas - middle layer,152,Not in employment: Never worked,392
188,2021,E02006812,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3108
189,2021,E02006812,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,294
190,2021,E02006812,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1884
191,2021,E02006812,2021 super output areas - middle layer,152,Not in employment: Never worked,930
192,2021,E02006910,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,4199
193,2021,E02006910,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,410
194,2021,E02006910,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2344
195,2021,E02006910,2021 super output areas - middle layer,152,Not in employment: Never worked,1445
196,2021,E02002535,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3209
197,2021,E02002535,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,317
198,2021,E02002535,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2129
199,2021,E02002535,2021 super output areas - middle layer,152,Not in employment: Never worked,763
200,2021,E02002536,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3574
201,2021,E02002536,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,372
202,2021,E02002536,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2297
203,2021,E02002536,2021 super output areas - middle layer,152,Not in employment: Never worked,905
204,2021,E02002537,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3129
205,2021,E02002537,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,335
206,2021,E02002537,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1754
207,2021,E02002537,2021 super output areas - middle layer,152,Not in employment: Never worked,1040
208,2021,E02002538,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2117
209,2021,E02002538,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,206
210,2021,E02002538,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1332
211,2021,E02002538,2021 super output areas - middle layer,152,Not in employment: Never worked,579
212,2021,E02002539,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3732
213,2021,E02002539,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,375
214,2021,E02002539,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2567
215,2021,E02002539,2021 super output areas - middle layer,152,Not in employment: Never worked,790
216,2021,E02002540,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2434
217,2021,E02002540,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,197
218,2021,E02002540,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1792
219,2021,E02002540,2021 super output areas - middle layer,152,Not in employment: Never worked,445
220,2021,E02002541,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2296
221,2021,E02002541,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,249
222,2021,E02002541,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1481
223,2021,E02002541,2021 super output areas - middle layer,152,Not in employment: Never worked,566
224,2021,E02002542,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3165
225,2021,E02002542,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,331
226,2021,E02002542,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1690
227,2021,E02002542,2021 super output areas - middle layer,152,Not in employment: Never worked,1144
228,2021,E02002543,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3265
229,2021,E02002543,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,362
230,2021,E02002543,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1697
231,2021,E02002543,2021 super output areas - middle layer,152,Not in employment: Never worked,1206
232,2021,E02002544,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3873
233,2021,E02002544,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,392
234,2021,E02002544,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2151
235,2021,E02002544,2021 super output areas - middle layer,152,Not in employment: Never worked,1330
236,2021,E02002545,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,1943
237,2021,E02002545,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,181
238,2021,E02002545,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1343
239,2021,E02002545,2021 super output areas - middle layer,152,Not in employment: Never worked,419
240,2021,E02002546,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2879
241,2021,E02002546,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,309
242,2021,E02002546,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1481
243,2021,E02002546,2021 super output areas - middle layer,152,Not in employment: Never worked,1089
244,2021,E02002547,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2633
245,2021,E02002547,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,248
246,2021,E02002547,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1772
247,2021,E02002547,2021 super output areas - middle layer,152,Not in employment: Never worked,613
248,2021,E02002549,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3002
249,2021,E02002549,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,264
250,2021,E02002549,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2149
251,2021,E02002549,2021 super output areas - middle layer,152,Not in employment: Never worked,589
252,2021,E02002550,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2296
253,2021,E02002550,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,235
254,2021,E02002550,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1455
255,2021,E02002550,2021 super output areas - middle layer,152,Not in employment: Never worked,606
256,2021,E02002551,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2272
257,2021,E02002551,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,225
258,2021,E02002551,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1083
259,2021,E02002551,2021 super output areas - middle layer,152,Not in employment: Never worked,964
260,2021,E02002552,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2399
261,2021,E02002552,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,319
262,2021,E02002552,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1285
263,2021,E02002552,2021 super output areas - middle layer,152,Not in employment: Never worked,795
264,2021,E02002553,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2171
265,2021,E02002553,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,226
266,2021,E02002553,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1242
267,2021,E02002553,2021 super output areas - middle layer,152,Not in employment: Never worked,703
268,2021,E02002554,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2277
269,2021,E02002554,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,194
270,2021,E02002554,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1333
271,2021,E02002554,2021 super output areas - middle layer,152,Not in employment: Never worked,750
272,2021,E02002555,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,3728
273,2021,E02002555,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,371
274,2021,E02002555,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2535
275,2021,E02002555,2021 super output areas - middle layer,152,Not in employment: Never worked,822
276,2021,E02002556,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2445
277,2021,E02002556,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,305
278,2021,E02002556,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1563
279,2021,E02002556,2021 super output areas - middle layer,152,Not in employment: Never worked,577
280,2021,E02002558,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,4035
281,2021,E02002558,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,408
282,2021,E02002558,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,2933
283,2021,E02002558,2021 super output areas - middle layer,152,Not in employment: Never worked,694
284,2021,E02007060,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2674
285,2021,E02007060,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,250
286,2021,E02007060,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1146
287,2021,E02007060,2021 super output areas - middle layer,152,Not in employment: Never worked,1278
288,2021,E02007061,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2668
289,2021,E02007061,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,294
290,2021,E02007061,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1087
291,2021,E02007061,2021 super output areas - middle layer,152,Not in employment: Never worked,1287
292,2021,E02007062,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,1462
293,2021,E02007062,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,271
294,2021,E02007062,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,751
295,2021,E02007062,2021 super output areas - middle layer,152,Not in employment: Never worked,440
296,2021,E02007063,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,1886
297,2021,E02007063,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,325
298,2021,E02007063,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1010
299,2021,E02007063,2021 super output areas - middle layer,152,Not in employment: Never worked,551
300,2021,E02002559,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over not in employment the week before the census,2926
301,2021,E02002559,2021 super output areas - middle layer,152,Not in employment: Worked in the last 12 months,330
302,2021,E02002559,2021 super output areas - middle layer,152,Not in employment: Not worked in the last 12 months,1972
