,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
58,2021,E02000152,2021 super output areas - middle layer,152,All household members have the same ethnic group,1728
59,2021,E02000152,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,133
60,2021,E02000152,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,311
61,2021,E02000152,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,99
62,2021,E02000153,2021 super output areas - middle layer,152,Total: All households,2895
63,2021,E02000153,2021 super output areas - middle layer,152,One-person household,516
64,2021,E02000153,2021 super output areas - middle layer,152,All household members have the same ethnic group,1936
65,2021,E02000153,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,44
66,2021,E02000153,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,333
67,2021,E02000153,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,66
68,2021,E02000154,2021 super output areas - middle layer,152,Total: All households,3573
69,2021,E02000154,2021 super output areas - middle layer,152,One-person household,997
70,2021,E02000154,2021 super output areas - middle layer,152,All household members have the same ethnic group,2035
71,2021,E02000154,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,75
72,2021,E02000154,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,374
73,2021,E02000154,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,92
74,2021,E02000155,2021 super output areas - middle layer,152,Total: All households,3038
75,2021,E02000155,2021 super output areas - middle layer,152,One-person household,899
76,2021,E02000155,2021 super output areas - middle layer,152,All household members have the same ethnic group,1765
77,2021,E02000155,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,59
78,2021,E02000155,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,243
79,2021,E02000155,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,72
80,2021,E02000156,2021 super output areas - middle layer,152,Total: All households,4862
81,2021,E02000156,2021 super output areas - middle layer,152,One-person household,1195
82,2021,E02000156,2021 super output areas - middle layer,152,All household members have the same ethnic group,2872
83,2021,E02000156,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,117
84,2021,E02000156,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,545
85,2021,E02000156,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,133
86,2021,E02000157,2021 super output areas - middle layer,152,Total: All households,3278
87,2021,E02000157,2021 super output areas - middle layer,152,One-person household,732
88,2021,E02000157,2021 super output areas - middle layer,152,All household members have the same ethnic group,2138
89,2021,E02000157,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,58
90,2021,E02000157,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,302
91,2021,E02000157,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,48
92,2021,E02000158,2021 super output areas - middle layer,152,Total: All households,3034
93,2021,E02000158,2021 super output areas - middle layer,152,One-person household,715
94,2021,E02000158,2021 super output areas - middle layer,152,All household members have the same ethnic group,1874
95,2021,E02000158,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,93
96,2021,E02000158,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,261
97,2021,E02000158,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,91
98,2021,E02000159,2021 super output areas - middle layer,152,Total: All households,2822
99,2021,E02000159,2021 super output areas - middle layer,152,One-person household,661
100,2021,E02000159,2021 super output areas - middle layer,152,All household members have the same ethnic group,1799
101,2021,E02000159,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,57
102,2021,E02000159,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,240
103,2021,E02000159,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,65
104,2021,E02000160,2021 super output areas - middle layer,152,Total: All households,3039
105,2021,E02000160,2021 super output areas - middle layer,152,One-person household,657
106,2021,E02000160,2021 super output areas - middle layer,152,All household members have the same ethnic group,1912
107,2021,E02000160,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,62
108,2021,E02000160,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,337
109,2021,E02000160,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,71
110,2021,E02000161,2021 super output areas - middle layer,152,Total: All households,3347
111,2021,E02000161,2021 super output areas - middle layer,152,One-person household,740
112,2021,E02000161,2021 super output areas - middle layer,152,All household members have the same ethnic group,2187
113,2021,E02000161,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,59
114,2021,E02000161,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,296
115,2021,E02000161,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,65
116,2021,E02000162,2021 super output areas - middle layer,152,Total: All households,2966
117,2021,E02000162,2021 super output areas - middle layer,152,One-person household,932
118,2021,E02000162,2021 super output areas - middle layer,152,All household members have the same ethnic group,1703
119,2021,E02000162,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,72
120,2021,E02000162,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,204
121,2021,E02000162,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,55
122,2021,E02000163,2021 super output areas - middle layer,152,Total: All households,3069
123,2021,E02000163,2021 super output areas - middle layer,152,One-person household,734
124,2021,E02000163,2021 super output areas - middle layer,152,All household members have the same ethnic group,1986
125,2021,E02000163,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,41
126,2021,E02000163,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,253
127,2021,E02000163,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,55
128,2021,E02000165,2021 super output areas - middle layer,152,Total: All households,2742
129,2021,E02000165,2021 super output areas - middle layer,152,One-person household,566
130,2021,E02000165,2021 super output areas - middle layer,152,All household members have the same ethnic group,1900
131,2021,E02000165,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,40
132,2021,E02000165,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,192
133,2021,E02000165,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,44
134,2021,E02006782,2021 super output areas - middle layer,152,Total: All households,3196
135,2021,E02006782,2021 super output areas - middle layer,152,One-person household,828
136,2021,E02006782,2021 super output areas - middle layer,152,All household members have the same ethnic group,1694
137,2021,E02006782,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,169
138,2021,E02006782,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,371
139,2021,E02006782,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,134
140,2021,E02006787,2021 super output areas - middle layer,152,Total: All households,3089
141,2021,E02006787,2021 super output areas - middle layer,152,One-person household,777
142,2021,E02006787,2021 super output areas - middle layer,152,All household members have the same ethnic group,1634
143,2021,E02006787,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,106
144,2021,E02006787,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,489
145,2021,E02006787,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,83
146,2021,E02006789,2021 super output areas - middle layer,152,Total: All households,2788
147,2021,E02006789,2021 super output areas - middle layer,152,One-person household,698
148,2021,E02006789,2021 super output areas - middle layer,152,All household members have the same ethnic group,1818
149,2021,E02006789,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,34
150,2021,E02006789,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,181
151,2021,E02006789,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,57
152,2021,E02000166,2021 super output areas - middle layer,152,Total: All households,3397
153,2021,E02000166,2021 super output areas - middle layer,152,One-person household,1197
154,2021,E02000166,2021 super output areas - middle layer,152,All household members have the same ethnic group,1306
155,2021,E02000166,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,186
156,2021,E02000166,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,487
157,2021,E02000166,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,221
158,2021,E02000167,2021 super output areas - middle layer,152,Total: All households,3374
159,2021,E02000167,2021 super output areas - middle layer,152,One-person household,1273
160,2021,E02000167,2021 super output areas - middle layer,152,All household members have the same ethnic group,1220
161,2021,E02000167,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,102
162,2021,E02000167,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,624
163,2021,E02000167,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,155
164,2021,E02000168,2021 super output areas - middle layer,152,Total: All households,3495
165,2021,E02000168,2021 super output areas - middle layer,152,One-person household,1256
166,2021,E02000168,2021 super output areas - middle layer,152,All household members have the same ethnic group,1300
167,2021,E02000168,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,122
168,2021,E02000168,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,546
169,2021,E02000168,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,271
170,2021,E02000169,2021 super output areas - middle layer,152,Total: All households,3026
171,2021,E02000169,2021 super output areas - middle layer,152,One-person household,878
172,2021,E02000169,2021 super output areas - middle layer,152,All household members have the same ethnic group,1277
173,2021,E02000169,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,128
174,2021,E02000169,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,564
175,2021,E02000169,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,179
176,2021,E02000170,2021 super output areas - middle layer,152,Total: All households,3465
177,2021,E02000170,2021 super output areas - middle layer,152,One-person household,1158
178,2021,E02000170,2021 super output areas - middle layer,152,All household members have the same ethnic group,1299
179,2021,E02000170,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,140
180,2021,E02000170,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,578
181,2021,E02000170,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,290
182,2021,E02000171,2021 super output areas - middle layer,152,Total: All households,3331
183,2021,E02000171,2021 super output areas - middle layer,152,One-person household,1209
184,2021,E02000171,2021 super output areas - middle layer,152,All household members have the same ethnic group,1230
185,2021,E02000171,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,139
186,2021,E02000171,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,524
187,2021,E02000171,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,229
188,2021,E02000172,2021 super output areas - middle layer,152,Total: All households,4035
189,2021,E02000172,2021 super output areas - middle layer,152,One-person household,1452
190,2021,E02000172,2021 super output areas - middle layer,152,All household members have the same ethnic group,1710
191,2021,E02000172,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,189
192,2021,E02000172,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,407
193,2021,E02000172,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,277
194,2021,E02000173,2021 super output areas - middle layer,152,Total: All households,3501
195,2021,E02000173,2021 super output areas - middle layer,152,One-person household,1426
196,2021,E02000173,2021 super output areas - middle layer,152,All household members have the same ethnic group,1223
197,2021,E02000173,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,107
198,2021,E02000173,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,536
199,2021,E02000173,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,209
200,2021,E02000174,2021 super output areas - middle layer,152,Total: All households,3550
201,2021,E02000174,2021 super output areas - middle layer,152,One-person household,1273
202,2021,E02000174,2021 super output areas - middle layer,152,All household members have the same ethnic group,1390
203,2021,E02000174,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,162
204,2021,E02000174,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,424
205,2021,E02000174,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,301
206,2021,E02000175,2021 super output areas - middle layer,152,Total: All households,4307
207,2021,E02000175,2021 super output areas - middle layer,152,One-person household,1706
208,2021,E02000175,2021 super output areas - middle layer,152,All household members have the same ethnic group,1490
209,2021,E02000175,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,150
210,2021,E02000175,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,619
211,2021,E02000175,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,342
212,2021,E02000176,2021 super output areas - middle layer,152,Total: All households,3001
213,2021,E02000176,2021 super output areas - middle layer,152,One-person household,1345
214,2021,E02000176,2021 super output areas - middle layer,152,All household members have the same ethnic group,925
215,2021,E02000176,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,101
216,2021,E02000176,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,503
217,2021,E02000176,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,127
218,2021,E02000177,2021 super output areas - middle layer,152,Total: All households,3651
219,2021,E02000177,2021 super output areas - middle layer,152,One-person household,1328
220,2021,E02000177,2021 super output areas - middle layer,152,All household members have the same ethnic group,1455
221,2021,E02000177,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,166
222,2021,E02000177,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,395
223,2021,E02000177,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,307
224,2021,E02000178,2021 super output areas - middle layer,152,Total: All households,4166
225,2021,E02000178,2021 super output areas - middle layer,152,One-person household,1611
226,2021,E02000178,2021 super output areas - middle layer,152,All household members have the same ethnic group,1555
227,2021,E02000178,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,166
228,2021,E02000178,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,494
229,2021,E02000178,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,340
230,2021,E02000179,2021 super output areas - middle layer,152,Total: All households,2548
231,2021,E02000179,2021 super output areas - middle layer,152,One-person household,972
232,2021,E02000179,2021 super output areas - middle layer,152,All household members have the same ethnic group,981
233,2021,E02000179,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,97
234,2021,E02000179,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,337
235,2021,E02000179,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,161
236,2021,E02000180,2021 super output areas - middle layer,152,Total: All households,3516
237,2021,E02000180,2021 super output areas - middle layer,152,One-person household,1288
238,2021,E02000180,2021 super output areas - middle layer,152,All household members have the same ethnic group,1313
239,2021,E02000180,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,117
240,2021,E02000180,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,432
241,2021,E02000180,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,366
242,2021,E02000181,2021 super output areas - middle layer,152,Total: All households,3750
243,2021,E02000181,2021 super output areas - middle layer,152,One-person household,1295
244,2021,E02000181,2021 super output areas - middle layer,152,All household members have the same ethnic group,1422
245,2021,E02000181,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,128
246,2021,E02000181,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,635
247,2021,E02000181,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,270
248,2021,E02000182,2021 super output areas - middle layer,152,Total: All households,3083
249,2021,E02000182,2021 super output areas - middle layer,152,One-person household,1100
250,2021,E02000182,2021 super output areas - middle layer,152,All household members have the same ethnic group,1300
251,2021,E02000182,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,106
252,2021,E02000182,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,341
253,2021,E02000182,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,236
254,2021,E02000183,2021 super output areas - middle layer,152,Total: All households,3617
255,2021,E02000183,2021 super output areas - middle layer,152,One-person household,1537
256,2021,E02000183,2021 super output areas - middle layer,152,All household members have the same ethnic group,1233
257,2021,E02000183,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,115
258,2021,E02000183,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,516
259,2021,E02000183,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,216
260,2021,E02000184,2021 super output areas - middle layer,152,Total: All households,3632
261,2021,E02000184,2021 super output areas - middle layer,152,One-person household,1322
262,2021,E02000184,2021 super output areas - middle layer,152,All household members have the same ethnic group,1334
263,2021,E02000184,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,177
264,2021,E02000184,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,359
265,2021,E02000184,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,440
266,2021,E02000185,2021 super output areas - middle layer,152,Total: All households,4069
267,2021,E02000185,2021 super output areas - middle layer,152,One-person household,1749
268,2021,E02000185,2021 super output areas - middle layer,152,All household members have the same ethnic group,1445
269,2021,E02000185,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,217
270,2021,E02000185,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,361
271,2021,E02000185,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,297
272,2021,E02000186,2021 super output areas - middle layer,152,Total: All households,2940
273,2021,E02000186,2021 super output areas - middle layer,152,One-person household,1212
274,2021,E02000186,2021 super output areas - middle layer,152,All household members have the same ethnic group,997
275,2021,E02000186,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,106
276,2021,E02000186,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,329
277,2021,E02000186,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,296
278,2021,E02000187,2021 super output areas - middle layer,152,Total: All households,3817
279,2021,E02000187,2021 super output areas - middle layer,152,One-person household,1373
280,2021,E02000187,2021 super output areas - middle layer,152,All household members have the same ethnic group,1650
281,2021,E02000187,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,175
282,2021,E02000187,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,286
283,2021,E02000187,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,333
284,2021,E02000188,2021 super output areas - middle layer,152,Total: All households,2719
285,2021,E02000188,2021 super output areas - middle layer,152,One-person household,937
286,2021,E02000188,2021 super output areas - middle layer,152,All household members have the same ethnic group,1169
287,2021,E02000188,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,126
288,2021,E02000188,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,198
289,2021,E02000188,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,289
290,2021,E02000191,2021 super output areas - middle layer,152,Total: All households,2106
291,2021,E02000191,2021 super output areas - middle layer,152,One-person household,1068
292,2021,E02000191,2021 super output areas - middle layer,152,All household members have the same ethnic group,575
293,2021,E02000191,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,39
294,2021,E02000191,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,231
295,2021,E02000191,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,193
296,2021,E02000192,2021 super output areas - middle layer,152,Total: All households,3089
297,2021,E02000192,2021 super output areas - middle layer,152,One-person household,1305
298,2021,E02000192,2021 super output areas - middle layer,152,All household members have the same ethnic group,1141
299,2021,E02000192,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,108
300,2021,E02000192,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,301
301,2021,E02000192,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,234
302,2021,E02000193,2021 super output areas - middle layer,152,Total: All households,3101
303,2021,E02000193,2021 super output areas - middle layer,152,One-person household,1630
304,2021,E02000193,2021 super output areas - middle layer,152,All household members have the same ethnic group,871
305,2021,E02000193,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,83
306,2021,E02000193,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,301
307,2021,E02000193,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,216
308,2021,E02007115,2021 super output areas - middle layer,152,Total: All households,4469
309,2021,E02007115,2021 super output areas - middle layer,152,One-person household,2031
310,2021,E02007115,2021 super output areas - middle layer,152,All household members have the same ethnic group,1530
311,2021,E02007115,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,154
312,2021,E02007115,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,342
313,2021,E02007115,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,412
314,2021,E02000194,2021 super output areas - middle layer,152,Total: All households,4201
315,2021,E02000194,2021 super output areas - middle layer,152,One-person household,1522
316,2021,E02000194,2021 super output areas - middle layer,152,All household members have the same ethnic group,1630
317,2021,E02000194,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,241
318,2021,E02000194,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,619
319,2021,E02000194,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,189
320,2021,E02000195,2021 super output areas - middle layer,152,Total: All households,3490
321,2021,E02000195,2021 super output areas - middle layer,152,One-person household,825
322,2021,E02000195,2021 super output areas - middle layer,152,All household members have the same ethnic group,1758
323,2021,E02000195,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,176
324,2021,E02000195,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,471
325,2021,E02000195,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,260
326,2021,E02000196,2021 super output areas - middle layer,152,Total: All households,2816
327,2021,E02000196,2021 super output areas - middle layer,152,One-person household,707
328,2021,E02000196,2021 super output areas - middle layer,152,All household members have the same ethnic group,1386
329,2021,E02000196,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,172
330,2021,E02000196,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,308
331,2021,E02000196,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,243
332,2021,E02000197,2021 super output areas - middle layer,152,Total: All households,3316
333,2021,E02000197,2021 super output areas - middle layer,152,One-person household,843
334,2021,E02000197,2021 super output areas - middle layer,152,All household members have the same ethnic group,1574
335,2021,E02000197,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,205
336,2021,E02000197,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,407
337,2021,E02000197,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,287
338,2021,E02000198,2021 super output areas - middle layer,152,Total: All households,3502
339,2021,E02000198,2021 super output areas - middle layer,152,One-person household,1100
340,2021,E02000198,2021 super output areas - middle layer,152,All household members have the same ethnic group,1578
341,2021,E02000198,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,242
342,2021,E02000198,2021 super output areas - middle layer,152,Ethnic groups differ within partnerships,350
343,2021,E02000198,2021 super output areas - middle layer,152,Any other combination of multiple ethnic identities,232
344,2021,E02000199,2021 super output areas - middle layer,152,Total: All households,3204
345,2021,E02000199,2021 super output areas - middle layer,152,One-person household,828
346,2021,E02000199,2021 super output areas - middle layer,152,All household members have the same ethnic group,1541
347,2021,E02000199,2021 super output areas - middle layer,152,Ethnic groups differ between generations but not within partnerships,181
