,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARS_5_NAME,OBS_VALUE
129,2021,E02002510,2021 super output areas - middle layer,152,3 or more cars or vans in household,274
130,2021,E02002512,2021 super output areas - middle layer,152,Total: All households,2306
131,2021,E02002512,2021 super output areas - middle layer,152,No cars or vans in household,223
132,2021,E02002512,2021 super output areas - middle layer,152,1 car or van in household,947
133,2021,E02002512,2021 super output areas - middle layer,152,2 cars or vans in household,861
134,2021,E02002512,2021 super output areas - middle layer,152,3 or more cars or vans in household,275
135,2021,E02002513,2021 super output areas - middle layer,152,Total: All households,4532
136,2021,E02002513,2021 super output areas - middle layer,152,No cars or vans in household,1211
137,2021,E02002513,2021 super output areas - middle layer,152,1 car or van in household,1879
138,2021,E02002513,2021 super output areas - middle layer,152,2 cars or vans in household,1154
139,2021,E02002513,2021 super output areas - middle layer,152,3 or more cars or vans in household,288
140,2021,E02002514,2021 super output areas - middle layer,152,Total: All households,3789
141,2021,E02002514,2021 super output areas - middle layer,152,No cars or vans in household,910
142,2021,E02002514,2021 super output areas - middle layer,152,1 car or van in household,1594
143,2021,E02002514,2021 super output areas - middle layer,152,2 cars or vans in household,1017
144,2021,E02002514,2021 super output areas - middle layer,152,3 or more cars or vans in household,268
145,2021,E02006811,2021 super output areas - middle layer,152,Total: All households,4729
146,2021,E02006811,2021 super output areas - middle layer,152,No cars or vans in household,477
147,2021,E02006811,2021 super output areas - middle layer,152,1 car or van in household,1962
148,2021,E02006811,2021 super output areas - middle layer,152,2 cars or vans in household,1769
149,2021,E02006811,2021 super output areas - middle layer,152,3 or more cars or vans in household,521
150,2021,E02002515,2021 super output areas - middle layer,152,Total: All households,3134
151,2021,E02002515,2021 super output areas - middle layer,152,No cars or vans in household,1270
152,2021,E02002515,2021 super output areas - middle layer,152,1 car or van in household,1276
153,2021,E02002515,2021 super output areas - middle layer,152,2 cars or vans in household,457
154,2021,E02002515,2021 super output areas - middle layer,152,3 or more cars or vans in household,131
155,2021,E02002516,2021 super output areas - middle layer,152,Total: All households,2564
156,2021,E02002516,2021 super output areas - middle layer,152,No cars or vans in household,678
157,2021,E02002516,2021 super output areas - middle layer,152,1 car or van in household,1123
158,2021,E02002516,2021 super output areas - middle layer,152,2 cars or vans in household,606
159,2021,E02002516,2021 super output areas - middle layer,152,3 or more cars or vans in household,157
160,2021,E02002517,2021 super output areas - middle layer,152,Total: All households,2386
161,2021,E02002517,2021 super output areas - middle layer,152,No cars or vans in household,708
162,2021,E02002517,2021 super output areas - middle layer,152,1 car or van in household,1007
163,2021,E02002517,2021 super output areas - middle layer,152,2 cars or vans in household,497
164,2021,E02002517,2021 super output areas - middle layer,152,3 or more cars or vans in household,174
165,2021,E02002518,2021 super output areas - middle layer,152,Total: All households,4766
166,2021,E02002518,2021 super output areas - middle layer,152,No cars or vans in household,701
167,2021,E02002518,2021 super output areas - middle layer,152,1 car or van in household,2009
168,2021,E02002518,2021 super output areas - middle layer,152,2 cars or vans in household,1515
169,2021,E02002518,2021 super output areas - middle layer,152,3 or more cars or vans in household,541
170,2021,E02002519,2021 super output areas - middle layer,152,Total: All households,3394
171,2021,E02002519,2021 super output areas - middle layer,152,No cars or vans in household,1149
172,2021,E02002519,2021 super output areas - middle layer,152,1 car or van in household,1386
173,2021,E02002519,2021 super output areas - middle layer,152,2 cars or vans in household,676
174,2021,E02002519,2021 super output areas - middle layer,152,3 or more cars or vans in household,183
175,2021,E02002520,2021 super output areas - middle layer,152,Total: All households,5954
176,2021,E02002520,2021 super output areas - middle layer,152,No cars or vans in household,974
177,2021,E02002520,2021 super output areas - middle layer,152,1 car or van in household,2595
178,2021,E02002520,2021 super output areas - middle layer,152,2 cars or vans in household,1736
179,2021,E02002520,2021 super output areas - middle layer,152,3 or more cars or vans in household,649
180,2021,E02002521,2021 super output areas - middle layer,152,Total: All households,2867
181,2021,E02002521,2021 super output areas - middle layer,152,No cars or vans in household,685
182,2021,E02002521,2021 super output areas - middle layer,152,1 car or van in household,1289
183,2021,E02002521,2021 super output areas - middle layer,152,2 cars or vans in household,692
184,2021,E02002521,2021 super output areas - middle layer,152,3 or more cars or vans in household,201
185,2021,E02002523,2021 super output areas - middle layer,152,Total: All households,2672
186,2021,E02002523,2021 super output areas - middle layer,152,No cars or vans in household,1212
187,2021,E02002523,2021 super output areas - middle layer,152,1 car or van in household,1035
188,2021,E02002523,2021 super output areas - middle layer,152,2 cars or vans in household,344
189,2021,E02002523,2021 super output areas - middle layer,152,3 or more cars or vans in household,81
190,2021,E02002524,2021 super output areas - middle layer,152,Total: All households,2380
191,2021,E02002524,2021 super output areas - middle layer,152,No cars or vans in household,470
192,2021,E02002524,2021 super output areas - middle layer,152,1 car or van in household,1029
193,2021,E02002524,2021 super output areas - middle layer,152,2 cars or vans in household,658
194,2021,E02002524,2021 super output areas - middle layer,152,3 or more cars or vans in household,223
195,2021,E02002525,2021 super output areas - middle layer,152,Total: All households,3798
196,2021,E02002525,2021 super output areas - middle layer,152,No cars or vans in household,1142
197,2021,E02002525,2021 super output areas - middle layer,152,1 car or van in household,1659
198,2021,E02002525,2021 super output areas - middle layer,152,2 cars or vans in household,784
199,2021,E02002525,2021 super output areas - middle layer,152,3 or more cars or vans in household,213
200,2021,E02002526,2021 super output areas - middle layer,152,Total: All households,3386
201,2021,E02002526,2021 super output areas - middle layer,152,No cars or vans in household,642
202,2021,E02002526,2021 super output areas - middle layer,152,1 car or van in household,1361
203,2021,E02002526,2021 super output areas - middle layer,152,2 cars or vans in household,996
204,2021,E02002526,2021 super output areas - middle layer,152,3 or more cars or vans in household,387
205,2021,E02002527,2021 super output areas - middle layer,152,Total: All households,2223
206,2021,E02002527,2021 super output areas - middle layer,152,No cars or vans in household,700
207,2021,E02002527,2021 super output areas - middle layer,152,1 car or van in household,998
208,2021,E02002527,2021 super output areas - middle layer,152,2 cars or vans in household,397
209,2021,E02002527,2021 super output areas - middle layer,152,3 or more cars or vans in household,128
210,2021,E02002529,2021 super output areas - middle layer,152,Total: All households,2615
211,2021,E02002529,2021 super output areas - middle layer,152,No cars or vans in household,711
212,2021,E02002529,2021 super output areas - middle layer,152,1 car or van in household,1052
213,2021,E02002529,2021 super output areas - middle layer,152,2 cars or vans in household,626
214,2021,E02002529,2021 super output areas - middle layer,152,3 or more cars or vans in household,226
215,2021,E02002530,2021 super output areas - middle layer,152,Total: All households,2886
216,2021,E02002530,2021 super output areas - middle layer,152,No cars or vans in household,624
217,2021,E02002530,2021 super output areas - middle layer,152,1 car or van in household,1215
218,2021,E02002530,2021 super output areas - middle layer,152,2 cars or vans in household,754
219,2021,E02002530,2021 super output areas - middle layer,152,3 or more cars or vans in household,293
220,2021,E02002532,2021 super output areas - middle layer,152,Total: All households,3232
221,2021,E02002532,2021 super output areas - middle layer,152,No cars or vans in household,952
222,2021,E02002532,2021 super output areas - middle layer,152,1 car or van in household,1389
223,2021,E02002532,2021 super output areas - middle layer,152,2 cars or vans in household,705
224,2021,E02002532,2021 super output areas - middle layer,152,3 or more cars or vans in household,186
225,2021,E02002533,2021 super output areas - middle layer,152,Total: All households,2851
226,2021,E02002533,2021 super output areas - middle layer,152,No cars or vans in household,319
227,2021,E02002533,2021 super output areas - middle layer,152,1 car or van in household,1229
228,2021,E02002533,2021 super output areas - middle layer,152,2 cars or vans in household,994
229,2021,E02002533,2021 super output areas - middle layer,152,3 or more cars or vans in household,309
230,2021,E02002534,2021 super output areas - middle layer,152,Total: All households,2498
231,2021,E02002534,2021 super output areas - middle layer,152,No cars or vans in household,241
232,2021,E02002534,2021 super output areas - middle layer,152,1 car or van in household,1078
233,2021,E02002534,2021 super output areas - middle layer,152,2 cars or vans in household,886
234,2021,E02002534,2021 super output areas - middle layer,152,3 or more cars or vans in household,293
235,2021,E02006812,2021 super output areas - middle layer,152,Total: All households,3447
236,2021,E02006812,2021 super output areas - middle layer,152,No cars or vans in household,838
237,2021,E02006812,2021 super output areas - middle layer,152,1 car or van in household,1456
238,2021,E02006812,2021 super output areas - middle layer,152,2 cars or vans in household,885
239,2021,E02006812,2021 super output areas - middle layer,152,3 or more cars or vans in household,268
240,2021,E02006910,2021 super output areas - middle layer,152,Total: All households,4584
241,2021,E02006910,2021 super output areas - middle layer,152,No cars or vans in household,1275
242,2021,E02006910,2021 super output areas - middle layer,152,1 car or van in household,1903
243,2021,E02006910,2021 super output areas - middle layer,152,2 cars or vans in household,1079
244,2021,E02006910,2021 super output areas - middle layer,152,3 or more cars or vans in household,327
245,2021,E02002535,2021 super output areas - middle layer,152,Total: All households,4040
246,2021,E02002535,2021 super output areas - middle layer,152,No cars or vans in household,486
247,2021,E02002535,2021 super output areas - middle layer,152,1 car or van in household,1720
248,2021,E02002535,2021 super output areas - middle layer,152,2 cars or vans in household,1374
249,2021,E02002535,2021 super output areas - middle layer,152,3 or more cars or vans in household,460
250,2021,E02002536,2021 super output areas - middle layer,152,Total: All households,4258
251,2021,E02002536,2021 super output areas - middle layer,152,No cars or vans in household,1132
252,2021,E02002536,2021 super output areas - middle layer,152,1 car or van in household,1886
253,2021,E02002536,2021 super output areas - middle layer,152,2 cars or vans in household,969
254,2021,E02002536,2021 super output areas - middle layer,152,3 or more cars or vans in household,271
255,2021,E02002537,2021 super output areas - middle layer,152,Total: All households,3604
256,2021,E02002537,2021 super output areas - middle layer,152,No cars or vans in household,1251
257,2021,E02002537,2021 super output areas - middle layer,152,1 car or van in household,1503
258,2021,E02002537,2021 super output areas - middle layer,152,2 cars or vans in household,685
259,2021,E02002537,2021 super output areas - middle layer,152,3 or more cars or vans in household,165
260,2021,E02002538,2021 super output areas - middle layer,152,Total: All households,2449
261,2021,E02002538,2021 super output areas - middle layer,152,No cars or vans in household,611
262,2021,E02002538,2021 super output areas - middle layer,152,1 car or van in household,977
263,2021,E02002538,2021 super output areas - middle layer,152,2 cars or vans in household,671
264,2021,E02002538,2021 super output areas - middle layer,152,3 or more cars or vans in household,190
265,2021,E02002539,2021 super output areas - middle layer,152,Total: All households,4302
266,2021,E02002539,2021 super output areas - middle layer,152,No cars or vans in household,340
267,2021,E02002539,2021 super output areas - middle layer,152,1 car or van in household,1463
268,2021,E02002539,2021 super output areas - middle layer,152,2 cars or vans in household,1831
269,2021,E02002539,2021 super output areas - middle layer,152,3 or more cars or vans in household,668
270,2021,E02002540,2021 super output areas - middle layer,152,Total: All households,2827
271,2021,E02002540,2021 super output areas - middle layer,152,No cars or vans in household,408
272,2021,E02002540,2021 super output areas - middle layer,152,1 car or van in household,1232
273,2021,E02002540,2021 super output areas - middle layer,152,2 cars or vans in household,936
274,2021,E02002540,2021 super output areas - middle layer,152,3 or more cars or vans in household,251
275,2021,E02002541,2021 super output areas - middle layer,152,Total: All households,2876
276,2021,E02002541,2021 super output areas - middle layer,152,No cars or vans in household,704
277,2021,E02002541,2021 super output areas - middle layer,152,1 car or van in household,1333
278,2021,E02002541,2021 super output areas - middle layer,152,2 cars or vans in household,680
279,2021,E02002541,2021 super output areas - middle layer,152,3 or more cars or vans in household,159
280,2021,E02002542,2021 super output areas - middle layer,152,Total: All households,3368
281,2021,E02002542,2021 super output areas - middle layer,152,No cars or vans in household,1050
282,2021,E02002542,2021 super output areas - middle layer,152,1 car or van in household,1512
283,2021,E02002542,2021 super output areas - middle layer,152,2 cars or vans in household,645
284,2021,E02002542,2021 super output areas - middle layer,152,3 or more cars or vans in household,161
285,2021,E02002543,2021 super output areas - middle layer,152,Total: All households,3858
286,2021,E02002543,2021 super output areas - middle layer,152,No cars or vans in household,1317
287,2021,E02002543,2021 super output areas - middle layer,152,1 car or van in household,1562
288,2021,E02002543,2021 super output areas - middle layer,152,2 cars or vans in household,810
289,2021,E02002543,2021 super output areas - middle layer,152,3 or more cars or vans in household,169
290,2021,E02002544,2021 super output areas - middle layer,152,Total: All households,3569
291,2021,E02002544,2021 super output areas - middle layer,152,No cars or vans in household,1167
292,2021,E02002544,2021 super output areas - middle layer,152,1 car or van in household,1606
293,2021,E02002544,2021 super output areas - middle layer,152,2 cars or vans in household,650
294,2021,E02002544,2021 super output areas - middle layer,152,3 or more cars or vans in household,146
295,2021,E02002545,2021 super output areas - middle layer,152,Total: All households,2265
296,2021,E02002545,2021 super output areas - middle layer,152,No cars or vans in household,328
297,2021,E02002545,2021 super output areas - middle layer,152,1 car or van in household,1047
298,2021,E02002545,2021 super output areas - middle layer,152,2 cars or vans in household,665
299,2021,E02002545,2021 super output areas - middle layer,152,3 or more cars or vans in household,225
300,2021,E02002546,2021 super output areas - middle layer,152,Total: All households,3059
301,2021,E02002546,2021 super output areas - middle layer,152,No cars or vans in household,1094
302,2021,E02002546,2021 super output areas - middle layer,152,1 car or van in household,1171
303,2021,E02002546,2021 super output areas - middle layer,152,2 cars or vans in household,603
304,2021,E02002546,2021 super output areas - middle layer,152,3 or more cars or vans in household,191
305,2021,E02002547,2021 super output areas - middle layer,152,Total: All households,2765
306,2021,E02002547,2021 super output areas - middle layer,152,No cars or vans in household,521
307,2021,E02002547,2021 super output areas - middle layer,152,1 car or van in household,1129
308,2021,E02002547,2021 super output areas - middle layer,152,2 cars or vans in household,854
309,2021,E02002547,2021 super output areas - middle layer,152,3 or more cars or vans in household,261
310,2021,E02002549,2021 super output areas - middle layer,152,Total: All households,3312
311,2021,E02002549,2021 super output areas - middle layer,152,No cars or vans in household,438
312,2021,E02002549,2021 super output areas - middle layer,152,1 car or van in household,1494
313,2021,E02002549,2021 super output areas - middle layer,152,2 cars or vans in household,1061
314,2021,E02002549,2021 super output areas - middle layer,152,3 or more cars or vans in household,319
315,2021,E02002550,2021 super output areas - middle layer,152,Total: All households,2582
316,2021,E02002550,2021 super output areas - middle layer,152,No cars or vans in household,572
317,2021,E02002550,2021 super output areas - middle layer,152,1 car or van in household,969
318,2021,E02002550,2021 super output areas - middle layer,152,2 cars or vans in household,786
319,2021,E02002550,2021 super output areas - middle layer,152,3 or more cars or vans in household,255
320,2021,E02002551,2021 super output areas - middle layer,152,Total: All households,2632
321,2021,E02002551,2021 super output areas - middle layer,152,No cars or vans in household,1156
322,2021,E02002551,2021 super output areas - middle layer,152,1 car or van in household,1072
323,2021,E02002551,2021 super output areas - middle layer,152,2 cars or vans in household,318
324,2021,E02002551,2021 super output areas - middle layer,152,3 or more cars or vans in household,86
325,2021,E02002552,2021 super output areas - middle layer,152,Total: All households,3003
326,2021,E02002552,2021 super output areas - middle layer,152,No cars or vans in household,760
327,2021,E02002552,2021 super output areas - middle layer,152,1 car or van in household,1340
328,2021,E02002552,2021 super output areas - middle layer,152,2 cars or vans in household,738
329,2021,E02002552,2021 super output areas - middle layer,152,3 or more cars or vans in household,165
330,2021,E02002553,2021 super output areas - middle layer,152,Total: All households,2484
331,2021,E02002553,2021 super output areas - middle layer,152,No cars or vans in household,615
332,2021,E02002553,2021 super output areas - middle layer,152,1 car or van in household,1072
333,2021,E02002553,2021 super output areas - middle layer,152,2 cars or vans in household,599
334,2021,E02002553,2021 super output areas - middle layer,152,3 or more cars or vans in household,198
335,2021,E02002554,2021 super output areas - middle layer,152,Total: All households,2294
336,2021,E02002554,2021 super output areas - middle layer,152,No cars or vans in household,833
337,2021,E02002554,2021 super output areas - middle layer,152,1 car or van in household,938
338,2021,E02002554,2021 super output areas - middle layer,152,2 cars or vans in household,412
339,2021,E02002554,2021 super output areas - middle layer,152,3 or more cars or vans in household,111
340,2021,E02002555,2021 super output areas - middle layer,152,Total: All households,4387
341,2021,E02002555,2021 super output areas - middle layer,152,No cars or vans in household,537
342,2021,E02002555,2021 super output areas - middle layer,152,1 car or van in household,1957
343,2021,E02002555,2021 super output areas - middle layer,152,2 cars or vans in household,1474
344,2021,E02002555,2021 super output areas - middle layer,152,3 or more cars or vans in household,419
345,2021,E02002556,2021 super output areas - middle layer,152,Total: All households,2880
346,2021,E02002556,2021 super output areas - middle layer,152,No cars or vans in household,161
347,2021,E02002556,2021 super output areas - middle layer,152,1 car or van in household,1068
348,2021,E02002556,2021 super output areas - middle layer,152,2 cars or vans in household,1185
349,2021,E02002556,2021 super output areas - middle layer,152,3 or more cars or vans in household,466
350,2021,E02002558,2021 super output areas - middle layer,152,Total: All households,4890
351,2021,E02002558,2021 super output areas - middle layer,152,No cars or vans in household,542
352,2021,E02002558,2021 super output areas - middle layer,152,1 car or van in household,2002
353,2021,E02002558,2021 super output areas - middle layer,152,2 cars or vans in household,1829
354,2021,E02002558,2021 super output areas - middle layer,152,3 or more cars or vans in household,517
355,2021,E02007060,2021 super output areas - middle layer,152,Total: All households,2863
356,2021,E02007060,2021 super output areas - middle layer,152,No cars or vans in household,1429
357,2021,E02007060,2021 super output areas - middle layer,152,1 car or van in household,966
358,2021,E02007060,2021 super output areas - middle layer,152,2 cars or vans in household,394
359,2021,E02007060,2021 super output areas - middle layer,152,3 or more cars or vans in household,74
360,2021,E02007061,2021 super output areas - middle layer,152,Total: All households,3194
361,2021,E02007061,2021 super output areas - middle layer,152,No cars or vans in household,1039
362,2021,E02007061,2021 super output areas - middle layer,152,1 car or van in household,1212
363,2021,E02007061,2021 super output areas - middle layer,152,2 cars or vans in household,731
364,2021,E02007061,2021 super output areas - middle layer,152,3 or more cars or vans in household,212
365,2021,E02007062,2021 super output areas - middle layer,152,Total: All households,2810
366,2021,E02007062,2021 super output areas - middle layer,152,No cars or vans in household,130
367,2021,E02007062,2021 super output areas - middle layer,152,1 car or van in household,1138
368,2021,E02007062,2021 super output areas - middle layer,152,2 cars or vans in household,1234
369,2021,E02007062,2021 super output areas - middle layer,152,3 or more cars or vans in household,308
370,2021,E02007063,2021 super output areas - middle layer,152,Total: All households,3182
371,2021,E02007063,2021 super output areas - middle layer,152,No cars or vans in household,89
372,2021,E02007063,2021 super output areas - middle layer,152,1 car or van in household,929
373,2021,E02007063,2021 super output areas - middle layer,152,2 cars or vans in household,1540
374,2021,E02007063,2021 super output areas - middle layer,152,3 or more cars or vans in household,624
375,2021,E02002559,2021 super output areas - middle layer,152,Total: All households,4120
376,2021,E02002559,2021 super output areas - middle layer,152,No cars or vans in household,267
377,2021,E02002559,2021 super output areas - middle layer,152,1 car or van in household,1654
378,2021,E02002559,2021 super output areas - middle layer,152,2 cars or vans in household,1640
