,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_GENDERID_7_NAME,OBS_VALUE
28,2021,E02004508,2021 super output areas - middle layer,152,Trans woman,3
29,2021,E02004508,2021 super output areas - middle layer,152,Trans man,5
30,2021,E02004508,2021 super output areas - middle layer,152,All other gender identities,5
31,2021,E02004508,2021 super output areas - middle layer,152,Not answered,317
32,2021,E02004512,2021 super output areas - middle layer,152,Total,9486
33,2021,E02004512,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8858
34,2021,E02004512,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,20
35,2021,E02004512,2021 super output areas - middle layer,152,Trans woman,12
36,2021,E02004512,2021 super output areas - middle layer,152,Trans man,13
37,2021,E02004512,2021 super output areas - middle layer,152,All other gender identities,26
38,2021,E02004512,2021 super output areas - middle layer,152,Not answered,557
39,2021,E02004513,2021 super output areas - middle layer,152,Total,9549
40,2021,E02004513,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8637
41,2021,E02004513,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,23
42,2021,E02004513,2021 super output areas - middle layer,152,Trans woman,26
43,2021,E02004513,2021 super output areas - middle layer,152,Trans man,29
44,2021,E02004513,2021 super output areas - middle layer,152,All other gender identities,21
45,2021,E02004513,2021 super output areas - middle layer,152,Not answered,813
46,2021,E02004514,2021 super output areas - middle layer,152,Total,4745
47,2021,E02004514,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4434
48,2021,E02004514,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
49,2021,E02004514,2021 super output areas - middle layer,152,Trans woman,5
50,2021,E02004514,2021 super output areas - middle layer,152,Trans man,5
51,2021,E02004514,2021 super output areas - middle layer,152,All other gender identities,3
52,2021,E02004514,2021 super output areas - middle layer,152,Not answered,292
53,2021,E02004515,2021 super output areas - middle layer,152,Total,7759
54,2021,E02004515,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7430
55,2021,E02004515,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
56,2021,E02004515,2021 super output areas - middle layer,152,Trans woman,3
57,2021,E02004515,2021 super output areas - middle layer,152,Trans man,5
58,2021,E02004515,2021 super output areas - middle layer,152,All other gender identities,3
59,2021,E02004515,2021 super output areas - middle layer,152,Not answered,309
60,2021,E02004516,2021 super output areas - middle layer,152,Total,10604
61,2021,E02004516,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,9632
62,2021,E02004516,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,45
63,2021,E02004516,2021 super output areas - middle layer,152,Trans woman,18
64,2021,E02004516,2021 super output areas - middle layer,152,Trans man,15
65,2021,E02004516,2021 super output areas - middle layer,152,All other gender identities,22
66,2021,E02004516,2021 super output areas - middle layer,152,Not answered,872
67,2021,E02004517,2021 super output areas - middle layer,152,Total,7741
68,2021,E02004517,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7386
69,2021,E02004517,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
70,2021,E02004517,2021 super output areas - middle layer,152,Trans woman,4
71,2021,E02004517,2021 super output areas - middle layer,152,Trans man,1
72,2021,E02004517,2021 super output areas - middle layer,152,All other gender identities,7
73,2021,E02004517,2021 super output areas - middle layer,152,Not answered,339
74,2021,E02004518,2021 super output areas - middle layer,152,Total,6343
75,2021,E02004518,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6023
76,2021,E02004518,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,15
77,2021,E02004518,2021 super output areas - middle layer,152,Trans woman,8
78,2021,E02004518,2021 super output areas - middle layer,152,Trans man,3
79,2021,E02004518,2021 super output areas - middle layer,152,All other gender identities,6
80,2021,E02004518,2021 super output areas - middle layer,152,Not answered,288
81,2021,E02004519,2021 super output areas - middle layer,152,Total,6251
82,2021,E02004519,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5934
83,2021,E02004519,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
84,2021,E02004519,2021 super output areas - middle layer,152,Trans woman,4
85,2021,E02004519,2021 super output areas - middle layer,152,Trans man,2
86,2021,E02004519,2021 super output areas - middle layer,152,All other gender identities,5
87,2021,E02004519,2021 super output areas - middle layer,152,Not answered,301
88,2021,E02004520,2021 super output areas - middle layer,152,Total,7144
89,2021,E02004520,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6760
90,2021,E02004520,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
91,2021,E02004520,2021 super output areas - middle layer,152,Trans woman,8
92,2021,E02004520,2021 super output areas - middle layer,152,Trans man,1
93,2021,E02004520,2021 super output areas - middle layer,152,All other gender identities,4
94,2021,E02004520,2021 super output areas - middle layer,152,Not answered,362
95,2021,E02004521,2021 super output areas - middle layer,152,Total,7667
96,2021,E02004521,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7204
97,2021,E02004521,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,15
98,2021,E02004521,2021 super output areas - middle layer,152,Trans woman,14
99,2021,E02004521,2021 super output areas - middle layer,152,Trans man,15
100,2021,E02004521,2021 super output areas - middle layer,152,All other gender identities,4
101,2021,E02004521,2021 super output areas - middle layer,152,Not answered,415
102,2021,E02004522,2021 super output areas - middle layer,152,Total,7747
103,2021,E02004522,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7159
104,2021,E02004522,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,15
105,2021,E02004522,2021 super output areas - middle layer,152,Trans woman,3
106,2021,E02004522,2021 super output areas - middle layer,152,Trans man,9
107,2021,E02004522,2021 super output areas - middle layer,152,All other gender identities,22
108,2021,E02004522,2021 super output areas - middle layer,152,Not answered,539
109,2021,E02004523,2021 super output areas - middle layer,152,Total,8122
110,2021,E02004523,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7644
111,2021,E02004523,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,13
112,2021,E02004523,2021 super output areas - middle layer,152,Trans woman,6
113,2021,E02004523,2021 super output areas - middle layer,152,Trans man,9
114,2021,E02004523,2021 super output areas - middle layer,152,All other gender identities,8
115,2021,E02004523,2021 super output areas - middle layer,152,Not answered,442
116,2021,E02004524,2021 super output areas - middle layer,152,Total,6957
117,2021,E02004524,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6657
118,2021,E02004524,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
119,2021,E02004524,2021 super output areas - middle layer,152,Trans woman,2
120,2021,E02004524,2021 super output areas - middle layer,152,Trans man,3
121,2021,E02004524,2021 super output areas - middle layer,152,All other gender identities,2
122,2021,E02004524,2021 super output areas - middle layer,152,Not answered,284
123,2021,E02004525,2021 super output areas - middle layer,152,Total,6812
124,2021,E02004525,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6455
125,2021,E02004525,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
126,2021,E02004525,2021 super output areas - middle layer,152,Trans woman,2
127,2021,E02004525,2021 super output areas - middle layer,152,Trans man,6
128,2021,E02004525,2021 super output areas - middle layer,152,All other gender identities,2
129,2021,E02004525,2021 super output areas - middle layer,152,Not answered,338
130,2021,E02004526,2021 super output areas - middle layer,152,Total,6345
131,2021,E02004526,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6097
132,2021,E02004526,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
133,2021,E02004526,2021 super output areas - middle layer,152,Trans woman,3
134,2021,E02004526,2021 super output areas - middle layer,152,Trans man,3
135,2021,E02004526,2021 super output areas - middle layer,152,All other gender identities,7
136,2021,E02004526,2021 super output areas - middle layer,152,Not answered,230
137,2021,E02006922,2021 super output areas - middle layer,152,Total,11709
138,2021,E02006922,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,10905
139,2021,E02006922,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,26
140,2021,E02006922,2021 super output areas - middle layer,152,Trans woman,16
141,2021,E02006922,2021 super output areas - middle layer,152,Trans man,18
142,2021,E02006922,2021 super output areas - middle layer,152,All other gender identities,12
143,2021,E02006922,2021 super output areas - middle layer,152,Not answered,732
144,2021,E02007056,2021 super output areas - middle layer,152,Total,6499
145,2021,E02007056,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6209
146,2021,E02007056,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
147,2021,E02007056,2021 super output areas - middle layer,152,Trans woman,7
148,2021,E02007056,2021 super output areas - middle layer,152,Trans man,4
149,2021,E02007056,2021 super output areas - middle layer,152,All other gender identities,5
150,2021,E02007056,2021 super output areas - middle layer,152,Not answered,266
151,2021,E02007057,2021 super output areas - middle layer,152,Total,5933
152,2021,E02007057,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5604
153,2021,E02007057,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
154,2021,E02007057,2021 super output areas - middle layer,152,Trans woman,7
155,2021,E02007057,2021 super output areas - middle layer,152,Trans man,7
156,2021,E02007057,2021 super output areas - middle layer,152,All other gender identities,8
157,2021,E02007057,2021 super output areas - middle layer,152,Not answered,296
158,2021,E02004527,2021 super output areas - middle layer,152,Total,7711
159,2021,E02004527,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7345
160,2021,E02004527,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
161,2021,E02004527,2021 super output areas - middle layer,152,Trans woman,0
162,2021,E02004527,2021 super output areas - middle layer,152,Trans man,2
163,2021,E02004527,2021 super output areas - middle layer,152,All other gender identities,0
164,2021,E02004527,2021 super output areas - middle layer,152,Not answered,353
165,2021,E02004528,2021 super output areas - middle layer,152,Total,7447
166,2021,E02004528,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7036
167,2021,E02004528,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
168,2021,E02004528,2021 super output areas - middle layer,152,Trans woman,5
169,2021,E02004528,2021 super output areas - middle layer,152,Trans man,6
170,2021,E02004528,2021 super output areas - middle layer,152,All other gender identities,1
171,2021,E02004528,2021 super output areas - middle layer,152,Not answered,389
172,2021,E02004529,2021 super output areas - middle layer,152,Total,6176
173,2021,E02004529,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5865
174,2021,E02004529,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
175,2021,E02004529,2021 super output areas - middle layer,152,Trans woman,1
176,2021,E02004529,2021 super output areas - middle layer,152,Trans man,0
177,2021,E02004529,2021 super output areas - middle layer,152,All other gender identities,3
178,2021,E02004529,2021 super output areas - middle layer,152,Not answered,301
179,2021,E02004530,2021 super output areas - middle layer,152,Total,5655
180,2021,E02004530,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5380
181,2021,E02004530,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
182,2021,E02004530,2021 super output areas - middle layer,152,Trans woman,7
183,2021,E02004530,2021 super output areas - middle layer,152,Trans man,2
184,2021,E02004530,2021 super output areas - middle layer,152,All other gender identities,3
185,2021,E02004530,2021 super output areas - middle layer,152,Not answered,256
186,2021,E02004531,2021 super output areas - middle layer,152,Total,5765
187,2021,E02004531,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5438
188,2021,E02004531,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
189,2021,E02004531,2021 super output areas - middle layer,152,Trans woman,1
190,2021,E02004531,2021 super output areas - middle layer,152,Trans man,1
191,2021,E02004531,2021 super output areas - middle layer,152,All other gender identities,4
192,2021,E02004531,2021 super output areas - middle layer,152,Not answered,310
193,2021,E02004532,2021 super output areas - middle layer,152,Total,5310
194,2021,E02004532,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5057
195,2021,E02004532,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
196,2021,E02004532,2021 super output areas - middle layer,152,Trans woman,3
197,2021,E02004532,2021 super output areas - middle layer,152,Trans man,0
198,2021,E02004532,2021 super output areas - middle layer,152,All other gender identities,4
199,2021,E02004532,2021 super output areas - middle layer,152,Not answered,241
200,2021,E02004533,2021 super output areas - middle layer,152,Total,6241
201,2021,E02004533,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5805
202,2021,E02004533,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,15
203,2021,E02004533,2021 super output areas - middle layer,152,Trans woman,6
204,2021,E02004533,2021 super output areas - middle layer,152,Trans man,7
205,2021,E02004533,2021 super output areas - middle layer,152,All other gender identities,1
206,2021,E02004533,2021 super output areas - middle layer,152,Not answered,407
207,2021,E02004534,2021 super output areas - middle layer,152,Total,7189
208,2021,E02004534,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6814
209,2021,E02004534,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
210,2021,E02004534,2021 super output areas - middle layer,152,Trans woman,9
211,2021,E02004534,2021 super output areas - middle layer,152,Trans man,9
212,2021,E02004534,2021 super output areas - middle layer,152,All other gender identities,1
213,2021,E02004534,2021 super output areas - middle layer,152,Not answered,348
214,2021,E02004535,2021 super output areas - middle layer,152,Total,5114
215,2021,E02004535,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4784
216,2021,E02004535,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,12
217,2021,E02004535,2021 super output areas - middle layer,152,Trans woman,6
218,2021,E02004535,2021 super output areas - middle layer,152,Trans man,5
219,2021,E02004535,2021 super output areas - middle layer,152,All other gender identities,2
220,2021,E02004535,2021 super output areas - middle layer,152,Not answered,305
221,2021,E02004536,2021 super output areas - middle layer,152,Total,5192
222,2021,E02004536,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4869
223,2021,E02004536,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
224,2021,E02004536,2021 super output areas - middle layer,152,Trans woman,1
225,2021,E02004536,2021 super output areas - middle layer,152,Trans man,0
226,2021,E02004536,2021 super output areas - middle layer,152,All other gender identities,3
227,2021,E02004536,2021 super output areas - middle layer,152,Not answered,315
228,2021,E02004537,2021 super output areas - middle layer,152,Total,7573
229,2021,E02004537,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7069
230,2021,E02004537,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,18
231,2021,E02004537,2021 super output areas - middle layer,152,Trans woman,5
232,2021,E02004537,2021 super output areas - middle layer,152,Trans man,6
233,2021,E02004537,2021 super output areas - middle layer,152,All other gender identities,2
234,2021,E02004537,2021 super output areas - middle layer,152,Not answered,473
235,2021,E02004538,2021 super output areas - middle layer,152,Total,8071
236,2021,E02004538,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7657
237,2021,E02004538,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,12
238,2021,E02004538,2021 super output areas - middle layer,152,Trans woman,0
239,2021,E02004538,2021 super output areas - middle layer,152,Trans man,3
240,2021,E02004538,2021 super output areas - middle layer,152,All other gender identities,1
241,2021,E02004538,2021 super output areas - middle layer,152,Not answered,398
242,2021,E02004539,2021 super output areas - middle layer,152,Total,6380
243,2021,E02004539,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6026
244,2021,E02004539,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
245,2021,E02004539,2021 super output areas - middle layer,152,Trans woman,2
246,2021,E02004539,2021 super output areas - middle layer,152,Trans man,3
247,2021,E02004539,2021 super output areas - middle layer,152,All other gender identities,6
248,2021,E02004539,2021 super output areas - middle layer,152,Not answered,333
249,2021,E02004540,2021 super output areas - middle layer,152,Total,4896
250,2021,E02004540,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4660
251,2021,E02004540,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
252,2021,E02004540,2021 super output areas - middle layer,152,Trans woman,7
253,2021,E02004540,2021 super output areas - middle layer,152,Trans man,4
254,2021,E02004540,2021 super output areas - middle layer,152,All other gender identities,2
255,2021,E02004540,2021 super output areas - middle layer,152,Not answered,218
256,2021,E02004541,2021 super output areas - middle layer,152,Total,9502
257,2021,E02004541,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,9034
258,2021,E02004541,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,18
259,2021,E02004541,2021 super output areas - middle layer,152,Trans woman,5
260,2021,E02004541,2021 super output areas - middle layer,152,Trans man,8
261,2021,E02004541,2021 super output areas - middle layer,152,All other gender identities,4
262,2021,E02004541,2021 super output areas - middle layer,152,Not answered,433
263,2021,E02004542,2021 super output areas - middle layer,152,Total,5725
264,2021,E02004542,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5401
265,2021,E02004542,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,2
266,2021,E02004542,2021 super output areas - middle layer,152,Trans woman,12
267,2021,E02004542,2021 super output areas - middle layer,152,Trans man,7
268,2021,E02004542,2021 super output areas - middle layer,152,All other gender identities,3
269,2021,E02004542,2021 super output areas - middle layer,152,Not answered,300
270,2021,E02004543,2021 super output areas - middle layer,152,Total,5988
271,2021,E02004543,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5511
272,2021,E02004543,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,19
273,2021,E02004543,2021 super output areas - middle layer,152,Trans woman,6
274,2021,E02004543,2021 super output areas - middle layer,152,Trans man,10
275,2021,E02004543,2021 super output areas - middle layer,152,All other gender identities,1
276,2021,E02004543,2021 super output areas - middle layer,152,Not answered,441
277,2021,E02004544,2021 super output areas - middle layer,152,Total,8794
278,2021,E02004544,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8382
279,2021,E02004544,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
280,2021,E02004544,2021 super output areas - middle layer,152,Trans woman,8
281,2021,E02004544,2021 super output areas - middle layer,152,Trans man,5
282,2021,E02004544,2021 super output areas - middle layer,152,All other gender identities,1
283,2021,E02004544,2021 super output areas - middle layer,152,Not answered,388
284,2021,E02004545,2021 super output areas - middle layer,152,Total,6199
285,2021,E02004545,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5820
286,2021,E02004545,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,26
287,2021,E02004545,2021 super output areas - middle layer,152,Trans woman,6
288,2021,E02004545,2021 super output areas - middle layer,152,Trans man,6
289,2021,E02004545,2021 super output areas - middle layer,152,All other gender identities,2
290,2021,E02004545,2021 super output areas - middle layer,152,Not answered,339
291,2021,E02004546,2021 super output areas - middle layer,152,Total,6652
292,2021,E02004546,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6167
293,2021,E02004546,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,29
294,2021,E02004546,2021 super output areas - middle layer,152,Trans woman,9
295,2021,E02004546,2021 super output areas - middle layer,152,Trans man,8
296,2021,E02004546,2021 super output areas - middle layer,152,All other gender identities,4
297,2021,E02004546,2021 super output areas - middle layer,152,Not answered,435
298,2021,E02004547,2021 super output areas - middle layer,152,Total,7754
299,2021,E02004547,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7211
300,2021,E02004547,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,28
301,2021,E02004547,2021 super output areas - middle layer,152,Trans woman,10
302,2021,E02004547,2021 super output areas - middle layer,152,Trans man,11
303,2021,E02004547,2021 super output areas - middle layer,152,All other gender identities,1
304,2021,E02004547,2021 super output areas - middle layer,152,Not answered,493
305,2021,E02004548,2021 super output areas - middle layer,152,Total,7034
306,2021,E02004548,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6705
307,2021,E02004548,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
308,2021,E02004548,2021 super output areas - middle layer,152,Trans woman,8
309,2021,E02004548,2021 super output areas - middle layer,152,Trans man,4
310,2021,E02004548,2021 super output areas - middle layer,152,All other gender identities,4
311,2021,E02004548,2021 super output areas - middle layer,152,Not answered,302
312,2021,E02004549,2021 super output areas - middle layer,152,Total,6343
313,2021,E02004549,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5937
314,2021,E02004549,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
315,2021,E02004549,2021 super output areas - middle layer,152,Trans woman,3
316,2021,E02004549,2021 super output areas - middle layer,152,Trans man,12
317,2021,E02004549,2021 super output areas - middle layer,152,All other gender identities,6
318,2021,E02004549,2021 super output areas - middle layer,152,Not answered,378
319,2021,E02004550,2021 super output areas - middle layer,152,Total,6873
320,2021,E02004550,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6377
321,2021,E02004550,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,28
322,2021,E02004550,2021 super output areas - middle layer,152,Trans woman,16
323,2021,E02004550,2021 super output areas - middle layer,152,Trans man,10
324,2021,E02004550,2021 super output areas - middle layer,152,All other gender identities,4
325,2021,E02004550,2021 super output areas - middle layer,152,Not answered,438
326,2021,E02004551,2021 super output areas - middle layer,152,Total,5983
327,2021,E02004551,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5607
328,2021,E02004551,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,19
329,2021,E02004551,2021 super output areas - middle layer,152,Trans woman,4
330,2021,E02004551,2021 super output areas - middle layer,152,Trans man,4
331,2021,E02004551,2021 super output areas - middle layer,152,All other gender identities,6
332,2021,E02004551,2021 super output areas - middle layer,152,Not answered,343
333,2021,E02004552,2021 super output areas - middle layer,152,Total,5374
334,2021,E02004552,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5098
335,2021,E02004552,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
336,2021,E02004552,2021 super output areas - middle layer,152,Trans woman,2
337,2021,E02004552,2021 super output areas - middle layer,152,Trans man,4
338,2021,E02004552,2021 super output areas - middle layer,152,All other gender identities,2
339,2021,E02004552,2021 super output areas - middle layer,152,Not answered,260
340,2021,E02004553,2021 super output areas - middle layer,152,Total,6012
341,2021,E02004553,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5600
342,2021,E02004553,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,18
343,2021,E02004553,2021 super output areas - middle layer,152,Trans woman,9
344,2021,E02004553,2021 super output areas - middle layer,152,Trans man,9
345,2021,E02004553,2021 super output areas - middle layer,152,All other gender identities,0
346,2021,E02004553,2021 super output areas - middle layer,152,Not answered,376
347,2021,E02004554,2021 super output areas - middle layer,152,Total,6077
348,2021,E02004554,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5731
349,2021,E02004554,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,23
350,2021,E02004554,2021 super output areas - middle layer,152,Trans woman,10
351,2021,E02004554,2021 super output areas - middle layer,152,Trans man,4
352,2021,E02004554,2021 super output areas - middle layer,152,All other gender identities,1
353,2021,E02004554,2021 super output areas - middle layer,152,Not answered,308
354,2021,E02004555,2021 super output areas - middle layer,152,Total,5483
355,2021,E02004555,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5218
356,2021,E02004555,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
357,2021,E02004555,2021 super output areas - middle layer,152,Trans woman,0
358,2021,E02004555,2021 super output areas - middle layer,152,Trans man,0
359,2021,E02004555,2021 super output areas - middle layer,152,All other gender identities,1
360,2021,E02004555,2021 super output areas - middle layer,152,Not answered,258
361,2021,E02004556,2021 super output areas - middle layer,152,Total,6305
362,2021,E02004556,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6000
363,2021,E02004556,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,0
364,2021,E02004556,2021 super output areas - middle layer,152,Trans woman,5
365,2021,E02004556,2021 super output areas - middle layer,152,Trans man,2
366,2021,E02004556,2021 super output areas - middle layer,152,All other gender identities,4
367,2021,E02004556,2021 super output areas - middle layer,152,Not answered,294
368,2021,E02004557,2021 super output areas - middle layer,152,Total,7282
369,2021,E02004557,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6936
370,2021,E02004557,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
371,2021,E02004557,2021 super output areas - middle layer,152,Trans woman,3
372,2021,E02004557,2021 super output areas - middle layer,152,Trans man,4
373,2021,E02004557,2021 super output areas - middle layer,152,All other gender identities,3
374,2021,E02004557,2021 super output areas - middle layer,152,Not answered,331
375,2021,E02004558,2021 super output areas - middle layer,152,Total,5816
376,2021,E02004558,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5538
377,2021,E02004558,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
378,2021,E02004558,2021 super output areas - middle layer,152,Trans woman,7
379,2021,E02004558,2021 super output areas - middle layer,152,Trans man,5
