,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_GENDERID_7_NAME,OBS_VALUE
36,2021,W02000270,2021 super output areas - middle layer,152,Total,5455
37,2021,W02000270,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5113
38,2021,W02000270,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,3
39,2021,W02000270,2021 super output areas - middle layer,152,Trans woman,3
40,2021,W02000270,2021 super output areas - middle layer,152,Trans man,2
41,2021,W02000270,2021 super output areas - middle layer,152,All other gender identities,3
42,2021,W02000270,2021 super output areas - middle layer,152,Not answered,331
43,2021,W02000271,2021 super output areas - middle layer,152,Total,4412
44,2021,W02000271,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4053
45,2021,W02000271,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
46,2021,W02000271,2021 super output areas - middle layer,152,Trans woman,5
47,2021,W02000271,2021 super output areas - middle layer,152,Trans man,9
48,2021,W02000271,2021 super output areas - middle layer,152,All other gender identities,7
49,2021,W02000271,2021 super output areas - middle layer,152,Not answered,334
50,2021,W02000272,2021 super output areas - middle layer,152,Total,8286
51,2021,W02000272,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7704
52,2021,W02000272,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,33
53,2021,W02000272,2021 super output areas - middle layer,152,Trans woman,6
54,2021,W02000272,2021 super output areas - middle layer,152,Trans man,7
55,2021,W02000272,2021 super output areas - middle layer,152,All other gender identities,9
56,2021,W02000272,2021 super output areas - middle layer,152,Not answered,527
57,2021,W02000273,2021 super output areas - middle layer,152,Total,8715
58,2021,W02000273,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8036
59,2021,W02000273,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,21
60,2021,W02000273,2021 super output areas - middle layer,152,Trans woman,14
61,2021,W02000273,2021 super output areas - middle layer,152,Trans man,15
62,2021,W02000273,2021 super output areas - middle layer,152,All other gender identities,23
63,2021,W02000273,2021 super output areas - middle layer,152,Not answered,606
64,2021,W02000274,2021 super output areas - middle layer,152,Total,8230
65,2021,W02000274,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7598
66,2021,W02000274,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
67,2021,W02000274,2021 super output areas - middle layer,152,Trans woman,2
68,2021,W02000274,2021 super output areas - middle layer,152,Trans man,4
69,2021,W02000274,2021 super output areas - middle layer,152,All other gender identities,5
70,2021,W02000274,2021 super output areas - middle layer,152,Not answered,614
71,2021,W02000275,2021 super output areas - middle layer,152,Total,4971
72,2021,W02000275,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4690
73,2021,W02000275,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,13
74,2021,W02000275,2021 super output areas - middle layer,152,Trans woman,5
75,2021,W02000275,2021 super output areas - middle layer,152,Trans man,2
76,2021,W02000275,2021 super output areas - middle layer,152,All other gender identities,1
77,2021,W02000275,2021 super output areas - middle layer,152,Not answered,260
78,2021,W02000276,2021 super output areas - middle layer,152,Total,5291
79,2021,W02000276,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4988
80,2021,W02000276,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
81,2021,W02000276,2021 super output areas - middle layer,152,Trans woman,2
82,2021,W02000276,2021 super output areas - middle layer,152,Trans man,3
83,2021,W02000276,2021 super output areas - middle layer,152,All other gender identities,1
84,2021,W02000276,2021 super output areas - middle layer,152,Not answered,292
85,2021,W02000277,2021 super output areas - middle layer,152,Total,5797
86,2021,W02000277,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5476
87,2021,W02000277,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
88,2021,W02000277,2021 super output areas - middle layer,152,Trans woman,6
89,2021,W02000277,2021 super output areas - middle layer,152,Trans man,5
90,2021,W02000277,2021 super output areas - middle layer,152,All other gender identities,4
91,2021,W02000277,2021 super output areas - middle layer,152,Not answered,302
92,2021,W02000278,2021 super output areas - middle layer,152,Total,7266
93,2021,W02000278,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6988
94,2021,W02000278,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
95,2021,W02000278,2021 super output areas - middle layer,152,Trans woman,3
96,2021,W02000278,2021 super output areas - middle layer,152,Trans man,5
97,2021,W02000278,2021 super output areas - middle layer,152,All other gender identities,7
98,2021,W02000278,2021 super output areas - middle layer,152,Not answered,254
99,2021,W02000279,2021 super output areas - middle layer,152,Total,6273
100,2021,W02000279,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5948
101,2021,W02000279,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,13
102,2021,W02000279,2021 super output areas - middle layer,152,Trans woman,7
103,2021,W02000279,2021 super output areas - middle layer,152,Trans man,4
104,2021,W02000279,2021 super output areas - middle layer,152,All other gender identities,7
105,2021,W02000279,2021 super output areas - middle layer,152,Not answered,294
106,2021,W02000280,2021 super output areas - middle layer,152,Total,7561
107,2021,W02000280,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7255
108,2021,W02000280,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
109,2021,W02000280,2021 super output areas - middle layer,152,Trans woman,7
110,2021,W02000280,2021 super output areas - middle layer,152,Trans man,6
111,2021,W02000280,2021 super output areas - middle layer,152,All other gender identities,3
112,2021,W02000280,2021 super output areas - middle layer,152,Not answered,283
113,2021,W02000281,2021 super output areas - middle layer,152,Total,6190
114,2021,W02000281,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5919
115,2021,W02000281,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,12
116,2021,W02000281,2021 super output areas - middle layer,152,Trans woman,6
117,2021,W02000281,2021 super output areas - middle layer,152,Trans man,5
118,2021,W02000281,2021 super output areas - middle layer,152,All other gender identities,6
119,2021,W02000281,2021 super output areas - middle layer,152,Not answered,242
120,2021,W02000282,2021 super output areas - middle layer,152,Total,9117
121,2021,W02000282,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8715
122,2021,W02000282,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
123,2021,W02000282,2021 super output areas - middle layer,152,Trans woman,7
124,2021,W02000282,2021 super output areas - middle layer,152,Trans man,3
125,2021,W02000282,2021 super output areas - middle layer,152,All other gender identities,3
126,2021,W02000282,2021 super output areas - middle layer,152,Not answered,381
127,2021,W02000290,2021 super output areas - middle layer,152,Total,7040
128,2021,W02000290,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6602
129,2021,W02000290,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
130,2021,W02000290,2021 super output areas - middle layer,152,Trans woman,8
131,2021,W02000290,2021 super output areas - middle layer,152,Trans man,7
132,2021,W02000290,2021 super output areas - middle layer,152,All other gender identities,5
133,2021,W02000290,2021 super output areas - middle layer,152,Not answered,408
134,2021,W02000291,2021 super output areas - middle layer,152,Total,5781
135,2021,W02000291,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5368
136,2021,W02000291,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
137,2021,W02000291,2021 super output areas - middle layer,152,Trans woman,4
138,2021,W02000291,2021 super output areas - middle layer,152,Trans man,5
139,2021,W02000291,2021 super output areas - middle layer,152,All other gender identities,3
140,2021,W02000291,2021 super output areas - middle layer,152,Not answered,393
141,2021,W02000292,2021 super output areas - middle layer,152,Total,4668
142,2021,W02000292,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4351
143,2021,W02000292,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
144,2021,W02000292,2021 super output areas - middle layer,152,Trans woman,1
145,2021,W02000292,2021 super output areas - middle layer,152,Trans man,2
146,2021,W02000292,2021 super output areas - middle layer,152,All other gender identities,1
147,2021,W02000292,2021 super output areas - middle layer,152,Not answered,302
148,2021,W02000293,2021 super output areas - middle layer,152,Total,4877
149,2021,W02000293,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4581
150,2021,W02000293,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
151,2021,W02000293,2021 super output areas - middle layer,152,Trans woman,2
152,2021,W02000293,2021 super output areas - middle layer,152,Trans man,4
153,2021,W02000293,2021 super output areas - middle layer,152,All other gender identities,3
154,2021,W02000293,2021 super output areas - middle layer,152,Not answered,282
155,2021,W02000294,2021 super output areas - middle layer,152,Total,4717
156,2021,W02000294,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4481
157,2021,W02000294,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
158,2021,W02000294,2021 super output areas - middle layer,152,Trans woman,3
159,2021,W02000294,2021 super output areas - middle layer,152,Trans man,3
160,2021,W02000294,2021 super output areas - middle layer,152,All other gender identities,0
161,2021,W02000294,2021 super output areas - middle layer,152,Not answered,221
162,2021,W02000295,2021 super output areas - middle layer,152,Total,7671
163,2021,W02000295,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7226
164,2021,W02000295,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
165,2021,W02000295,2021 super output areas - middle layer,152,Trans woman,2
166,2021,W02000295,2021 super output areas - middle layer,152,Trans man,2
167,2021,W02000295,2021 super output areas - middle layer,152,All other gender identities,0
168,2021,W02000295,2021 super output areas - middle layer,152,Not answered,431
169,2021,W02000296,2021 super output areas - middle layer,152,Total,6071
170,2021,W02000296,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5620
171,2021,W02000296,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
172,2021,W02000296,2021 super output areas - middle layer,152,Trans woman,4
173,2021,W02000296,2021 super output areas - middle layer,152,Trans man,9
174,2021,W02000296,2021 super output areas - middle layer,152,All other gender identities,3
175,2021,W02000296,2021 super output areas - middle layer,152,Not answered,426
176,2021,W02000297,2021 super output areas - middle layer,152,Total,6210
177,2021,W02000297,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5843
178,2021,W02000297,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,3
179,2021,W02000297,2021 super output areas - middle layer,152,Trans woman,0
180,2021,W02000297,2021 super output areas - middle layer,152,Trans man,4
181,2021,W02000297,2021 super output areas - middle layer,152,All other gender identities,7
182,2021,W02000297,2021 super output areas - middle layer,152,Not answered,353
183,2021,W02000298,2021 super output areas - middle layer,152,Total,5864
184,2021,W02000298,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5579
185,2021,W02000298,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
186,2021,W02000298,2021 super output areas - middle layer,152,Trans woman,3
187,2021,W02000298,2021 super output areas - middle layer,152,Trans man,6
188,2021,W02000298,2021 super output areas - middle layer,152,All other gender identities,2
189,2021,W02000298,2021 super output areas - middle layer,152,Not answered,264
190,2021,W02000299,2021 super output areas - middle layer,152,Total,5121
191,2021,W02000299,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4859
192,2021,W02000299,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,3
193,2021,W02000299,2021 super output areas - middle layer,152,Trans woman,2
194,2021,W02000299,2021 super output areas - middle layer,152,Trans man,5
195,2021,W02000299,2021 super output areas - middle layer,152,All other gender identities,2
196,2021,W02000299,2021 super output areas - middle layer,152,Not answered,250
197,2021,W02000300,2021 super output areas - middle layer,152,Total,6878
198,2021,W02000300,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6487
199,2021,W02000300,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,2
200,2021,W02000300,2021 super output areas - middle layer,152,Trans woman,2
201,2021,W02000300,2021 super output areas - middle layer,152,Trans man,3
202,2021,W02000300,2021 super output areas - middle layer,152,All other gender identities,0
203,2021,W02000300,2021 super output areas - middle layer,152,Not answered,384
204,2021,W02000301,2021 super output areas - middle layer,152,Total,6401
205,2021,W02000301,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5996
206,2021,W02000301,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
207,2021,W02000301,2021 super output areas - middle layer,152,Trans woman,8
208,2021,W02000301,2021 super output areas - middle layer,152,Trans man,5
209,2021,W02000301,2021 super output areas - middle layer,152,All other gender identities,2
210,2021,W02000301,2021 super output areas - middle layer,152,Not answered,385
211,2021,W02000302,2021 super output areas - middle layer,152,Total,8167
212,2021,W02000302,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7700
213,2021,W02000302,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,14
214,2021,W02000302,2021 super output areas - middle layer,152,Trans woman,5
215,2021,W02000302,2021 super output areas - middle layer,152,Trans man,5
216,2021,W02000302,2021 super output areas - middle layer,152,All other gender identities,6
217,2021,W02000302,2021 super output areas - middle layer,152,Not answered,437
218,2021,W02000303,2021 super output areas - middle layer,152,Total,5799
219,2021,W02000303,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5528
220,2021,W02000303,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
221,2021,W02000303,2021 super output areas - middle layer,152,Trans woman,6
222,2021,W02000303,2021 super output areas - middle layer,152,Trans man,7
223,2021,W02000303,2021 super output areas - middle layer,152,All other gender identities,4
224,2021,W02000303,2021 super output areas - middle layer,152,Not answered,248
225,2021,W02000304,2021 super output areas - middle layer,152,Total,4547
226,2021,W02000304,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4283
227,2021,W02000304,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
228,2021,W02000304,2021 super output areas - middle layer,152,Trans woman,2
229,2021,W02000304,2021 super output areas - middle layer,152,Trans man,7
230,2021,W02000304,2021 super output areas - middle layer,152,All other gender identities,5
231,2021,W02000304,2021 super output areas - middle layer,152,Not answered,242
232,2021,W02000305,2021 super output areas - middle layer,152,Total,5031
233,2021,W02000305,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4699
234,2021,W02000305,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
235,2021,W02000305,2021 super output areas - middle layer,152,Trans woman,2
236,2021,W02000305,2021 super output areas - middle layer,152,Trans man,0
237,2021,W02000305,2021 super output areas - middle layer,152,All other gender identities,9
238,2021,W02000305,2021 super output areas - middle layer,152,Not answered,316
239,2021,W02000306,2021 super output areas - middle layer,152,Total,4272
240,2021,W02000306,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,3983
241,2021,W02000306,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,1
242,2021,W02000306,2021 super output areas - middle layer,152,Trans woman,3
243,2021,W02000306,2021 super output areas - middle layer,152,Trans man,2
244,2021,W02000306,2021 super output areas - middle layer,152,All other gender identities,4
245,2021,W02000306,2021 super output areas - middle layer,152,Not answered,279
246,2021,W02000307,2021 super output areas - middle layer,152,Total,5075
247,2021,W02000307,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4750
248,2021,W02000307,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
249,2021,W02000307,2021 super output areas - middle layer,152,Trans woman,6
250,2021,W02000307,2021 super output areas - middle layer,152,Trans man,4
251,2021,W02000307,2021 super output areas - middle layer,152,All other gender identities,3
252,2021,W02000307,2021 super output areas - middle layer,152,Not answered,306
253,2021,W02000308,2021 super output areas - middle layer,152,Total,7120
254,2021,W02000308,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6657
255,2021,W02000308,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,16
256,2021,W02000308,2021 super output areas - middle layer,152,Trans woman,6
257,2021,W02000308,2021 super output areas - middle layer,152,Trans man,4
258,2021,W02000308,2021 super output areas - middle layer,152,All other gender identities,5
259,2021,W02000308,2021 super output areas - middle layer,152,Not answered,432
260,2021,W02000309,2021 super output areas - middle layer,152,Total,5562
261,2021,W02000309,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5209
262,2021,W02000309,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
263,2021,W02000309,2021 super output areas - middle layer,152,Trans woman,3
264,2021,W02000309,2021 super output areas - middle layer,152,Trans man,4
265,2021,W02000309,2021 super output areas - middle layer,152,All other gender identities,6
266,2021,W02000309,2021 super output areas - middle layer,152,Not answered,332
267,2021,W02000310,2021 super output areas - middle layer,152,Total,4218
268,2021,W02000310,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4015
269,2021,W02000310,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
270,2021,W02000310,2021 super output areas - middle layer,152,Trans woman,1
271,2021,W02000310,2021 super output areas - middle layer,152,Trans man,3
272,2021,W02000310,2021 super output areas - middle layer,152,All other gender identities,1
273,2021,W02000310,2021 super output areas - middle layer,152,Not answered,191
274,2021,W02000311,2021 super output areas - middle layer,152,Total,7847
275,2021,W02000311,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7436
276,2021,W02000311,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
277,2021,W02000311,2021 super output areas - middle layer,152,Trans woman,4
278,2021,W02000311,2021 super output areas - middle layer,152,Trans man,2
279,2021,W02000311,2021 super output areas - middle layer,152,All other gender identities,6
280,2021,W02000311,2021 super output areas - middle layer,152,Not answered,390
281,2021,W02000312,2021 super output areas - middle layer,152,Total,5963
282,2021,W02000312,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5584
283,2021,W02000312,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
284,2021,W02000312,2021 super output areas - middle layer,152,Trans woman,4
285,2021,W02000312,2021 super output areas - middle layer,152,Trans man,6
286,2021,W02000312,2021 super output areas - middle layer,152,All other gender identities,6
287,2021,W02000312,2021 super output areas - middle layer,152,Not answered,352
288,2021,W02000313,2021 super output areas - middle layer,152,Total,8584
289,2021,W02000313,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8214
290,2021,W02000313,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
291,2021,W02000313,2021 super output areas - middle layer,152,Trans woman,3
292,2021,W02000313,2021 super output areas - middle layer,152,Trans man,6
293,2021,W02000313,2021 super output areas - middle layer,152,All other gender identities,8
294,2021,W02000313,2021 super output areas - middle layer,152,Not answered,348
295,2021,W02000314,2021 super output areas - middle layer,152,Total,5445
296,2021,W02000314,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5093
297,2021,W02000314,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
298,2021,W02000314,2021 super output areas - middle layer,152,Trans woman,2
299,2021,W02000314,2021 super output areas - middle layer,152,Trans man,1
300,2021,W02000314,2021 super output areas - middle layer,152,All other gender identities,0
301,2021,W02000314,2021 super output areas - middle layer,152,Not answered,343
302,2021,W02000315,2021 super output areas - middle layer,152,Total,4334
303,2021,W02000315,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4025
304,2021,W02000315,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
305,2021,W02000315,2021 super output areas - middle layer,152,Trans woman,2
306,2021,W02000315,2021 super output areas - middle layer,152,Trans man,1
307,2021,W02000315,2021 super output areas - middle layer,152,All other gender identities,2
308,2021,W02000315,2021 super output areas - middle layer,152,Not answered,294
309,2021,W02000316,2021 super output areas - middle layer,152,Total,5509
310,2021,W02000316,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5178
311,2021,W02000316,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
312,2021,W02000316,2021 super output areas - middle layer,152,Trans woman,2
313,2021,W02000316,2021 super output areas - middle layer,152,Trans man,0
314,2021,W02000316,2021 super output areas - middle layer,152,All other gender identities,0
315,2021,W02000316,2021 super output areas - middle layer,152,Not answered,324
316,2021,W02000317,2021 super output areas - middle layer,152,Total,6402
317,2021,W02000317,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5956
318,2021,W02000317,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,6
319,2021,W02000317,2021 super output areas - middle layer,152,Trans woman,9
320,2021,W02000317,2021 super output areas - middle layer,152,Trans man,6
321,2021,W02000317,2021 super output areas - middle layer,152,All other gender identities,1
322,2021,W02000317,2021 super output areas - middle layer,152,Not answered,424
323,2021,W02000318,2021 super output areas - middle layer,152,Total,7425
324,2021,W02000318,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6941
325,2021,W02000318,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
326,2021,W02000318,2021 super output areas - middle layer,152,Trans woman,2
327,2021,W02000318,2021 super output areas - middle layer,152,Trans man,6
328,2021,W02000318,2021 super output areas - middle layer,152,All other gender identities,4
329,2021,W02000318,2021 super output areas - middle layer,152,Not answered,465
330,2021,W02000319,2021 super output areas - middle layer,152,Total,6670
331,2021,W02000319,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6228
332,2021,W02000319,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
333,2021,W02000319,2021 super output areas - middle layer,152,Trans woman,10
334,2021,W02000319,2021 super output areas - middle layer,152,Trans man,7
335,2021,W02000319,2021 super output areas - middle layer,152,All other gender identities,6
336,2021,W02000319,2021 super output areas - middle layer,152,Not answered,409
337,2021,W02000320,2021 super output areas - middle layer,152,Total,6738
338,2021,W02000320,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6315
339,2021,W02000320,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
340,2021,W02000320,2021 super output areas - middle layer,152,Trans woman,3
341,2021,W02000320,2021 super output areas - middle layer,152,Trans man,9
342,2021,W02000320,2021 super output areas - middle layer,152,All other gender identities,2
343,2021,W02000320,2021 super output areas - middle layer,152,Not answered,404
344,2021,W02000321,2021 super output areas - middle layer,152,Total,7091
345,2021,W02000321,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6640
346,2021,W02000321,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,14
347,2021,W02000321,2021 super output areas - middle layer,152,Trans woman,2
348,2021,W02000321,2021 super output areas - middle layer,152,Trans man,11
349,2021,W02000321,2021 super output areas - middle layer,152,All other gender identities,3
350,2021,W02000321,2021 super output areas - middle layer,152,Not answered,421
351,2021,W02000322,2021 super output areas - middle layer,152,Total,5533
352,2021,W02000322,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5074
353,2021,W02000322,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
354,2021,W02000322,2021 super output areas - middle layer,152,Trans woman,3
355,2021,W02000322,2021 super output areas - middle layer,152,Trans man,6
356,2021,W02000322,2021 super output areas - middle layer,152,All other gender identities,3
357,2021,W02000322,2021 super output areas - middle layer,152,Not answered,438
358,2021,W02000323,2021 super output areas - middle layer,152,Total,4818
359,2021,W02000323,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4486
360,2021,W02000323,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
361,2021,W02000323,2021 super output areas - middle layer,152,Trans woman,2
362,2021,W02000323,2021 super output areas - middle layer,152,Trans man,1
363,2021,W02000323,2021 super output areas - middle layer,152,All other gender identities,0
364,2021,W02000323,2021 super output areas - middle layer,152,Not answered,322
365,2021,W02000324,2021 super output areas - middle layer,152,Total,5610
366,2021,W02000324,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5142
367,2021,W02000324,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,10
368,2021,W02000324,2021 super output areas - middle layer,152,Trans woman,6
369,2021,W02000324,2021 super output areas - middle layer,152,Trans man,3
370,2021,W02000324,2021 super output areas - middle layer,152,All other gender identities,4
371,2021,W02000324,2021 super output areas - middle layer,152,Not answered,445
372,2021,W02000325,2021 super output areas - middle layer,152,Total,5720
373,2021,W02000325,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5315
374,2021,W02000325,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,11
375,2021,W02000325,2021 super output areas - middle layer,152,Trans woman,1
376,2021,W02000325,2021 super output areas - middle layer,152,Trans man,3
377,2021,W02000325,2021 super output areas - middle layer,152,All other gender identities,3
378,2021,W02000325,2021 super output areas - middle layer,152,Not answered,387
379,2021,W02000326,2021 super output areas - middle layer,152,Total,7290
