,GEOGRAPHY_CODE,All household spaces - with no residents - second residence/holiday accommodation,All household spaces - with no residents - vacant,All household spaces - with residents,Caravan or other mobile or temporary structure,"Flat, maisonette or apartment - in a commercial building","Flat, maisonette or apartment - in a purpose built block of flats or tenement","Flat, maisonette or apartment - part of a converted or shared house (includes bed-sit)",Whole house or bungalow - detatched,Whole house or bungalow - semi-detatched,Whole house or bungalow - terraced
37,E02000038,1,10.285714285714286,511.0,0.42857142857142855,10.285714285714286,137.85714285714286,59.285714285714285,26.714285714285715,168.42857142857142,119.57142857142857
38,E02000039,1,13.75,591.75,0.0,24.75,106.25,50.0,208.0,155.5,62.0
39,E02000040,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
40,E02000041,1,9.555555555555555,326.6666666666667,0.3333333333333333,16.88888888888889,51.77777777777778,20.11111111111111,34.111111111111114,159.44444444444446,54.77777777777778
41,E02000042,1,7.833333333333333,219.05555555555554,0.16666666666666666,7.833333333333333,77.05555555555556,42.833333333333336,6.611111111111111,44.833333333333336,48.611111111111114
42,E02000043,1,7.818181818181818,234.8181818181818,0.2727272727272727,2.272727272727273,23.90909090909091,24.90909090909091,23.272727272727273,146.27272727272728,22.818181818181817
43,E02000044,1,12.4,570.8,0.6,5.6,91.0,32.8,61.8,124.8,267.6
44,E02000045,1,15.833333333333334,652.0,0.5,5.5,288.1666666666667,47.0,26.333333333333332,139.16666666666666,162.33333333333334
45,E02000046,1,7.090909090909091,235.72727272727272,0.2727272727272727,11.0,58.27272727272727,62.63636363636363,5.7272727272727275,67.18181818181819,38.72727272727273
46,E02000047,1,10.8,738.6,2.6,14.8,211.8,27.6,29.2,161.6,302.8
47,E02000048,1,6.529411764705882,185.2941176470588,0.17647058823529413,2.4705882352941178,42.705882352941174,15.823529411764707,19.470588235294116,96.70588235294117,15.470588235294118
48,E02000049,1,8.333333333333334,978.0,2.6666666666666665,3.3333333333333335,524.3333333333334,27.333333333333332,51.666666666666664,108.66666666666667,269.3333333333333
49,E02000050,1,11.5,429.5,0.0,5.0,125.5,56.375,15.25,85.5,154.25
50,E02000051,1,5.181818181818182,147.4090909090909,0.0,3.1363636363636362,61.04545454545455,22.863636363636363,25.454545454545453,33.95454545454545,7.045454545454546
51,E02000052,1,15.666666666666666,682.8333333333334,0.5,21.833333333333332,290.1666666666667,100.5,13.166666666666666,87.83333333333333,185.5
52,E02000053,1,2.1904761904761907,126.14285714285714,0.14285714285714285,1.619047619047619,49.57142857142857,8.380952380952381,6.571428571428571,44.523809523809526,18.523809523809526
53,E02000054,1,9.8,247.6,0.0,4.5,81.8,29.9,43.0,89.9,9.2
54,E02000055,1,6.3125,236.75,0.3125,7.0625,99.0,30.4375,41.1875,42.6875,23.375
55,E02000056,1,7.619047619047619,159.8095238095238,0.14285714285714285,3.6666666666666665,47.38095238095238,9.476190476190476,46.333333333333336,54.285714285714285,7.238095238095238
56,E02000057,1,6.5,228.5,0.0,3.6,66.3,19.2,43.7,64.3,38.8
57,E02000058,1,9.785714285714286,274.0,0.0,8.5,60.785714285714285,32.214285714285715,36.857142857142854,91.0,55.357142857142854
58,E02000059,1,5.545454545454546,331.72727272727275,0.8181818181818182,6.2727272727272725,121.9090909090909,33.45454545454545,11.363636363636363,67.63636363636364,96.81818181818181
59,E02000060,1,4.821428571428571,108.71428571428571,0.0,1.5714285714285714,23.785714285714285,16.571428571428573,14.428571428571429,46.892857142857146,11.214285714285714
60,E02000061,1,4.72972972972973,79.21621621621621,0.13513513513513514,3.810810810810811,22.35135135135135,18.675675675675677,11.702702702702704,24.89189189189189,3.3783783783783785
61,E02000062,1,19.0,559.5,0.0,11.0,147.25,79.5,13.5,134.5,193.75
62,E02000063,1,8.1,210.5,0.0,1.2,25.4,19.9,11.5,134.6,27.0
63,E02000064,1,7.818181818181818,215.1818181818182,0.0,6.909090909090909,108.9090909090909,27.363636363636363,13.181818181818182,33.27272727272727,34.36363636363637
64,E02000065,1,16.0,834.6666666666666,0.0,2.6666666666666665,240.33333333333334,7.0,30.333333333333332,108.66666666666667,462.6666666666667
65,E02000066,1,15.8,764.8,0.6,2.2,355.4,8.2,29.4,69.2,316.6
66,E02000067,1,20.4,675.6,1.4,13.4,238.0,25.8,31.2,135.8,251.4
67,E02000068,1,14.333333333333334,399.0,1.8333333333333333,6.5,140.66666666666666,11.5,14.833333333333334,73.0,166.0
68,E02000069,1,14.333333333333334,811.6666666666666,1.6666666666666667,1.6666666666666667,228.0,41.333333333333336,98.66666666666667,235.66666666666666,219.66666666666666
69,E02000070,1,20.0,1036.0,0.0,9.0,149.66666666666666,12.666666666666666,75.66666666666667,577.6666666666666,232.0
70,E02000071,1,inf,inf,,inf,inf,inf,inf,inf,inf
71,E02000072,1,44.666666666666664,1510.0,0.0,9.0,574.3333333333334,21.666666666666668,32.666666666666664,306.0,611.6666666666666
72,E02000073,1,15.0,988.75,1.0,12.75,32.0,5.5,24.0,892.25,37.25
73,E02000074,1,19.4,630.2,0.6,2.8,189.8,12.8,13.2,318.2,113.6
74,E02000075,1,8.5,528.0,0.0,7.833333333333333,48.666666666666664,6.0,40.0,363.8333333333333,71.0
75,E02000076,1,14.0,853.3333333333334,0.0,5.0,162.66666666666666,14.333333333333334,31.333333333333332,495.6666666666667,158.33333333333334
76,E02000077,1,8.0,409.7142857142857,0.0,5.0,31.714285714285715,6.0,5.714285714285714,305.7142857142857,64.42857142857143
77,E02000078,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
78,E02000079,1,13.0,634.8,0.6,21.6,122.0,25.6,51.2,287.8,140.4
79,E02000080,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
80,E02000081,1,16.5,771.0,0.0,6.75,143.75,15.0,58.25,427.5,137.0
81,E02000082,1,17.0,835.75,0.0,12.75,22.5,10.0,32.75,398.75,377.0
82,E02000083,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
83,E02000084,1,26.5,1018.5,0.0,4.75,96.0,17.5,188.0,570.5,169.25
84,E02000085,1,14.5,501.0,0.0,14.166666666666666,44.833333333333336,5.333333333333333,15.666666666666666,194.5,242.0
85,E02000086,1,15.25,685.5,0.0,8.75,43.25,9.25,78.0,320.5,242.0
86,E02000087,1,12.8,610.4,0.6,11.6,76.0,14.8,202.0,244.8,74.6
87,E02000088,1,17.5,726.25,0.0,7.75,22.5,1.75,50.75,372.75,289.25
88,E02000089,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
89,E02000090,1,27.0,756.4,0.6,25.4,290.4,33.6,77.6,199.6,157.4
90,E02000091,1,4.0,101.39024390243902,0.0,1.853658536585366,36.073170731707314,5.024390243902439,12.658536585365853,40.80487804878049,9.951219512195122
91,E02000092,1,37.0,830.0,3.3333333333333335,19.666666666666668,262.6666666666667,19.0,56.0,316.6666666666667,190.33333333333334
92,E02000093,1,9.666666666666666,527.6666666666666,0.0,9.166666666666666,57.666666666666664,13.0,28.333333333333332,294.8333333333333,135.33333333333334
93,E02000094,1,6.888888888888889,293.6666666666667,0.3333333333333333,4.222222222222222,61.888888888888886,16.666666666666668,15.444444444444445,153.11111111111111,50.111111111111114
94,E02000095,1,14.0,790.5,0.0,34.5,155.75,24.5,40.25,430.5,120.0
95,E02000096,1,6.5,441.1666666666667,0.0,8.833333333333334,68.0,9.0,111.5,242.83333333333334,8.166666666666666
96,E02000097,1,16.333333333333332,953.6666666666666,1.3333333333333333,16.666666666666668,150.66666666666666,62.0,59.0,414.6666666666667,266.3333333333333
97,E02000098,1,13.0,670.5,0.75,8.75,152.0,22.0,134.0,306.75,60.5
98,E02000099,1,13.8,520.8,0.0,12.2,145.2,15.0,19.0,256.4,87.6
99,E02000100,1,3.2857142857142856,348.0,0.0,4.142857142857143,36.285714285714285,7.428571428571429,78.14285714285714,203.85714285714286,22.428571428571427
100,E02000101,1,58.333333333333336,952.3333333333334,0.0,16.0,482.3333333333333,67.0,154.66666666666666,203.0,88.0
101,E02000102,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
102,E02000103,1,24.666666666666668,946.3333333333334,1.0,3.3333333333333335,342.6666666666667,63.0,47.0,350.3333333333333,164.66666666666666
103,E02000104,1,4.142857142857143,308.2857142857143,0.42857142857142855,4.428571428571429,70.42857142857143,18.428571428571427,29.714285714285715,166.57142857142858,23.428571428571427
104,E02000105,1,15.8,575.8,0.0,15.6,207.6,34.2,64.2,206.4,64.2
105,E02000106,1,22.25,819.75,1.75,24.25,206.75,123.25,26.5,278.5,182.0
106,E02000107,1,19.0,896.0,0.75,14.75,220.0,374.25,57.75,142.5,106.0
107,E02000108,1,inf,inf,,inf,inf,inf,inf,inf,inf
108,E02000109,1,18.166666666666668,446.1666666666667,0.5,6.0,121.33333333333333,22.666666666666668,20.333333333333332,231.16666666666666,63.333333333333336
109,E02000110,1,9.6,585.2,0.6,4.2,89.8,171.8,21.2,190.4,118.2
110,E02000111,1,3.3333333333333335,454.5,0.0,6.166666666666667,154.0,41.833333333333336,33.333333333333336,147.83333333333334,75.33333333333333
111,E02000112,1,9.8,497.8,0.6,14.6,59.6,56.4,28.0,159.2,190.2
112,E02000113,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
113,E02000114,1,30.666666666666668,1038.6666666666667,1.0,40.333333333333336,227.66666666666666,446.3333333333333,54.0,129.66666666666666,171.33333333333334
114,E02000115,1,6.888888888888889,399.77777777777777,0.3333333333333333,4.0,174.44444444444446,167.0,22.88888888888889,26.88888888888889,12.222222222222221
115,E02000116,1,23.333333333333332,852.0,0.0,51.666666666666664,253.66666666666666,268.6666666666667,31.333333333333332,103.66666666666667,166.33333333333334
116,E02000117,1,10.0,457.75,0.625,9.375,194.25,103.375,15.125,58.375,87.625
117,E02000118,1,8.75,670.5,0.0,5.5,146.0,68.5,33.75,193.25,232.75
118,E02000119,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
119,E02000120,1,6.75,451.875,0.375,18.375,96.375,239.25,4.375,12.75,88.125
120,E02000121,1,7.0,370.42857142857144,2.0,7.714285714285714,109.71428571428571,31.571428571428573,20.428571428571427,105.42857142857143,101.57142857142857
121,E02000122,1,3.375,358.375,0.0,4.375,79.75,88.375,34.25,97.375,58.375
122,E02000123,1,6.777777777777778,430.0,0.7777777777777778,12.444444444444445,82.88888888888889,181.88888888888889,18.0,60.77777777777778,81.0
123,E02000124,1,4.777777777777778,378.6666666666667,0.0,11.555555555555555,64.44444444444444,160.11111111111111,8.777777777777779,26.77777777777778,112.66666666666667
124,E02000125,1,inf,inf,,inf,inf,inf,inf,inf,inf
125,E02000126,1,16.0,745.0,1.0,16.25,533.25,122.75,8.75,24.75,55.25
126,E02000127,1,inf,inf,,inf,inf,inf,inf,inf,inf
127,E02000128,1,11.428571428571429,426.42857142857144,0.42857142857142855,9.857142857142858,73.85714285714286,12.857142857142858,42.57142857142857,151.42857142857142,148.14285714285714
128,E02000129,1,11.0,755.75,0.0,6.0,94.75,23.25,106.0,243.5,294.25
129,E02000130,1,27.0,1127.6666666666667,0.0,38.333333333333336,194.0,248.33333333333334,36.666666666666664,268.6666666666667,369.6666666666667
130,E02000131,1,10.25,266.1875,0.0,3.625,118.75,107.4375,7.8125,14.8125,24.875
131,E02000132,1,7.352941176470588,255.64705882352942,0.17647058823529413,5.823529411764706,166.1764705882353,20.176470588235293,11.0,21.0,39.76470588235294
132,E02000133,1,4.1,188.15,0.0,1.15,23.95,14.35,104.1,26.05,23.65
133,E02000134,1,8.85,245.25,0.0,5.25,84.65,53.55,19.6,35.8,56.2
134,E02000135,1,22.2,820.0,0.6,24.4,397.4,164.0,18.2,72.4,166.4
135,E02000136,1,12.4,443.4,0.0,1.6,58.4,11.4,158.2,130.4,96.8
136,E02000137,1,9.777777777777779,391.8888888888889,0.3333333333333333,1.6666666666666667,155.22222222222223,46.888888888888886,71.88888888888889,76.77777777777777,50.0
137,E02000138,1,7.333333333333333,258.6,0.0,2.7333333333333334,131.26666666666668,21.333333333333332,49.333333333333336,24.133333333333333,38.13333333333333
138,E02000139,1,10.5,516.6666666666666,0.5,6.833333333333333,91.83333333333333,82.66666666666667,24.833333333333332,174.0,147.66666666666666
139,E02000140,1,22.333333333333332,1076.3333333333333,1.0,11.333333333333334,230.66666666666666,12.0,68.66666666666667,420.6666666666667,354.6666666666667
140,E02000141,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
141,E02000142,1,9.166666666666666,519.1666666666666,0.0,3.6666666666666665,101.5,38.666666666666664,114.83333333333333,113.83333333333333,156.83333333333334
142,E02000143,1,17.4,585.2,0.0,18.4,50.4,23.6,19.8,186.0,305.2
143,E02000144,1,7.666666666666667,374.8888888888889,0.3333333333333333,9.11111111111111,86.88888888888889,36.888888888888886,65.0,92.55555555555556,92.88888888888889
144,E02000145,1,28.75,822.75,12.25,6.5,204.75,14.25,59.75,257.5,297.5
145,E02000146,1,5.375,413.125,0.0,5.75,67.125,21.25,35.875,125.875,163.625
146,E02000147,1,10.2,624.6,0.0,1.8,151.6,14.2,295.8,152.6,19.6
147,E02000148,1,25.0,822.0,0.0,36.333333333333336,54.0,19.666666666666668,235.33333333333334,471.6666666666667,31.0
148,E02000149,1,18.333333333333332,1052.0,0.0,12.0,111.66666666666667,19.333333333333332,162.33333333333334,487.6666666666667,277.3333333333333
149,E02000150,1,inf,inf,,inf,inf,inf,inf,inf,inf
150,E02000151,1,9.2,593.8,0.0,0.6,44.4,3.2,168.2,355.4,32.2
151,E02000152,1,20.333333333333332,848.3333333333334,0.0,3.6666666666666665,188.66666666666666,27.0,74.66666666666667,313.0,261.6666666666667
152,E02000153,1,inf,inf,,inf,inf,inf,inf,inf,inf
153,E02000154,1,29.333333333333332,981.0,1.0,34.333333333333336,108.33333333333333,26.0,364.6666666666667,304.6666666666667,173.0
154,E02000155,1,15.0,998.3333333333334,0.0,1.0,75.0,8.0,109.66666666666667,665.3333333333334,154.66666666666666
155,E02000156,1,11.75,577.25,4.375,15.625,69.125,11.25,100.25,284.625,104.75
156,E02000157,1,17.333333333333332,1104.3333333333333,0.0,4.666666666666667,64.33333333333333,6.666666666666667,423.3333333333333,403.6666666666667,220.0
157,E02000158,1,27.666666666666668,1016.0,0.0,4.666666666666667,232.33333333333334,10.666666666666666,259.0,437.6666666666667,100.33333333333333
158,E02000159,1,20.333333333333332,872.0,1.0,15.666666666666666,35.666666666666664,17.0,476.3333333333333,269.6666666666667,78.0
159,E02000160,1,12.25,716.5,0.0,18.75,90.0,10.25,150.5,423.25,36.75
160,E02000161,1,inf,inf,,inf,inf,inf,inf,inf,inf
161,E02000162,1,21.0,909.0,0.0,12.333333333333334,129.0,16.666666666666668,283.3333333333333,274.6666666666667,214.66666666666666
162,E02000163,1,18.333333333333332,1003.3333333333334,1.0,19.333333333333332,49.666666666666664,5.333333333333333,425.6666666666667,359.0,163.0
163,E02000164,1,15.5,611.0,22.5,4.5,42.75,6.5,340.25,161.0,50.0
164,E02000165,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
165,E02000166,1,2.5,586.0,0.0,8.666666666666666,284.6666666666667,143.0,50.166666666666664,46.833333333333336,55.833333333333336
166,E02000167,1,2.297872340425532,79.51063829787235,0.06382978723404255,2.765957446808511,19.74468085106383,35.148936170212764,3.404255319148936,8.042553191489361,13.638297872340425
167,E02000168,1,6.111111111111111,379.6666666666667,0.0,12.777777777777779,98.11111111111111,176.33333333333334,7.555555555555555,17.444444444444443,74.55555555555556
168,E02000169,1,4.0625,96.9375,0.125,0.96875,27.875,49.53125,8.84375,9.5,5.15625
169,E02000170,1,7.666666666666667,366.0,0.3333333333333333,12.444444444444445,100.33333333333333,163.77777777777777,9.666666666666666,35.333333333333336,52.888888888888886
170,E02000171,1,6.769230769230769,270.84615384615387,0.23076923076923078,4.461538461538462,80.46153846153847,133.23076923076923,3.1538461538461537,14.307692307692308,42.92307692307692
171,E02000172,1,8.428571428571429,549.0,0.5714285714285714,12.571428571428571,356.57142857142856,94.14285714285714,4.714285714285714,13.142857142857142,76.71428571428571
172,E02000173,1,3.3055555555555554,95.88888888888889,0.08333333333333333,2.5277777777777777,27.583333333333332,56.22222222222222,3.3055555555555554,4.055555555555555,6.416666666666667
173,E02000174,1,7.1,347.2,0.4,7.5,109.0,185.9,3.0,19.8,29.7
174,E02000175,1,8.625,461.625,0.375,17.125,162.875,222.25,5.875,10.875,51.875
175,E02000176,1,3.2142857142857144,118.17857142857143,0.10714285714285714,1.8928571428571428,41.857142857142854,69.07142857142857,1.5357142857142858,2.9285714285714284,5.0
176,E02000177,1,2.25,183.55,0.15,2.2,116.5,45.2,1.85,4.05,16.9
177,E02000178,1,6.545454545454546,332.45454545454544,0.7272727272727273,6.2727272727272725,111.9090909090909,180.54545454545453,3.0,8.272727272727273,29.272727272727273
178,E02000179,1,2.5172413793103448,98.0,0.10344827586206896,2.5172413793103448,48.37931034482759,32.793103448275865,1.206896551724138,4.275862068965517,12.310344827586206
179,E02000180,1,10.833333333333334,532.1666666666666,0.5,9.333333333333334,188.83333333333334,244.0,6.5,29.166666666666668,65.66666666666667
180,E02000181,1,1.8,374.7,0.0,1.4,112.5,241.4,3.8,7.3,11.1
181,E02000182,1,4.222222222222222,79.47222222222223,0.1111111111111111,1.0,47.97222222222222,24.63888888888889,2.6666666666666665,2.361111111111111,5.944444444444445
182,E02000183,1,2.7037037037037037,136.33333333333334,0.1111111111111111,2.6296296296296298,50.851851851851855,59.925925925925924,1.4074074074074074,4.481481481481482,20.62962962962963
183,E02000184,1,5.25,409.25,0.875,9.0,233.875,104.0,5.0,10.375,52.375
184,E02000185,1,6.583333333333333,305.8333333333333,0.0,4.583333333333333,200.25,86.75,2.0,6.083333333333333,13.583333333333334
185,E02000186,1,7.961538461538462,103.26923076923077,0.2692307692307692,7.961538461538462,50.96153846153846,34.0,1.1923076923076923,2.230769230769231,15.615384615384615
186,E02000187,1,32.0,1090.6666666666667,2.6666666666666665,17.333333333333332,937.6666666666666,109.66666666666667,7.666666666666667,12.0,36.666666666666664
187,E02000188,1,4.153846153846154,235.69230769230768,0.3076923076923077,2.5384615384615383,204.3846153846154,24.076923076923077,0.9230769230769231,2.3076923076923075,6.3076923076923075
188,E02000189,1,3.2,135.26666666666668,0.0,4.6,78.2,44.333333333333336,1.4666666666666666,3.066666666666667,7.733333333333333
189,E02000190,1,1.3584905660377358,60.660377358490564,0.0,1.9245283018867925,49.79245283018868,9.584905660377359,0.18867924528301888,0.39622641509433965,1.1320754716981132
190,E02000191,1,1.2159090909090908,12.522727272727273,0.017045454545454544,1.2045454545454546,9.625,3.3693181818181817,0.022727272727272728,0.056818181818181816,0.4431818181818182
191,E02000192,1,5.105263157894737,159.31578947368422,0.0,5.894736842105263,117.73684210526316,35.26315789473684,0.47368421052631576,1.3157894736842106,4.7368421052631575
192,E02000193,1,1.3083333333333333,26.291666666666668,0.025,3.275,20.341666666666665,4.058333333333334,0.10833333333333334,0.15833333333333333,0.6333333333333333
193,E02000194,1,28.0,1223.6666666666667,1.0,22.666666666666668,482.0,293.6666666666667,76.33333333333333,156.66666666666666,220.33333333333334
194,E02000195,1,17.0,816.0,0.0,10.25,148.5,56.25,134.25,339.75,145.0
195,E02000196,1,inf,inf,,inf,inf,inf,inf,inf,inf
196,E02000197,1,12.833333333333334,526.1666666666666,0.0,20.0,49.833333333333336,40.666666666666664,36.5,143.83333333333334,249.16666666666666
197,E02000198,1,20.333333333333332,1081.0,0.0,26.333333333333332,303.3333333333333,163.33333333333334,34.333333333333336,197.66666666666666,377.3333333333333
198,E02000199,1,inf,inf,,inf,inf,inf,inf,inf,inf
199,E02000200,1,11.333333333333334,397.77777777777777,0.3333333333333333,6.666666666666667,132.22222222222223,98.33333333333333,11.666666666666666,73.33333333333333,87.66666666666667
200,E02000201,1,38.666666666666664,1186.0,1.0,40.333333333333336,441.3333333333333,215.66666666666666,35.666666666666664,137.66666666666666,353.6666666666667
201,E02000202,1,17.666666666666668,1086.3333333333333,1.0,24.333333333333332,102.33333333333333,78.0,32.666666666666664,123.0,744.0
202,E02000203,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
203,E02000204,1,13.0,658.2,0.0,14.2,58.2,52.2,25.6,133.6,388.2
204,E02000205,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
205,E02000206,1,19.0,810.8,0.8,11.2,212.4,178.2,29.2,143.2,255.8
206,E02000207,1,15.333333333333334,1109.3333333333333,0.0,17.666666666666668,245.33333333333334,121.0,39.666666666666664,261.0,440.6666666666667
207,E02000208,1,26.333333333333332,1011.0,1.0,31.333333333333332,262.0,138.0,42.0,181.0,383.0
208,E02000209,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
209,E02000210,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
210,E02000211,1,13.0,1105.6666666666667,0.0,5.0,110.66666666666667,15.333333333333334,259.6666666666667,447.3333333333333,281.6666666666667
211,E02000212,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
212,E02000213,1,6.75,474.625,0.375,10.5,194.875,120.75,10.875,56.25,88.875
213,E02000214,1,8.0,739.6666666666666,0.0,21.0,24.333333333333332,44.0,50.333333333333336,216.66666666666666,392.0
214,E02000215,1,20.8,986.0,0.0,17.2,313.6,250.4,31.4,127.6,267.6
215,E02000216,1,4.5,264.4166666666667,0.0,1.5833333333333333,133.5,9.833333333333334,53.916666666666664,15.333333333333334,55.75
216,E02000217,1,6.6,339.3,0.3,5.9,93.1,32.2,12.2,66.5,136.8
217,E02000218,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
218,E02000219,1,6.285714285714286,425.42857142857144,0.42857142857142855,6.428571428571429,42.714285714285715,5.714285714285714,111.42857142857143,221.85714285714286,44.42857142857143
219,E02000220,1,3.037037037037037,151.40740740740742,0.1111111111111111,6.592592592592593,65.66666666666667,44.074074074074076,6.111111111111111,13.444444444444445,19.444444444444443
220,E02000221,1,10.5,817.5,0.0,4.75,245.75,34.75,71.25,265.25,207.25
221,E02000222,1,9.416666666666666,284.1666666666667,0.0,5.75,61.583333333333336,59.083333333333336,61.5,38.166666666666664,68.5
222,E02000223,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
223,E02000224,1,11.666666666666666,375.55555555555554,0.0,9.666666666666666,63.55555555555556,93.55555555555556,27.77777777777778,111.11111111111111,82.55555555555556
224,E02000225,1,inf,inf,,inf,inf,inf,inf,inf,inf
225,E02000226,1,10.333333333333334,931.6666666666666,0.0,23.666666666666668,17.0,6.333333333333333,198.0,554.0,143.66666666666666
226,E02000227,1,10.666666666666666,834.3333333333334,0.5,4.0,239.5,3.5,51.833333333333336,267.0,279.6666666666667
227,E02000228,1,13.25,718.75,0.75,9.0,83.5,16.25,399.25,211.0,13.5
228,E02000229,1,inf,inf,inf,inf,inf,inf,inf,inf,inf
229,E02000230,1,32.666666666666664,1173.3333333333333,1.0,28.666666666666668,268.6666666666667,58.0,422.3333333333333,284.6666666666667,143.66666666666666
230,E02000231,1,10.6,487.4,0.6,4.4,12.0,15.6,328.2,117.0,21.6
231,E02000232,1,14.666666666666666,754.6666666666666,1.0,9.666666666666666,31.666666666666668,3.0,262.0,386.3333333333333,77.33333333333333
232,E02000233,1,29.333333333333332,769.0,0.0,12.333333333333334,136.0,25.333333333333332,157.0,287.0,181.66666666666666
233,E02000234,1,13.2,590.2,0.0,19.8,58.6,21.2,193.4,166.8,144.4
234,E02000235,1,8.75,615.0,0.0,4.5,88.75,11.25,289.25,184.25,46.75
