,GEOGRAPHY_CODE,Provides 10 to 19 hours unpaid care a week,Provides 19 hours or less unpaid care a week,Provides 20 to 34 hours unpaid care a week,Provides 20 to 49 hours unpaid care a week,Provides 35 to 49 hours unpaid care a week,Provides 50 or more hours unpaid care a week,Provides 9 hours or less unpaid care a week,Provides no unpaid care,Total: All usual residents aged 5 and over
34,E02000036,0.011677584733694105,0.04224817241051932,0.010253489034463116,0.019082882369695242,0.008829393335232128,0.023734928320516473,0.030570587676825217,0.914934016899269,1
35,E02000037,0.014615840410823623,0.04977286193956153,0.00819672131147541,0.015504641516887222,0.0073079202054118116,0.023405095793008097,0.035157021528737904,0.9113174007505431,1
36,E02000038,0.0124693176239568,0.04506627393225331,0.008247422680412371,0.01629847815414826,0.008051055473735885,0.01826215022091311,0.03259695630829652,0.9203730976926853,1
37,E02000039,0.011518324607329843,0.0456245325355273,0.008227374719521317,0.01406133133881825,0.0058339566192969336,0.02004487658937921,0.034106207928197456,0.9202692595362753,1
38,E02000040,0.011808722085817841,0.04501344557465217,0.007833508710394014,0.01707003390623173,0.009236525195837718,0.02233134572664562,0.033204723488834326,0.9155851747924705,1
39,E02000041,0.011131099617719811,0.041825950078704745,0.009781875421632561,0.020800539689678436,0.011018664268045873,0.020350798290982686,0.030694850460984933,0.9170227119406341,1
40,E02000042,0.012207434603028913,0.041211564938044974,0.008536025699862322,0.017163836622303807,0.008627810922441487,0.019274896741624598,0.029004130335016063,0.9223497016980267,1
41,E02000043,0.01502597949726162,0.05280157281280719,0.008144923465805365,0.015728128071900015,0.00758320460609465,0.017975003510742875,0.03777559331554557,0.9134952956045499,1
42,E02000044,0.01328341987682647,0.039729501267962805,0.011472044439077405,0.02234029706557179,0.010868252626494384,0.024393189228354064,0.026446081391136335,0.9135370124381114,1
43,E02000045,0.012924071082390954,0.0395799676898223,0.008481421647819063,0.01645799676898223,0.007976575121163166,0.02211227786752827,0.02665589660743134,0.9218497576736672,1
44,E02000046,0.008611410118406888,0.0412117484238044,0.007227433492234353,0.015685068429955405,0.008457634937721052,0.015531293249269568,0.032600338305397505,0.9275718898969706,1
45,E02000047,0.009715475364330326,0.02888619014573213,0.008414295628036085,0.018997224149895905,0.01058292852185982,0.024115197779319916,0.019170714781401803,0.928001387925052,1
46,E02000048,0.011786794617711484,0.04422655679566079,0.007510170021904662,0.015020340043809324,0.007510170021904662,0.0218003546469177,0.032439762177949305,0.9189527485136122,1
47,E02000049,0.010052313057749512,0.026361678120832906,0.008821417581290389,0.018976305262078164,0.010154887680787773,0.019796902246384245,0.016309365063083392,0.9348651143707047,1
48,E02000050,0.014663951120162933,0.051120162932790224,0.011303462321792261,0.01924643584521385,0.007942973523421588,0.02189409368635438,0.036456211812627294,0.9077393075356416,1
49,E02000051,0.01144244105409154,0.04496070272769302,0.0076282940360610264,0.01571890892279242,0.008090614886731391,0.018146093388811835,0.03351826167360148,0.9211742949607027,1
50,E02000052,0.010556932026284606,0.04071959495852634,0.0068943229559409675,0.0144349886890014,0.007540665733060433,0.014973607669934288,0.03016266293224173,0.9298718086825379,1
51,E02000054,0.010975270908585718,0.04292859127535426,0.007363156432342317,0.016810225062517364,0.009447068630175049,0.013475965545984996,0.031953320366768546,0.9267852181161433,1
52,E02000055,0.010879419764279238,0.03680870353581142,0.007343608340888486,0.01414324569356301,0.006799637352674524,0.016047144152311878,0.025929283771532186,0.9330009066183137,1
53,E02000056,0.009150932468435074,0.04413297810726283,0.006718406116066257,0.012857639291092321,0.006139233175026063,0.012162631761844086,0.03498204563882775,0.9308467508398007,1
54,E02000057,0.010215200217924271,0.04249523290656497,0.007354944156905475,0.012666848270226096,0.005311904113320621,0.01661672568782348,0.0322800326886407,0.9282211931353854,1
55,E02000058,0.010407905803195963,0.04709840201850295,0.0056770395290159795,0.010513036164844407,0.004835996635828428,0.015349032800672834,0.036690496215306984,0.9270395290159799,1
56,E02000059,0.009921910886541112,0.03307303628847037,0.006982085438677079,0.016536518144235186,0.009554432705558108,0.022875516766192008,0.02315112540192926,0.9275149288011024,1
57,E02000060,0.010088393543428132,0.04410069177555726,0.007590315142198309,0.015468870099923137,0.007878554957724828,0.0180630284396618,0.03401229823212913,0.9223674096848578,1
58,E02000061,0.009326947315351651,0.040962944290395764,0.005167632972019158,0.011217544744139147,0.00604991177211999,0.01777161583060247,0.031635996975044114,0.9300478951348626,1
59,E02000062,0.00963302752293578,0.03165137614678899,0.00963302752293578,0.021712538226299694,0.012079510703363914,0.023394495412844038,0.022018348623853212,0.9232415902140673,1
60,E02000063,0.009661159339120694,0.03584430131615794,0.008681041725007001,0.0200224026883226,0.011341360963315597,0.022682721926631195,0.026183141977037243,0.9214505740688883,1
61,E02000064,0.013489641882126225,0.045607836839569614,0.0073871848402119805,0.01429259675606231,0.006905411915850329,0.018146780150955517,0.03211819495744339,0.9219527862534126,1
62,E02000065,0.010244811069717936,0.02461415646620543,0.008116019159127196,0.024348057477381585,0.016232038318254392,0.021021820117083555,0.014369345396487493,0.9300159659393294,1
63,E02000066,0.010955500338829907,0.029026428732776145,0.0084707476846623,0.019878021233340863,0.011407273548678563,0.02428281002936526,0.01807092839394624,0.9268127400045177,1
64,E02000067,0.010246118094433295,0.03168902503432978,0.008344776592373508,0.01679518326819478,0.008450406675821275,0.02566811027780712,0.02144290693989648,0.9258476814196683,1
65,E02000068,0.01216089803554724,0.031805425631431246,0.008151810771081118,0.019778163838032874,0.011626353066951757,0.021114526259521583,0.019644527595884004,0.9273018842710143,1
66,E02000069,0.009535160905840286,0.03948152562574493,0.009237187127532777,0.01698450536352801,0.0077473182359952325,0.02339094159713945,0.02994636471990465,0.9201430274135876,1
67,E02000070,0.01570886241654667,0.04385390757952612,0.008901688702709779,0.022123314569969892,0.013221625867260113,0.02893048828380678,0.028145045162979446,0.9050922895666972,1
68,E02000071,0.012053200332502078,0.041701302299806044,0.006372956497644777,0.015932391244111943,0.009559434746467166,0.024106400665004156,0.029648101967303962,0.9182599057910779,1
69,E02000072,0.009232060428031893,0.029458665547629038,0.007973143096936634,0.019806966009232062,0.011833822912295426,0.027780109106168696,0.020226605119597146,0.9229542593369702,1
70,E02000073,0.011736857678272018,0.041818719794851564,0.008482098826314233,0.015484761810829471,0.007002662984515238,0.02357234441266397,0.030081862116579546,0.919124173981655,1
71,E02000074,0.011812921890067503,0.037970106075216975,0.0078351012536162,0.020853423336547734,0.013018322082931534,0.0313404050144648,0.02615718418514947,0.9098360655737705,1
72,E02000075,0.013396375098502758,0.0504334121355398,0.008405568689256633,0.017861833464670344,0.009456264775413711,0.026792750197005517,0.037037037037037035,0.9049120042027844,1
73,E02000077,0.01121251629726206,0.041460234680573665,0.006910039113428944,0.016036505867014342,0.009126466753585397,0.026466753585397653,0.030247718383311605,0.9160365058670144,1
74,E02000078,0.01062542030934768,0.04680564895763282,0.0072629455279085405,0.014525891055817081,0.0072629455279085405,0.024344317417619367,0.036180228648285136,0.9143241425689307,1
75,E02000079,0.0121153380179307,0.04179791616186092,0.00848073661255149,0.017446086745820207,0.008965350133268718,0.021201841531378725,0.029682578143930216,0.9195541555609401,1
76,E02000080,0.012940557601262493,0.044818516570226195,0.007469752761704366,0.015570752235665439,0.008100999473961073,0.021567596002104155,0.031877958968963706,0.9180431351920042,1
77,E02000081,0.012188863228124198,0.041057223505260455,0.010007698229407237,0.01796253528355145,0.007954837054144213,0.02412111880934052,0.028868360277136258,0.9168591224018475,1
78,E02000082,0.009801686801914749,0.04091634374287668,0.006952359243218601,0.015158422612263505,0.008206063369044905,0.021085023934351493,0.031114656940961934,0.9228402097105083,1
79,E02000083,0.009660005682356284,0.04034472961454683,0.010701771001041766,0.02111942418789658,0.010417653186854815,0.0298323704896297,0.030684723932190548,0.9087034757079269,1
80,E02000084,0.012782600400648669,0.04884098063531432,0.006772870361537728,0.014690451206715634,0.007917580845177907,0.023371172374320327,0.03605838023466565,0.9130973957836497,1
81,E02000085,0.010975772988890376,0.042564583054477315,0.006558693615312542,0.01539285236246821,0.008834158747155669,0.020211484406371303,0.031588810065586934,0.9218310801766831,1
82,E02000086,0.013192612137203167,0.04676048079742011,0.008208736440926415,0.017296980357666372,0.00908824391673996,0.022867194371152155,0.033567868660216944,0.9130753444737614,1
83,E02000087,0.014050012889920083,0.04859499871100799,0.007862851250322248,0.014952307295694767,0.007089456045372518,0.026037638566640885,0.034544985821087906,0.9104150554266563,1
84,E02000088,0.012729263618943333,0.04872707363810567,0.0073911853271283875,0.015603613468382151,0.008212428141253765,0.026553517656720503,0.03599781001916233,0.9091157952367916,1
85,E02000089,0.011187491575684055,0.044615177247607496,0.0067394527564361775,0.013613694568001078,0.006874241811564901,0.024801186143685133,0.03342768567192344,0.9169699420407063,1
86,E02000090,0.011909965034965034,0.04632867132867133,0.007102272727272727,0.012237762237762238,0.00513548951048951,0.017810314685314684,0.034418706293706296,0.9236232517482518,1
87,E02000091,0.012272490899635986,0.04586583463338534,0.00748829953198128,0.014872594903796152,0.007384295371814872,0.025377015080603225,0.03359334373374935,0.9138845553822152,1
88,E02000092,0.012964426877470356,0.03905138339920949,0.01090909090909091,0.022608695652173914,0.011699604743083004,0.036521739130434785,0.02608695652173913,0.9018181818181819,1
89,E02000093,0.011691209281570728,0.03623382418563142,0.01035252119589469,0.01999107541276216,0.00963855421686747,0.021597501115573403,0.024542614904060688,0.922177599286033,1
90,E02000094,0.010604670133578057,0.029876618741715103,0.008565310492505354,0.017742428877332517,0.009177118384827165,0.02212705210563883,0.019271948608137045,0.9302539002753135,1
91,E02000095,0.012126111560226353,0.03870250606305578,0.010408245755860954,0.01919967663702506,0.008791430881164106,0.021725949878738885,0.026576394502829427,0.9203718674211803,1
92,E02000096,0.018770856507230257,0.058815350389321466,0.012513904338153505,0.021273637374860956,0.008759733036707453,0.028086763070077864,0.04004449388209121,0.8918242491657397,1
93,E02000097,0.011809269162210338,0.037210338680926915,0.008801247771836006,0.019830659536541888,0.011029411764705883,0.02072192513368984,0.02540106951871658,0.9222370766488414,1
94,E02000098,0.014087898856110777,0.03696568332329922,0.012161348585189646,0.021914509331727876,0.00975316074653823,0.023479831426851294,0.022877784467188442,0.9176399759181216,1
95,E02000099,0.009511946551919375,0.032272675801155025,0.009172234175065111,0.01811799343222738,0.00894575925716227,0.01789151851432454,0.022760729249235646,0.9317178122522931,1
96,E02000100,0.014063284781516826,0.0467101958814666,0.009919638372677047,0.018206931190356605,0.008287292817679558,0.02059266700150678,0.03264691109994977,0.91449020592667,1
97,E02000101,0.010779082177161153,0.03468516542155817,0.0096051227321238,0.019316969050160084,0.009711846318036286,0.025613660618996798,0.02390608324439701,0.920384204909285,1
98,E02000102,0.01154195305407859,0.026715082349889768,0.009726364933212293,0.02438075476591882,0.014654389832706524,0.01984178446375308,0.015173129295811178,0.9290623784204384,1
99,E02000103,0.010083673031538296,0.03057283844668526,0.01126367732246299,0.02209826217549882,0.010834584853035829,0.02199098905814203,0.020489165415146966,0.9253379103196739,1
100,E02000104,0.014697648376259798,0.0383538633818589,0.011058230683090706,0.02267637178051512,0.011618141097424413,0.028275475923852184,0.023656215005599106,0.9106942889137738,1
101,E02000105,0.008835078534031414,0.028577661431064574,0.008835078534031414,0.01843368237347295,0.009598603839441536,0.022905759162303665,0.019742582897033158,0.9300828970331588,1
102,E02000106,0.009673767623752187,0.024287331480909745,0.0086446434084594,0.020479571884326437,0.011834928475867037,0.020994133991972832,0.01461356385715756,0.9342389626427909,1
103,E02000107,0.008208594881699663,0.02810236600676002,0.008015451472718493,0.019700627716079187,0.011685176243360695,0.017382906808305166,0.01989377112506036,0.9348140994688556,1
104,E02000108,0.010402930402930404,0.033113553113553115,0.005421245421245421,0.015677655677655677,0.010256410256410256,0.019194139194139193,0.02271062271062271,0.9320146520146521,1
105,E02000110,0.0115210355987055,0.034433656957928806,0.00919093851132686,0.021618122977346277,0.012427184466019418,0.019417475728155338,0.0229126213592233,0.9245307443365696,1
106,E02000111,0.01199584395957306,0.02814772834608482,0.009351090960612072,0.020213469349201853,0.010862378388589779,0.019646736563710212,0.01615188438651176,0.9319920657410031,1
107,E02000112,0.008975854950184005,0.022888430122969212,0.007001166861143524,0.01642581455883673,0.009424647697693205,0.01947760524189929,0.013912575172785208,0.9412081500762948,1
108,E02000113,0.017307481651878627,0.03943476832073611,0.010954102311315588,0.024537189177346916,0.01358308686603133,0.02497535326979954,0.022127286668857486,0.9110526892321175,1
109,E02000114,0.010316529894490035,0.03388042203985932,0.008440797186400938,0.017467760844079718,0.00902696365767878,0.015943728018757326,0.023563892145369286,0.9327080890973036,1
110,E02000115,0.009873232569478304,0.02998537298878596,0.005972696245733789,0.014505119453924915,0.008532423208191127,0.015358361774744027,0.020112140419307655,0.9401511457825451,1
111,E02000116,0.010078105316200554,0.027966742252456538,0.00944822373393802,0.01977828168304359,0.010330057949105569,0.019526329050138572,0.017888636936255985,0.9327286470143613,1
112,E02000117,0.012179756404871903,0.03469130617387652,0.011759764804703907,0.0252834943301134,0.013523729525409492,0.022259554808903823,0.02251154976900462,0.9177656446871063,1
113,E02000118,0.01030155459823937,0.028001498407941562,0.007960292189548605,0.01732534182431167,0.009365049634763064,0.017887244802397454,0.01769994380970219,0.9367859149653494,1
114,E02000119,0.010135819987837016,0.02554226636934928,0.010135819987837016,0.021589296574092844,0.011453476586255827,0.021082505574700993,0.015406446381512263,0.9317859314818568,1
115,E02000120,0.007962529274004685,0.03138173302107728,0.007142857142857143,0.01557377049180328,0.008430913348946136,0.014637002341920375,0.0234192037470726,0.9384074941451991,1
116,E02000121,0.008898970511254581,0.026696911533763742,0.006979584714709474,0.016489268888501135,0.009509684173791659,0.017012737742104343,0.017797941022509162,0.9398010818356308,1
117,E02000122,0.01172680412371134,0.03956185567010309,0.007216494845360825,0.01443298969072165,0.007216494845360825,0.018556701030927835,0.027835051546391754,0.9274484536082475,1
118,E02000123,0.012542133730500902,0.03456925609469311,0.008701105275535,0.018969977267382615,0.010268871991847613,0.017794152230148155,0.022027122364192207,0.9286666144077761,1
119,E02000124,0.009800753904146474,0.035433494884221865,0.005492730210016155,0.012924071082390954,0.007431340872374798,0.013031771674744211,0.02563274098007539,0.938610662358643,1
120,E02000125,0.008495537154532745,0.03806860952790623,0.006882460479621465,0.014625228519195612,0.0077427680395741475,0.01957199698892354,0.02957307237337348,0.9277341649639747,1
121,E02000126,0.008121696532164496,0.032228954492716254,0.010055433801727472,0.018563877787804564,0.008508443986077092,0.024494005414464354,0.02410725796055176,0.9247131623050149,1
122,E02000127,0.012220428867881024,0.041157482130504956,0.009338252248097763,0.021443394051187458,0.012105141803089694,0.029513488586580587,0.028937053262623934,0.907885635231727,1
123,E02000128,0.01100715465052284,0.042102366538249864,0.008943313153549808,0.016373142542652725,0.007429829389102917,0.0189873417721519,0.03109521188772702,0.9225371491469455,1
124,E02000130,0.010913705583756345,0.03857868020304569,0.005076142131979695,0.01116751269035533,0.006091370558375634,0.0166243654822335,0.02766497461928934,0.9336294416243655,1
125,E02000131,0.009994848016486348,0.033487892838742914,0.005873261205564142,0.01205564142194745,0.0061823802163833074,0.01205564142194745,0.02349304482225657,0.9424008243173622,1
126,E02000132,0.007396932448602197,0.04057435004895029,0.005656477754813445,0.012944631785053845,0.0072881540302404,0.015120200152289785,0.03317741760034809,0.9313608180137061,1
127,E02000133,0.011478465613656431,0.052879427057784756,0.007357990777984892,0.012950063769253409,0.005592072991268518,0.020406161090944765,0.041400961444128324,0.9137643480820171,1
128,E02000134,0.007116139038408904,0.03831767174527872,0.006021348417115227,0.014505975732141229,0.008484627315026002,0.016695556974728583,0.03120153270686981,0.9304807955478515,1
129,E02000135,0.010800302408467436,0.034236958634841774,0.009288260071281996,0.019872556431580084,0.010584296360298088,0.019872556431580084,0.02343665622637434,0.926017928501998,1
130,E02000136,0.009226794611551946,0.04207418342867688,0.010149474072707141,0.02103709171433844,0.010887617641631297,0.031002029894814542,0.03284738881712493,0.9058866949621701,1
131,E02000137,0.011889704022261574,0.047811788515051856,0.0061978244371363525,0.012269162661269921,0.006071338224133569,0.017202124968378446,0.03592208449279029,0.9227169238552998,1
132,E02000138,0.01008717310087173,0.046450809464508094,0.00510585305105853,0.00921544209215442,0.00410958904109589,0.016687422166874223,0.03636363636363636,0.9276463262764633,1
133,E02000139,0.010852928899401697,0.0453596771949353,0.006678725476554891,0.012661750382635313,0.005983024906080423,0.01683595380548212,0.0345067482955336,0.9251426186169472,1
134,E02000140,0.009858979158866842,0.03494321727193311,0.009359790340696368,0.02196430799950081,0.012604517658804442,0.03332085361287907,0.025084238113066266,0.909771621115687,1
135,E02000141,0.01103324884449083,0.04204562397495154,0.007007603995825258,0.013567914119576563,0.006560310123751305,0.01774265692560012,0.031012375130460713,0.9266438049798718,1
136,E02000142,0.011801541425818882,0.04407514450867052,0.006502890173410405,0.011921965317919074,0.00541907514450867,0.015895953757225433,0.03227360308285164,0.928106936416185,1
137,E02000144,0.00997665039269794,0.04309063893016345,0.006155805561451921,0.01294841859477818,0.006792613033326258,0.01379749522394396,0.03311398853746551,0.9301634472511144,1
138,E02000145,0.012020115294983442,0.03765485097510119,0.006745983073715197,0.0183981356555869,0.011652152581871704,0.028578437385011653,0.02563473568011775,0.9153685759843002,1
139,E02000146,0.010733650547748146,0.041385415513998006,0.006086090516764413,0.014163992475378997,0.008077901958614584,0.01748367821179595,0.030651764966249863,0.926966913798827,1
140,E02000147,0.009658725048293626,0.04842240824211204,0.00618158403090792,0.01184803605924018,0.00566645202833226,0.019961365099806824,0.03876368319381841,0.919768190598841,1
141,E02000148,0.011794307281019028,0.052209466897310895,0.00691932693819783,0.012266079572259789,0.00534675263406196,0.022016040257902186,0.04041515961629187,0.9135084132725271,1
142,E02000149,0.012313335079905684,0.043489651558815824,0.008383547288446425,0.018731988472622477,0.010348441184176055,0.03143830233167409,0.03117631647891014,0.9063400576368876,1
143,E02000150,0.011818293733842177,0.05108949895358857,0.00750954081004555,0.014280438261725963,0.006770897451680413,0.02265172965653084,0.0392712052197464,0.9119783331281546,1
144,E02000151,0.012604446962186659,0.055941084832176746,0.00708114997875655,0.012037954963886136,0.004956804985129585,0.01841098994476703,0.043336637869990084,0.9136099702591701,1
145,E02000152,0.01184866029352363,0.037969570486064357,0.010367577756833177,0.020061936178807055,0.00969435842197388,0.025851622458597012,0.02612091019254073,0.9161168708765316,1
146,E02000153,0.014398754702296018,0.05214684135426125,0.006096770009080296,0.012452977039823582,0.006356207030743287,0.020495524711376313,0.03774808665196524,0.9149046568945388,1
147,E02000154,0.009080731434257992,0.04428411493966911,0.00833436994651076,0.014678442592362234,0.006344072645851474,0.021271302400796117,0.03520338350541112,0.9197661400671725,1
148,E02000155,0.013256738842244807,0.048902636618058624,0.009721608484312859,0.02047429665635587,0.010752688172043012,0.0319634703196347,0.03564589777581382,0.8986595964059508,1
149,E02000156,0.013630942238882263,0.053075481342647814,0.007241438064406202,0.013119781904924178,0.005878343840517976,0.018912932356449138,0.039444539103765545,0.9148918043959788,1
150,E02000157,0.011883912934701027,0.05829372029021766,0.005879409557167876,0.013510132599449587,0.007630723042281711,0.019014260695521642,0.046409807355516634,0.9091818864148111,1
151,E02000158,0.011080711354309165,0.04487004103967168,0.007113543091655267,0.017920656634746922,0.010807113543091655,0.030095759233926128,0.03378932968536252,0.9071135430916553,1
152,E02000159,0.012634053180549434,0.050683120317320404,0.007345379756133392,0.014396944322021448,0.007051564565888057,0.022036139268400177,0.03804906713677097,0.912883796092258,1
153,E02000160,0.011071060762100926,0.052008238928939236,0.006694129763130793,0.013516992790937179,0.006822863027806385,0.019824922760041195,0.04093717816683831,0.9146498455200824,1
154,E02000161,0.011753301829637708,0.045438022537259176,0.006543075245365322,0.014055494971525506,0.007512419726160184,0.01720586453410881,0.03368472070762147,0.9233006179571065,1
155,E02000162,0.00967032967032967,0.04600732600732601,0.009230769230769232,0.017582417582417582,0.008351648351648353,0.027985347985347984,0.03633699633699634,0.9084249084249084,1
156,E02000163,0.01227328514932497,0.05386608482203736,0.00804582026455748,0.01663711986908496,0.008591299604527479,0.024682940133642438,0.0415927996727124,0.9048138551752353,1
157,E02000165,0.01256281407035176,0.047443097842151935,0.007833284067395802,0.014779781259237363,0.006946497191841561,0.02276086313922554,0.03488028377180018,0.9150162577593851,1
158,E02000166,0.013752190912767966,0.05797492247539436,0.00795469866522853,0.016313873533773764,0.008359174868545234,0.021706889577996494,0.0442227315626264,0.9040043144128354,1
159,E02000167,0.01138353765323993,0.050204319906596614,0.003356684179801518,0.00890251021599533,0.005545826036193812,0.010653823701109165,0.03882078225335668,0.9302393461762989,1
160,E02000168,0.010317566662200187,0.04877395149403725,0.006967707356291036,0.014739380946000268,0.007771673589709233,0.013935414712582072,0.03845638483183706,0.9225512528473804,1
161,E02000169,0.009066587395957193,0.04042806183115339,0.0038644470868014267,0.009661117717003568,0.00579667063020214,0.012187871581450654,0.03136147443519619,0.9377229488703924,1
162,E02000170,0.0068,0.03626666666666667,0.008533333333333334,0.015066666666666667,0.006533333333333334,0.014666666666666666,0.029466666666666665,0.934,1
163,E02000171,0.01236498010233087,0.05244457077885162,0.008669698692438886,0.01549175667993178,0.006822057987492893,0.017055144968732235,0.04007959067652075,0.9150085275724844,1
164,E02000172,0.012455140384209416,0.038420941524171415,0.01013299556681444,0.02121595946801773,0.011082963901203294,0.02522693687988178,0.025965801139962,0.915136162127929,1
165,E02000173,0.006829823562891292,0.03386454183266932,0.005122367672168469,0.012094479225953329,0.0069721115537848604,0.011383039271485486,0.02703471826977803,0.9426579396698919,1
166,E02000174,0.010238465526179368,0.04224987039917055,0.010497667185069984,0.020606531881804044,0.01010886469673406,0.017884914463452566,0.03201140487299119,0.9192586832555728,1
167,E02000175,0.008798332947441537,0.0349617967122019,0.005209539245195647,0.01157675387821255,0.006367214633016902,0.01389210465385506,0.02616346376476036,0.9395693447557305,1
