,GEOGRAPHY_CODE,Can read and write but cannot speak Welsh,Can read but cannot speak or write Welsh,Can speak and other combinations of skills in Welsh,Can speak and read but cannot write Welsh,Can speak but cannot read or write Welsh,"Can speak, read and write Welsh",Can understand spoken Welsh only,Can write but cannot speak or read Welsh,No skills in Welsh,Total: All usual residents aged 3 years and over
43,W02000044,0.00578368999421631,0.01291690765374976,0.003084634663582032,0.010410641989589358,0.02197802197802198,0.12647002120686332,0.06111432427221901,0.002699055330634278,0.7555427029111239,1
44,W02000045,0.005309350958933795,0.009535160905840286,0.0014086033156354967,0.0076931411853938675,0.02069563332972153,0.08050709719362878,0.050059594755661505,0.0014086033156354967,0.8233828150395492,1
45,W02000047,0.009176029962546817,0.013295880149812735,0.0024344569288389513,0.006554307116104869,0.01947565543071161,0.0897003745318352,0.05093632958801498,0.003745318352059925,0.8046816479400749,1
46,W02000049,0.006334981458590853,0.0180778739184178,0.0020086526576019777,0.015451174289245983,0.030902348578491966,0.14199629171817058,0.08019159456118664,0.0020086526576019777,0.7030284301606922,1
47,W02000050,0.007391933151213241,0.01398039530772939,0.0027318013819701108,0.015265948899244737,0.030531897798489475,0.12502008677486742,0.07729390968986019,0.0019283303872730194,0.7258556966093525,1
48,W02000051,0.004829984544049459,0.014489953632148377,0.0007727975270479134,0.013330757341576507,0.03361669242658424,0.18624420401854713,0.0919629057187017,0.002511591962905719,0.652241112828439,1
49,W02000052,0.008893485005170631,0.01985522233712513,0.003929679420889349,0.014477766287487074,0.04343329886246122,0.21737331954498448,0.12595656670113753,0.002068252326783868,0.5640124095139607,1
50,W02000053,0.006148867313915857,0.017961165048543688,0.003236245954692557,0.024433656957928804,0.0412621359223301,0.3423948220064725,0.12362459546925567,0.0022653721682847896,0.43867313915857603,1
51,W02000054,0.006855040963049657,0.01722120046814914,0.002340745694699883,0.019896338404949004,0.03661595050994817,0.23340578498578832,0.09463300451429527,0.0008359806052499582,0.5881959538538706,1
52,W02000055,0.007607317514942945,0.01630139467487774,0.0034414055424741895,0.025357725049809817,0.04310813258467669,0.30628509328020287,0.11501539576163738,0.0027168991124796233,0.48016663647889873,1
53,W02000056,0.004347826086956522,0.013636363636363636,0.002569169960474308,0.021343873517786563,0.04881422924901186,0.3721343873517787,0.08715415019762845,0.0001976284584980237,0.449802371541502,1
54,W02000057,0.004438599375308236,0.020055893473614993,0.0021371034029261876,0.020220286043070853,0.04060496465559757,0.23853361828045372,0.08959395035344403,0.001643925694558606,0.5827716587210258,1
55,W02000058,0.0072231139646869984,0.011837881219903692,0.004213483146067416,0.012640449438202247,0.02949438202247191,0.125,0.06320224719101124,0.0022070626003210273,0.7441813804173355,1
56,W02000059,0.004855889724310777,0.01613408521303258,0.002506265664160401,0.011434837092731829,0.029291979949874685,0.11654135338345864,0.06782581453634086,0.002506265664160401,0.7489035087719298,1
57,W02000060,0.006932409012131715,0.015405353360292702,0.0018293857115347584,0.008761794723666474,0.02050837666088966,0.08684767956865011,0.04987483150394762,0.002021952628538417,0.8078182168303486,1
58,W02000061,0.0050477489768076395,0.012005457025920874,0.0020463847203274215,0.009822646657571623,0.017598908594815825,0.07871759890859481,0.04488403819918144,0.0020463847203274215,0.8278308321964529,1
59,W02000062,0.005213588967373024,0.016145307769929364,0.0008409014463504877,0.010427177934746047,0.020181634712411706,0.08711738984191053,0.0479313824419778,0.0011772620248906827,0.8109653548604103,1
60,W02000063,0.006674222390127188,0.017000377786173027,0.0022667170381564035,0.013096587331570332,0.023296814003274147,0.13335851907820173,0.07732023674600176,0.001511144692104269,0.7254753809343911,1
61,W02000064,0.002368064952638701,0.008964817320703653,0.0020297699594046007,0.0052435723951285524,0.013193504736129905,0.05412719891745602,0.038396481732070366,0.003044654939106901,0.8726319350473613,1
62,W02000065,0.006107954545454546,0.011505681818181818,0.001846590909090909,0.006534090909090909,0.013068181818181817,0.061221590909090906,0.03536931818181818,0.0011363636363636363,0.8632102272727272,1
63,W02000066,0.0036772431183021643,0.007144358058415633,0.000945576801849128,0.005673460811094768,0.013658331582265182,0.055158646774532465,0.03456608531204034,0.001891153603698256,0.8772851439378021,1
64,W02000067,0.005724615848147032,0.01340765290750226,0.0013558300692979813,0.00692979813196746,0.018077734257306417,0.06749020789394396,0.0346489906598373,0.001958421211208195,0.8504067490207894,1
65,W02000068,0.0041444641799881585,0.012038681665679889,0.0007894217485691731,0.006315373988553385,0.01322281428853365,0.048154726662719555,0.03414249062561674,0.0015788434971383462,0.8796131833432012,1
66,W02000069,0.004904364884747425,0.01978093836848128,0.0013078306359326467,0.00948177211051169,0.0196174595389897,0.09416380578715057,0.055255844368154325,0.0013078306359326467,0.7941801536700998,1
67,W02000070,0.006155029813425659,0.013752644739372957,0.0015387574533564147,0.008559338334295057,0.01577226389690325,0.07251394498942104,0.0447201384881708,0.0017311021350259665,0.8352567801500288,1
68,W02000071,0.005520848467238123,0.01903239866337353,0.0011622838878396049,0.010896411448496296,0.020485253523173035,0.09443556588696789,0.05651605404620078,0.0020339968037193083,0.7899171872729914,1
69,W02000072,0.003094059405940594,0.009282178217821782,0.0018564356435643563,0.006011315417256012,0.016265912305516265,0.0442008486562942,0.0297029702970297,0.0009724186704384724,0.8886138613861386,1
70,W02000073,0.006580279408787204,0.016501316055881756,0.003037052034824863,0.011135857461024499,0.022575420125531483,0.14709455355335088,0.05881757440777485,0.0023284065600323953,0.731929540392792,1
71,W02000074,0.005759162303664921,0.012984293193717278,0.0020942408376963353,0.009319371727748691,0.01832460732984293,0.07015706806282722,0.05005235602094241,0.0020942408376963353,0.8292146596858638,1
72,W02000075,0.006271104679208876,0.01463257758482071,0.0016079755587715067,0.008200675349734683,0.01897411159350378,0.0831323363884869,0.052902395883582566,0.0011255828911400547,0.813153240070751,1
73,W02000076,0.007695536588778509,0.019168882048411922,0.002798376941374003,0.011473345459633412,0.023926122848747726,0.11795158807891423,0.07513642087589198,0.0016790261648244019,0.7401707009934239,1
74,W02000077,0.007262286775882453,0.018577942915048135,0.0016889039013680122,0.009120081067387266,0.019084614085458536,0.09559196081742949,0.05759162303664921,0.0027022462421888195,0.7883803411585881,1
75,W02000080,0.007208387942332897,0.012844036697247707,0.00235910878112713,0.006946264744429882,0.01887287024901704,0.09030144167758847,0.05229357798165138,0.0030144167758846658,0.8061598951507208,1
76,W02000081,0.005239259517988124,0.01309814879497031,0.0013971358714634998,0.008033531260915125,0.019559902200488997,0.10094306671323786,0.04907439748515543,0.002619629758994062,0.8000349283967866,1
77,W02000082,0.007961138847658885,0.011739306436378357,0.002698691134799622,0.008770746188098772,0.01673188503575766,0.08487383618944812,0.04979085143705303,0.002158952907839698,0.8152745918229659,1
78,W02000083,0.006804345230989614,0.017786797182762326,0.002506864032469858,0.013608690461979229,0.02327802315864868,0.11233138355019696,0.06374597111137639,0.002387489554733198,0.7575504357168438,1
79,W02000085,0.00676605504587156,0.018922018348623854,0.0017201834862385322,0.008486238532110092,0.016169724770642203,0.08084862385321101,0.05584862385321101,0.0019495412844036698,0.8092889908256881,1
80,W02000087,0.005012150668286756,0.008657351154313488,0.0013669501822600244,0.005164034021871203,0.016707168894289186,0.06272782503037667,0.038578371810449576,0.002278250303766707,0.8595078979343864,1
81,W02000088,0.0070121226527216545,0.014499643451390539,0.0008319467554076539,0.006774423579748039,0.014618492987877348,0.09864511528405039,0.048966009032564775,0.0013073449013548846,0.8073449013548847,1
82,W02000089,0.005447282411330348,0.013557680668199975,0.00242101440503571,0.008836702578380342,0.016583948674494614,0.08667231570027842,0.043457208570390995,0.002663115845539281,0.8203607311463503,1
83,W02000090,0.008659570629622948,0.016417102651993504,0.0037885621504600395,0.013350171387335378,0.028504419989175536,0.12899152083709184,0.07757532022370557,0.0025257081003066933,0.7201876240303084,1
84,W02000091,0.00566383474929202,0.015492253873063468,0.0029985007496251873,0.011161086123604865,0.02465433949691821,0.10961186073629851,0.07279693486590039,0.0034982508745627187,0.7541229385307346,1
85,W02000092,0.008451137062077443,0.017516902274124155,0.00322679778733866,0.013214505224339274,0.0313460356484327,0.15334972341733252,0.08681622618315919,0.0035341118623232943,0.6825445605408728,1
86,W02000093,0.005169982766724111,0.016293279022403257,0.002036659877800407,0.008929970233432555,0.020523264922450258,0.0899263669121103,0.05232649224502585,0.0021933260222465924,0.8026006579978067,1
87,W02000094,0.009080325960419092,0.01629802095459837,0.0026775320139697323,0.010477299185098952,0.019674039580908034,0.08044237485448195,0.06437718277066357,0.0022118742724097787,0.7947613504074506,1
88,W02000095,0.0030356286946796613,0.01054481546572935,0.0015976993129892955,0.008787346221441126,0.01374021409170794,0.055280396229429624,0.03578846461096022,0.0012781594503914362,0.8699472759226714,1
89,W02000096,0.00475963826749167,0.01650007932730446,0.002379819133745835,0.011899095668729176,0.025384737426622242,0.11772171981596065,0.06869744566079644,0.0022211645248294463,0.7504363001745201,1
90,W02000097,0.005936675461741424,0.014291996481970097,0.002638522427440633,0.016160949868073878,0.04001759014951627,0.23065083553210203,0.08751099384344767,0.0008795074758135445,0.6019129287598944,1
91,W02000098,0.007036491572574047,0.015873015873015872,0.0016363933889707086,0.007036491572574047,0.017509409261986582,0.08901980036000655,0.059728358697430865,0.001145475372279496,0.8010145639011619,1
92,W02000099,0.007136208501396215,0.014117282035370772,0.001861619609059882,0.007601613403661185,0.021408625504188643,0.08175612783121315,0.05367669872789327,0.0023270245113248527,0.8101147998758921,1
93,W02000100,0.00726672171758877,0.014368290668868704,0.003633360858794385,0.02477291494632535,0.05284888521882741,0.40776218001651526,0.08109000825763832,0.0013212221304706854,0.4069364161849711,1
94,W02000101,0.004462625511342506,0.014131647452584604,0.002231312755671253,0.008925251022685012,0.015061361100780959,0.07344737820751208,0.05187802156935664,0.002231312755671253,0.8276310896243957,1
95,W02000102,0.005156353958749168,0.017298735861610112,0.002162341982701264,0.015801729873586162,0.03376580172987358,0.20691949434464404,0.08649367930805056,0.00083166999334664,0.6315701929474384,1
96,W02000103,0.0033681971281687645,0.01081368551675235,0.0014181882644921113,0.005850026591029959,0.018259173905335935,0.06789576316255982,0.05194114518702358,0.0012409147314305974,0.8392129055132069,1
97,W02000104,0.008131430467972121,0.015101228011948225,0.0014935280451377365,0.0086292731496847,0.02090939263192831,0.0940922668436774,0.05559243279123797,0.002489213408562894,0.7935612346498506,1
98,W02000105,0.008650170991752162,0.014282840474753571,0.002615167974250654,0.010259505129752565,0.02152484409575538,0.08489237577952122,0.05009052504526252,0.0018105009052504525,0.8058740696037014,1
99,W02000106,0.008208366219415944,0.02336227308602999,0.0011049723756906078,0.01499605367008682,0.03062352012628256,0.12438831886345698,0.08587213891081294,0.003472770323599053,0.7079715864246251,1
100,W02000107,0.003978640980002094,0.00879489058737305,0.001151711862632185,0.0051303528426342795,0.009946602450005235,0.05318814783792273,0.027641084703172444,0.0014658150978955084,0.8887027536383625,1
101,W02000108,0.006391137622496805,0.01562278085499219,0.0014202528049992898,0.009657719073995171,0.017469109501491265,0.07626757562846187,0.048146570089475926,0.0008521516829995739,0.8241727027410879,1
102,W02000109,0.006017505470459519,0.011670313639679067,0.0020058351568198397,0.008570386579139314,0.016229029905178702,0.07622173595915391,0.04139314369073669,0.0014587892049598833,0.8364332603938731,1
103,W02000110,0.005393258426966292,0.018277153558052435,0.0022471910112359553,0.00943820224719101,0.018726591760299626,0.10456928838951311,0.06382022471910112,0.002696629213483146,0.7748314606741573,1
104,W02000111,0.004102811632677688,0.011101725594304331,0.0016893930252202245,0.007240255822372391,0.013756486062507543,0.06081814890792808,0.044648244237963076,0.0012067093037287317,0.8554362254132979,1
105,W02000113,0.007458975634012929,0.01852312282446544,0.0021133764296369967,0.010069617105917455,0.014420686225758329,0.08229736449527598,0.04624564893088016,0.0007458975634012929,0.8181253107906514,1
106,W02000114,0.006171025565677344,0.014399059653247136,0.0014692918013517484,0.007199529826623568,0.017043784895680283,0.07757860711137232,0.04393182486041728,0.0016162209814869232,0.8305906553041434,1
107,W02000116,0.007644197359277276,0.018068102849200834,0.004447533009034051,0.029186935371785964,0.054204308547602505,0.40833912439193887,0.09742876997915219,0.0016678248783877692,0.37901320361362056,1
108,W02000117,0.005853878194303727,0.01868738038950805,0.0021389170325340537,0.015422717550377125,0.02352808735787459,0.21434200157604413,0.05279747832939322,0.0013508949679162446,0.6658786446020488,1
109,W02000118,0.010975027835215524,0.021950055670431047,0.004930809607125815,0.023222522665818354,0.0475584539526006,0.25497057420073166,0.11547637983139812,0.0033402258628916813,0.5175759503737872,1
110,W02000120,0.00738702201622248,0.014049826187717265,0.004924681344148319,0.028534183082271146,0.04982618771726535,0.43757242178447275,0.08647161066048667,0.002607184241019699,0.3686268829663963,1
111,W02000122,0.005505181347150259,0.012629533678756476,0.0021049222797927462,0.0234779792746114,0.04549870466321244,0.38390544041450775,0.08484455958549222,0.0011334196891191709,0.4409002590673575,1
112,W02000123,0.008265564591387815,0.014531395813891481,0.006932409012131715,0.03066257832289028,0.05532595653912812,0.40527929609385416,0.07199040127982935,0.001999733368884149,0.4050126649780029,1
113,W02000124,0.00803877526894432,0.015722898687788155,0.005674429601607755,0.02860858257477243,0.06880245891949403,0.3824329116916893,0.10237616739567325,0.002364345667336565,0.38597943019269415,1
114,W02000125,0.00672984480153825,0.013871720917456393,0.006455157258618322,0.02911687954951243,0.05205328938332646,0.42027194066749074,0.07375360527400082,0.002334844114819393,0.3954127180332372,1
115,W02000126,0.00833436994651076,0.013185719616867769,0.003607413857444956,0.026371439233735538,0.052867272048762286,0.41149396691130735,0.07525811668117925,0.0018659037193680806,0.40701579798482396,1
116,W02000127,0.007331066723331917,0.01997450063748406,0.003399915002124947,0.026561835954101148,0.053123671908202295,0.25106247343816407,0.10784105397365065,0.0008499787505312367,0.5298555036124097,1
117,W02000128,0.0060563380281690145,0.01887323943661972,0.002676056338028169,0.023802816901408452,0.05,0.2080281690140845,0.10830985915492958,0.0005633802816901409,0.5816901408450704,1
118,W02000129,0.006116642958748222,0.013940256045519203,0.002844950213371266,0.020341394025604552,0.04011379800853485,0.23200568990042675,0.07994310099573257,0.001422475106685633,0.603271692745377,1
119,W02000130,0.006343803187374285,0.013151787095775955,0.00139254216308216,0.012223425653721183,0.02228067460931456,0.0813863530868018,0.05585641343029553,0.0017019959771004177,0.8056630047965341,1
120,W02000131,0.005720823798627002,0.012585812356979404,0.002860411899313501,0.010440503432494279,0.024170480549199083,0.08881578947368421,0.0642162471395881,0.002145308924485126,0.7890446224256293,1
121,W02000132,0.005564504319812564,0.013032654854297847,0.002050080538878313,0.013325523502709035,0.02899399619270757,0.1461414555571826,0.07848879777419827,0.0010250402694391566,0.7113779469907746,1
122,W02000133,0.004934616333580064,0.011719713792252652,0.0019738465334320256,0.011226252158894647,0.023439427584505304,0.08709597828768813,0.05502097211941771,0.0013570194917345176,0.803232173698495,1
123,W02000134,0.004794688959921318,0.011802311285960166,0.0024588148512417014,0.00848291123678387,0.015859355790508976,0.0641750676174084,0.04745512662896484,0.0014752889107450208,0.8434964347184657,1
124,W02000135,0.003372681281618887,0.007307476110174255,0.0019673974142776843,0.007869589657110737,0.016160764474423835,0.0602866779089376,0.04145587408656549,0.0011242270938729624,0.8604553119730185,1
125,W02000136,0.0035613410291047524,0.012403291170330346,0.0035613410291047524,0.007122682058209505,0.018052314871668917,0.08068279503868353,0.05464816406729706,0.0015964632199435098,0.8183716075156576,1
126,W02000137,0.005012531328320802,0.007518796992481203,0.0006961849067112225,0.006404901141743247,0.016847674742411584,0.047619047619047616,0.03634085213032581,0.001113895850737956,0.8784461152882206,1
127,W02000138,0.0028858486532706284,0.012505344164172724,0.0012825994014536127,0.005985463873450192,0.015284309533988884,0.052907225309961524,0.037943565626336044,0.001923899102180419,0.869281744335186,1
128,W02000139,0.004626569729015202,0.013615333773959022,0.0009253139458030404,0.005287508261731659,0.014805023132848646,0.07693324520819564,0.04560475875743556,0.0010575016523463319,0.8371447455386649,1
129,W02000140,0.003402324922030054,0.010206974766090162,0.0011341083073433513,0.0066628863056421885,0.01318400907286646,0.06081655798128721,0.03941026368018146,0.0007088176920895946,0.8644740572724695,1
130,W02000141,0.0049261083743842365,0.011259676284306826,0.0008796622097114708,0.00809289232934553,0.016713581984517945,0.0934201266713582,0.04415904292751583,0.001055594651653765,0.8194933145672062,1
131,W02000142,0.011294204776893168,0.011664506572856878,0.008702092205147194,0.026476578411405296,0.060174041844102945,0.4299203851138678,0.0764673208665062,0.004073319755600814,0.3712275504536197,1
132,W02000143,0.005125388980413692,0.019037159070108,0.0023796448837635,0.025077796082738423,0.05216913783635365,0.32198425773384587,0.09408749771187992,0.0007321984257733846,0.4794069192751236,1
133,W02000144,0.004697356059589317,0.013555227486243457,0.005502617098376057,0.027781505838142533,0.0460340893839753,0.3846463561937995,0.070728761240102,0.0021473627700979736,0.44490672392967384,1
134,W02000145,0.005179110919292188,0.015393468565674005,0.003884333189469141,0.02920443101711984,0.05495612142137822,0.3687239246151633,0.09883470004315925,0.0021579628830384117,0.42166594734570567,1
135,W02000146,0.005159474671669793,0.01594746716697936,0.003283302063789869,0.027986241400875547,0.047529706066291436,0.42213883677298314,0.08583489681050657,0.001876172607879925,0.3902439024390244,1
136,W02000147,0.007411907654921021,0.017253948967193195,0.004009720534629405,0.02490886998784933,0.04690157958687728,0.3204131227217497,0.11287970838396112,0.0010935601458080195,0.46512758201701093,1
137,W02000148,0.008858267716535433,0.01909448818897638,0.005118110236220472,0.028346456692913385,0.05059055118110236,0.25826771653543307,0.1204724409448819,0.0033464566929133858,0.5059055118110236,1
138,W02000149,0.0068525896414342626,0.01450199203187251,0.004940239043824702,0.030916334661354582,0.060398406374501994,0.30151394422310757,0.12318725099601593,0.0015936254980079682,0.4560956175298805,1
139,W02000151,0.006137536615985493,0.009624773329613614,0.005161110336169619,0.037243688101548336,0.08578602315525177,0.4041009903752267,0.09359743339377877,0.003487236713628121,0.3548612079787976,1
140,W02000152,0.007007958189808766,0.015203705903313932,0.006176505523221285,0.044185770281506116,0.07934434018291958,0.365007720631904,0.12697470008314526,0.0020192421902838816,0.35408005701389716,1
141,W02000153,0.007449450159631075,0.014307674116116826,0.004848054865791652,0.03310866737613811,0.05817665838949982,0.398604706160577,0.091403571006267,0.0017736786094359701,0.3903275393165425,1
142,W02000154,0.008016822184255487,0.017479300827966882,0.003942699434879748,0.039164147719805496,0.08792219739781837,0.35050597976080955,0.12945196477855173,0.001577079773951899,0.36193980812196086,1
143,W02000156,0.007203907203907204,0.010866910866910866,0.004395604395604396,0.0431013431013431,0.0778998778998779,0.442002442002442,0.10366300366300367,0.0004884004884004884,0.3103785103785104,1
144,W02000157,0.0034711587544665645,0.010617662072485962,0.004492087799897907,0.029811128126595202,0.07115875446656457,0.47585502807554875,0.09280245022970904,0.0018376722817764165,0.3099540581929556,1
145,W02000158,0.007717944220312226,0.015260480617435538,0.004034379933345027,0.029643922118926504,0.07332047009296615,0.28872127696895283,0.1255920014032626,0.0036835642869671986,0.45202596035783194,1
146,W02000159,0.005453644025780862,0.015699884316641877,0.0026441910428028426,0.028094529829780203,0.08163939844653777,0.29383572963146587,0.13138324243926625,0.0031399768633283754,0.43810940340439597,1
147,W02000160,0.007242489270386266,0.019313304721030045,0.004157725321888412,0.025482832618025753,0.05244098712446352,0.2624731759656652,0.1290236051502146,0.002145922746781116,0.49771995708154504,1
148,W02000161,0.011685482273717568,0.0184194890077243,0.003367003367003367,0.015448603683897801,0.04971281441869677,0.1774608833432363,0.13269954446425034,0.0017825311942959,0.5894236482471776,1
149,W02000162,0.007320099255583127,0.02121588089330025,0.003101736972704715,0.023449131513647643,0.04801488833746898,0.21898263027295287,0.11898263027295285,0.0023573200992555833,0.556575682382134,1
