,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHVETERAN_5_NAME,OBS_VALUE
47,2021,E02006909,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,500
48,2021,E02006909,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,17
49,2021,E02006909,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
50,2021,E02007059,2021 super output areas - middle layer,152,Total: All households,4943
51,2021,E02007059,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4502
52,2021,E02007059,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,416
53,2021,E02007059,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,25
54,2021,E02007059,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
55,2021,E02002496,2021 super output areas - middle layer,152,Total: All households,4460
56,2021,E02002496,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4285
57,2021,E02002496,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,172
58,2021,E02002496,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
59,2021,E02002496,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
60,2021,E02002497,2021 super output areas - middle layer,152,Total: All households,2743
61,2021,E02002497,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2597
62,2021,E02002497,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,144
63,2021,E02002497,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,2
64,2021,E02002497,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
65,2021,E02002498,2021 super output areas - middle layer,152,Total: All households,3645
66,2021,E02002498,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3484
67,2021,E02002498,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,157
68,2021,E02002498,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,4
69,2021,E02002498,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
70,2021,E02002499,2021 super output areas - middle layer,152,Total: All households,3067
71,2021,E02002499,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2849
72,2021,E02002499,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,211
73,2021,E02002499,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
74,2021,E02002499,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
75,2021,E02002500,2021 super output areas - middle layer,152,Total: All households,2334
76,2021,E02002500,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2189
77,2021,E02002500,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,140
78,2021,E02002500,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
79,2021,E02002500,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
80,2021,E02002501,2021 super output areas - middle layer,152,Total: All households,2606
81,2021,E02002501,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2451
82,2021,E02002501,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,148
83,2021,E02002501,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
84,2021,E02002501,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
85,2021,E02002502,2021 super output areas - middle layer,152,Total: All households,4353
86,2021,E02002502,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4019
87,2021,E02002502,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,325
88,2021,E02002502,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
89,2021,E02002502,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
90,2021,E02002503,2021 super output areas - middle layer,152,Total: All households,2740
91,2021,E02002503,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2545
92,2021,E02002503,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,184
93,2021,E02002503,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
94,2021,E02002503,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
95,2021,E02002504,2021 super output areas - middle layer,152,Total: All households,3777
96,2021,E02002504,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3556
97,2021,E02002504,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,210
98,2021,E02002504,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
99,2021,E02002504,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
100,2021,E02002505,2021 super output areas - middle layer,152,Total: All households,2645
101,2021,E02002505,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2476
102,2021,E02002505,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,160
103,2021,E02002505,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,9
104,2021,E02002505,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
105,2021,E02002506,2021 super output areas - middle layer,152,Total: All households,2329
106,2021,E02002506,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2176
107,2021,E02002506,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,149
108,2021,E02002506,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,4
109,2021,E02002506,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
110,2021,E02002507,2021 super output areas - middle layer,152,Total: All households,2555
111,2021,E02002507,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2330
112,2021,E02002507,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,222
113,2021,E02002507,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
114,2021,E02002507,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
115,2021,E02002508,2021 super output areas - middle layer,152,Total: All households,2279
116,2021,E02002508,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2051
117,2021,E02002508,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,213
118,2021,E02002508,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,15
119,2021,E02002508,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
120,2021,E02002509,2021 super output areas - middle layer,152,Total: All households,2253
121,2021,E02002509,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2072
122,2021,E02002509,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,176
123,2021,E02002509,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
124,2021,E02002509,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
125,2021,E02002510,2021 super output areas - middle layer,152,Total: All households,3116
126,2021,E02002510,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2872
127,2021,E02002510,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,231
128,2021,E02002510,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,13
129,2021,E02002510,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
130,2021,E02002512,2021 super output areas - middle layer,152,Total: All households,2306
131,2021,E02002512,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2087
132,2021,E02002512,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,213
133,2021,E02002512,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
134,2021,E02002512,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
135,2021,E02002513,2021 super output areas - middle layer,152,Total: All households,4530
136,2021,E02002513,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4129
137,2021,E02002513,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,383
138,2021,E02002513,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,18
139,2021,E02002513,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
140,2021,E02002514,2021 super output areas - middle layer,152,Total: All households,3789
141,2021,E02002514,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3421
142,2021,E02002514,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,348
143,2021,E02002514,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,20
144,2021,E02002514,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
145,2021,E02006811,2021 super output areas - middle layer,152,Total: All households,4728
146,2021,E02006811,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4331
147,2021,E02006811,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,382
148,2021,E02006811,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,14
149,2021,E02006811,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
150,2021,E02002515,2021 super output areas - middle layer,152,Total: All households,3135
151,2021,E02002515,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2790
152,2021,E02002515,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,333
153,2021,E02002515,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
154,2021,E02002515,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
155,2021,E02002516,2021 super output areas - middle layer,152,Total: All households,2564
156,2021,E02002516,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2276
157,2021,E02002516,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,278
158,2021,E02002516,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
159,2021,E02002516,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
160,2021,E02002517,2021 super output areas - middle layer,152,Total: All households,2387
161,2021,E02002517,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2091
162,2021,E02002517,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,281
163,2021,E02002517,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,15
164,2021,E02002517,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
165,2021,E02002518,2021 super output areas - middle layer,152,Total: All households,4765
166,2021,E02002518,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4184
167,2021,E02002518,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,538
168,2021,E02002518,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,43
169,2021,E02002518,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
170,2021,E02002519,2021 super output areas - middle layer,152,Total: All households,3394
171,2021,E02002519,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3025
172,2021,E02002519,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,350
173,2021,E02002519,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,19
174,2021,E02002519,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
175,2021,E02002520,2021 super output areas - middle layer,152,Total: All households,5954
176,2021,E02002520,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,5233
177,2021,E02002520,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,690
178,2021,E02002520,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,31
179,2021,E02002520,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
180,2021,E02002521,2021 super output areas - middle layer,152,Total: All households,2866
181,2021,E02002521,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2573
182,2021,E02002521,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,281
183,2021,E02002521,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
184,2021,E02002521,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
185,2021,E02002523,2021 super output areas - middle layer,152,Total: All households,2673
186,2021,E02002523,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2470
187,2021,E02002523,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,199
188,2021,E02002523,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,4
189,2021,E02002523,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
190,2021,E02002524,2021 super output areas - middle layer,152,Total: All households,2381
191,2021,E02002524,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2120
192,2021,E02002524,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,253
193,2021,E02002524,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
194,2021,E02002524,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
195,2021,E02002525,2021 super output areas - middle layer,152,Total: All households,3797
196,2021,E02002525,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3394
197,2021,E02002525,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,395
198,2021,E02002525,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
199,2021,E02002525,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
200,2021,E02002526,2021 super output areas - middle layer,152,Total: All households,3387
201,2021,E02002526,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3024
202,2021,E02002526,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,345
203,2021,E02002526,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,15
204,2021,E02002526,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,3
205,2021,E02002527,2021 super output areas - middle layer,152,Total: All households,2224
206,2021,E02002527,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2014
207,2021,E02002527,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,202
208,2021,E02002527,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
209,2021,E02002527,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
210,2021,E02002529,2021 super output areas - middle layer,152,Total: All households,2612
211,2021,E02002529,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2332
212,2021,E02002529,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,269
213,2021,E02002529,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
214,2021,E02002529,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
215,2021,E02002530,2021 super output areas - middle layer,152,Total: All households,2886
216,2021,E02002530,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2569
217,2021,E02002530,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,300
218,2021,E02002530,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,17
219,2021,E02002530,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
220,2021,E02002532,2021 super output areas - middle layer,152,Total: All households,3232
221,2021,E02002532,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2901
222,2021,E02002532,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,320
223,2021,E02002532,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
224,2021,E02002532,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
225,2021,E02002533,2021 super output areas - middle layer,152,Total: All households,2852
226,2021,E02002533,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2538
227,2021,E02002533,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,291
228,2021,E02002533,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,23
229,2021,E02002533,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
230,2021,E02002534,2021 super output areas - middle layer,152,Total: All households,2501
231,2021,E02002534,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2232
232,2021,E02002534,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,259
233,2021,E02002534,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
234,2021,E02002534,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
235,2021,E02006812,2021 super output areas - middle layer,152,Total: All households,3448
236,2021,E02006812,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3089
237,2021,E02006812,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,347
238,2021,E02006812,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
239,2021,E02006812,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
240,2021,E02006910,2021 super output areas - middle layer,152,Total: All households,4585
241,2021,E02006910,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4171
242,2021,E02006910,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,403
243,2021,E02006910,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
244,2021,E02006910,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
245,2021,E02002535,2021 super output areas - middle layer,152,Total: All households,4040
246,2021,E02002535,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3618
247,2021,E02002535,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,400
248,2021,E02002535,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,20
249,2021,E02002535,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,2
250,2021,E02002536,2021 super output areas - middle layer,152,Total: All households,4258
251,2021,E02002536,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3824
252,2021,E02002536,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,411
253,2021,E02002536,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,22
254,2021,E02002536,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
255,2021,E02002537,2021 super output areas - middle layer,152,Total: All households,3601
256,2021,E02002537,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3242
257,2021,E02002537,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,340
258,2021,E02002537,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,18
259,2021,E02002537,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
260,2021,E02002538,2021 super output areas - middle layer,152,Total: All households,2449
261,2021,E02002538,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2182
262,2021,E02002538,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,249
263,2021,E02002538,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,18
264,2021,E02002538,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
265,2021,E02002539,2021 super output areas - middle layer,152,Total: All households,4300
266,2021,E02002539,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3910
267,2021,E02002539,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,365
268,2021,E02002539,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,24
269,2021,E02002539,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
270,2021,E02002540,2021 super output areas - middle layer,152,Total: All households,2827
271,2021,E02002540,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2556
272,2021,E02002540,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,264
273,2021,E02002540,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
274,2021,E02002540,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
275,2021,E02002541,2021 super output areas - middle layer,152,Total: All households,2875
276,2021,E02002541,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2629
277,2021,E02002541,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,238
278,2021,E02002541,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
279,2021,E02002541,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
280,2021,E02002542,2021 super output areas - middle layer,152,Total: All households,3368
281,2021,E02002542,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3051
282,2021,E02002542,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,295
283,2021,E02002542,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,22
284,2021,E02002542,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
285,2021,E02002543,2021 super output areas - middle layer,152,Total: All households,3858
286,2021,E02002543,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3522
287,2021,E02002543,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,325
288,2021,E02002543,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
289,2021,E02002543,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
290,2021,E02002544,2021 super output areas - middle layer,152,Total: All households,3569
291,2021,E02002544,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3275
292,2021,E02002544,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,273
293,2021,E02002544,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,21
294,2021,E02002544,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
295,2021,E02002545,2021 super output areas - middle layer,152,Total: All households,2267
296,2021,E02002545,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2013
297,2021,E02002545,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,245
298,2021,E02002545,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
299,2021,E02002545,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,2
300,2021,E02002546,2021 super output areas - middle layer,152,Total: All households,3059
301,2021,E02002546,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2802
302,2021,E02002546,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,250
303,2021,E02002546,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
304,2021,E02002546,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
305,2021,E02002547,2021 super output areas - middle layer,152,Total: All households,2764
306,2021,E02002547,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2482
307,2021,E02002547,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,267
308,2021,E02002547,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,15
309,2021,E02002547,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
310,2021,E02002549,2021 super output areas - middle layer,152,Total: All households,3315
311,2021,E02002549,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2986
312,2021,E02002549,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,313
313,2021,E02002549,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,16
314,2021,E02002549,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
315,2021,E02002550,2021 super output areas - middle layer,152,Total: All households,2582
316,2021,E02002550,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2356
317,2021,E02002550,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,212
318,2021,E02002550,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,14
319,2021,E02002550,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
320,2021,E02002551,2021 super output areas - middle layer,152,Total: All households,2632
321,2021,E02002551,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2436
322,2021,E02002551,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,196
323,2021,E02002551,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,0
324,2021,E02002551,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
325,2021,E02002552,2021 super output areas - middle layer,152,Total: All households,3002
