,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_IND_88_NAME,OBS_VALUE
31,2021,E02002405,2021 super output areas - middle layer,152,08 Other mining and quarrying,0
32,2021,E02002405,2021 super output areas - middle layer,152,09 Mining support service activities,0
33,2021,E02002405,2021 super output areas - middle layer,152,C: Manufacturing,359
34,2021,E02002405,2021 super output areas - middle layer,152,10 Manufacture of food products,41
35,2021,E02002405,2021 super output areas - middle layer,152,11 Manufacture of beverages,12
36,2021,E02002405,2021 super output areas - middle layer,152,12 Manufacture of tobacco products,0
37,2021,E02002405,2021 super output areas - middle layer,152,13 Manufacture of textiles,18
38,2021,E02002405,2021 super output areas - middle layer,152,14 Manufacture of wearing apparel,5
39,2021,E02002405,2021 super output areas - middle layer,152,15 Manufacture of leather and related products,1
40,2021,E02002405,2021 super output areas - middle layer,152,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5
41,2021,E02002405,2021 super output areas - middle layer,152,17 Manufacture of paper and paper products,2
42,2021,E02002405,2021 super output areas - middle layer,152,18 Printing and reproduction of recorded media,44
43,2021,E02002405,2021 super output areas - middle layer,152,19 Manufacture of coke and refined petroleum products,1
44,2021,E02002405,2021 super output areas - middle layer,152,20 Manufacture of chemicals and chemical products,20
45,2021,E02002405,2021 super output areas - middle layer,152,21 Manufacture of basic pharmaceutical products and pharmaceutical preparations,9
46,2021,E02002405,2021 super output areas - middle layer,152,22 Manufacture of rubber and plastic products,16
47,2021,E02002405,2021 super output areas - middle layer,152,23 Manufacture of other non-metallic mineral products,7
48,2021,E02002405,2021 super output areas - middle layer,152,24 Manufacture of basic metals,5
49,2021,E02002405,2021 super output areas - middle layer,152,"25 Manufacture of fabricated metal products, except machinery and equipment",26
50,2021,E02002405,2021 super output areas - middle layer,152,"26 Manufacture of computer, electrical and optical products",15
51,2021,E02002405,2021 super output areas - middle layer,152,27 Manufacture of electrical equipment,4
52,2021,E02002405,2021 super output areas - middle layer,152,28 Manufacture of machinery and equipment not otherwise specified,33
53,2021,E02002405,2021 super output areas - middle layer,152,"29 Manufacture of motor vehicles, trailers and semi-trailers",13
54,2021,E02002405,2021 super output areas - middle layer,152,30 Manufacture of other transport equipment,4
55,2021,E02002405,2021 super output areas - middle layer,152,31 Manufacture of furniture,16
56,2021,E02002405,2021 super output areas - middle layer,152,32 Other Manufacturing,51
57,2021,E02002405,2021 super output areas - middle layer,152,33 Repair and installation of machinery and equipment,11
58,2021,E02002405,2021 super output areas - middle layer,152,"D: Electricity, gas, steam and air conditioning supply",39
59,2021,E02002405,2021 super output areas - middle layer,152,"35 Electricity, gas, steam and air conditioning supply",39
60,2021,E02002405,2021 super output areas - middle layer,152,"E:  Water supply; Sewerage, Waste management and Remediation activities",49
61,2021,E02002405,2021 super output areas - middle layer,152,"36 Water collection, treatment and supply",23
62,2021,E02002405,2021 super output areas - middle layer,152,37 Sewerage,4
63,2021,E02002405,2021 super output areas - middle layer,152,"38 Waste collection, treatment and disposal activities; materials recovery",21
64,2021,E02002405,2021 super output areas - middle layer,152,39 Remediation activities and other waste management services,1
65,2021,E02002405,2021 super output areas - middle layer,152,F: Construction,411
66,2021,E02002405,2021 super output areas - middle layer,152,41 Construction of buildings; 42 Civil engineering; 43 Specialised construction activities,411
67,2021,E02002405,2021 super output areas - middle layer,152,G: Wholesale and retail trade; repair of motor vehicles and motorcycles,635
68,2021,E02002405,2021 super output areas - middle layer,152,45 Wholesale and retail trade and repair of motor vehicles and motorcycles,62
69,2021,E02002405,2021 super output areas - middle layer,152,"46 Wholesale trade, except of motor vehicles and motorcycles",120
70,2021,E02002405,2021 super output areas - middle layer,152,"47 Retail trade, except of motor vehicles and motorcycles",437
71,2021,E02002405,2021 super output areas - middle layer,152,48 Wholesale and retail not otherwise specified,16
72,2021,E02002405,2021 super output areas - middle layer,152,H: Transport and storage,192
73,2021,E02002405,2021 super output areas - middle layer,152,49 Land transport and transport via pipelines,107
74,2021,E02002405,2021 super output areas - middle layer,152,50 Water transport,2
75,2021,E02002405,2021 super output areas - middle layer,152,51 Air transport,7
76,2021,E02002405,2021 super output areas - middle layer,152,52 Warehousing and support activities for transportation,34
77,2021,E02002405,2021 super output areas - middle layer,152,53 Postal and courier activities,42
78,2021,E02002405,2021 super output areas - middle layer,152,I: Accommodation and food service activities,143
79,2021,E02002405,2021 super output areas - middle layer,152,55 Accommodation,20
80,2021,E02002405,2021 super output areas - middle layer,152,56 Food and beverage service activities,123
81,2021,E02002405,2021 super output areas - middle layer,152,J: Information and communication,176
82,2021,E02002405,2021 super output areas - middle layer,152,58 Publishing activities,6
83,2021,E02002405,2021 super output areas - middle layer,152,"59 Motion picture, video and television production, sound recording and music publishing activities",9
84,2021,E02002405,2021 super output areas - middle layer,152,60 Programming and broadcasting activities,8
85,2021,E02002405,2021 super output areas - middle layer,152,61 Telecommunications,45
86,2021,E02002405,2021 super output areas - middle layer,152,"62 Computer programming, consultancy and related activities",106
87,2021,E02002405,2021 super output areas - middle layer,152,63 Information service activities,2
88,2021,E02002405,2021 super output areas - middle layer,152,K: Financial and insurance activities,237
89,2021,E02002405,2021 super output areas - middle layer,152,"64 Financial service activities, except insurance and pension funding",127
90,2021,E02002405,2021 super output areas - middle layer,152,"65 Insurance, reinsurance and pension funding, except compulsory social security",53
91,2021,E02002405,2021 super output areas - middle layer,152,66 Activities auxiliary to financial services and insurance activities,57
92,2021,E02002405,2021 super output areas - middle layer,152,L: Real estate activities,65
93,2021,E02002405,2021 super output areas - middle layer,152,68 Real estate activities,65
94,2021,E02002405,2021 super output areas - middle layer,152,"M: Professional, scientific and technical activities",273
95,2021,E02002405,2021 super output areas - middle layer,152,69 Legal and accounting activities,120
96,2021,E02002405,2021 super output areas - middle layer,152,70 Activities of head offices; management consultancy activities,18
97,2021,E02002405,2021 super output areas - middle layer,152,71 Architectural and engineering activities; technical testing and analysis,47
98,2021,E02002405,2021 super output areas - middle layer,152,72 Scientific research and development,13
99,2021,E02002405,2021 super output areas - middle layer,152,73 Advertising and market research,46
100,2021,E02002405,2021 super output areas - middle layer,152,"74 Other professional, scientific and technical activities",17
101,2021,E02002405,2021 super output areas - middle layer,152,75 Veterinary activities,12
102,2021,E02002405,2021 super output areas - middle layer,152,N: Administrative and support service activities,193
103,2021,E02002405,2021 super output areas - middle layer,152,77 Rental and leasing activities,24
104,2021,E02002405,2021 super output areas - middle layer,152,78 Employment activities,22
105,2021,E02002405,2021 super output areas - middle layer,152,"79 Travel agency, tour operator and other reservation service and related activities",23
106,2021,E02002405,2021 super output areas - middle layer,152,80 Security and investigation activities,14
107,2021,E02002405,2021 super output areas - middle layer,152,81 Services to buildings and landscape activities,70
108,2021,E02002405,2021 super output areas - middle layer,152,"82 Office administrative, office support and other business support activities",40
109,2021,E02002405,2021 super output areas - middle layer,152,O: Public administration and defence; compulsory social security,259
110,2021,E02002405,2021 super output areas - middle layer,152,84 Public administration and defence; compulsory social security,259
111,2021,E02002405,2021 super output areas - middle layer,152,P: Education,480
112,2021,E02002405,2021 super output areas - middle layer,152,85 Education,480
113,2021,E02002405,2021 super output areas - middle layer,152,Q: Human health and social work activities,631
114,2021,E02002405,2021 super output areas - middle layer,152,86 Human health activities,387
115,2021,E02002405,2021 super output areas - middle layer,152,87 Residential care activities,58
116,2021,E02002405,2021 super output areas - middle layer,152,88 Social work activities without accommodation,186
117,2021,E02002405,2021 super output areas - middle layer,152,"R, S, T, U Other",194
118,2021,E02002405,2021 super output areas - middle layer,152,"90 Creative, arts and entertainment activities",29
119,2021,E02002405,2021 super output areas - middle layer,152,"91 Libraries, archives, museums and other cultural activities",4
120,2021,E02002405,2021 super output areas - middle layer,152,92 Gambling and betting activities,23
121,2021,E02002405,2021 super output areas - middle layer,152,93 Sports activities and amusement and recreation activities,41
122,2021,E02002405,2021 super output areas - middle layer,152,94 Activities of membership organisations,15
123,2021,E02002405,2021 super output areas - middle layer,152,95 Repair of computers and personal and household goods,1
124,2021,E02002405,2021 super output areas - middle layer,152,96 Other personal service activities,78
125,2021,E02002405,2021 super output areas - middle layer,152,97 Activities of households as employers of domestic personnel,3
126,2021,E02002405,2021 super output areas - middle layer,152,98 Undifferentiated goods- and services-producing activities of private households for own use,0
127,2021,E02002405,2021 super output areas - middle layer,152,99 Activities of extraterritorial organisations and bodies,0
128,2021,E02002406,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3490
129,2021,E02002406,2021 super output areas - middle layer,152,"A: Agriculture, Forestry and fishing",9
130,2021,E02002406,2021 super output areas - middle layer,152,"01 Crop and animal production, hunting and related service activities",9
131,2021,E02002406,2021 super output areas - middle layer,152,02 Forestry and logging,0
132,2021,E02002406,2021 super output areas - middle layer,152,03 Fishing and aquaculture,0
133,2021,E02002406,2021 super output areas - middle layer,152,B: Mining and quarrying,7
134,2021,E02002406,2021 super output areas - middle layer,152,05 Mining of coal and lignite,1
135,2021,E02002406,2021 super output areas - middle layer,152,06 Extraction of crude petroleum and natural gas,5
136,2021,E02002406,2021 super output areas - middle layer,152,07 Mining of metal ores,0
137,2021,E02002406,2021 super output areas - middle layer,152,08 Other mining and quarrying,1
138,2021,E02002406,2021 super output areas - middle layer,152,09 Mining support service activities,0
139,2021,E02002406,2021 super output areas - middle layer,152,C: Manufacturing,291
140,2021,E02002406,2021 super output areas - middle layer,152,10 Manufacture of food products,27
141,2021,E02002406,2021 super output areas - middle layer,152,11 Manufacture of beverages,19
142,2021,E02002406,2021 super output areas - middle layer,152,12 Manufacture of tobacco products,0
143,2021,E02002406,2021 super output areas - middle layer,152,13 Manufacture of textiles,4
144,2021,E02002406,2021 super output areas - middle layer,152,14 Manufacture of wearing apparel,4
145,2021,E02002406,2021 super output areas - middle layer,152,15 Manufacture of leather and related products,0
146,2021,E02002406,2021 super output areas - middle layer,152,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",9
147,2021,E02002406,2021 super output areas - middle layer,152,17 Manufacture of paper and paper products,4
148,2021,E02002406,2021 super output areas - middle layer,152,18 Printing and reproduction of recorded media,31
149,2021,E02002406,2021 super output areas - middle layer,152,19 Manufacture of coke and refined petroleum products,0
150,2021,E02002406,2021 super output areas - middle layer,152,20 Manufacture of chemicals and chemical products,12
151,2021,E02002406,2021 super output areas - middle layer,152,21 Manufacture of basic pharmaceutical products and pharmaceutical preparations,3
152,2021,E02002406,2021 super output areas - middle layer,152,22 Manufacture of rubber and plastic products,10
153,2021,E02002406,2021 super output areas - middle layer,152,23 Manufacture of other non-metallic mineral products,13
154,2021,E02002406,2021 super output areas - middle layer,152,24 Manufacture of basic metals,10
155,2021,E02002406,2021 super output areas - middle layer,152,"25 Manufacture of fabricated metal products, except machinery and equipment",23
156,2021,E02002406,2021 super output areas - middle layer,152,"26 Manufacture of computer, electrical and optical products",11
157,2021,E02002406,2021 super output areas - middle layer,152,27 Manufacture of electrical equipment,8
158,2021,E02002406,2021 super output areas - middle layer,152,28 Manufacture of machinery and equipment not otherwise specified,11
159,2021,E02002406,2021 super output areas - middle layer,152,"29 Manufacture of motor vehicles, trailers and semi-trailers",21
160,2021,E02002406,2021 super output areas - middle layer,152,30 Manufacture of other transport equipment,4
161,2021,E02002406,2021 super output areas - middle layer,152,31 Manufacture of furniture,12
162,2021,E02002406,2021 super output areas - middle layer,152,32 Other Manufacturing,50
163,2021,E02002406,2021 super output areas - middle layer,152,33 Repair and installation of machinery and equipment,5
164,2021,E02002406,2021 super output areas - middle layer,152,"D: Electricity, gas, steam and air conditioning supply",35
165,2021,E02002406,2021 super output areas - middle layer,152,"35 Electricity, gas, steam and air conditioning supply",35
166,2021,E02002406,2021 super output areas - middle layer,152,"E:  Water supply; Sewerage, Waste management and Remediation activities",36
167,2021,E02002406,2021 super output areas - middle layer,152,"36 Water collection, treatment and supply",16
168,2021,E02002406,2021 super output areas - middle layer,152,37 Sewerage,1
169,2021,E02002406,2021 super output areas - middle layer,152,"38 Waste collection, treatment and disposal activities; materials recovery",19
170,2021,E02002406,2021 super output areas - middle layer,152,39 Remediation activities and other waste management services,0
171,2021,E02002406,2021 super output areas - middle layer,152,F: Construction,314
172,2021,E02002406,2021 super output areas - middle layer,152,41 Construction of buildings; 42 Civil engineering; 43 Specialised construction activities,314
173,2021,E02002406,2021 super output areas - middle layer,152,G: Wholesale and retail trade; repair of motor vehicles and motorcycles,429
174,2021,E02002406,2021 super output areas - middle layer,152,45 Wholesale and retail trade and repair of motor vehicles and motorcycles,51
175,2021,E02002406,2021 super output areas - middle layer,152,"46 Wholesale trade, except of motor vehicles and motorcycles",88
176,2021,E02002406,2021 super output areas - middle layer,152,"47 Retail trade, except of motor vehicles and motorcycles",278
177,2021,E02002406,2021 super output areas - middle layer,152,48 Wholesale and retail not otherwise specified,12
178,2021,E02002406,2021 super output areas - middle layer,152,H: Transport and storage,164
179,2021,E02002406,2021 super output areas - middle layer,152,49 Land transport and transport via pipelines,81
180,2021,E02002406,2021 super output areas - middle layer,152,50 Water transport,2
181,2021,E02002406,2021 super output areas - middle layer,152,51 Air transport,5
182,2021,E02002406,2021 super output areas - middle layer,152,52 Warehousing and support activities for transportation,20
183,2021,E02002406,2021 super output areas - middle layer,152,53 Postal and courier activities,56
184,2021,E02002406,2021 super output areas - middle layer,152,I: Accommodation and food service activities,87
185,2021,E02002406,2021 super output areas - middle layer,152,55 Accommodation,11
186,2021,E02002406,2021 super output areas - middle layer,152,56 Food and beverage service activities,76
187,2021,E02002406,2021 super output areas - middle layer,152,J: Information and communication,150
188,2021,E02002406,2021 super output areas - middle layer,152,58 Publishing activities,4
189,2021,E02002406,2021 super output areas - middle layer,152,"59 Motion picture, video and television production, sound recording and music publishing activities",7
190,2021,E02002406,2021 super output areas - middle layer,152,60 Programming and broadcasting activities,14
191,2021,E02002406,2021 super output areas - middle layer,152,61 Telecommunications,30
192,2021,E02002406,2021 super output areas - middle layer,152,"62 Computer programming, consultancy and related activities",90
193,2021,E02002406,2021 super output areas - middle layer,152,63 Information service activities,5
194,2021,E02002406,2021 super output areas - middle layer,152,K: Financial and insurance activities,204
195,2021,E02002406,2021 super output areas - middle layer,152,"64 Financial service activities, except insurance and pension funding",105
196,2021,E02002406,2021 super output areas - middle layer,152,"65 Insurance, reinsurance and pension funding, except compulsory social security",60
197,2021,E02002406,2021 super output areas - middle layer,152,66 Activities auxiliary to financial services and insurance activities,39
198,2021,E02002406,2021 super output areas - middle layer,152,L: Real estate activities,50
199,2021,E02002406,2021 super output areas - middle layer,152,68 Real estate activities,50
200,2021,E02002406,2021 super output areas - middle layer,152,"M: Professional, scientific and technical activities",294
201,2021,E02002406,2021 super output areas - middle layer,152,69 Legal and accounting activities,139
202,2021,E02002406,2021 super output areas - middle layer,152,70 Activities of head offices; management consultancy activities,23
203,2021,E02002406,2021 super output areas - middle layer,152,71 Architectural and engineering activities; technical testing and analysis,59
204,2021,E02002406,2021 super output areas - middle layer,152,72 Scientific research and development,13
205,2021,E02002406,2021 super output areas - middle layer,152,73 Advertising and market research,31
206,2021,E02002406,2021 super output areas - middle layer,152,"74 Other professional, scientific and technical activities",25
207,2021,E02002406,2021 super output areas - middle layer,152,75 Veterinary activities,4
208,2021,E02002406,2021 super output areas - middle layer,152,N: Administrative and support service activities,157
209,2021,E02002406,2021 super output areas - middle layer,152,77 Rental and leasing activities,15
210,2021,E02002406,2021 super output areas - middle layer,152,78 Employment activities,28
211,2021,E02002406,2021 super output areas - middle layer,152,"79 Travel agency, tour operator and other reservation service and related activities",16
212,2021,E02002406,2021 super output areas - middle layer,152,80 Security and investigation activities,25
213,2021,E02002406,2021 super output areas - middle layer,152,81 Services to buildings and landscape activities,53
214,2021,E02002406,2021 super output areas - middle layer,152,"82 Office administrative, office support and other business support activities",20
215,2021,E02002406,2021 super output areas - middle layer,152,O: Public administration and defence; compulsory social security,257
216,2021,E02002406,2021 super output areas - middle layer,152,84 Public administration and defence; compulsory social security,257
217,2021,E02002406,2021 super output areas - middle layer,152,P: Education,360
218,2021,E02002406,2021 super output areas - middle layer,152,85 Education,360
219,2021,E02002406,2021 super output areas - middle layer,152,Q: Human health and social work activities,493
220,2021,E02002406,2021 super output areas - middle layer,152,86 Human health activities,337
221,2021,E02002406,2021 super output areas - middle layer,152,87 Residential care activities,28
222,2021,E02002406,2021 super output areas - middle layer,152,88 Social work activities without accommodation,128
223,2021,E02002406,2021 super output areas - middle layer,152,"R, S, T, U Other",153
224,2021,E02002406,2021 super output areas - middle layer,152,"90 Creative, arts and entertainment activities",18
225,2021,E02002406,2021 super output areas - middle layer,152,"91 Libraries, archives, museums and other cultural activities",10
226,2021,E02002406,2021 super output areas - middle layer,152,92 Gambling and betting activities,22
227,2021,E02002406,2021 super output areas - middle layer,152,93 Sports activities and amusement and recreation activities,38
228,2021,E02002406,2021 super output areas - middle layer,152,94 Activities of membership organisations,14
229,2021,E02002406,2021 super output areas - middle layer,152,95 Repair of computers and personal and household goods,2
230,2021,E02002406,2021 super output areas - middle layer,152,96 Other personal service activities,49
231,2021,E02002406,2021 super output areas - middle layer,152,97 Activities of households as employers of domestic personnel,0
232,2021,E02002406,2021 super output areas - middle layer,152,98 Undifferentiated goods- and services-producing activities of private households for own use,0
233,2021,E02002406,2021 super output areas - middle layer,152,99 Activities of extraterritorial organisations and bodies,0
234,2021,E02002407,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2676
235,2021,E02002407,2021 super output areas - middle layer,152,"A: Agriculture, Forestry and fishing",5
236,2021,E02002407,2021 super output areas - middle layer,152,"01 Crop and animal production, hunting and related service activities",5
237,2021,E02002407,2021 super output areas - middle layer,152,02 Forestry and logging,0
238,2021,E02002407,2021 super output areas - middle layer,152,03 Fishing and aquaculture,0
239,2021,E02002407,2021 super output areas - middle layer,152,B: Mining and quarrying,0
240,2021,E02002407,2021 super output areas - middle layer,152,05 Mining of coal and lignite,0
241,2021,E02002407,2021 super output areas - middle layer,152,06 Extraction of crude petroleum and natural gas,0
242,2021,E02002407,2021 super output areas - middle layer,152,07 Mining of metal ores,0
243,2021,E02002407,2021 super output areas - middle layer,152,08 Other mining and quarrying,0
244,2021,E02002407,2021 super output areas - middle layer,152,09 Mining support service activities,0
245,2021,E02002407,2021 super output areas - middle layer,152,C: Manufacturing,236
246,2021,E02002407,2021 super output areas - middle layer,152,10 Manufacture of food products,32
247,2021,E02002407,2021 super output areas - middle layer,152,11 Manufacture of beverages,10
248,2021,E02002407,2021 super output areas - middle layer,152,12 Manufacture of tobacco products,0
249,2021,E02002407,2021 super output areas - middle layer,152,13 Manufacture of textiles,3
250,2021,E02002407,2021 super output areas - middle layer,152,14 Manufacture of wearing apparel,10
251,2021,E02002407,2021 super output areas - middle layer,152,15 Manufacture of leather and related products,0
252,2021,E02002407,2021 super output areas - middle layer,152,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3
253,2021,E02002407,2021 super output areas - middle layer,152,17 Manufacture of paper and paper products,5
254,2021,E02002407,2021 super output areas - middle layer,152,18 Printing and reproduction of recorded media,25
255,2021,E02002407,2021 super output areas - middle layer,152,19 Manufacture of coke and refined petroleum products,0
256,2021,E02002407,2021 super output areas - middle layer,152,20 Manufacture of chemicals and chemical products,8
257,2021,E02002407,2021 super output areas - middle layer,152,21 Manufacture of basic pharmaceutical products and pharmaceutical preparations,3
258,2021,E02002407,2021 super output areas - middle layer,152,22 Manufacture of rubber and plastic products,12
259,2021,E02002407,2021 super output areas - middle layer,152,23 Manufacture of other non-metallic mineral products,11
260,2021,E02002407,2021 super output areas - middle layer,152,24 Manufacture of basic metals,9
261,2021,E02002407,2021 super output areas - middle layer,152,"25 Manufacture of fabricated metal products, except machinery and equipment",13
262,2021,E02002407,2021 super output areas - middle layer,152,"26 Manufacture of computer, electrical and optical products",15
263,2021,E02002407,2021 super output areas - middle layer,152,27 Manufacture of electrical equipment,5
264,2021,E02002407,2021 super output areas - middle layer,152,28 Manufacture of machinery and equipment not otherwise specified,7
265,2021,E02002407,2021 super output areas - middle layer,152,"29 Manufacture of motor vehicles, trailers and semi-trailers",8
266,2021,E02002407,2021 super output areas - middle layer,152,30 Manufacture of other transport equipment,2
267,2021,E02002407,2021 super output areas - middle layer,152,31 Manufacture of furniture,28
268,2021,E02002407,2021 super output areas - middle layer,152,32 Other Manufacturing,26
269,2021,E02002407,2021 super output areas - middle layer,152,33 Repair and installation of machinery and equipment,1
270,2021,E02002407,2021 super output areas - middle layer,152,"D: Electricity, gas, steam and air conditioning supply",16
271,2021,E02002407,2021 super output areas - middle layer,152,"35 Electricity, gas, steam and air conditioning supply",16
272,2021,E02002407,2021 super output areas - middle layer,152,"E:  Water supply; Sewerage, Waste management and Remediation activities",24
273,2021,E02002407,2021 super output areas - middle layer,152,"36 Water collection, treatment and supply",2
274,2021,E02002407,2021 super output areas - middle layer,152,37 Sewerage,1
275,2021,E02002407,2021 super output areas - middle layer,152,"38 Waste collection, treatment and disposal activities; materials recovery",20
276,2021,E02002407,2021 super output areas - middle layer,152,39 Remediation activities and other waste management services,1
277,2021,E02002407,2021 super output areas - middle layer,152,F: Construction,211
278,2021,E02002407,2021 super output areas - middle layer,152,41 Construction of buildings; 42 Civil engineering; 43 Specialised construction activities,211
279,2021,E02002407,2021 super output areas - middle layer,152,G: Wholesale and retail trade; repair of motor vehicles and motorcycles,483
280,2021,E02002407,2021 super output areas - middle layer,152,45 Wholesale and retail trade and repair of motor vehicles and motorcycles,46
281,2021,E02002407,2021 super output areas - middle layer,152,"46 Wholesale trade, except of motor vehicles and motorcycles",123
282,2021,E02002407,2021 super output areas - middle layer,152,"47 Retail trade, except of motor vehicles and motorcycles",306
283,2021,E02002407,2021 super output areas - middle layer,152,48 Wholesale and retail not otherwise specified,8
284,2021,E02002407,2021 super output areas - middle layer,152,H: Transport and storage,191
285,2021,E02002407,2021 super output areas - middle layer,152,49 Land transport and transport via pipelines,85
286,2021,E02002407,2021 super output areas - middle layer,152,50 Water transport,0
287,2021,E02002407,2021 super output areas - middle layer,152,51 Air transport,3
288,2021,E02002407,2021 super output areas - middle layer,152,52 Warehousing and support activities for transportation,49
289,2021,E02002407,2021 super output areas - middle layer,152,53 Postal and courier activities,54
290,2021,E02002407,2021 super output areas - middle layer,152,I: Accommodation and food service activities,155
291,2021,E02002407,2021 super output areas - middle layer,152,55 Accommodation,20
292,2021,E02002407,2021 super output areas - middle layer,152,56 Food and beverage service activities,135
293,2021,E02002407,2021 super output areas - middle layer,152,J: Information and communication,59
294,2021,E02002407,2021 super output areas - middle layer,152,58 Publishing activities,4
295,2021,E02002407,2021 super output areas - middle layer,152,"59 Motion picture, video and television production, sound recording and music publishing activities",5
296,2021,E02002407,2021 super output areas - middle layer,152,60 Programming and broadcasting activities,2
297,2021,E02002407,2021 super output areas - middle layer,152,61 Telecommunications,21
298,2021,E02002407,2021 super output areas - middle layer,152,"62 Computer programming, consultancy and related activities",26
299,2021,E02002407,2021 super output areas - middle layer,152,63 Information service activities,1
300,2021,E02002407,2021 super output areas - middle layer,152,K: Financial and insurance activities,69
301,2021,E02002407,2021 super output areas - middle layer,152,"64 Financial service activities, except insurance and pension funding",38
302,2021,E02002407,2021 super output areas - middle layer,152,"65 Insurance, reinsurance and pension funding, except compulsory social security",23
303,2021,E02002407,2021 super output areas - middle layer,152,66 Activities auxiliary to financial services and insurance activities,8
304,2021,E02002407,2021 super output areas - middle layer,152,L: Real estate activities,26
305,2021,E02002407,2021 super output areas - middle layer,152,68 Real estate activities,26
306,2021,E02002407,2021 super output areas - middle layer,152,"M: Professional, scientific and technical activities",101
307,2021,E02002407,2021 super output areas - middle layer,152,69 Legal and accounting activities,37
308,2021,E02002407,2021 super output areas - middle layer,152,70 Activities of head offices; management consultancy activities,9
309,2021,E02002407,2021 super output areas - middle layer,152,71 Architectural and engineering activities; technical testing and analysis,18
310,2021,E02002407,2021 super output areas - middle layer,152,72 Scientific research and development,9
311,2021,E02002407,2021 super output areas - middle layer,152,73 Advertising and market research,13
312,2021,E02002407,2021 super output areas - middle layer,152,"74 Other professional, scientific and technical activities",12
313,2021,E02002407,2021 super output areas - middle layer,152,75 Veterinary activities,3
314,2021,E02002407,2021 super output areas - middle layer,152,N: Administrative and support service activities,179
315,2021,E02002407,2021 super output areas - middle layer,152,77 Rental and leasing activities,13
316,2021,E02002407,2021 super output areas - middle layer,152,78 Employment activities,17
317,2021,E02002407,2021 super output areas - middle layer,152,"79 Travel agency, tour operator and other reservation service and related activities",2
318,2021,E02002407,2021 super output areas - middle layer,152,80 Security and investigation activities,19
319,2021,E02002407,2021 super output areas - middle layer,152,81 Services to buildings and landscape activities,104
320,2021,E02002407,2021 super output areas - middle layer,152,"82 Office administrative, office support and other business support activities",24
321,2021,E02002407,2021 super output areas - middle layer,152,O: Public administration and defence; compulsory social security,109
322,2021,E02002407,2021 super output areas - middle layer,152,84 Public administration and defence; compulsory social security,109
