,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HH_HRP_VETERAN_5_NAME,OBS_VALUE
22,2021,E02000961,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,20
23,2021,E02000961,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
24,2021,E02000961,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4008
25,2021,E02000962,2021 super output areas - middle layer,152,Total: All households,3858
26,2021,E02000962,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,43
27,2021,E02000962,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,19
28,2021,E02000962,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,2
29,2021,E02000962,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3794
30,2021,E02000963,2021 super output areas - middle layer,152,Total: All households,4135
31,2021,E02000963,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,23
32,2021,E02000963,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,14
33,2021,E02000963,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,0
34,2021,E02000963,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4098
35,2021,E02000964,2021 super output areas - middle layer,152,Total: All households,5356
36,2021,E02000964,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,36
37,2021,E02000964,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,16
38,2021,E02000964,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,3
39,2021,E02000964,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,5301
40,2021,E02000965,2021 super output areas - middle layer,152,Total: All households,3620
41,2021,E02000965,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,19
42,2021,E02000965,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,16
43,2021,E02000965,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,2
44,2021,E02000965,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3583
45,2021,E02000966,2021 super output areas - middle layer,152,Total: All households,4110
46,2021,E02000966,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,48
47,2021,E02000966,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,24
48,2021,E02000966,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,2
49,2021,E02000966,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4036
50,2021,E02000967,2021 super output areas - middle layer,152,Total: All households,3011
51,2021,E02000967,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,31
52,2021,E02000967,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,24
53,2021,E02000967,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
54,2021,E02000967,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2949
55,2021,E02000968,2021 super output areas - middle layer,152,Total: All households,5617
56,2021,E02000968,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,41
57,2021,E02000968,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,17
58,2021,E02000968,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
59,2021,E02000968,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,5551
60,2021,E02000969,2021 super output areas - middle layer,152,Total: All households,3718
61,2021,E02000969,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,25
62,2021,E02000969,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,7
63,2021,E02000969,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,0
64,2021,E02000969,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3686
65,2021,E02000970,2021 super output areas - middle layer,152,Total: All households,3554
66,2021,E02000970,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,44
67,2021,E02000970,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,15
68,2021,E02000970,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,2
69,2021,E02000970,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3493
70,2021,E02000971,2021 super output areas - middle layer,152,Total: All households,3720
71,2021,E02000971,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,41
72,2021,E02000971,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,19
73,2021,E02000971,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,1
74,2021,E02000971,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3659
75,2021,E02000972,2021 super output areas - middle layer,152,Total: All households,4253
76,2021,E02000972,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,37
77,2021,E02000972,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,25
78,2021,E02000972,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,1
79,2021,E02000972,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4190
80,2021,E02000973,2021 super output areas - middle layer,152,Total: All households,4796
81,2021,E02000973,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,52
82,2021,E02000973,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,48
83,2021,E02000973,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,0
84,2021,E02000973,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4696
85,2021,E02000974,2021 super output areas - middle layer,152,Total: All households,3977
86,2021,E02000974,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,39
87,2021,E02000974,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,30
88,2021,E02000974,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,4
89,2021,E02000974,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3904
90,2021,E02000975,2021 super output areas - middle layer,152,Total: All households,3798
91,2021,E02000975,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,24
92,2021,E02000975,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,12
93,2021,E02000975,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,2
94,2021,E02000975,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3760
95,2021,E02000976,2021 super output areas - middle layer,152,Total: All households,4211
96,2021,E02000976,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,36
97,2021,E02000976,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,22
98,2021,E02000976,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,0
99,2021,E02000976,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4153
100,2021,E02000977,2021 super output areas - middle layer,152,Total: All households,3431
101,2021,E02000977,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,45
102,2021,E02000977,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,24
103,2021,E02000977,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,0
104,2021,E02000977,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3362
105,2021,E02000978,2021 super output areas - middle layer,152,Total: All households,2758
106,2021,E02000978,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,54
107,2021,E02000978,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,19
108,2021,E02000978,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,1
109,2021,E02000978,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2684
110,2021,E02000979,2021 super output areas - middle layer,152,Total: All households,3924
111,2021,E02000979,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,68
112,2021,E02000979,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
113,2021,E02000979,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
114,2021,E02000979,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3823
115,2021,E02000980,2021 super output areas - middle layer,152,Total: All households,4321
116,2021,E02000980,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,74
117,2021,E02000980,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,39
118,2021,E02000980,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
119,2021,E02000980,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4201
120,2021,E02000981,2021 super output areas - middle layer,152,Total: All households,4156
121,2021,E02000981,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,53
122,2021,E02000981,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,23
123,2021,E02000981,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
124,2021,E02000981,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4074
125,2021,E02000982,2021 super output areas - middle layer,152,Total: All households,3842
126,2021,E02000982,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,55
127,2021,E02000982,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,29
128,2021,E02000982,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,3
129,2021,E02000982,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3755
130,2021,E02000983,2021 super output areas - middle layer,152,Total: All households,3756
131,2021,E02000983,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,65
132,2021,E02000983,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,21
133,2021,E02000983,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
134,2021,E02000983,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3665
135,2021,E02003314,2021 super output areas - middle layer,152,Total: All households,2864
136,2021,E02003314,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,187
137,2021,E02003314,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
138,2021,E02003314,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
139,2021,E02003314,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2640
140,2021,E02003315,2021 super output areas - middle layer,152,Total: All households,2225
141,2021,E02003315,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,100
142,2021,E02003315,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,39
143,2021,E02003315,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
144,2021,E02003315,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2081
145,2021,E02003316,2021 super output areas - middle layer,152,Total: All households,4664
146,2021,E02003316,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,222
147,2021,E02003316,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,49
148,2021,E02003316,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,17
149,2021,E02003316,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4376
150,2021,E02003317,2021 super output areas - middle layer,152,Total: All households,2757
151,2021,E02003317,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,138
152,2021,E02003317,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,21
153,2021,E02003317,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
154,2021,E02003317,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2593
155,2021,E02003318,2021 super output areas - middle layer,152,Total: All households,2282
156,2021,E02003318,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,117
157,2021,E02003318,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,18
158,2021,E02003318,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
159,2021,E02003318,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2140
160,2021,E02003319,2021 super output areas - middle layer,152,Total: All households,3301
161,2021,E02003319,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,119
162,2021,E02003319,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,29
163,2021,E02003319,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,11
164,2021,E02003319,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3142
165,2021,E02003320,2021 super output areas - middle layer,152,Total: All households,3790
166,2021,E02003320,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,160
167,2021,E02003320,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,43
168,2021,E02003320,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,15
169,2021,E02003320,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3572
170,2021,E02003321,2021 super output areas - middle layer,152,Total: All households,2495
171,2021,E02003321,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,100
172,2021,E02003321,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,21
173,2021,E02003321,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
174,2021,E02003321,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2367
175,2021,E02003322,2021 super output areas - middle layer,152,Total: All households,3132
176,2021,E02003322,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,109
177,2021,E02003322,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,29
178,2021,E02003322,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
179,2021,E02003322,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2989
180,2021,E02003323,2021 super output areas - middle layer,152,Total: All households,2821
181,2021,E02003323,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,107
182,2021,E02003323,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
183,2021,E02003323,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
184,2021,E02003323,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2680
185,2021,E02003324,2021 super output areas - middle layer,152,Total: All households,3861
186,2021,E02003324,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,143
187,2021,E02003324,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,37
188,2021,E02003324,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
189,2021,E02003324,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3675
190,2021,E02003325,2021 super output areas - middle layer,152,Total: All households,3008
191,2021,E02003325,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,97
192,2021,E02003325,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,33
193,2021,E02003325,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,10
194,2021,E02003325,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2868
195,2021,E02003326,2021 super output areas - middle layer,152,Total: All households,2962
196,2021,E02003326,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,121
197,2021,E02003326,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,26
198,2021,E02003326,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,3
199,2021,E02003326,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2812
200,2021,E02003327,2021 super output areas - middle layer,152,Total: All households,3663
201,2021,E02003327,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,135
202,2021,E02003327,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,37
203,2021,E02003327,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,10
204,2021,E02003327,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3481
205,2021,E02003328,2021 super output areas - middle layer,152,Total: All households,4332
206,2021,E02003328,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,134
207,2021,E02003328,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,30
208,2021,E02003328,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
209,2021,E02003328,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4161
210,2021,E02003329,2021 super output areas - middle layer,152,Total: All households,2642
211,2021,E02003329,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,79
212,2021,E02003329,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,18
213,2021,E02003329,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,4
214,2021,E02003329,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2541
215,2021,E02003330,2021 super output areas - middle layer,152,Total: All households,2732
216,2021,E02003330,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,83
217,2021,E02003330,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,19
218,2021,E02003330,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
219,2021,E02003330,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2623
220,2021,E02003331,2021 super output areas - middle layer,152,Total: All households,3668
221,2021,E02003331,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,206
222,2021,E02003331,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,36
223,2021,E02003331,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,12
224,2021,E02003331,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3414
225,2021,E02003332,2021 super output areas - middle layer,152,Total: All households,2313
226,2021,E02003332,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,132
227,2021,E02003332,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,18
228,2021,E02003332,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,4
229,2021,E02003332,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2159
230,2021,E02003333,2021 super output areas - middle layer,152,Total: All households,2787
231,2021,E02003333,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,89
232,2021,E02003333,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
233,2021,E02003333,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
234,2021,E02003333,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2661
235,2021,E02003334,2021 super output areas - middle layer,152,Total: All households,2311
236,2021,E02003334,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,79
237,2021,E02003334,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,26
238,2021,E02003334,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,4
239,2021,E02003334,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2202
240,2021,E02003335,2021 super output areas - middle layer,152,Total: All households,2698
241,2021,E02003335,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,69
242,2021,E02003335,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,23
243,2021,E02003335,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,1
244,2021,E02003335,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2605
245,2021,E02003336,2021 super output areas - middle layer,152,Total: All households,2636
246,2021,E02003336,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,152
247,2021,E02003336,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,34
248,2021,E02003336,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,14
249,2021,E02003336,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2436
250,2021,E02003337,2021 super output areas - middle layer,152,Total: All households,2675
251,2021,E02003337,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,142
252,2021,E02003337,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,27
253,2021,E02003337,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
254,2021,E02003337,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2500
255,2021,E02003338,2021 super output areas - middle layer,152,Total: All households,3174
256,2021,E02003338,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,146
257,2021,E02003338,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,30
258,2021,E02003338,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,13
259,2021,E02003338,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2985
260,2021,E02003339,2021 super output areas - middle layer,152,Total: All households,2433
261,2021,E02003339,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,98
262,2021,E02003339,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,23
263,2021,E02003339,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
264,2021,E02003339,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2306
265,2021,E02003340,2021 super output areas - middle layer,152,Total: All households,3218
266,2021,E02003340,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,133
267,2021,E02003340,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,41
268,2021,E02003340,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
269,2021,E02003340,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3035
270,2021,E02003341,2021 super output areas - middle layer,152,Total: All households,2661
271,2021,E02003341,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,120
272,2021,E02003341,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,35
273,2021,E02003341,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,10
274,2021,E02003341,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2496
275,2021,E02003342,2021 super output areas - middle layer,152,Total: All households,2572
276,2021,E02003342,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,159
277,2021,E02003342,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,32
278,2021,E02003342,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
279,2021,E02003342,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2372
280,2021,E02003343,2021 super output areas - middle layer,152,Total: All households,2378
281,2021,E02003343,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,144
282,2021,E02003343,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,33
283,2021,E02003343,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,16
284,2021,E02003343,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2185
285,2021,E02003344,2021 super output areas - middle layer,152,Total: All households,2698
286,2021,E02003344,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,117
287,2021,E02003344,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,19
288,2021,E02003344,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
289,2021,E02003344,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2555
290,2021,E02003345,2021 super output areas - middle layer,152,Total: All households,2453
291,2021,E02003345,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,94
292,2021,E02003345,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
293,2021,E02003345,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
294,2021,E02003345,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2324
295,2021,E02003346,2021 super output areas - middle layer,152,Total: All households,2875
296,2021,E02003346,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,178
297,2021,E02003346,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,29
298,2021,E02003346,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
299,2021,E02003346,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2659
300,2021,E02003347,2021 super output areas - middle layer,152,Total: All households,2436
301,2021,E02003347,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,95
302,2021,E02003347,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,17
303,2021,E02003347,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
