,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_SEXOR_6_NAME,OBS_VALUE
27,2021,E02000147,2021 super output areas - middle layer,152,Straight or Heterosexual,6027
28,2021,E02000147,2021 super output areas - middle layer,152,Gay or Lesbian,70
29,2021,E02000147,2021 super output areas - middle layer,152,Bisexual,44
30,2021,E02000147,2021 super output areas - middle layer,152,All other sexual orientations,11
31,2021,E02000147,2021 super output areas - middle layer,152,Not answered,410
32,2021,E02000148,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5407
33,2021,E02000148,2021 super output areas - middle layer,152,Straight or Heterosexual,4989
34,2021,E02000148,2021 super output areas - middle layer,152,Gay or Lesbian,54
35,2021,E02000148,2021 super output areas - middle layer,152,Bisexual,23
36,2021,E02000148,2021 super output areas - middle layer,152,All other sexual orientations,8
37,2021,E02000148,2021 super output areas - middle layer,152,Not answered,333
38,2021,E02000149,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6500
39,2021,E02000149,2021 super output areas - middle layer,152,Straight or Heterosexual,5854
40,2021,E02000149,2021 super output areas - middle layer,152,Gay or Lesbian,132
41,2021,E02000149,2021 super output areas - middle layer,152,Bisexual,54
42,2021,E02000149,2021 super output areas - middle layer,152,All other sexual orientations,8
43,2021,E02000149,2021 super output areas - middle layer,152,Not answered,452
44,2021,E02000150,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6746
45,2021,E02000150,2021 super output areas - middle layer,152,Straight or Heterosexual,6203
46,2021,E02000150,2021 super output areas - middle layer,152,Gay or Lesbian,46
47,2021,E02000150,2021 super output areas - middle layer,152,Bisexual,49
48,2021,E02000150,2021 super output areas - middle layer,152,All other sexual orientations,16
49,2021,E02000150,2021 super output areas - middle layer,152,Not answered,432
50,2021,E02000151,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6004
51,2021,E02000151,2021 super output areas - middle layer,152,Straight or Heterosexual,5544
52,2021,E02000151,2021 super output areas - middle layer,152,Gay or Lesbian,52
53,2021,E02000151,2021 super output areas - middle layer,152,Bisexual,25
54,2021,E02000151,2021 super output areas - middle layer,152,All other sexual orientations,3
55,2021,E02000151,2021 super output areas - middle layer,152,Not answered,380
56,2021,E02000152,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6131
57,2021,E02000152,2021 super output areas - middle layer,152,Straight or Heterosexual,5547
58,2021,E02000152,2021 super output areas - middle layer,152,Gay or Lesbian,68
59,2021,E02000152,2021 super output areas - middle layer,152,Bisexual,51
60,2021,E02000152,2021 super output areas - middle layer,152,All other sexual orientations,10
61,2021,E02000152,2021 super output areas - middle layer,152,Not answered,455
62,2021,E02000153,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6379
63,2021,E02000153,2021 super output areas - middle layer,152,Straight or Heterosexual,5907
64,2021,E02000153,2021 super output areas - middle layer,152,Gay or Lesbian,44
65,2021,E02000153,2021 super output areas - middle layer,152,Bisexual,36
66,2021,E02000153,2021 super output areas - middle layer,152,All other sexual orientations,13
67,2021,E02000153,2021 super output areas - middle layer,152,Not answered,379
68,2021,E02000154,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6979
69,2021,E02000154,2021 super output areas - middle layer,152,Straight or Heterosexual,6314
70,2021,E02000154,2021 super output areas - middle layer,152,Gay or Lesbian,77
71,2021,E02000154,2021 super output areas - middle layer,152,Bisexual,60
72,2021,E02000154,2021 super output areas - middle layer,152,All other sexual orientations,23
73,2021,E02000154,2021 super output areas - middle layer,152,Not answered,505
74,2021,E02000155,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5972
75,2021,E02000155,2021 super output areas - middle layer,152,Straight or Heterosexual,5369
76,2021,E02000155,2021 super output areas - middle layer,152,Gay or Lesbian,80
77,2021,E02000155,2021 super output areas - middle layer,152,Bisexual,45
78,2021,E02000155,2021 super output areas - middle layer,152,All other sexual orientations,15
79,2021,E02000155,2021 super output areas - middle layer,152,Not answered,463
80,2021,E02000156,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,10075
81,2021,E02000156,2021 super output areas - middle layer,152,Straight or Heterosexual,9216
82,2021,E02000156,2021 super output areas - middle layer,152,Gay or Lesbian,97
83,2021,E02000156,2021 super output areas - middle layer,152,Bisexual,71
84,2021,E02000156,2021 super output areas - middle layer,152,All other sexual orientations,21
85,2021,E02000156,2021 super output areas - middle layer,152,Not answered,670
86,2021,E02000157,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6746
87,2021,E02000157,2021 super output areas - middle layer,152,Straight or Heterosexual,6192
88,2021,E02000157,2021 super output areas - middle layer,152,Gay or Lesbian,58
89,2021,E02000157,2021 super output areas - middle layer,152,Bisexual,44
90,2021,E02000157,2021 super output areas - middle layer,152,All other sexual orientations,12
91,2021,E02000157,2021 super output areas - middle layer,152,Not answered,440
92,2021,E02000158,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6125
93,2021,E02000158,2021 super output areas - middle layer,152,Straight or Heterosexual,5583
94,2021,E02000158,2021 super output areas - middle layer,152,Gay or Lesbian,50
95,2021,E02000158,2021 super output areas - middle layer,152,Bisexual,40
96,2021,E02000158,2021 super output areas - middle layer,152,All other sexual orientations,9
97,2021,E02000158,2021 super output areas - middle layer,152,Not answered,443
98,2021,E02000159,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5905
99,2021,E02000159,2021 super output areas - middle layer,152,Straight or Heterosexual,5518
100,2021,E02000159,2021 super output areas - middle layer,152,Gay or Lesbian,47
101,2021,E02000159,2021 super output areas - middle layer,152,Bisexual,40
102,2021,E02000159,2021 super output areas - middle layer,152,All other sexual orientations,8
103,2021,E02000159,2021 super output areas - middle layer,152,Not answered,292
104,2021,E02000160,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6534
105,2021,E02000160,2021 super output areas - middle layer,152,Straight or Heterosexual,5965
106,2021,E02000160,2021 super output areas - middle layer,152,Gay or Lesbian,64
107,2021,E02000160,2021 super output areas - middle layer,152,Bisexual,38
108,2021,E02000160,2021 super output areas - middle layer,152,All other sexual orientations,12
109,2021,E02000160,2021 super output areas - middle layer,152,Not answered,455
110,2021,E02000161,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6921
111,2021,E02000161,2021 super output areas - middle layer,152,Straight or Heterosexual,6286
112,2021,E02000161,2021 super output areas - middle layer,152,Gay or Lesbian,47
113,2021,E02000161,2021 super output areas - middle layer,152,Bisexual,44
114,2021,E02000161,2021 super output areas - middle layer,152,All other sexual orientations,12
115,2021,E02000161,2021 super output areas - middle layer,152,Not answered,532
116,2021,E02000162,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5788
117,2021,E02000162,2021 super output areas - middle layer,152,Straight or Heterosexual,5326
118,2021,E02000162,2021 super output areas - middle layer,152,Gay or Lesbian,42
119,2021,E02000162,2021 super output areas - middle layer,152,Bisexual,34
120,2021,E02000162,2021 super output areas - middle layer,152,All other sexual orientations,5
121,2021,E02000162,2021 super output areas - middle layer,152,Not answered,381
122,2021,E02000163,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6297
123,2021,E02000163,2021 super output areas - middle layer,152,Straight or Heterosexual,5746
124,2021,E02000163,2021 super output areas - middle layer,152,Gay or Lesbian,50
125,2021,E02000163,2021 super output areas - middle layer,152,Bisexual,45
126,2021,E02000163,2021 super output areas - middle layer,152,All other sexual orientations,14
127,2021,E02000163,2021 super output areas - middle layer,152,Not answered,442
128,2021,E02000165,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5782
129,2021,E02000165,2021 super output areas - middle layer,152,Straight or Heterosexual,5339
130,2021,E02000165,2021 super output areas - middle layer,152,Gay or Lesbian,45
131,2021,E02000165,2021 super output areas - middle layer,152,Bisexual,35
132,2021,E02000165,2021 super output areas - middle layer,152,All other sexual orientations,10
133,2021,E02000165,2021 super output areas - middle layer,152,Not answered,353
134,2021,E02006782,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6506
135,2021,E02006782,2021 super output areas - middle layer,152,Straight or Heterosexual,5842
136,2021,E02006782,2021 super output areas - middle layer,152,Gay or Lesbian,89
137,2021,E02006782,2021 super output areas - middle layer,152,Bisexual,58
138,2021,E02006782,2021 super output areas - middle layer,152,All other sexual orientations,10
139,2021,E02006782,2021 super output areas - middle layer,152,Not answered,507
140,2021,E02006787,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6151
141,2021,E02006787,2021 super output areas - middle layer,152,Straight or Heterosexual,5539
142,2021,E02006787,2021 super output areas - middle layer,152,Gay or Lesbian,63
143,2021,E02006787,2021 super output areas - middle layer,152,Bisexual,62
144,2021,E02006787,2021 super output areas - middle layer,152,All other sexual orientations,10
145,2021,E02006787,2021 super output areas - middle layer,152,Not answered,477
146,2021,E02006789,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5672
147,2021,E02006789,2021 super output areas - middle layer,152,Straight or Heterosexual,5253
148,2021,E02006789,2021 super output areas - middle layer,152,Gay or Lesbian,39
149,2021,E02006789,2021 super output areas - middle layer,152,Bisexual,33
150,2021,E02006789,2021 super output areas - middle layer,152,All other sexual orientations,6
151,2021,E02006789,2021 super output areas - middle layer,152,Not answered,341
152,2021,E02000166,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6528
153,2021,E02000166,2021 super output areas - middle layer,152,Straight or Heterosexual,5548
154,2021,E02000166,2021 super output areas - middle layer,152,Gay or Lesbian,221
155,2021,E02000166,2021 super output areas - middle layer,152,Bisexual,128
156,2021,E02000166,2021 super output areas - middle layer,152,All other sexual orientations,45
157,2021,E02000166,2021 super output areas - middle layer,152,Not answered,586
158,2021,E02000167,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6002
159,2021,E02000167,2021 super output areas - middle layer,152,Straight or Heterosexual,5107
160,2021,E02000167,2021 super output areas - middle layer,152,Gay or Lesbian,205
161,2021,E02000167,2021 super output areas - middle layer,152,Bisexual,103
162,2021,E02000167,2021 super output areas - middle layer,152,All other sexual orientations,20
163,2021,E02000167,2021 super output areas - middle layer,152,Not answered,567
164,2021,E02000168,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6623
165,2021,E02000168,2021 super output areas - middle layer,152,Straight or Heterosexual,5583
166,2021,E02000168,2021 super output areas - middle layer,152,Gay or Lesbian,235
167,2021,E02000168,2021 super output areas - middle layer,152,Bisexual,196
168,2021,E02000168,2021 super output areas - middle layer,152,All other sexual orientations,34
169,2021,E02000168,2021 super output areas - middle layer,152,Not answered,575
170,2021,E02000169,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5754
171,2021,E02000169,2021 super output areas - middle layer,152,Straight or Heterosexual,5003
172,2021,E02000169,2021 super output areas - middle layer,152,Gay or Lesbian,125
173,2021,E02000169,2021 super output areas - middle layer,152,Bisexual,66
174,2021,E02000169,2021 super output areas - middle layer,152,All other sexual orientations,20
175,2021,E02000169,2021 super output areas - middle layer,152,Not answered,540
176,2021,E02000170,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6578
177,2021,E02000170,2021 super output areas - middle layer,152,Straight or Heterosexual,5628
178,2021,E02000170,2021 super output areas - middle layer,152,Gay or Lesbian,193
179,2021,E02000170,2021 super output areas - middle layer,152,Bisexual,126
180,2021,E02000170,2021 super output areas - middle layer,152,All other sexual orientations,36
181,2021,E02000170,2021 super output areas - middle layer,152,Not answered,595
182,2021,E02000171,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6211
183,2021,E02000171,2021 super output areas - middle layer,152,Straight or Heterosexual,5223
184,2021,E02000171,2021 super output areas - middle layer,152,Gay or Lesbian,219
185,2021,E02000171,2021 super output areas - middle layer,152,Bisexual,140
186,2021,E02000171,2021 super output areas - middle layer,152,All other sexual orientations,27
187,2021,E02000171,2021 super output areas - middle layer,152,Not answered,602
188,2021,E02000172,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,8165
189,2021,E02000172,2021 super output areas - middle layer,152,Straight or Heterosexual,6823
190,2021,E02000172,2021 super output areas - middle layer,152,Gay or Lesbian,215
191,2021,E02000172,2021 super output areas - middle layer,152,Bisexual,181
192,2021,E02000172,2021 super output areas - middle layer,152,All other sexual orientations,59
193,2021,E02000172,2021 super output areas - middle layer,152,Not answered,887
194,2021,E02000173,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6173
195,2021,E02000173,2021 super output areas - middle layer,152,Straight or Heterosexual,5188
196,2021,E02000173,2021 super output areas - middle layer,152,Gay or Lesbian,177
197,2021,E02000173,2021 super output areas - middle layer,152,Bisexual,121
198,2021,E02000173,2021 super output areas - middle layer,152,All other sexual orientations,28
199,2021,E02000173,2021 super output areas - middle layer,152,Not answered,659
200,2021,E02000174,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6761
201,2021,E02000174,2021 super output areas - middle layer,152,Straight or Heterosexual,5572
202,2021,E02000174,2021 super output areas - middle layer,152,Gay or Lesbian,269
203,2021,E02000174,2021 super output areas - middle layer,152,Bisexual,182
204,2021,E02000174,2021 super output areas - middle layer,152,All other sexual orientations,56
205,2021,E02000174,2021 super output areas - middle layer,152,Not answered,682
206,2021,E02000175,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7881
207,2021,E02000175,2021 super output areas - middle layer,152,Straight or Heterosexual,6636
208,2021,E02000175,2021 super output areas - middle layer,152,Gay or Lesbian,283
209,2021,E02000175,2021 super output areas - middle layer,152,Bisexual,181
210,2021,E02000175,2021 super output areas - middle layer,152,All other sexual orientations,45
211,2021,E02000175,2021 super output areas - middle layer,152,Not answered,736
212,2021,E02000176,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4968
213,2021,E02000176,2021 super output areas - middle layer,152,Straight or Heterosexual,4166
214,2021,E02000176,2021 super output areas - middle layer,152,Gay or Lesbian,154
215,2021,E02000176,2021 super output areas - middle layer,152,Bisexual,101
216,2021,E02000176,2021 super output areas - middle layer,152,All other sexual orientations,38
217,2021,E02000176,2021 super output areas - middle layer,152,Not answered,509
218,2021,E02000177,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7098
219,2021,E02000177,2021 super output areas - middle layer,152,Straight or Heterosexual,5935
220,2021,E02000177,2021 super output areas - middle layer,152,Gay or Lesbian,196
221,2021,E02000177,2021 super output areas - middle layer,152,Bisexual,159
222,2021,E02000177,2021 super output areas - middle layer,152,All other sexual orientations,57
223,2021,E02000177,2021 super output areas - middle layer,152,Not answered,751
224,2021,E02000178,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7612
225,2021,E02000178,2021 super output areas - middle layer,152,Straight or Heterosexual,6303
226,2021,E02000178,2021 super output areas - middle layer,152,Gay or Lesbian,303
227,2021,E02000178,2021 super output areas - middle layer,152,Bisexual,181
228,2021,E02000178,2021 super output areas - middle layer,152,All other sexual orientations,52
229,2021,E02000178,2021 super output areas - middle layer,152,Not answered,773
230,2021,E02000179,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4718
231,2021,E02000179,2021 super output areas - middle layer,152,Straight or Heterosexual,3989
232,2021,E02000179,2021 super output areas - middle layer,152,Gay or Lesbian,144
233,2021,E02000179,2021 super output areas - middle layer,152,Bisexual,88
234,2021,E02000179,2021 super output areas - middle layer,152,All other sexual orientations,31
235,2021,E02000179,2021 super output areas - middle layer,152,Not answered,466
236,2021,E02000180,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6742
237,2021,E02000180,2021 super output areas - middle layer,152,Straight or Heterosexual,5397
238,2021,E02000180,2021 super output areas - middle layer,152,Gay or Lesbian,305
239,2021,E02000180,2021 super output areas - middle layer,152,Bisexual,234
240,2021,E02000180,2021 super output areas - middle layer,152,All other sexual orientations,68
241,2021,E02000180,2021 super output areas - middle layer,152,Not answered,738
242,2021,E02000181,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6839
243,2021,E02000181,2021 super output areas - middle layer,152,Straight or Heterosexual,5747
244,2021,E02000181,2021 super output areas - middle layer,152,Gay or Lesbian,245
245,2021,E02000181,2021 super output areas - middle layer,152,Bisexual,153
246,2021,E02000181,2021 super output areas - middle layer,152,All other sexual orientations,32
247,2021,E02000181,2021 super output areas - middle layer,152,Not answered,662
248,2021,E02000182,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5785
249,2021,E02000182,2021 super output areas - middle layer,152,Straight or Heterosexual,4921
250,2021,E02000182,2021 super output areas - middle layer,152,Gay or Lesbian,142
251,2021,E02000182,2021 super output areas - middle layer,152,Bisexual,69
252,2021,E02000182,2021 super output areas - middle layer,152,All other sexual orientations,21
253,2021,E02000182,2021 super output areas - middle layer,152,Not answered,632
254,2021,E02000183,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6446
255,2021,E02000183,2021 super output areas - middle layer,152,Straight or Heterosexual,5497
256,2021,E02000183,2021 super output areas - middle layer,152,Gay or Lesbian,203
257,2021,E02000183,2021 super output areas - middle layer,152,Bisexual,131
258,2021,E02000183,2021 super output areas - middle layer,152,All other sexual orientations,44
259,2021,E02000183,2021 super output areas - middle layer,152,Not answered,571
260,2021,E02000184,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7747
261,2021,E02000184,2021 super output areas - middle layer,152,Straight or Heterosexual,6143
262,2021,E02000184,2021 super output areas - middle layer,152,Gay or Lesbian,319
263,2021,E02000184,2021 super output areas - middle layer,152,Bisexual,323
264,2021,E02000184,2021 super output areas - middle layer,152,All other sexual orientations,79
265,2021,E02000184,2021 super output areas - middle layer,152,Not answered,883
266,2021,E02000185,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7264
267,2021,E02000185,2021 super output areas - middle layer,152,Straight or Heterosexual,6099
268,2021,E02000185,2021 super output areas - middle layer,152,Gay or Lesbian,175
269,2021,E02000185,2021 super output areas - middle layer,152,Bisexual,141
270,2021,E02000185,2021 super output areas - middle layer,152,All other sexual orientations,43
271,2021,E02000185,2021 super output areas - middle layer,152,Not answered,806
272,2021,E02000186,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5435
273,2021,E02000186,2021 super output areas - middle layer,152,Straight or Heterosexual,4339
274,2021,E02000186,2021 super output areas - middle layer,152,Gay or Lesbian,271
275,2021,E02000186,2021 super output areas - middle layer,152,Bisexual,191
276,2021,E02000186,2021 super output areas - middle layer,152,All other sexual orientations,44
277,2021,E02000186,2021 super output areas - middle layer,152,Not answered,590
278,2021,E02000187,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7988
279,2021,E02000187,2021 super output areas - middle layer,152,Straight or Heterosexual,6669
280,2021,E02000187,2021 super output areas - middle layer,152,Gay or Lesbian,217
281,2021,E02000187,2021 super output areas - middle layer,152,Bisexual,196
282,2021,E02000187,2021 super output areas - middle layer,152,All other sexual orientations,49
283,2021,E02000187,2021 super output areas - middle layer,152,Not answered,857
284,2021,E02000188,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5930
285,2021,E02000188,2021 super output areas - middle layer,152,Straight or Heterosexual,4796
286,2021,E02000188,2021 super output areas - middle layer,152,Gay or Lesbian,192
287,2021,E02000188,2021 super output areas - middle layer,152,Bisexual,150
288,2021,E02000188,2021 super output areas - middle layer,152,All other sexual orientations,55
289,2021,E02000188,2021 super output areas - middle layer,152,Not answered,737
290,2021,E02000191,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5023
291,2021,E02000191,2021 super output areas - middle layer,152,Straight or Heterosexual,3731
292,2021,E02000191,2021 super output areas - middle layer,152,Gay or Lesbian,352
293,2021,E02000191,2021 super output areas - middle layer,152,Bisexual,246
294,2021,E02000191,2021 super output areas - middle layer,152,All other sexual orientations,52
295,2021,E02000191,2021 super output areas - middle layer,152,Not answered,642
296,2021,E02000192,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5741
297,2021,E02000192,2021 super output areas - middle layer,152,Straight or Heterosexual,4612
298,2021,E02000192,2021 super output areas - middle layer,152,Gay or Lesbian,335
299,2021,E02000192,2021 super output areas - middle layer,152,Bisexual,126
300,2021,E02000192,2021 super output areas - middle layer,152,All other sexual orientations,32
301,2021,E02000192,2021 super output areas - middle layer,152,Not answered,636
302,2021,E02000193,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5504
303,2021,E02000193,2021 super output areas - middle layer,152,Straight or Heterosexual,4137
304,2021,E02000193,2021 super output areas - middle layer,152,Gay or Lesbian,468
305,2021,E02000193,2021 super output areas - middle layer,152,Bisexual,194
306,2021,E02000193,2021 super output areas - middle layer,152,All other sexual orientations,42
307,2021,E02000193,2021 super output areas - middle layer,152,Not answered,663
308,2021,E02007115,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,10385
309,2021,E02007115,2021 super output areas - middle layer,152,Straight or Heterosexual,8078
310,2021,E02007115,2021 super output areas - middle layer,152,Gay or Lesbian,488
311,2021,E02007115,2021 super output areas - middle layer,152,Bisexual,395
312,2021,E02007115,2021 super output areas - middle layer,152,All other sexual orientations,78
313,2021,E02007115,2021 super output areas - middle layer,152,Not answered,1346
314,2021,E02000194,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7483
315,2021,E02000194,2021 super output areas - middle layer,152,Straight or Heterosexual,6360
316,2021,E02000194,2021 super output areas - middle layer,152,Gay or Lesbian,292
317,2021,E02000194,2021 super output areas - middle layer,152,Bisexual,141
318,2021,E02000194,2021 super output areas - middle layer,152,All other sexual orientations,33
319,2021,E02000194,2021 super output areas - middle layer,152,Not answered,657
320,2021,E02000195,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7740
321,2021,E02000195,2021 super output areas - middle layer,152,Straight or Heterosexual,6711
322,2021,E02000195,2021 super output areas - middle layer,152,Gay or Lesbian,122
323,2021,E02000195,2021 super output areas - middle layer,152,Bisexual,64
324,2021,E02000195,2021 super output areas - middle layer,152,All other sexual orientations,26
325,2021,E02000195,2021 super output areas - middle layer,152,Not answered,817
326,2021,E02000196,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6480
327,2021,E02000196,2021 super output areas - middle layer,152,Straight or Heterosexual,5598
328,2021,E02000196,2021 super output areas - middle layer,152,Gay or Lesbian,87
329,2021,E02000196,2021 super output areas - middle layer,152,Bisexual,49
330,2021,E02000196,2021 super output areas - middle layer,152,All other sexual orientations,18
331,2021,E02000196,2021 super output areas - middle layer,152,Not answered,728
332,2021,E02000197,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7316
333,2021,E02000197,2021 super output areas - middle layer,152,Straight or Heterosexual,6396
334,2021,E02000197,2021 super output areas - middle layer,152,Gay or Lesbian,91
335,2021,E02000197,2021 super output areas - middle layer,152,Bisexual,49
336,2021,E02000197,2021 super output areas - middle layer,152,All other sexual orientations,28
337,2021,E02000197,2021 super output areas - middle layer,152,Not answered,752
338,2021,E02000198,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7011
339,2021,E02000198,2021 super output areas - middle layer,152,Straight or Heterosexual,6073
340,2021,E02000198,2021 super output areas - middle layer,152,Gay or Lesbian,101
341,2021,E02000198,2021 super output areas - middle layer,152,Bisexual,89
342,2021,E02000198,2021 super output areas - middle layer,152,All other sexual orientations,39
343,2021,E02000198,2021 super output areas - middle layer,152,Not answered,709
344,2021,E02000199,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6750
345,2021,E02000199,2021 super output areas - middle layer,152,Straight or Heterosexual,5876
346,2021,E02000199,2021 super output areas - middle layer,152,Gay or Lesbian,103
347,2021,E02000199,2021 super output areas - middle layer,152,Bisexual,75
348,2021,E02000199,2021 super output areas - middle layer,152,All other sexual orientations,25
349,2021,E02000199,2021 super output areas - middle layer,152,Not answered,671
350,2021,E02000200,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7351
351,2021,E02000200,2021 super output areas - middle layer,152,Straight or Heterosexual,6345
352,2021,E02000200,2021 super output areas - middle layer,152,Gay or Lesbian,167
353,2021,E02000200,2021 super output areas - middle layer,152,Bisexual,134
354,2021,E02000200,2021 super output areas - middle layer,152,All other sexual orientations,31
355,2021,E02000200,2021 super output areas - middle layer,152,Not answered,674
356,2021,E02000201,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6783
357,2021,E02000201,2021 super output areas - middle layer,152,Straight or Heterosexual,5747
358,2021,E02000201,2021 super output areas - middle layer,152,Gay or Lesbian,159
359,2021,E02000201,2021 super output areas - middle layer,152,Bisexual,108
360,2021,E02000201,2021 super output areas - middle layer,152,All other sexual orientations,38
361,2021,E02000201,2021 super output areas - middle layer,152,Not answered,731
362,2021,E02000202,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7144
363,2021,E02000202,2021 super output areas - middle layer,152,Straight or Heterosexual,6143
364,2021,E02000202,2021 super output areas - middle layer,152,Gay or Lesbian,97
365,2021,E02000202,2021 super output areas - middle layer,152,Bisexual,63
366,2021,E02000202,2021 super output areas - middle layer,152,All other sexual orientations,31
367,2021,E02000202,2021 super output areas - middle layer,152,Not answered,810
368,2021,E02000203,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6293
369,2021,E02000203,2021 super output areas - middle layer,152,Straight or Heterosexual,5379
370,2021,E02000203,2021 super output areas - middle layer,152,Gay or Lesbian,84
371,2021,E02000203,2021 super output areas - middle layer,152,Bisexual,67
372,2021,E02000203,2021 super output areas - middle layer,152,All other sexual orientations,28
373,2021,E02000203,2021 super output areas - middle layer,152,Not answered,735
