,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGEARRUK_18_NAME,OBS_VALUE
26,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,222
27,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,227
28,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,310
29,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,59
30,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,5
31,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
32,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,2
33,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
34,2021,E02003548,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,1
35,2021,E02006821,2021 super output areas - middle layer,152,Total: All usual residents,6660
36,2021,E02006821,2021 super output areas - middle layer,152,Born in the UK,6243
37,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK,417
38,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,104
39,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,17
40,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,14
41,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,22
42,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,2
43,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,12
44,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,26
45,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,72
46,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,63
47,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,72
48,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,10
49,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,2
50,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,1
51,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
52,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
53,2021,E02006821,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
54,2021,E02006975,2021 super output areas - middle layer,152,Total: All usual residents,10276
55,2021,E02006975,2021 super output areas - middle layer,152,Born in the UK,7394
56,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK,2882
57,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,308
58,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,183
59,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,89
60,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,219
61,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,58
62,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,267
63,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,487
64,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,611
65,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,316
66,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,293
67,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,42
68,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,4
69,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,4
70,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
71,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
72,2021,E02006975,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
73,2021,E02006976,2021 super output areas - middle layer,152,Total: All usual residents,5311
74,2021,E02006976,2021 super output areas - middle layer,152,Born in the UK,4039
75,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK,1272
76,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,140
77,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,54
78,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,31
79,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,93
80,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,28
81,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,52
82,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,60
83,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,244
84,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,215
85,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,269
86,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,65
87,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,12
88,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
89,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,2
90,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,1
91,2021,E02006976,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
92,2021,E02003549,2021 super output areas - middle layer,152,Total: All usual residents,8493
93,2021,E02003549,2021 super output areas - middle layer,152,Born in the UK,6064
94,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK,2429
95,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,264
96,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,110
97,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,60
98,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,173
99,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,34
100,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,119
101,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,220
102,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,483
103,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,398
104,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,448
105,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,97
106,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,9
107,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,8
108,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,5
109,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
110,2021,E02003549,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,1
111,2021,E02003550,2021 super output areas - middle layer,152,Total: All usual residents,7884
112,2021,E02003550,2021 super output areas - middle layer,152,Born in the UK,6524
113,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK,1360
114,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,158
115,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,58
116,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,27
117,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,59
118,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,14
119,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,20
120,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,55
121,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,226
122,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,310
123,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,329
124,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,89
125,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,8
126,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,7
127,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
128,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
129,2021,E02003550,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
130,2021,E02003551,2021 super output areas - middle layer,152,Total: All usual residents,6490
131,2021,E02003551,2021 super output areas - middle layer,152,Born in the UK,4912
132,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK,1578
133,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,161
134,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,56
135,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,34
136,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,98
137,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,25
138,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,97
139,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,246
140,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,350
141,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,197
142,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,220
143,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,83
144,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,4
145,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
146,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
147,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
148,2021,E02003551,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
149,2021,E02003552,2021 super output areas - middle layer,152,Total: All usual residents,6135
150,2021,E02003552,2021 super output areas - middle layer,152,Born in the UK,5075
151,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK,1060
152,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,122
153,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,43
154,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,26
155,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,51
156,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,8
157,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,28
158,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,39
159,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,165
160,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,208
161,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,279
162,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,78
163,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,5
164,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,4
165,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,4
166,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
167,2021,E02003552,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
168,2021,E02003553,2021 super output areas - middle layer,152,Total: All usual residents,7276
169,2021,E02003553,2021 super output areas - middle layer,152,Born in the UK,4812
170,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK,2464
171,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,246
172,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,106
173,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,67
174,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,132
175,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,39
176,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,110
177,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,223
178,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,597
179,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,391
180,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,459
181,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,75
182,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,9
183,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,4
184,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,5
185,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,1
186,2021,E02003553,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
187,2021,E02003554,2021 super output areas - middle layer,152,Total: All usual residents,6071
188,2021,E02003554,2021 super output areas - middle layer,152,Born in the UK,4487
189,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK,1584
190,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,149
191,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,74
192,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,35
193,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,86
194,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,21
195,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,62
196,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,67
197,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,295
198,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,323
199,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,372
200,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,80
201,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,11
202,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
203,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,3
204,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
205,2021,E02003554,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
206,2021,E02003555,2021 super output areas - middle layer,152,Total: All usual residents,8703
207,2021,E02003555,2021 super output areas - middle layer,152,Born in the UK,7153
208,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK,1550
209,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,151
210,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,57
211,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,33
212,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,66
213,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,18
214,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,44
215,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,105
216,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,300
217,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,345
218,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,352
219,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,69
220,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,1
221,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,6
222,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,3
223,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
224,2021,E02003555,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
225,2021,E02003556,2021 super output areas - middle layer,152,Total: All usual residents,5752
226,2021,E02003556,2021 super output areas - middle layer,152,Born in the UK,5026
227,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK,726
228,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,111
229,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,23
230,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,15
231,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,42
232,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,3
233,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,18
234,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,52
235,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,124
236,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,149
237,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,146
238,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,38
239,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,2
240,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,3
241,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,0
242,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
243,2021,E02003556,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
244,2021,E02003557,2021 super output areas - middle layer,152,Total: All usual residents,6799
245,2021,E02003557,2021 super output areas - middle layer,152,Born in the UK,4949
246,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK,1850
247,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,222
248,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,101
249,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,64
250,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,106
251,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,25
252,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,76
253,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,159
254,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,347
255,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,278
256,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,372
257,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,71
258,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,12
259,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,11
260,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,5
261,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
262,2021,E02003557,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,1
263,2021,E02003558,2021 super output areas - middle layer,152,Total: All usual residents,7249
264,2021,E02003558,2021 super output areas - middle layer,152,Born in the UK,4881
265,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK,2368
266,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,234
267,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,89
268,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,59
269,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,110
270,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,24
271,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,40
272,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,110
273,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,422
274,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,506
275,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,608
276,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,148
277,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,7
278,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,10
279,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,1
280,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,0
281,2021,E02003558,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,0
282,2021,E02003559,2021 super output areas - middle layer,152,Total: All usual residents,7837
283,2021,E02003559,2021 super output areas - middle layer,152,Born in the UK,6209
284,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK,1628
285,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 0 to 4 years,205
286,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 5 to 7 years,70
287,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 8 to 9 years,39
288,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 10 to 14 years,109
289,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 15 years,23
290,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 16 to 17 years,54
291,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 18 to 19 years,91
292,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 20 to 24 years,314
293,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 25 to 29 years,289
294,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 30 to 44 years,355
295,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 45 to 59 years,60
296,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 60 to 64 years,5
297,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 65 to 74 years,9
298,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 75 to 84 years,2
299,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 85 to 89 years,2
300,2021,E02003559,2021 super output areas - middle layer,152,Arrived in the UK: Aged 90 years and over,1
