,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_TRANSPORT_NAME,OBS_VALUE
136,2001,E02006074,2001 super output areas - middle layer,305,Other,15.0
137,2001,E02006074,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,15.59
138,2001,E02006074,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,85.0
139,2001,E02006074,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,11.0
140,2001,E02006075,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2278.0
141,2001,E02006075,2001 super output areas - middle layer,305,Work mainly at or from home,458.0
142,2001,E02006075,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",6.0
143,2001,E02006075,2001 super output areas - middle layer,305,Train,29.0
144,2001,E02006075,2001 super output areas - middle layer,305,"Bus, minibus or coach",30.0
145,2001,E02006075,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",24.0
146,2001,E02006075,2001 super output areas - middle layer,305,Driving a car or van,1310.0
147,2001,E02006075,2001 super output areas - middle layer,305,Passenger in a car or van,100.0
148,2001,E02006075,2001 super output areas - middle layer,305,Taxi or minicab,0.0
149,2001,E02006075,2001 super output areas - middle layer,305,Bicycle,34.0
150,2001,E02006075,2001 super output areas - middle layer,305,On foot,263.0
151,2001,E02006075,2001 super output areas - middle layer,305,Other,24.0
152,2001,E02006075,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,22.54
153,2001,E02006075,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,56.0
154,2001,E02006075,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,6.0
155,2001,E02006076,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3757.0
156,2001,E02006076,2001 super output areas - middle layer,305,Work mainly at or from home,607.0
157,2001,E02006076,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",12.0
158,2001,E02006076,2001 super output areas - middle layer,305,Train,24.0
159,2001,E02006076,2001 super output areas - middle layer,305,"Bus, minibus or coach",39.0
160,2001,E02006076,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",40.0
161,2001,E02006076,2001 super output areas - middle layer,305,Driving a car or van,2437.0
162,2001,E02006076,2001 super output areas - middle layer,305,Passenger in a car or van,165.0
163,2001,E02006076,2001 super output areas - middle layer,305,Taxi or minicab,0.0
164,2001,E02006076,2001 super output areas - middle layer,305,Bicycle,83.0
165,2001,E02006076,2001 super output areas - middle layer,305,On foot,330.0
166,2001,E02006076,2001 super output areas - middle layer,305,Other,20.0
167,2001,E02006076,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,19.84
168,2001,E02006076,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,69.0
169,2001,E02006076,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,6.0
170,2001,E02006077,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2365.0
171,2001,E02006077,2001 super output areas - middle layer,305,Work mainly at or from home,301.0
172,2001,E02006077,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
173,2001,E02006077,2001 super output areas - middle layer,305,Train,6.0
174,2001,E02006077,2001 super output areas - middle layer,305,"Bus, minibus or coach",35.0
175,2001,E02006077,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",26.0
176,2001,E02006077,2001 super output areas - middle layer,305,Driving a car or van,1586.0
177,2001,E02006077,2001 super output areas - middle layer,305,Passenger in a car or van,125.0
178,2001,E02006077,2001 super output areas - middle layer,305,Taxi or minicab,3.0
179,2001,E02006077,2001 super output areas - middle layer,305,Bicycle,86.0
180,2001,E02006077,2001 super output areas - middle layer,305,On foot,190.0
181,2001,E02006077,2001 super output areas - middle layer,305,Other,7.0
182,2001,E02006077,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,16.94
183,2001,E02006077,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,34.0
184,2001,E02006077,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,6.0
185,2001,E02006078,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2371.0
186,2001,E02006078,2001 super output areas - middle layer,305,Work mainly at or from home,418.0
187,2001,E02006078,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",4.0
188,2001,E02006078,2001 super output areas - middle layer,305,Train,6.0
189,2001,E02006078,2001 super output areas - middle layer,305,"Bus, minibus or coach",24.0
190,2001,E02006078,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",29.0
191,2001,E02006078,2001 super output areas - middle layer,305,Driving a car or van,1556.0
192,2001,E02006078,2001 super output areas - middle layer,305,Passenger in a car or van,98.0
193,2001,E02006078,2001 super output areas - middle layer,305,Taxi or minicab,0.0
194,2001,E02006078,2001 super output areas - middle layer,305,Bicycle,61.0
195,2001,E02006078,2001 super output areas - middle layer,305,On foot,160.0
196,2001,E02006078,2001 super output areas - middle layer,305,Other,15.0
197,2001,E02006078,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,19.29
198,2001,E02006078,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,32.0
199,2001,E02006078,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,3.0
200,2001,E02006079,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3009.0
201,2001,E02006079,2001 super output areas - middle layer,305,Work mainly at or from home,395.0
202,2001,E02006079,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
203,2001,E02006079,2001 super output areas - middle layer,305,Train,19.0
204,2001,E02006079,2001 super output areas - middle layer,305,"Bus, minibus or coach",18.0
205,2001,E02006079,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",28.0
206,2001,E02006079,2001 super output areas - middle layer,305,Driving a car or van,1842.0
207,2001,E02006079,2001 super output areas - middle layer,305,Passenger in a car or van,163.0
208,2001,E02006079,2001 super output areas - middle layer,305,Taxi or minicab,3.0
209,2001,E02006079,2001 super output areas - middle layer,305,Bicycle,60.0
210,2001,E02006079,2001 super output areas - middle layer,305,On foot,467.0
211,2001,E02006079,2001 super output areas - middle layer,305,Other,11.0
212,2001,E02006079,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,16.66
213,2001,E02006079,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,38.0
214,2001,E02006079,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,3.0
215,2001,E02006080,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3399.0
216,2001,E02006080,2001 super output areas - middle layer,305,Work mainly at or from home,367.0
217,2001,E02006080,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
218,2001,E02006080,2001 super output areas - middle layer,305,Train,11.0
219,2001,E02006080,2001 super output areas - middle layer,305,"Bus, minibus or coach",122.0
220,2001,E02006080,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",59.0
221,2001,E02006080,2001 super output areas - middle layer,305,Driving a car or van,1837.0
222,2001,E02006080,2001 super output areas - middle layer,305,Passenger in a car or van,170.0
223,2001,E02006080,2001 super output areas - middle layer,305,Taxi or minicab,4.0
224,2001,E02006080,2001 super output areas - middle layer,305,Bicycle,214.0
225,2001,E02006080,2001 super output areas - middle layer,305,On foot,575.0
226,2001,E02006080,2001 super output areas - middle layer,305,Other,37.0
227,2001,E02006080,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.79
228,2001,E02006080,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,48.0
229,2001,E02006080,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,10.0
230,2001,E02006081,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2361.0
231,2001,E02006081,2001 super output areas - middle layer,305,Work mainly at or from home,390.0
232,2001,E02006081,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",4.0
233,2001,E02006081,2001 super output areas - middle layer,305,Train,5.0
234,2001,E02006081,2001 super output areas - middle layer,305,"Bus, minibus or coach",33.0
235,2001,E02006081,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",27.0
236,2001,E02006081,2001 super output areas - middle layer,305,Driving a car or van,1601.0
237,2001,E02006081,2001 super output areas - middle layer,305,Passenger in a car or van,133.0
238,2001,E02006081,2001 super output areas - middle layer,305,Taxi or minicab,3.0
239,2001,E02006081,2001 super output areas - middle layer,305,Bicycle,56.0
240,2001,E02006081,2001 super output areas - middle layer,305,On foot,97.0
241,2001,E02006081,2001 super output areas - middle layer,305,Other,12.0
242,2001,E02006081,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,19.87
243,2001,E02006081,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,37.0
244,2001,E02006081,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,5.0
245,2001,E02006082,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2904.0
246,2001,E02006082,2001 super output areas - middle layer,305,Work mainly at or from home,343.0
247,2001,E02006082,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",4.0
248,2001,E02006082,2001 super output areas - middle layer,305,Train,34.0
249,2001,E02006082,2001 super output areas - middle layer,305,"Bus, minibus or coach",63.0
250,2001,E02006082,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",36.0
251,2001,E02006082,2001 super output areas - middle layer,305,Driving a car or van,1940.0
252,2001,E02006082,2001 super output areas - middle layer,305,Passenger in a car or van,172.0
253,2001,E02006082,2001 super output areas - middle layer,305,Taxi or minicab,4.0
254,2001,E02006082,2001 super output areas - middle layer,305,Bicycle,54.0
255,2001,E02006082,2001 super output areas - middle layer,305,On foot,244.0
256,2001,E02006082,2001 super output areas - middle layer,305,Other,10.0
257,2001,E02006082,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,17.7
258,2001,E02006082,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,89.0
259,2001,E02006082,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,12.0
260,2001,E02006083,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2679.0
261,2001,E02006083,2001 super output areas - middle layer,305,Work mainly at or from home,290.0
262,2001,E02006083,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",4.0
263,2001,E02006083,2001 super output areas - middle layer,305,Train,10.0
264,2001,E02006083,2001 super output areas - middle layer,305,"Bus, minibus or coach",45.0
265,2001,E02006083,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",52.0
266,2001,E02006083,2001 super output areas - middle layer,305,Driving a car or van,1831.0
267,2001,E02006083,2001 super output areas - middle layer,305,Passenger in a car or van,140.0
268,2001,E02006083,2001 super output areas - middle layer,305,Taxi or minicab,3.0
269,2001,E02006083,2001 super output areas - middle layer,305,Bicycle,86.0
270,2001,E02006083,2001 super output areas - middle layer,305,On foot,209.0
271,2001,E02006083,2001 super output areas - middle layer,305,Other,9.0
272,2001,E02006083,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,15.8
273,2001,E02006083,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,52.0
274,2001,E02006083,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,7.0
275,2001,E02006084,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3125.0
276,2001,E02006084,2001 super output areas - middle layer,305,Work mainly at or from home,531.0
277,2001,E02006084,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
278,2001,E02006084,2001 super output areas - middle layer,305,Train,14.0
279,2001,E02006084,2001 super output areas - middle layer,305,"Bus, minibus or coach",39.0
280,2001,E02006084,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",32.0
281,2001,E02006084,2001 super output areas - middle layer,305,Driving a car or van,2095.0
282,2001,E02006084,2001 super output areas - middle layer,305,Passenger in a car or van,132.0
283,2001,E02006084,2001 super output areas - middle layer,305,Taxi or minicab,0.0
284,2001,E02006084,2001 super output areas - middle layer,305,Bicycle,70.0
285,2001,E02006084,2001 super output areas - middle layer,305,On foot,194.0
286,2001,E02006084,2001 super output areas - middle layer,305,Other,15.0
287,2001,E02006084,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,17.66
288,2001,E02006084,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,46.0
289,2001,E02006084,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,9.0
290,2001,E02006085,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3060.0
291,2001,E02006085,2001 super output areas - middle layer,305,Work mainly at or from home,193.0
292,2001,E02006085,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
293,2001,E02006085,2001 super output areas - middle layer,305,Train,15.0
294,2001,E02006085,2001 super output areas - middle layer,305,"Bus, minibus or coach",140.0
295,2001,E02006085,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",85.0
296,2001,E02006085,2001 super output areas - middle layer,305,Driving a car or van,1933.0
297,2001,E02006085,2001 super output areas - middle layer,305,Passenger in a car or van,260.0
298,2001,E02006085,2001 super output areas - middle layer,305,Taxi or minicab,13.0
299,2001,E02006085,2001 super output areas - middle layer,305,Bicycle,147.0
300,2001,E02006085,2001 super output areas - middle layer,305,On foot,263.0
301,2001,E02006085,2001 super output areas - middle layer,305,Other,8.0
302,2001,E02006085,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,9.64
303,2001,E02006085,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,128.0
304,2001,E02006085,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,29.0
305,2001,E02006086,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2657.0
306,2001,E02006086,2001 super output areas - middle layer,305,Work mainly at or from home,189.0
307,2001,E02006086,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
308,2001,E02006086,2001 super output areas - middle layer,305,Train,8.0
309,2001,E02006086,2001 super output areas - middle layer,305,"Bus, minibus or coach",56.0
310,2001,E02006086,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",68.0
311,2001,E02006086,2001 super output areas - middle layer,305,Driving a car or van,1610.0
312,2001,E02006086,2001 super output areas - middle layer,305,Passenger in a car or van,200.0
313,2001,E02006086,2001 super output areas - middle layer,305,Taxi or minicab,7.0
314,2001,E02006086,2001 super output areas - middle layer,305,Bicycle,188.0
315,2001,E02006086,2001 super output areas - middle layer,305,On foot,320.0
316,2001,E02006086,2001 super output areas - middle layer,305,Other,11.0
317,2001,E02006086,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,9.19
318,2001,E02006086,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,53.0
319,2001,E02006086,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,12.0
320,2001,E02006087,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2742.0
321,2001,E02006087,2001 super output areas - middle layer,305,Work mainly at or from home,167.0
322,2001,E02006087,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
323,2001,E02006087,2001 super output areas - middle layer,305,Train,3.0
324,2001,E02006087,2001 super output areas - middle layer,305,"Bus, minibus or coach",101.0
325,2001,E02006087,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",50.0
326,2001,E02006087,2001 super output areas - middle layer,305,Driving a car or van,1628.0
327,2001,E02006087,2001 super output areas - middle layer,305,Passenger in a car or van,246.0
328,2001,E02006087,2001 super output areas - middle layer,305,Taxi or minicab,14.0
329,2001,E02006087,2001 super output areas - middle layer,305,Bicycle,169.0
330,2001,E02006087,2001 super output areas - middle layer,305,On foot,348.0
331,2001,E02006087,2001 super output areas - middle layer,305,Other,16.0
332,2001,E02006087,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.17
333,2001,E02006087,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,86.0
334,2001,E02006087,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,17.0
335,2001,E02006088,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3166.0
336,2001,E02006088,2001 super output areas - middle layer,305,Work mainly at or from home,199.0
337,2001,E02006088,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
338,2001,E02006088,2001 super output areas - middle layer,305,Train,9.0
339,2001,E02006088,2001 super output areas - middle layer,305,"Bus, minibus or coach",114.0
340,2001,E02006088,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",54.0
341,2001,E02006088,2001 super output areas - middle layer,305,Driving a car or van,1718.0
342,2001,E02006088,2001 super output areas - middle layer,305,Passenger in a car or van,265.0
343,2001,E02006088,2001 super output areas - middle layer,305,Taxi or minicab,25.0
344,2001,E02006088,2001 super output areas - middle layer,305,Bicycle,137.0
345,2001,E02006088,2001 super output areas - middle layer,305,On foot,631.0
346,2001,E02006088,2001 super output areas - middle layer,305,Other,14.0
347,2001,E02006088,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,8.55
348,2001,E02006088,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,72.0
349,2001,E02006088,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,50.0
