,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,COMMTYPE_NAME,OBS_VALUE
34,2001,E02004528,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
35,2001,E02004528,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
36,2001,E02004529,2001 super output areas - middle layer,305,All communal establishments,0
37,2001,E02004529,2001 super output areas - middle layer,305,Number of residents by communal establishment type,0
38,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
39,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
40,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
41,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
42,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
43,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
44,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
45,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
46,2001,E02004529,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
47,2001,E02004529,2001 super output areas - middle layer,305,Other establishments,0
48,2001,E02004529,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
49,2001,E02004529,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
50,2001,E02004530,2001 super output areas - middle layer,305,All communal establishments,3
51,2001,E02004530,2001 super output areas - middle layer,305,Number of residents by communal establishment type,0
52,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
53,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
54,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
55,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
56,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
57,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
58,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
59,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
60,2001,E02004530,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
61,2001,E02004530,2001 super output areas - middle layer,305,Other establishments,0
62,2001,E02004530,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
63,2001,E02004530,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
64,2001,E02004531,2001 super output areas - middle layer,305,All communal establishments,7
65,2001,E02004531,2001 super output areas - middle layer,305,Number of residents by communal establishment type,50
66,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,8
67,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,39
68,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
69,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
70,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
71,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,3
72,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
73,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
74,2001,E02004531,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
75,2001,E02004531,2001 super output areas - middle layer,305,Other establishments,0
76,2001,E02004531,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,49
77,2001,E02004531,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
78,2001,E02004532,2001 super output areas - middle layer,305,All communal establishments,5
79,2001,E02004532,2001 super output areas - middle layer,305,Number of residents by communal establishment type,68
80,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
81,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
82,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
83,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
84,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
85,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
86,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,68
87,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
88,2001,E02004532,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
89,2001,E02004532,2001 super output areas - middle layer,305,Other establishments,0
90,2001,E02004532,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,68
91,2001,E02004532,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
92,2001,E02004533,2001 super output areas - middle layer,305,All communal establishments,3
93,2001,E02004533,2001 super output areas - middle layer,305,Number of residents by communal establishment type,3
94,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
95,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
96,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
97,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
98,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
99,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
100,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,3
101,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
102,2001,E02004533,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
103,2001,E02004533,2001 super output areas - middle layer,305,Other establishments,0
104,2001,E02004533,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,3
105,2001,E02004533,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
106,2001,E02004534,2001 super output areas - middle layer,305,All communal establishments,3
107,2001,E02004534,2001 super output areas - middle layer,305,Number of residents by communal establishment type,37
108,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
109,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
110,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
111,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,8
112,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
113,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,29
114,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
115,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
116,2001,E02004534,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
117,2001,E02004534,2001 super output areas - middle layer,305,Other establishments,0
118,2001,E02004534,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,37
119,2001,E02004534,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
120,2001,E02004535,2001 super output areas - middle layer,305,All communal establishments,5
121,2001,E02004535,2001 super output areas - middle layer,305,Number of residents by communal establishment type,70
122,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
123,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
124,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
125,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
126,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,38
127,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
128,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
129,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
130,2001,E02004535,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
131,2001,E02004535,2001 super output areas - middle layer,305,Other establishments,32
132,2001,E02004535,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,28
133,2001,E02004535,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,25
134,2001,E02004536,2001 super output areas - middle layer,305,All communal establishments,3
135,2001,E02004536,2001 super output areas - middle layer,305,Number of residents by communal establishment type,56
136,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
137,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
138,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
139,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,27
140,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
141,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,26
142,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
143,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
144,2001,E02004536,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
145,2001,E02004536,2001 super output areas - middle layer,305,Other establishments,3
146,2001,E02004536,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,51
147,2001,E02004536,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
148,2001,E02004537,2001 super output areas - middle layer,305,All communal establishments,0
149,2001,E02004537,2001 super output areas - middle layer,305,Number of residents by communal establishment type,0
150,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
151,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
152,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
153,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
154,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
155,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
156,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
157,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
158,2001,E02004537,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
159,2001,E02004537,2001 super output areas - middle layer,305,Other establishments,0
160,2001,E02004537,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
161,2001,E02004537,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
162,2001,E02004538,2001 super output areas - middle layer,305,All communal establishments,4
163,2001,E02004538,2001 super output areas - middle layer,305,Number of residents by communal establishment type,58
164,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
165,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
166,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
167,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,3
168,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
169,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
170,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,55
171,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
172,2001,E02004538,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
173,2001,E02004538,2001 super output areas - middle layer,305,Other establishments,0
174,2001,E02004538,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,50
175,2001,E02004538,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
176,2001,E02004539,2001 super output areas - middle layer,305,All communal establishments,3
177,2001,E02004539,2001 super output areas - middle layer,305,Number of residents by communal establishment type,3
178,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
179,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
180,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
181,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
182,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
183,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
184,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
185,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
186,2001,E02004539,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
187,2001,E02004539,2001 super output areas - middle layer,305,Other establishments,3
188,2001,E02004539,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
189,2001,E02004539,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,3
190,2001,E02004540,2001 super output areas - middle layer,305,All communal establishments,6
191,2001,E02004540,2001 super output areas - middle layer,305,Number of residents by communal establishment type,25
192,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
193,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
194,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
195,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
196,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,10
197,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
198,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,12
199,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
200,2001,E02004540,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
201,2001,E02004540,2001 super output areas - middle layer,305,Other establishments,3
202,2001,E02004540,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,16
203,2001,E02004540,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
204,2001,E02004541,2001 super output areas - middle layer,305,All communal establishments,4
205,2001,E02004541,2001 super output areas - middle layer,305,Number of residents by communal establishment type,85
206,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
207,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
208,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
209,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
210,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,29
211,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,30
212,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,26
213,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
214,2001,E02004541,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
215,2001,E02004541,2001 super output areas - middle layer,305,Other establishments,0
216,2001,E02004541,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,84
217,2001,E02004541,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
218,2001,E02004542,2001 super output areas - middle layer,305,All communal establishments,4
219,2001,E02004542,2001 super output areas - middle layer,305,Number of residents by communal establishment type,60
220,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
221,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
222,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
223,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,21
224,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
225,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
226,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,12
227,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
228,2001,E02004542,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
229,2001,E02004542,2001 super output areas - middle layer,305,Other establishments,27
230,2001,E02004542,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,34
231,2001,E02004542,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,5
232,2001,E02004543,2001 super output areas - middle layer,305,All communal establishments,0
233,2001,E02004543,2001 super output areas - middle layer,305,Number of residents by communal establishment type,74
234,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
235,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
236,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
237,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,38
238,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
239,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
240,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,36
241,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
242,2001,E02004543,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
243,2001,E02004543,2001 super output areas - middle layer,305,Other establishments,0
244,2001,E02004543,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,69
245,2001,E02004543,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
246,2001,E02004544,2001 super output areas - middle layer,305,All communal establishments,5
247,2001,E02004544,2001 super output areas - middle layer,305,Number of residents by communal establishment type,65
248,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
249,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
250,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
251,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
252,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
253,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
254,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
255,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
256,2001,E02004544,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
257,2001,E02004544,2001 super output areas - middle layer,305,Other establishments,65
258,2001,E02004544,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,0
259,2001,E02004544,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,32
260,2001,E02004545,2001 super output areas - middle layer,305,All communal establishments,3
261,2001,E02004545,2001 super output areas - middle layer,305,Number of residents by communal establishment type,10
262,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
263,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
264,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
265,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,10
266,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
267,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
268,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
269,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
270,2001,E02004545,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
271,2001,E02004545,2001 super output areas - middle layer,305,Other establishments,0
272,2001,E02004545,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,9
273,2001,E02004545,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
274,2001,E02004546,2001 super output areas - middle layer,305,All communal establishments,5
275,2001,E02004546,2001 super output areas - middle layer,305,Number of residents by communal establishment type,29
276,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
277,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
278,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
279,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
280,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,8
281,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
282,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,8
283,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
284,2001,E02004546,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
285,2001,E02004546,2001 super output areas - middle layer,305,Other establishments,13
286,2001,E02004546,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,16
287,2001,E02004546,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,3
288,2001,E02004547,2001 super output areas - middle layer,305,All communal establishments,3
289,2001,E02004547,2001 super output areas - middle layer,305,Number of residents by communal establishment type,146
290,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
291,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,81
292,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
293,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
294,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
295,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
296,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
297,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
298,2001,E02004547,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
299,2001,E02004547,2001 super output areas - middle layer,305,Other establishments,65
300,2001,E02004547,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,3
301,2001,E02004547,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,3
302,2001,E02004548,2001 super output areas - middle layer,305,All communal establishments,3
303,2001,E02004548,2001 super output areas - middle layer,305,Number of residents by communal establishment type,10
304,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
305,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
306,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
307,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
308,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,10
309,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
310,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
311,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
312,2001,E02004548,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
313,2001,E02004548,2001 super output areas - middle layer,305,Other establishments,0
314,2001,E02004548,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,9
315,2001,E02004548,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
