,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
352,2001,E02005578,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",601
353,2001,E02005578,2001 super output areas - middle layer,305,Intermediate occupations,236
354,2001,E02005578,2001 super output areas - middle layer,305,Small employers and own account workers,432
355,2001,E02005578,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,338
356,2001,E02005578,2001 super output areas - middle layer,305,Semi-routine occupations,646
357,2001,E02005578,2001 super output areas - middle layer,305,Routine occupations,529
358,2001,E02005578,2001 super output areas - middle layer,305,Never worked,57
359,2001,E02005578,2001 super output areas - middle layer,305,Long-term unemployed,26
360,2001,E02005578,2001 super output areas - middle layer,305,Full-time students,131
361,2001,E02005578,2001 super output areas - middle layer,305,Not classifiable for other reasons,868
362,2001,E02005579,2001 super output areas - middle layer,305,All categories: NS-SeC,8399
363,2001,E02005579,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,171
364,2001,E02005579,2001 super output areas - middle layer,305,Higher professional occupations,210
365,2001,E02005579,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",1291
