,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
136,2001,E02002668,2001 super output areas - middle layer,305,Other households - Other,65
137,2001,E02002669,2001 super output areas - middle layer,305,All households,3316
138,2001,E02002669,2001 super output areas - middle layer,305,One person household,1269
139,2001,E02002669,2001 super output areas - middle layer,305,One person household - Pensioner,286
140,2001,E02002669,2001 super output areas - middle layer,305,One person household - Other,983
141,2001,E02002669,2001 super output areas - middle layer,305,One family and no others,1569
142,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - All pensioners,128
143,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,260
144,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,390
145,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,114
146,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,223
147,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,119
148,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,9
149,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,243
150,2001,E02002669,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,83
151,2001,E02002669,2001 super output areas - middle layer,305,Other households,478
152,2001,E02002669,2001 super output areas - middle layer,305,Other households - With dependent children,68
153,2001,E02002669,2001 super output areas - middle layer,305,Other households - All students,195
154,2001,E02002669,2001 super output areas - middle layer,305,Other households - All pensioner,14
155,2001,E02002669,2001 super output areas - middle layer,305,Other households - Other,201
156,2001,E02002670,2001 super output areas - middle layer,305,All households,3535
157,2001,E02002670,2001 super output areas - middle layer,305,One person household,1331
158,2001,E02002670,2001 super output areas - middle layer,305,One person household - Pensioner,890
159,2001,E02002670,2001 super output areas - middle layer,305,One person household - Other,441
160,2001,E02002670,2001 super output areas - middle layer,305,One family and no others,2050
161,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - All pensioners,416
162,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,353
163,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,433
164,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,191
165,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,145
166,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,141
167,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
168,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,247
169,2001,E02002670,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,113
170,2001,E02002670,2001 super output areas - middle layer,305,Other households,154
171,2001,E02002670,2001 super output areas - middle layer,305,Other households - With dependent children,55
172,2001,E02002670,2001 super output areas - middle layer,305,Other households - All students,3
173,2001,E02002670,2001 super output areas - middle layer,305,Other households - All pensioner,28
174,2001,E02002670,2001 super output areas - middle layer,305,Other households - Other,68
175,2001,E02002671,2001 super output areas - middle layer,305,All households,2860
176,2001,E02002671,2001 super output areas - middle layer,305,One person household,817
177,2001,E02002671,2001 super output areas - middle layer,305,One person household - Pensioner,370
178,2001,E02002671,2001 super output areas - middle layer,305,One person household - Other,447
179,2001,E02002671,2001 super output areas - middle layer,305,One family and no others,1899
180,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - All pensioners,214
181,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,318
182,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,530
183,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,199
184,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,114
185,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,165
186,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,23
187,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,238
188,2001,E02002671,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,98
189,2001,E02002671,2001 super output areas - middle layer,305,Other households,144
190,2001,E02002671,2001 super output areas - middle layer,305,Other households - With dependent children,72
191,2001,E02002671,2001 super output areas - middle layer,305,Other households - All students,3
192,2001,E02002671,2001 super output areas - middle layer,305,Other households - All pensioner,8
193,2001,E02002671,2001 super output areas - middle layer,305,Other households - Other,61
194,2001,E02002672,2001 super output areas - middle layer,305,All households,2941
195,2001,E02002672,2001 super output areas - middle layer,305,One person household,852
196,2001,E02002672,2001 super output areas - middle layer,305,One person household - Pensioner,440
197,2001,E02002672,2001 super output areas - middle layer,305,One person household - Other,412
198,2001,E02002672,2001 super output areas - middle layer,305,One family and no others,1933
199,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - All pensioners,299
200,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,285
201,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,403
202,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,158
203,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,80
204,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,186
205,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,13
206,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,375
207,2001,E02002672,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,134
208,2001,E02002672,2001 super output areas - middle layer,305,Other households,156
209,2001,E02002672,2001 super output areas - middle layer,305,Other households - With dependent children,87
210,2001,E02002672,2001 super output areas - middle layer,305,Other households - All students,0
211,2001,E02002672,2001 super output areas - middle layer,305,Other households - All pensioner,9
212,2001,E02002672,2001 super output areas - middle layer,305,Other households - Other,60
213,2001,E02002673,2001 super output areas - middle layer,305,All households,3243
214,2001,E02002673,2001 super output areas - middle layer,305,One person household,935
215,2001,E02002673,2001 super output areas - middle layer,305,One person household - Pensioner,341
216,2001,E02002673,2001 super output areas - middle layer,305,One person household - Other,594
217,2001,E02002673,2001 super output areas - middle layer,305,One family and no others,2169
218,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - All pensioners,183
219,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,354
220,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,648
221,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,245
222,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,173
223,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,191
224,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,17
225,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,271
226,2001,E02002673,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,87
227,2001,E02002673,2001 super output areas - middle layer,305,Other households,139
228,2001,E02002673,2001 super output areas - middle layer,305,Other households - With dependent children,69
229,2001,E02002673,2001 super output areas - middle layer,305,Other households - All students,0
230,2001,E02002673,2001 super output areas - middle layer,305,Other households - All pensioner,9
231,2001,E02002673,2001 super output areas - middle layer,305,Other households - Other,61
232,2001,E02002674,2001 super output areas - middle layer,305,All households,3218
233,2001,E02002674,2001 super output areas - middle layer,305,One person household,1097
234,2001,E02002674,2001 super output areas - middle layer,305,One person household - Pensioner,513
235,2001,E02002674,2001 super output areas - middle layer,305,One person household - Other,584
236,2001,E02002674,2001 super output areas - middle layer,305,One family and no others,2033
237,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - All pensioners,251
238,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,414
239,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,520
240,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,163
241,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,208
242,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,162
243,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,12
244,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,215
245,2001,E02002674,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,88
246,2001,E02002674,2001 super output areas - middle layer,305,Other households,88
247,2001,E02002674,2001 super output areas - middle layer,305,Other households - With dependent children,32
248,2001,E02002674,2001 super output areas - middle layer,305,Other households - All students,0
249,2001,E02002674,2001 super output areas - middle layer,305,Other households - All pensioner,12
250,2001,E02002674,2001 super output areas - middle layer,305,Other households - Other,44
251,2001,E02002675,2001 super output areas - middle layer,305,All households,3375
252,2001,E02002675,2001 super output areas - middle layer,305,One person household,1629
253,2001,E02002675,2001 super output areas - middle layer,305,One person household - Pensioner,620
254,2001,E02002675,2001 super output areas - middle layer,305,One person household - Other,1009
255,2001,E02002675,2001 super output areas - middle layer,305,One family and no others,1463
256,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - All pensioners,173
257,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,219
258,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,232
259,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,130
260,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,133
261,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,98
262,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,11
263,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,331
264,2001,E02002675,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,136
265,2001,E02002675,2001 super output areas - middle layer,305,Other households,283
266,2001,E02002675,2001 super output areas - middle layer,305,Other households - With dependent children,82
267,2001,E02002675,2001 super output areas - middle layer,305,Other households - All students,33
268,2001,E02002675,2001 super output areas - middle layer,305,Other households - All pensioner,12
269,2001,E02002675,2001 super output areas - middle layer,305,Other households - Other,156
270,2001,E02002676,2001 super output areas - middle layer,305,All households,3348
271,2001,E02002676,2001 super output areas - middle layer,305,One person household,1223
272,2001,E02002676,2001 super output areas - middle layer,305,One person household - Pensioner,399
273,2001,E02002676,2001 super output areas - middle layer,305,One person household - Other,824
274,2001,E02002676,2001 super output areas - middle layer,305,One family and no others,1876
275,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - All pensioners,155
276,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,318
277,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,464
278,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,146
279,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,249
280,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,161
281,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,9
282,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,278
283,2001,E02002676,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,96
284,2001,E02002676,2001 super output areas - middle layer,305,Other households,249
285,2001,E02002676,2001 super output areas - middle layer,305,Other households - With dependent children,69
286,2001,E02002676,2001 super output areas - middle layer,305,Other households - All students,16
287,2001,E02002676,2001 super output areas - middle layer,305,Other households - All pensioner,13
288,2001,E02002676,2001 super output areas - middle layer,305,Other households - Other,151
289,2001,E02002677,2001 super output areas - middle layer,305,All households,3902
290,2001,E02002677,2001 super output areas - middle layer,305,One person household,1677
291,2001,E02002677,2001 super output areas - middle layer,305,One person household - Pensioner,545
292,2001,E02002677,2001 super output areas - middle layer,305,One person household - Other,1132
293,2001,E02002677,2001 super output areas - middle layer,305,One family and no others,2032
294,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - All pensioners,183
295,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,413
296,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,431
297,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,147
298,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,327
299,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,186
300,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,12
301,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,253
302,2001,E02002677,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,80
303,2001,E02002677,2001 super output areas - middle layer,305,Other households,193
304,2001,E02002677,2001 super output areas - middle layer,305,Other households - With dependent children,59
305,2001,E02002677,2001 super output areas - middle layer,305,Other households - All students,5
306,2001,E02002677,2001 super output areas - middle layer,305,Other households - All pensioner,9
307,2001,E02002677,2001 super output areas - middle layer,305,Other households - Other,120
308,2001,E02002678,2001 super output areas - middle layer,305,All households,3276
309,2001,E02002678,2001 super output areas - middle layer,305,One person household,1070
310,2001,E02002678,2001 super output areas - middle layer,305,One person household - Pensioner,362
311,2001,E02002678,2001 super output areas - middle layer,305,One person household - Other,708
312,2001,E02002678,2001 super output areas - middle layer,305,One family and no others,2056
313,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - All pensioners,204
314,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,359
315,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,575
316,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,165
317,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,216
318,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,173
319,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,16
320,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,269
321,2001,E02002678,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,79
322,2001,E02002678,2001 super output areas - middle layer,305,Other households,150
323,2001,E02002678,2001 super output areas - middle layer,305,Other households - With dependent children,62
324,2001,E02002678,2001 super output areas - middle layer,305,Other households - All students,3
325,2001,E02002678,2001 super output areas - middle layer,305,Other households - All pensioner,10
326,2001,E02002678,2001 super output areas - middle layer,305,Other households - Other,75
327,2001,E02002679,2001 super output areas - middle layer,305,All households,3288
328,2001,E02002679,2001 super output areas - middle layer,305,One person household,1041
329,2001,E02002679,2001 super output areas - middle layer,305,One person household - Pensioner,711
330,2001,E02002679,2001 super output areas - middle layer,305,One person household - Other,330
331,2001,E02002679,2001 super output areas - middle layer,305,One family and no others,2119
332,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - All pensioners,312
333,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,417
334,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,624
335,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,213
336,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,139
337,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,119
338,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,16
339,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,175
340,2001,E02002679,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,104
341,2001,E02002679,2001 super output areas - middle layer,305,Other households,128
342,2001,E02002679,2001 super output areas - middle layer,305,Other households - With dependent children,59
343,2001,E02002679,2001 super output areas - middle layer,305,Other households - All students,0
344,2001,E02002679,2001 super output areas - middle layer,305,Other households - All pensioner,11
345,2001,E02002679,2001 super output areas - middle layer,305,Other households - Other,58
346,2001,E02002680,2001 super output areas - middle layer,305,All households,3548
347,2001,E02002680,2001 super output areas - middle layer,305,One person household,2270
348,2001,E02002680,2001 super output areas - middle layer,305,One person household - Pensioner,774
349,2001,E02002680,2001 super output areas - middle layer,305,One person household - Other,1496
350,2001,E02002680,2001 super output areas - middle layer,305,One family and no others,1103
351,2001,E02002680,2001 super output areas - middle layer,305,One family and no others - All pensioners,174
352,2001,E02002680,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,221
