,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_CARER_NAME,OBS_VALUE
49,2001,E02005896,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,131
50,2001,E02005897,2001 super output areas - middle layer,305,All people,8300
51,2001,E02005897,2001 super output areas - middle layer,305,People with limiting long-term illness,1715
52,2001,E02005897,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,790
53,2001,E02005897,2001 super output areas - middle layer,305,People whose health was good,5685
54,2001,E02005897,2001 super output areas - middle layer,305,People whose health was fairly good,1796
55,2001,E02005897,2001 super output areas - middle layer,305,People whose health was not good,819
56,2001,E02005897,2001 super output areas - middle layer,305,All people who provide unpaid care,1045
57,2001,E02005897,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,725
58,2001,E02005897,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,107
59,2001,E02005897,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,213
60,2001,E02005898,2001 super output areas - middle layer,305,All people,10895
61,2001,E02005898,2001 super output areas - middle layer,305,People with limiting long-term illness,2554
62,2001,E02005898,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,1335
63,2001,E02005898,2001 super output areas - middle layer,305,People whose health was good,6973
64,2001,E02005898,2001 super output areas - middle layer,305,People whose health was fairly good,2587
65,2001,E02005898,2001 super output areas - middle layer,305,People whose health was not good,1335
66,2001,E02005898,2001 super output areas - middle layer,305,All people who provide unpaid care,1292
67,2001,E02005898,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,772
68,2001,E02005898,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,160
69,2001,E02005898,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,360
70,2001,E02005899,2001 super output areas - middle layer,305,All people,9884
71,2001,E02005899,2001 super output areas - middle layer,305,People with limiting long-term illness,1891
72,2001,E02005899,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,940
73,2001,E02005899,2001 super output areas - middle layer,305,People whose health was good,6616
74,2001,E02005899,2001 super output areas - middle layer,305,People whose health was fairly good,2346
75,2001,E02005899,2001 super output areas - middle layer,305,People whose health was not good,922
76,2001,E02005899,2001 super output areas - middle layer,305,All people who provide unpaid care,867
77,2001,E02005899,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,560
78,2001,E02005899,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,98
79,2001,E02005899,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,209
80,2001,E02005900,2001 super output areas - middle layer,305,All people,6565
81,2001,E02005900,2001 super output areas - middle layer,305,People with limiting long-term illness,1077
82,2001,E02005900,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,394
83,2001,E02005900,2001 super output areas - middle layer,305,People whose health was good,4705
84,2001,E02005900,2001 super output areas - middle layer,305,People whose health was fairly good,1398
85,2001,E02005900,2001 super output areas - middle layer,305,People whose health was not good,462
86,2001,E02005900,2001 super output areas - middle layer,305,All people who provide unpaid care,812
87,2001,E02005900,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,637
88,2001,E02005900,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,57
89,2001,E02005900,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,118
90,2001,E02005901,2001 super output areas - middle layer,305,All people,7672
91,2001,E02005901,2001 super output areas - middle layer,305,People with limiting long-term illness,1348
92,2001,E02005901,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,614
93,2001,E02005901,2001 super output areas - middle layer,305,People whose health was good,5279
94,2001,E02005901,2001 super output areas - middle layer,305,People whose health was fairly good,1796
95,2001,E02005901,2001 super output areas - middle layer,305,People whose health was not good,597
96,2001,E02005901,2001 super output areas - middle layer,305,All people who provide unpaid care,649
97,2001,E02005901,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,449
98,2001,E02005901,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,49
99,2001,E02005901,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,151
100,2001,E02005902,2001 super output areas - middle layer,305,All people,7820
101,2001,E02005902,2001 super output areas - middle layer,305,People with limiting long-term illness,1618
102,2001,E02005902,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,703
103,2001,E02005902,2001 super output areas - middle layer,305,People whose health was good,5009
104,2001,E02005902,2001 super output areas - middle layer,305,People whose health was fairly good,2035
105,2001,E02005902,2001 super output areas - middle layer,305,People whose health was not good,776
106,2001,E02005902,2001 super output areas - middle layer,305,All people who provide unpaid care,813
107,2001,E02005902,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,508
108,2001,E02005902,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,88
109,2001,E02005902,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,217
110,2001,E02005903,2001 super output areas - middle layer,305,All people,10076
111,2001,E02005903,2001 super output areas - middle layer,305,People with limiting long-term illness,1687
112,2001,E02005903,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,703
113,2001,E02005903,2001 super output areas - middle layer,305,People whose health was good,6993
114,2001,E02005903,2001 super output areas - middle layer,305,People whose health was fairly good,2325
115,2001,E02005903,2001 super output areas - middle layer,305,People whose health was not good,758
116,2001,E02005903,2001 super output areas - middle layer,305,All people who provide unpaid care,900
117,2001,E02005903,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,613
118,2001,E02005903,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,106
119,2001,E02005903,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,181
120,2001,E02005904,2001 super output areas - middle layer,305,All people,6176
121,2001,E02005904,2001 super output areas - middle layer,305,People with limiting long-term illness,1007
122,2001,E02005904,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,438
123,2001,E02005904,2001 super output areas - middle layer,305,People whose health was good,4385
124,2001,E02005904,2001 super output areas - middle layer,305,People whose health was fairly good,1319
125,2001,E02005904,2001 super output areas - middle layer,305,People whose health was not good,472
126,2001,E02005904,2001 super output areas - middle layer,305,All people who provide unpaid care,708
127,2001,E02005904,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,550
128,2001,E02005904,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,59
129,2001,E02005904,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,99
130,2001,E02005905,2001 super output areas - middle layer,305,All people,6170
131,2001,E02005905,2001 super output areas - middle layer,305,People with limiting long-term illness,973
132,2001,E02005905,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,415
133,2001,E02005905,2001 super output areas - middle layer,305,People whose health was good,4481
134,2001,E02005905,2001 super output areas - middle layer,305,People whose health was fairly good,1232
135,2001,E02005905,2001 super output areas - middle layer,305,People whose health was not good,457
136,2001,E02005905,2001 super output areas - middle layer,305,All people who provide unpaid care,715
137,2001,E02005905,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,565
138,2001,E02005905,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,49
139,2001,E02005905,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,101
140,2001,E02005906,2001 super output areas - middle layer,305,All people,6221
141,2001,E02005906,2001 super output areas - middle layer,305,People with limiting long-term illness,960
142,2001,E02005906,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,407
143,2001,E02005906,2001 super output areas - middle layer,305,People whose health was good,4618
144,2001,E02005906,2001 super output areas - middle layer,305,People whose health was fairly good,1153
145,2001,E02005906,2001 super output areas - middle layer,305,People whose health was not good,450
146,2001,E02005906,2001 super output areas - middle layer,305,All people who provide unpaid care,676
147,2001,E02005906,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,512
148,2001,E02005906,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,57
149,2001,E02005906,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,107
150,2001,E02005907,2001 super output areas - middle layer,305,All people,8685
151,2001,E02005907,2001 super output areas - middle layer,305,People with limiting long-term illness,1292
152,2001,E02005907,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,565
153,2001,E02005907,2001 super output areas - middle layer,305,People whose health was good,6323
154,2001,E02005907,2001 super output areas - middle layer,305,People whose health was fairly good,1777
155,2001,E02005907,2001 super output areas - middle layer,305,People whose health was not good,585
156,2001,E02005907,2001 super output areas - middle layer,305,All people who provide unpaid care,785
157,2001,E02005907,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,594
158,2001,E02005907,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,45
159,2001,E02005907,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,146
160,2001,E02005908,2001 super output areas - middle layer,305,All people,8437
161,2001,E02005908,2001 super output areas - middle layer,305,People with limiting long-term illness,1558
162,2001,E02005908,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,532
163,2001,E02005908,2001 super output areas - middle layer,305,People whose health was good,5889
164,2001,E02005908,2001 super output areas - middle layer,305,People whose health was fairly good,1878
165,2001,E02005908,2001 super output areas - middle layer,305,People whose health was not good,670
166,2001,E02005908,2001 super output areas - middle layer,305,All people who provide unpaid care,925
167,2001,E02005908,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,704
168,2001,E02005908,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,72
169,2001,E02005908,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,149
170,2001,E02005909,2001 super output areas - middle layer,305,All people,7880
171,2001,E02005909,2001 super output areas - middle layer,305,People with limiting long-term illness,1104
172,2001,E02005909,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,533
173,2001,E02005909,2001 super output areas - middle layer,305,People whose health was good,5842
174,2001,E02005909,2001 super output areas - middle layer,305,People whose health was fairly good,1502
175,2001,E02005909,2001 super output areas - middle layer,305,People whose health was not good,536
176,2001,E02005909,2001 super output areas - middle layer,305,All people who provide unpaid care,643
177,2001,E02005909,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,495
178,2001,E02005909,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,54
179,2001,E02005909,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,94
180,2001,E02005910,2001 super output areas - middle layer,305,All people,8627
181,2001,E02005910,2001 super output areas - middle layer,305,People with limiting long-term illness,1367
182,2001,E02005910,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,596
183,2001,E02005910,2001 super output areas - middle layer,305,People whose health was good,6348
184,2001,E02005910,2001 super output areas - middle layer,305,People whose health was fairly good,1629
185,2001,E02005910,2001 super output areas - middle layer,305,People whose health was not good,650
186,2001,E02005910,2001 super output areas - middle layer,305,All people who provide unpaid care,595
187,2001,E02005910,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,435
188,2001,E02005910,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,56
189,2001,E02005910,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,104
190,2001,E02005911,2001 super output areas - middle layer,305,All people,7879
191,2001,E02005911,2001 super output areas - middle layer,305,People with limiting long-term illness,925
192,2001,E02005911,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,445
193,2001,E02005911,2001 super output areas - middle layer,305,People whose health was good,6103
194,2001,E02005911,2001 super output areas - middle layer,305,People whose health was fairly good,1335
195,2001,E02005911,2001 super output areas - middle layer,305,People whose health was not good,441
196,2001,E02005911,2001 super output areas - middle layer,305,All people who provide unpaid care,659
197,2001,E02005911,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,532
198,2001,E02005911,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,49
199,2001,E02005911,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,78
200,2001,E02005912,2001 super output areas - middle layer,305,All people,8615
201,2001,E02005912,2001 super output areas - middle layer,305,People with limiting long-term illness,1295
202,2001,E02005912,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,520
203,2001,E02005912,2001 super output areas - middle layer,305,People whose health was good,6411
204,2001,E02005912,2001 super output areas - middle layer,305,People whose health was fairly good,1668
205,2001,E02005912,2001 super output areas - middle layer,305,People whose health was not good,536
206,2001,E02005912,2001 super output areas - middle layer,305,All people who provide unpaid care,875
207,2001,E02005912,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,679
208,2001,E02005912,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,77
209,2001,E02005912,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,119
210,2001,E02005913,2001 super output areas - middle layer,305,All people,6516
211,2001,E02005913,2001 super output areas - middle layer,305,People with limiting long-term illness,1088
212,2001,E02005913,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,369
213,2001,E02005913,2001 super output areas - middle layer,305,People whose health was good,4633
214,2001,E02005913,2001 super output areas - middle layer,305,People whose health was fairly good,1374
215,2001,E02005913,2001 super output areas - middle layer,305,People whose health was not good,509
216,2001,E02005913,2001 super output areas - middle layer,305,All people who provide unpaid care,751
217,2001,E02005913,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,601
218,2001,E02005913,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,59
219,2001,E02005913,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,91
220,2001,E02005914,2001 super output areas - middle layer,305,All people,7373
221,2001,E02005914,2001 super output areas - middle layer,305,People with limiting long-term illness,1341
222,2001,E02005914,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,641
223,2001,E02005914,2001 super output areas - middle layer,305,People whose health was good,5104
224,2001,E02005914,2001 super output areas - middle layer,305,People whose health was fairly good,1631
225,2001,E02005914,2001 super output areas - middle layer,305,People whose health was not good,638
226,2001,E02005914,2001 super output areas - middle layer,305,All people who provide unpaid care,685
227,2001,E02005914,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,463
228,2001,E02005914,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
229,2001,E02005914,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,155
230,2001,E02005915,2001 super output areas - middle layer,305,All people,5469
231,2001,E02005915,2001 super output areas - middle layer,305,People with limiting long-term illness,801
232,2001,E02005915,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,364
233,2001,E02005915,2001 super output areas - middle layer,305,People whose health was good,3990
234,2001,E02005915,2001 super output areas - middle layer,305,People whose health was fairly good,1131
235,2001,E02005915,2001 super output areas - middle layer,305,People whose health was not good,348
236,2001,E02005915,2001 super output areas - middle layer,305,All people who provide unpaid care,660
237,2001,E02005915,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,505
238,2001,E02005915,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
239,2001,E02005915,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,88
240,2001,E02005916,2001 super output areas - middle layer,305,All people,6441
241,2001,E02005916,2001 super output areas - middle layer,305,People with limiting long-term illness,1185
242,2001,E02005916,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,489
243,2001,E02005916,2001 super output areas - middle layer,305,People whose health was good,4452
244,2001,E02005916,2001 super output areas - middle layer,305,People whose health was fairly good,1452
245,2001,E02005916,2001 super output areas - middle layer,305,People whose health was not good,537
246,2001,E02005916,2001 super output areas - middle layer,305,All people who provide unpaid care,737
247,2001,E02005916,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,541
248,2001,E02005916,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
249,2001,E02005916,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,129
250,2001,E02005917,2001 super output areas - middle layer,305,All people,5430
251,2001,E02005917,2001 super output areas - middle layer,305,People with limiting long-term illness,823
252,2001,E02005917,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,281
253,2001,E02005917,2001 super output areas - middle layer,305,People whose health was good,4086
254,2001,E02005917,2001 super output areas - middle layer,305,People whose health was fairly good,1039
255,2001,E02005917,2001 super output areas - middle layer,305,People whose health was not good,305
256,2001,E02005917,2001 super output areas - middle layer,305,All people who provide unpaid care,665
257,2001,E02005917,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,554
258,2001,E02005917,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,38
259,2001,E02005917,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,73
260,2001,E02005918,2001 super output areas - middle layer,305,All people,5254
261,2001,E02005918,2001 super output areas - middle layer,305,People with limiting long-term illness,914
262,2001,E02005918,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,358
263,2001,E02005918,2001 super output areas - middle layer,305,People whose health was good,3694
264,2001,E02005918,2001 super output areas - middle layer,305,People whose health was fairly good,1152
265,2001,E02005918,2001 super output areas - middle layer,305,People whose health was not good,408
266,2001,E02005918,2001 super output areas - middle layer,305,All people who provide unpaid care,638
267,2001,E02005918,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,490
268,2001,E02005918,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,53
269,2001,E02005918,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,95
270,2001,E02005919,2001 super output areas - middle layer,305,All people,5714
271,2001,E02005919,2001 super output areas - middle layer,305,People with limiting long-term illness,891
272,2001,E02005919,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,359
273,2001,E02005919,2001 super output areas - middle layer,305,People whose health was good,4092
274,2001,E02005919,2001 super output areas - middle layer,305,People whose health was fairly good,1184
275,2001,E02005919,2001 super output areas - middle layer,305,People whose health was not good,438
276,2001,E02005919,2001 super output areas - middle layer,305,All people who provide unpaid care,611
277,2001,E02005919,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,470
278,2001,E02005919,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,58
279,2001,E02005919,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,83
280,2001,E02005920,2001 super output areas - middle layer,305,All people,7058
281,2001,E02005920,2001 super output areas - middle layer,305,People with limiting long-term illness,972
282,2001,E02005920,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,408
283,2001,E02005920,2001 super output areas - middle layer,305,People whose health was good,5311
284,2001,E02005920,2001 super output areas - middle layer,305,People whose health was fairly good,1342
285,2001,E02005920,2001 super output areas - middle layer,305,People whose health was not good,405
286,2001,E02005920,2001 super output areas - middle layer,305,All people who provide unpaid care,785
287,2001,E02005920,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,638
288,2001,E02005920,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,57
289,2001,E02005920,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,90
290,2001,E02002905,2001 super output areas - middle layer,305,All people,6026
291,2001,E02002905,2001 super output areas - middle layer,305,People with limiting long-term illness,970
292,2001,E02002905,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,372
293,2001,E02002905,2001 super output areas - middle layer,305,People whose health was good,4255
294,2001,E02002905,2001 super output areas - middle layer,305,People whose health was fairly good,1320
295,2001,E02002905,2001 super output areas - middle layer,305,People whose health was not good,451
296,2001,E02002905,2001 super output areas - middle layer,305,All people who provide unpaid care,662
297,2001,E02002905,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,508
298,2001,E02002905,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,62
299,2001,E02002905,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,92
300,2001,E02002906,2001 super output areas - middle layer,305,All people,5648
301,2001,E02002906,2001 super output areas - middle layer,305,People with limiting long-term illness,1128
302,2001,E02002906,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,468
303,2001,E02002906,2001 super output areas - middle layer,305,People whose health was good,3668
304,2001,E02002906,2001 super output areas - middle layer,305,People whose health was fairly good,1459
305,2001,E02002906,2001 super output areas - middle layer,305,People whose health was not good,521
306,2001,E02002906,2001 super output areas - middle layer,305,All people who provide unpaid care,455
307,2001,E02002906,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,300
308,2001,E02002906,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,48
309,2001,E02002906,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,107
310,2001,E02002907,2001 super output areas - middle layer,305,All people,5466
311,2001,E02002907,2001 super output areas - middle layer,305,People with limiting long-term illness,1214
312,2001,E02002907,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,458
313,2001,E02002907,2001 super output areas - middle layer,305,People whose health was good,3379
314,2001,E02002907,2001 super output areas - middle layer,305,People whose health was fairly good,1478
315,2001,E02002907,2001 super output areas - middle layer,305,People whose health was not good,609
316,2001,E02002907,2001 super output areas - middle layer,305,All people who provide unpaid care,587
317,2001,E02002907,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,387
318,2001,E02002907,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
319,2001,E02002907,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,133
320,2001,E02002908,2001 super output areas - middle layer,305,All people,8400
321,2001,E02002908,2001 super output areas - middle layer,305,People with limiting long-term illness,1558
322,2001,E02002908,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,681
323,2001,E02002908,2001 super output areas - middle layer,305,People whose health was good,5808
324,2001,E02002908,2001 super output areas - middle layer,305,People whose health was fairly good,1908
325,2001,E02002908,2001 super output areas - middle layer,305,People whose health was not good,684
326,2001,E02002908,2001 super output areas - middle layer,305,All people who provide unpaid care,976
327,2001,E02002908,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,709
328,2001,E02002908,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,90
329,2001,E02002908,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,177
330,2001,E02002909,2001 super output areas - middle layer,305,All people,10218
331,2001,E02002909,2001 super output areas - middle layer,305,People with limiting long-term illness,1830
332,2001,E02002909,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,780
333,2001,E02002909,2001 super output areas - middle layer,305,People whose health was good,7008
334,2001,E02002909,2001 super output areas - middle layer,305,People whose health was fairly good,2368
335,2001,E02002909,2001 super output areas - middle layer,305,People whose health was not good,842
336,2001,E02002909,2001 super output areas - middle layer,305,All people who provide unpaid care,1062
337,2001,E02002909,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,768
338,2001,E02002909,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,97
339,2001,E02002909,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,197
340,2001,E02002910,2001 super output areas - middle layer,305,All people,7768
341,2001,E02002910,2001 super output areas - middle layer,305,People with limiting long-term illness,1476
342,2001,E02002910,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,581
343,2001,E02002910,2001 super output areas - middle layer,305,People whose health was good,5235
344,2001,E02002910,2001 super output areas - middle layer,305,People whose health was fairly good,1850
345,2001,E02002910,2001 super output areas - middle layer,305,People whose health was not good,683
346,2001,E02002910,2001 super output areas - middle layer,305,All people who provide unpaid care,784
