,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_TENHUK11_NAME,OBS_VALUE
54,2001,E02003205,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,127
55,2001,E02003205,2001 super output areas - middle layer,305,Other,57
56,2001,E02003206,2001 super output areas - middle layer,305,All categories: Tenure,3768
57,2001,E02003206,2001 super output areas - middle layer,305,Owned outright,1446
58,2001,E02003206,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1582
59,2001,E02003206,2001 super output areas - middle layer,305,Shared ownership,16
60,2001,E02003206,2001 super output areas - middle layer,305,Rented from council(local authority),63
61,2001,E02003206,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,112
62,2001,E02003206,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,478
63,2001,E02003206,2001 super output areas - middle layer,305,Other,71
64,2001,E02003207,2001 super output areas - middle layer,305,All categories: Tenure,2684
65,2001,E02003207,2001 super output areas - middle layer,305,Owned outright,632
66,2001,E02003207,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1024
67,2001,E02003207,2001 super output areas - middle layer,305,Shared ownership,28
68,2001,E02003207,2001 super output areas - middle layer,305,Rented from council(local authority),505
69,2001,E02003207,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,143
70,2001,E02003207,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,178
71,2001,E02003207,2001 super output areas - middle layer,305,Other,174
72,2001,E02003208,2001 super output areas - middle layer,305,All categories: Tenure,3922
73,2001,E02003208,2001 super output areas - middle layer,305,Owned outright,1209
74,2001,E02003208,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1131
75,2001,E02003208,2001 super output areas - middle layer,305,Shared ownership,52
76,2001,E02003208,2001 super output areas - middle layer,305,Rented from council(local authority),610
77,2001,E02003208,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,140
78,2001,E02003208,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,630
79,2001,E02003208,2001 super output areas - middle layer,305,Other,150
80,2001,E02003209,2001 super output areas - middle layer,305,All categories: Tenure,2281
81,2001,E02003209,2001 super output areas - middle layer,305,Owned outright,707
82,2001,E02003209,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1007
83,2001,E02003209,2001 super output areas - middle layer,305,Shared ownership,11
84,2001,E02003209,2001 super output areas - middle layer,305,Rented from council(local authority),286
85,2001,E02003209,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,79
86,2001,E02003209,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,127
87,2001,E02003209,2001 super output areas - middle layer,305,Other,64
88,2001,E02003210,2001 super output areas - middle layer,305,All categories: Tenure,4014
89,2001,E02003210,2001 super output areas - middle layer,305,Owned outright,2022
90,2001,E02003210,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1305
91,2001,E02003210,2001 super output areas - middle layer,305,Shared ownership,18
92,2001,E02003210,2001 super output areas - middle layer,305,Rented from council(local authority),43
93,2001,E02003210,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,77
94,2001,E02003210,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,467
95,2001,E02003210,2001 super output areas - middle layer,305,Other,82
96,2001,E02003211,2001 super output areas - middle layer,305,All categories: Tenure,3837
97,2001,E02003211,2001 super output areas - middle layer,305,Owned outright,2400
98,2001,E02003211,2001 super output areas - middle layer,305,Owned with a mortgage or loan,917
99,2001,E02003211,2001 super output areas - middle layer,305,Shared ownership,12
100,2001,E02003211,2001 super output areas - middle layer,305,Rented from council(local authority),24
101,2001,E02003211,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,22
102,2001,E02003211,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,351
103,2001,E02003211,2001 super output areas - middle layer,305,Other,111
104,2001,E02003090,2001 super output areas - middle layer,305,All categories: Tenure,2712
105,2001,E02003090,2001 super output areas - middle layer,305,Owned outright,1003
106,2001,E02003090,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1300
107,2001,E02003090,2001 super output areas - middle layer,305,Shared ownership,8
108,2001,E02003090,2001 super output areas - middle layer,305,Rented from council(local authority),167
109,2001,E02003090,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,18
110,2001,E02003090,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,145
111,2001,E02003090,2001 super output areas - middle layer,305,Other,71
112,2001,E02003091,2001 super output areas - middle layer,305,All categories: Tenure,2668
113,2001,E02003091,2001 super output areas - middle layer,305,Owned outright,847
114,2001,E02003091,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1249
115,2001,E02003091,2001 super output areas - middle layer,305,Shared ownership,8
116,2001,E02003091,2001 super output areas - middle layer,305,Rented from council(local authority),269
117,2001,E02003091,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,94
118,2001,E02003091,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,123
119,2001,E02003091,2001 super output areas - middle layer,305,Other,78
120,2001,E02003092,2001 super output areas - middle layer,305,All categories: Tenure,2674
121,2001,E02003092,2001 super output areas - middle layer,305,Owned outright,809
122,2001,E02003092,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1358
123,2001,E02003092,2001 super output areas - middle layer,305,Shared ownership,16
124,2001,E02003092,2001 super output areas - middle layer,305,Rented from council(local authority),226
125,2001,E02003092,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,24
126,2001,E02003092,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,143
127,2001,E02003092,2001 super output areas - middle layer,305,Other,98
128,2001,E02003093,2001 super output areas - middle layer,305,All categories: Tenure,2589
129,2001,E02003093,2001 super output areas - middle layer,305,Owned outright,1176
130,2001,E02003093,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1014
131,2001,E02003093,2001 super output areas - middle layer,305,Shared ownership,5
132,2001,E02003093,2001 super output areas - middle layer,305,Rented from council(local authority),137
133,2001,E02003093,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,4
134,2001,E02003093,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,156
135,2001,E02003093,2001 super output areas - middle layer,305,Other,97
136,2001,E02003094,2001 super output areas - middle layer,305,All categories: Tenure,2831
137,2001,E02003094,2001 super output areas - middle layer,305,Owned outright,1045
138,2001,E02003094,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1360
139,2001,E02003094,2001 super output areas - middle layer,305,Shared ownership,10
140,2001,E02003094,2001 super output areas - middle layer,305,Rented from council(local authority),161
141,2001,E02003094,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,10
142,2001,E02003094,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,168
143,2001,E02003094,2001 super output areas - middle layer,305,Other,77
144,2001,E02003095,2001 super output areas - middle layer,305,All categories: Tenure,2621
145,2001,E02003095,2001 super output areas - middle layer,305,Owned outright,645
146,2001,E02003095,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1630
147,2001,E02003095,2001 super output areas - middle layer,305,Shared ownership,14
148,2001,E02003095,2001 super output areas - middle layer,305,Rented from council(local authority),58
149,2001,E02003095,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,102
150,2001,E02003095,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,135
151,2001,E02003095,2001 super output areas - middle layer,305,Other,37
152,2001,E02003096,2001 super output areas - middle layer,305,All categories: Tenure,2655
153,2001,E02003096,2001 super output areas - middle layer,305,Owned outright,577
154,2001,E02003096,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1587
155,2001,E02003096,2001 super output areas - middle layer,305,Shared ownership,8
156,2001,E02003096,2001 super output areas - middle layer,305,Rented from council(local authority),252
157,2001,E02003096,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,11
158,2001,E02003096,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,159
159,2001,E02003096,2001 super output areas - middle layer,305,Other,61
160,2001,E02003097,2001 super output areas - middle layer,305,All categories: Tenure,2660
161,2001,E02003097,2001 super output areas - middle layer,305,Owned outright,935
162,2001,E02003097,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1244
163,2001,E02003097,2001 super output areas - middle layer,305,Shared ownership,38
164,2001,E02003097,2001 super output areas - middle layer,305,Rented from council(local authority),211
165,2001,E02003097,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,21
166,2001,E02003097,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,135
167,2001,E02003097,2001 super output areas - middle layer,305,Other,76
168,2001,E02003098,2001 super output areas - middle layer,305,All categories: Tenure,3774
169,2001,E02003098,2001 super output areas - middle layer,305,Owned outright,486
170,2001,E02003098,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2561
171,2001,E02003098,2001 super output areas - middle layer,305,Shared ownership,14
172,2001,E02003098,2001 super output areas - middle layer,305,Rented from council(local authority),36
173,2001,E02003098,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,36
174,2001,E02003098,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,570
175,2001,E02003098,2001 super output areas - middle layer,305,Other,71
176,2001,E02003099,2001 super output areas - middle layer,305,All categories: Tenure,2743
177,2001,E02003099,2001 super output areas - middle layer,305,Owned outright,909
178,2001,E02003099,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1433
179,2001,E02003099,2001 super output areas - middle layer,305,Shared ownership,9
180,2001,E02003099,2001 super output areas - middle layer,305,Rented from council(local authority),154
181,2001,E02003099,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,70
182,2001,E02003099,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,115
183,2001,E02003099,2001 super output areas - middle layer,305,Other,53
184,2001,E02003100,2001 super output areas - middle layer,305,All categories: Tenure,4389
185,2001,E02003100,2001 super output areas - middle layer,305,Owned outright,1226
186,2001,E02003100,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2049
187,2001,E02003100,2001 super output areas - middle layer,305,Shared ownership,30
188,2001,E02003100,2001 super output areas - middle layer,305,Rented from council(local authority),582
189,2001,E02003100,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,188
190,2001,E02003100,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,208
191,2001,E02003100,2001 super output areas - middle layer,305,Other,106
192,2001,E02003101,2001 super output areas - middle layer,305,All categories: Tenure,3883
193,2001,E02003101,2001 super output areas - middle layer,305,Owned outright,463
194,2001,E02003101,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2487
195,2001,E02003101,2001 super output areas - middle layer,305,Shared ownership,32
196,2001,E02003101,2001 super output areas - middle layer,305,Rented from council(local authority),35
197,2001,E02003101,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,271
198,2001,E02003101,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,520
199,2001,E02003101,2001 super output areas - middle layer,305,Other,75
200,2001,E02003102,2001 super output areas - middle layer,305,All categories: Tenure,2405
201,2001,E02003102,2001 super output areas - middle layer,305,Owned outright,962
202,2001,E02003102,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1100
203,2001,E02003102,2001 super output areas - middle layer,305,Shared ownership,11
204,2001,E02003102,2001 super output areas - middle layer,305,Rented from council(local authority),191
205,2001,E02003102,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,28
206,2001,E02003102,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,57
207,2001,E02003102,2001 super output areas - middle layer,305,Other,56
208,2001,E02003103,2001 super output areas - middle layer,305,All categories: Tenure,2759
209,2001,E02003103,2001 super output areas - middle layer,305,Owned outright,523
210,2001,E02003103,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1933
211,2001,E02003103,2001 super output areas - middle layer,305,Shared ownership,10
212,2001,E02003103,2001 super output areas - middle layer,305,Rented from council(local authority),47
213,2001,E02003103,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,20
214,2001,E02003103,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,178
215,2001,E02003103,2001 super output areas - middle layer,305,Other,48
216,2001,E02003104,2001 super output areas - middle layer,305,All categories: Tenure,3136
217,2001,E02003104,2001 super output areas - middle layer,305,Owned outright,773
218,2001,E02003104,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1766
219,2001,E02003104,2001 super output areas - middle layer,305,Shared ownership,32
220,2001,E02003104,2001 super output areas - middle layer,305,Rented from council(local authority),284
221,2001,E02003104,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,31
222,2001,E02003104,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,175
223,2001,E02003104,2001 super output areas - middle layer,305,Other,75
224,2001,E02003105,2001 super output areas - middle layer,305,All categories: Tenure,2447
225,2001,E02003105,2001 super output areas - middle layer,305,Owned outright,1043
226,2001,E02003105,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1012
227,2001,E02003105,2001 super output areas - middle layer,305,Shared ownership,8
228,2001,E02003105,2001 super output areas - middle layer,305,Rented from council(local authority),260
229,2001,E02003105,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,9
230,2001,E02003105,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,62
231,2001,E02003105,2001 super output areas - middle layer,305,Other,53
232,2001,E02003106,2001 super output areas - middle layer,305,All categories: Tenure,2557
233,2001,E02003106,2001 super output areas - middle layer,305,Owned outright,805
234,2001,E02003106,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1281
235,2001,E02003106,2001 super output areas - middle layer,305,Shared ownership,12
236,2001,E02003106,2001 super output areas - middle layer,305,Rented from council(local authority),86
237,2001,E02003106,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,39
238,2001,E02003106,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,264
239,2001,E02003106,2001 super output areas - middle layer,305,Other,70
240,2001,E02003107,2001 super output areas - middle layer,305,All categories: Tenure,4167
241,2001,E02003107,2001 super output areas - middle layer,305,Owned outright,1470
242,2001,E02003107,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1648
243,2001,E02003107,2001 super output areas - middle layer,305,Shared ownership,58
244,2001,E02003107,2001 super output areas - middle layer,305,Rented from council(local authority),462
245,2001,E02003107,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,105
246,2001,E02003107,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,289
247,2001,E02003107,2001 super output areas - middle layer,305,Other,135
248,2001,E02003108,2001 super output areas - middle layer,305,All categories: Tenure,3008
249,2001,E02003108,2001 super output areas - middle layer,305,Owned outright,1180
250,2001,E02003108,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1393
251,2001,E02003108,2001 super output areas - middle layer,305,Shared ownership,10
252,2001,E02003108,2001 super output areas - middle layer,305,Rented from council(local authority),212
253,2001,E02003108,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,32
254,2001,E02003108,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,100
255,2001,E02003108,2001 super output areas - middle layer,305,Other,81
256,2001,E02003109,2001 super output areas - middle layer,305,All categories: Tenure,2355
257,2001,E02003109,2001 super output areas - middle layer,305,Owned outright,1135
258,2001,E02003109,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1078
259,2001,E02003109,2001 super output areas - middle layer,305,Shared ownership,3
260,2001,E02003109,2001 super output areas - middle layer,305,Rented from council(local authority),57
261,2001,E02003109,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,3
262,2001,E02003109,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,43
263,2001,E02003109,2001 super output areas - middle layer,305,Other,36
264,2001,E02003110,2001 super output areas - middle layer,305,All categories: Tenure,3214
265,2001,E02003110,2001 super output areas - middle layer,305,Owned outright,721
266,2001,E02003110,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2267
267,2001,E02003110,2001 super output areas - middle layer,305,Shared ownership,5
268,2001,E02003110,2001 super output areas - middle layer,305,Rented from council(local authority),10
269,2001,E02003110,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,29
270,2001,E02003110,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,140
271,2001,E02003110,2001 super output areas - middle layer,305,Other,42
272,2001,E02003111,2001 super output areas - middle layer,305,All categories: Tenure,2523
273,2001,E02003111,2001 super output areas - middle layer,305,Owned outright,1064
274,2001,E02003111,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1105
275,2001,E02003111,2001 super output areas - middle layer,305,Shared ownership,12
276,2001,E02003111,2001 super output areas - middle layer,305,Rented from council(local authority),154
277,2001,E02003111,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,16
278,2001,E02003111,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,125
279,2001,E02003111,2001 super output areas - middle layer,305,Other,47
280,2001,E02003112,2001 super output areas - middle layer,305,All categories: Tenure,2484
281,2001,E02003112,2001 super output areas - middle layer,305,Owned outright,714
282,2001,E02003112,2001 super output areas - middle layer,305,Owned with a mortgage or loan,970
283,2001,E02003112,2001 super output areas - middle layer,305,Shared ownership,11
284,2001,E02003112,2001 super output areas - middle layer,305,Rented from council(local authority),528
285,2001,E02003112,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,123
286,2001,E02003112,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,72
287,2001,E02003112,2001 super output areas - middle layer,305,Other,66
288,2001,E02003113,2001 super output areas - middle layer,305,All categories: Tenure,3870
289,2001,E02003113,2001 super output areas - middle layer,305,Owned outright,1348
290,2001,E02003113,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1504
291,2001,E02003113,2001 super output areas - middle layer,305,Shared ownership,10
292,2001,E02003113,2001 super output areas - middle layer,305,Rented from council(local authority),301
293,2001,E02003113,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,130
294,2001,E02003113,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,329
295,2001,E02003113,2001 super output areas - middle layer,305,Other,248
296,2001,E02003114,2001 super output areas - middle layer,305,All categories: Tenure,2896
297,2001,E02003114,2001 super output areas - middle layer,305,Owned outright,1118
298,2001,E02003114,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1213
299,2001,E02003114,2001 super output areas - middle layer,305,Shared ownership,10
300,2001,E02003114,2001 super output areas - middle layer,305,Rented from council(local authority),287
301,2001,E02003114,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,67
302,2001,E02003114,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,143
303,2001,E02003114,2001 super output areas - middle layer,305,Other,58
304,2001,E02003115,2001 super output areas - middle layer,305,All categories: Tenure,3578
305,2001,E02003115,2001 super output areas - middle layer,305,Owned outright,1205
306,2001,E02003115,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1562
307,2001,E02003115,2001 super output areas - middle layer,305,Shared ownership,22
308,2001,E02003115,2001 super output areas - middle layer,305,Rented from council(local authority),401
309,2001,E02003115,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,82
310,2001,E02003115,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,197
311,2001,E02003115,2001 super output areas - middle layer,305,Other,109
312,2001,E02003116,2001 super output areas - middle layer,305,All categories: Tenure,3100
313,2001,E02003116,2001 super output areas - middle layer,305,Owned outright,896
314,2001,E02003116,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1181
315,2001,E02003116,2001 super output areas - middle layer,305,Shared ownership,22
316,2001,E02003116,2001 super output areas - middle layer,305,Rented from council(local authority),629
317,2001,E02003116,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,175
318,2001,E02003116,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,101
319,2001,E02003116,2001 super output areas - middle layer,305,Other,96
320,2001,E02003117,2001 super output areas - middle layer,305,All categories: Tenure,3076
321,2001,E02003117,2001 super output areas - middle layer,305,Owned outright,1007
322,2001,E02003117,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1461
323,2001,E02003117,2001 super output areas - middle layer,305,Shared ownership,13
324,2001,E02003117,2001 super output areas - middle layer,305,Rented from council(local authority),310
325,2001,E02003117,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,43
326,2001,E02003117,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,156
327,2001,E02003117,2001 super output areas - middle layer,305,Other,86
328,2001,E02003118,2001 super output areas - middle layer,305,All categories: Tenure,3760
329,2001,E02003118,2001 super output areas - middle layer,305,Owned outright,926
330,2001,E02003118,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2292
331,2001,E02003118,2001 super output areas - middle layer,305,Shared ownership,18
332,2001,E02003118,2001 super output areas - middle layer,305,Rented from council(local authority),234
333,2001,E02003118,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,78
334,2001,E02003118,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,156
335,2001,E02003118,2001 super output areas - middle layer,305,Other,56
336,2001,E02003119,2001 super output areas - middle layer,305,All categories: Tenure,3975
337,2001,E02003119,2001 super output areas - middle layer,305,Owned outright,960
338,2001,E02003119,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1977
339,2001,E02003119,2001 super output areas - middle layer,305,Shared ownership,21
340,2001,E02003119,2001 super output areas - middle layer,305,Rented from council(local authority),627
341,2001,E02003119,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,171
342,2001,E02003119,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,115
343,2001,E02003119,2001 super output areas - middle layer,305,Other,104
344,2001,E02003120,2001 super output areas - middle layer,305,All categories: Tenure,3367
345,2001,E02003120,2001 super output areas - middle layer,305,Owned outright,1408
346,2001,E02003120,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1551
347,2001,E02003120,2001 super output areas - middle layer,305,Shared ownership,6
348,2001,E02003120,2001 super output areas - middle layer,305,Rented from council(local authority),168
349,2001,E02003120,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,75
350,2001,E02003120,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,99
351,2001,E02003120,2001 super output areas - middle layer,305,Other,60
352,2001,E02003121,2001 super output areas - middle layer,305,All categories: Tenure,4162
353,2001,E02003121,2001 super output areas - middle layer,305,Owned outright,1503
354,2001,E02003121,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2334
355,2001,E02003121,2001 super output areas - middle layer,305,Shared ownership,18
356,2001,E02003121,2001 super output areas - middle layer,305,Rented from council(local authority),36
357,2001,E02003121,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,51
358,2001,E02003121,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,160
359,2001,E02003121,2001 super output areas - middle layer,305,Other,60
360,2001,E02003212,2001 super output areas - middle layer,305,All categories: Tenure,3482
361,2001,E02003212,2001 super output areas - middle layer,305,Owned outright,1075
362,2001,E02003212,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1554
363,2001,E02003212,2001 super output areas - middle layer,305,Shared ownership,6
364,2001,E02003212,2001 super output areas - middle layer,305,Rented from council(local authority),431
365,2001,E02003212,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,120
366,2001,E02003212,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,193
367,2001,E02003212,2001 super output areas - middle layer,305,Other,103
368,2001,E02003213,2001 super output areas - middle layer,305,All categories: Tenure,3470
369,2001,E02003213,2001 super output areas - middle layer,305,Owned outright,446
370,2001,E02003213,2001 super output areas - middle layer,305,Owned with a mortgage or loan,2745
371,2001,E02003213,2001 super output areas - middle layer,305,Shared ownership,4
