,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,DEPCHILD_NAME,OBS_VALUE
53,2001,E02002567,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1157
54,2001,E02002568,2001 super output areas - middle layer,305,All households,2322
55,2001,E02002568,2001 super output areas - middle layer,305,No adults in employment - with dependent children,22
56,2001,E02002568,2001 super output areas - middle layer,305,No adults in employment - without dependent children,973
57,2001,E02002568,2001 super output areas - middle layer,305,With dependent children - all ages,618
58,2001,E02002568,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,194
59,2001,E02002568,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,758
60,2001,E02002569,2001 super output areas - middle layer,305,All households,3866
61,2001,E02002569,2001 super output areas - middle layer,305,No adults in employment - with dependent children,29
62,2001,E02002569,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1633
63,2001,E02002569,2001 super output areas - middle layer,305,With dependent children - all ages,1024
64,2001,E02002569,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,293
65,2001,E02002569,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1349
66,2001,E02002570,2001 super output areas - middle layer,305,All households,3280
67,2001,E02002570,2001 super output areas - middle layer,305,No adults in employment - with dependent children,223
68,2001,E02002570,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1164
69,2001,E02002570,2001 super output areas - middle layer,305,With dependent children - all ages,919
70,2001,E02002570,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,376
71,2001,E02002570,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1293
72,2001,E02002571,2001 super output areas - middle layer,305,All households,2220
73,2001,E02002571,2001 super output areas - middle layer,305,No adults in employment - with dependent children,217
74,2001,E02002571,2001 super output areas - middle layer,305,No adults in employment - without dependent children,784
75,2001,E02002571,2001 super output areas - middle layer,305,With dependent children - all ages,705
76,2001,E02002571,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,275
77,2001,E02002571,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,923
78,2001,E02002572,2001 super output areas - middle layer,305,All households,2620
79,2001,E02002572,2001 super output areas - middle layer,305,No adults in employment - with dependent children,281
80,2001,E02002572,2001 super output areas - middle layer,305,No adults in employment - without dependent children,838
81,2001,E02002572,2001 super output areas - middle layer,305,With dependent children - all ages,871
82,2001,E02002572,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,365
83,2001,E02002572,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,982
84,2001,E02002573,2001 super output areas - middle layer,305,All households,2864
85,2001,E02002573,2001 super output areas - middle layer,305,No adults in employment - with dependent children,51
86,2001,E02002573,2001 super output areas - middle layer,305,No adults in employment - without dependent children,901
87,2001,E02002573,2001 super output areas - middle layer,305,With dependent children - all ages,819
88,2001,E02002573,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,263
89,2001,E02002573,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,922
90,2001,E02002483,2001 super output areas - middle layer,305,All households,2966
91,2001,E02002483,2001 super output areas - middle layer,305,No adults in employment - with dependent children,136
92,2001,E02002483,2001 super output areas - middle layer,305,No adults in employment - without dependent children,955
93,2001,E02002483,2001 super output areas - middle layer,305,With dependent children - all ages,1041
94,2001,E02002483,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,411
95,2001,E02002483,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1163
96,2001,E02002484,2001 super output areas - middle layer,305,All households,4251
97,2001,E02002484,2001 super output areas - middle layer,305,No adults in employment - with dependent children,482
98,2001,E02002484,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1836
99,2001,E02002484,2001 super output areas - middle layer,305,With dependent children - all ages,1335
100,2001,E02002484,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,509
101,2001,E02002484,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,2105
102,2001,E02002485,2001 super output areas - middle layer,305,All households,3709
103,2001,E02002485,2001 super output areas - middle layer,305,No adults in employment - with dependent children,410
104,2001,E02002485,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1394
105,2001,E02002485,2001 super output areas - middle layer,305,With dependent children - all ages,1261
106,2001,E02002485,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,507
107,2001,E02002485,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1779
108,2001,E02002486,2001 super output areas - middle layer,305,All households,2239
109,2001,E02002486,2001 super output areas - middle layer,305,No adults in employment - with dependent children,32
110,2001,E02002486,2001 super output areas - middle layer,305,No adults in employment - without dependent children,626
111,2001,E02002486,2001 super output areas - middle layer,305,With dependent children - all ages,741
112,2001,E02002486,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,242
113,2001,E02002486,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,743
114,2001,E02002487,2001 super output areas - middle layer,305,All households,2606
115,2001,E02002487,2001 super output areas - middle layer,305,No adults in employment - with dependent children,306
116,2001,E02002487,2001 super output areas - middle layer,305,No adults in employment - without dependent children,923
117,2001,E02002487,2001 super output areas - middle layer,305,With dependent children - all ages,777
118,2001,E02002487,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,328
119,2001,E02002487,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1015
120,2001,E02002488,2001 super output areas - middle layer,305,All households,2297
121,2001,E02002488,2001 super output areas - middle layer,305,No adults in employment - with dependent children,58
122,2001,E02002488,2001 super output areas - middle layer,305,No adults in employment - without dependent children,817
123,2001,E02002488,2001 super output areas - middle layer,305,With dependent children - all ages,752
124,2001,E02002488,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,244
125,2001,E02002488,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,850
126,2001,E02002489,2001 super output areas - middle layer,305,All households,3223
127,2001,E02002489,2001 super output areas - middle layer,305,No adults in employment - with dependent children,229
128,2001,E02002489,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1297
129,2001,E02002489,2001 super output areas - middle layer,305,With dependent children - all ages,963
130,2001,E02002489,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,330
131,2001,E02002489,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1488
132,2001,E02002490,2001 super output areas - middle layer,305,All households,2768
133,2001,E02002490,2001 super output areas - middle layer,305,No adults in employment - with dependent children,261
134,2001,E02002490,2001 super output areas - middle layer,305,No adults in employment - without dependent children,938
135,2001,E02002490,2001 super output areas - middle layer,305,With dependent children - all ages,989
136,2001,E02002490,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,386
137,2001,E02002490,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1180
138,2001,E02002491,2001 super output areas - middle layer,305,All households,2732
139,2001,E02002491,2001 super output areas - middle layer,305,No adults in employment - with dependent children,244
140,2001,E02002491,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1230
141,2001,E02002491,2001 super output areas - middle layer,305,With dependent children - all ages,864
142,2001,E02002491,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,288
143,2001,E02002491,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1427
144,2001,E02002492,2001 super output areas - middle layer,305,All households,2602
145,2001,E02002492,2001 super output areas - middle layer,305,No adults in employment - with dependent children,184
146,2001,E02002492,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1105
147,2001,E02002492,2001 super output areas - middle layer,305,With dependent children - all ages,745
148,2001,E02002492,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,236
149,2001,E02002492,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1263
150,2001,E02002493,2001 super output areas - middle layer,305,All households,2452
151,2001,E02002493,2001 super output areas - middle layer,305,No adults in employment - with dependent children,57
152,2001,E02002493,2001 super output areas - middle layer,305,No adults in employment - without dependent children,827
153,2001,E02002493,2001 super output areas - middle layer,305,With dependent children - all ages,753
154,2001,E02002493,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,265
155,2001,E02002493,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,988
156,2001,E02002494,2001 super output areas - middle layer,305,All households,3348
157,2001,E02002494,2001 super output areas - middle layer,305,No adults in employment - with dependent children,475
158,2001,E02002494,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1315
159,2001,E02002494,2001 super output areas - middle layer,305,With dependent children - all ages,1201
160,2001,E02002494,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,468
161,2001,E02002494,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1619
162,2001,E02002495,2001 super output areas - middle layer,305,All households,2192
163,2001,E02002495,2001 super output areas - middle layer,305,No adults in employment - with dependent children,43
164,2001,E02002495,2001 super output areas - middle layer,305,No adults in employment - without dependent children,779
165,2001,E02002495,2001 super output areas - middle layer,305,With dependent children - all ages,616
166,2001,E02002495,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,183
167,2001,E02002495,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,896
168,2001,E02002496,2001 super output areas - middle layer,305,All households,3768
169,2001,E02002496,2001 super output areas - middle layer,305,No adults in employment - with dependent children,480
170,2001,E02002496,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1599
171,2001,E02002496,2001 super output areas - middle layer,305,With dependent children - all ages,1143
172,2001,E02002496,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,544
173,2001,E02002496,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1607
174,2001,E02002497,2001 super output areas - middle layer,305,All households,2850
175,2001,E02002497,2001 super output areas - middle layer,305,No adults in employment - with dependent children,414
176,2001,E02002497,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1052
177,2001,E02002497,2001 super output areas - middle layer,305,With dependent children - all ages,1040
178,2001,E02002497,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,407
179,2001,E02002497,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1318
180,2001,E02002498,2001 super output areas - middle layer,305,All households,3794
181,2001,E02002498,2001 super output areas - middle layer,305,No adults in employment - with dependent children,452
182,2001,E02002498,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1481
183,2001,E02002498,2001 super output areas - middle layer,305,With dependent children - all ages,1130
184,2001,E02002498,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,514
185,2001,E02002498,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1476
186,2001,E02002499,2001 super output areas - middle layer,305,All households,3026
187,2001,E02002499,2001 super output areas - middle layer,305,No adults in employment - with dependent children,510
188,2001,E02002499,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1260
189,2001,E02002499,2001 super output areas - middle layer,305,With dependent children - all ages,1152
190,2001,E02002499,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,448
191,2001,E02002499,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1569
192,2001,E02002500,2001 super output areas - middle layer,305,All households,2199
193,2001,E02002500,2001 super output areas - middle layer,305,No adults in employment - with dependent children,114
194,2001,E02002500,2001 super output areas - middle layer,305,No adults in employment - without dependent children,743
195,2001,E02002500,2001 super output areas - middle layer,305,With dependent children - all ages,664
196,2001,E02002500,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,226
197,2001,E02002500,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,857
198,2001,E02002501,2001 super output areas - middle layer,305,All households,2368
199,2001,E02002501,2001 super output areas - middle layer,305,No adults in employment - with dependent children,317
200,2001,E02002501,2001 super output areas - middle layer,305,No adults in employment - without dependent children,897
201,2001,E02002501,2001 super output areas - middle layer,305,With dependent children - all ages,816
202,2001,E02002501,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,314
203,2001,E02002501,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1084
204,2001,E02002502,2001 super output areas - middle layer,305,All households,4296
205,2001,E02002502,2001 super output areas - middle layer,305,No adults in employment - with dependent children,568
206,2001,E02002502,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1920
207,2001,E02002502,2001 super output areas - middle layer,305,With dependent children - all ages,1287
208,2001,E02002502,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,471
209,2001,E02002502,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,2129
210,2001,E02002503,2001 super output areas - middle layer,305,All households,2660
211,2001,E02002503,2001 super output areas - middle layer,305,No adults in employment - with dependent children,306
212,2001,E02002503,2001 super output areas - middle layer,305,No adults in employment - without dependent children,904
213,2001,E02002503,2001 super output areas - middle layer,305,With dependent children - all ages,1025
214,2001,E02002503,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,366
215,2001,E02002503,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1109
216,2001,E02002504,2001 super output areas - middle layer,305,All households,3105
217,2001,E02002504,2001 super output areas - middle layer,305,No adults in employment - with dependent children,121
218,2001,E02002504,2001 super output areas - middle layer,305,No adults in employment - without dependent children,888
219,2001,E02002504,2001 super output areas - middle layer,305,With dependent children - all ages,1072
220,2001,E02002504,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,348
221,2001,E02002504,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1107
222,2001,E02002505,2001 super output areas - middle layer,305,All households,2579
223,2001,E02002505,2001 super output areas - middle layer,305,No adults in employment - with dependent children,497
224,2001,E02002505,2001 super output areas - middle layer,305,No adults in employment - without dependent children,993
225,2001,E02002505,2001 super output areas - middle layer,305,With dependent children - all ages,1071
226,2001,E02002505,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,415
227,2001,E02002505,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1213
228,2001,E02002506,2001 super output areas - middle layer,305,All households,2208
229,2001,E02002506,2001 super output areas - middle layer,305,No adults in employment - with dependent children,317
230,2001,E02002506,2001 super output areas - middle layer,305,No adults in employment - without dependent children,961
231,2001,E02002506,2001 super output areas - middle layer,305,With dependent children - all ages,761
232,2001,E02002506,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,307
233,2001,E02002506,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1082
234,2001,E02002507,2001 super output areas - middle layer,305,All households,2297
235,2001,E02002507,2001 super output areas - middle layer,305,No adults in employment - with dependent children,49
236,2001,E02002507,2001 super output areas - middle layer,305,No adults in employment - without dependent children,826
237,2001,E02002507,2001 super output areas - middle layer,305,With dependent children - all ages,700
238,2001,E02002507,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,211
239,2001,E02002507,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,862
240,2001,E02002508,2001 super output areas - middle layer,305,All households,2094
241,2001,E02002508,2001 super output areas - middle layer,305,No adults in employment - with dependent children,43
242,2001,E02002508,2001 super output areas - middle layer,305,No adults in employment - without dependent children,844
243,2001,E02002508,2001 super output areas - middle layer,305,With dependent children - all ages,570
244,2001,E02002508,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,162
245,2001,E02002508,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,846
246,2001,E02002509,2001 super output areas - middle layer,305,All households,2306
247,2001,E02002509,2001 super output areas - middle layer,305,No adults in employment - with dependent children,201
248,2001,E02002509,2001 super output areas - middle layer,305,No adults in employment - without dependent children,788
249,2001,E02002509,2001 super output areas - middle layer,305,With dependent children - all ages,780
250,2001,E02002509,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,237
251,2001,E02002509,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,950
252,2001,E02002510,2001 super output areas - middle layer,305,All households,2424
253,2001,E02002510,2001 super output areas - middle layer,305,No adults in employment - with dependent children,38
254,2001,E02002510,2001 super output areas - middle layer,305,No adults in employment - without dependent children,787
255,2001,E02002510,2001 super output areas - middle layer,305,With dependent children - all ages,717
256,2001,E02002510,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,221
257,2001,E02002510,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,874
258,2001,E02002511,2001 super output areas - middle layer,305,All households,3670
259,2001,E02002511,2001 super output areas - middle layer,305,No adults in employment - with dependent children,61
260,2001,E02002511,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1099
261,2001,E02002511,2001 super output areas - middle layer,305,With dependent children - all ages,1214
262,2001,E02002511,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,339
263,2001,E02002511,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1241
264,2001,E02002512,2001 super output areas - middle layer,305,All households,2118
265,2001,E02002512,2001 super output areas - middle layer,305,No adults in employment - with dependent children,45
266,2001,E02002512,2001 super output areas - middle layer,305,No adults in employment - without dependent children,690
267,2001,E02002512,2001 super output areas - middle layer,305,With dependent children - all ages,684
268,2001,E02002512,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,264
269,2001,E02002512,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,694
270,2001,E02002513,2001 super output areas - middle layer,305,All households,3828
271,2001,E02002513,2001 super output areas - middle layer,305,No adults in employment - with dependent children,411
272,2001,E02002513,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1391
273,2001,E02002513,2001 super output areas - middle layer,305,With dependent children - all ages,1248
274,2001,E02002513,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,499
275,2001,E02002513,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1564
276,2001,E02002514,2001 super output areas - middle layer,305,All households,3574
277,2001,E02002514,2001 super output areas - middle layer,305,No adults in employment - with dependent children,230
278,2001,E02002514,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1186
279,2001,E02002514,2001 super output areas - middle layer,305,With dependent children - all ages,1280
280,2001,E02002514,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,437
281,2001,E02002514,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1449
282,2001,E02002515,2001 super output areas - middle layer,305,All households,2986
283,2001,E02002515,2001 super output areas - middle layer,305,No adults in employment - with dependent children,201
284,2001,E02002515,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1131
285,2001,E02002515,2001 super output areas - middle layer,305,With dependent children - all ages,845
286,2001,E02002515,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,335
287,2001,E02002515,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1251
288,2001,E02002516,2001 super output areas - middle layer,305,All households,2542
289,2001,E02002516,2001 super output areas - middle layer,305,No adults in employment - with dependent children,241
290,2001,E02002516,2001 super output areas - middle layer,305,No adults in employment - without dependent children,978
291,2001,E02002516,2001 super output areas - middle layer,305,With dependent children - all ages,864
292,2001,E02002516,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,326
293,2001,E02002516,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1197
294,2001,E02002517,2001 super output areas - middle layer,305,All households,2405
295,2001,E02002517,2001 super output areas - middle layer,305,No adults in employment - with dependent children,222
296,2001,E02002517,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1004
297,2001,E02002517,2001 super output areas - middle layer,305,With dependent children - all ages,771
298,2001,E02002517,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,293
299,2001,E02002517,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1162
300,2001,E02002518,2001 super output areas - middle layer,305,All households,4354
301,2001,E02002518,2001 super output areas - middle layer,305,No adults in employment - with dependent children,114
302,2001,E02002518,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1469
303,2001,E02002518,2001 super output areas - middle layer,305,With dependent children - all ages,1474
304,2001,E02002518,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,523
305,2001,E02002518,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1557
306,2001,E02002519,2001 super output areas - middle layer,305,All households,3049
307,2001,E02002519,2001 super output areas - middle layer,305,No adults in employment - with dependent children,335
308,2001,E02002519,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1347
309,2001,E02002519,2001 super output areas - middle layer,305,With dependent children - all ages,942
310,2001,E02002519,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,336
311,2001,E02002519,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1557
312,2001,E02002520,2001 super output areas - middle layer,305,All households,5180
313,2001,E02002520,2001 super output areas - middle layer,305,No adults in employment - with dependent children,161
314,2001,E02002520,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1999
315,2001,E02002520,2001 super output areas - middle layer,305,With dependent children - all ages,1406
316,2001,E02002520,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,450
317,2001,E02002520,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,2081
318,2001,E02002521,2001 super output areas - middle layer,305,All households,2592
319,2001,E02002521,2001 super output areas - middle layer,305,No adults in employment - with dependent children,99
320,2001,E02002521,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1057
321,2001,E02002521,2001 super output areas - middle layer,305,With dependent children - all ages,642
322,2001,E02002521,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,216
323,2001,E02002521,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1056
324,2001,E02002522,2001 super output areas - middle layer,305,All households,2504
325,2001,E02002522,2001 super output areas - middle layer,305,No adults in employment - with dependent children,362
326,2001,E02002522,2001 super output areas - middle layer,305,No adults in employment - without dependent children,923
327,2001,E02002522,2001 super output areas - middle layer,305,With dependent children - all ages,954
328,2001,E02002522,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,341
329,2001,E02002522,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1143
330,2001,E02002523,2001 super output areas - middle layer,305,All households,2837
331,2001,E02002523,2001 super output areas - middle layer,305,No adults in employment - with dependent children,639
332,2001,E02002523,2001 super output areas - middle layer,305,No adults in employment - without dependent children,975
333,2001,E02002523,2001 super output areas - middle layer,305,With dependent children - all ages,1256
334,2001,E02002523,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,513
335,2001,E02002523,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1409
336,2001,E02002524,2001 super output areas - middle layer,305,All households,2176
337,2001,E02002524,2001 super output areas - middle layer,305,No adults in employment - with dependent children,109
338,2001,E02002524,2001 super output areas - middle layer,305,No adults in employment - without dependent children,655
339,2001,E02002524,2001 super output areas - middle layer,305,With dependent children - all ages,704
340,2001,E02002524,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,262
341,2001,E02002524,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,878
342,2001,E02002525,2001 super output areas - middle layer,305,All households,3653
343,2001,E02002525,2001 super output areas - middle layer,305,No adults in employment - with dependent children,235
344,2001,E02002525,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1389
345,2001,E02002525,2001 super output areas - middle layer,305,With dependent children - all ages,1114
346,2001,E02002525,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,378
347,2001,E02002525,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1744
348,2001,E02002526,2001 super output areas - middle layer,305,All households,2634
349,2001,E02002526,2001 super output areas - middle layer,305,No adults in employment - with dependent children,159
350,2001,E02002526,2001 super output areas - middle layer,305,No adults in employment - without dependent children,905
351,2001,E02002526,2001 super output areas - middle layer,305,With dependent children - all ages,802
352,2001,E02002526,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,315
353,2001,E02002526,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1137
