,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_TENHUK11_NAME,OBS_VALUE
63,2001,E02002136,2001 super output areas - middle layer,305,Other,110
64,2001,E02002137,2001 super output areas - middle layer,305,All categories: Tenure,2406
65,2001,E02002137,2001 super output areas - middle layer,305,Owned outright,1242
66,2001,E02002137,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1051
67,2001,E02002137,2001 super output areas - middle layer,305,Shared ownership,0
68,2001,E02002137,2001 super output areas - middle layer,305,Rented from council(local authority),25
69,2001,E02002137,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,5
70,2001,E02002137,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,57
71,2001,E02002137,2001 super output areas - middle layer,305,Other,26
72,2001,E02002138,2001 super output areas - middle layer,305,All categories: Tenure,2174
73,2001,E02002138,2001 super output areas - middle layer,305,Owned outright,874
74,2001,E02002138,2001 super output areas - middle layer,305,Owned with a mortgage or loan,934
75,2001,E02002138,2001 super output areas - middle layer,305,Shared ownership,13
76,2001,E02002138,2001 super output areas - middle layer,305,Rented from council(local authority),35
77,2001,E02002138,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,96
78,2001,E02002138,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,181
79,2001,E02002138,2001 super output areas - middle layer,305,Other,41
80,2001,E02002139,2001 super output areas - middle layer,305,All categories: Tenure,3090
81,2001,E02002139,2001 super output areas - middle layer,305,Owned outright,591
82,2001,E02002139,2001 super output areas - middle layer,305,Owned with a mortgage or loan,655
83,2001,E02002139,2001 super output areas - middle layer,305,Shared ownership,25
84,2001,E02002139,2001 super output areas - middle layer,305,Rented from council(local authority),686
85,2001,E02002139,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,638
86,2001,E02002139,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,342
87,2001,E02002139,2001 super output areas - middle layer,305,Other,153
88,2001,E02002140,2001 super output areas - middle layer,305,All categories: Tenure,2819
89,2001,E02002140,2001 super output areas - middle layer,305,Owned outright,760
90,2001,E02002140,2001 super output areas - middle layer,305,Owned with a mortgage or loan,781
91,2001,E02002140,2001 super output areas - middle layer,305,Shared ownership,15
92,2001,E02002140,2001 super output areas - middle layer,305,Rented from council(local authority),688
93,2001,E02002140,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,196
94,2001,E02002140,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,224
95,2001,E02002140,2001 super output areas - middle layer,305,Other,155
96,2001,E02002141,2001 super output areas - middle layer,305,All categories: Tenure,2342
97,2001,E02002141,2001 super output areas - middle layer,305,Owned outright,1047
98,2001,E02002141,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1154
99,2001,E02002141,2001 super output areas - middle layer,305,Shared ownership,7
100,2001,E02002141,2001 super output areas - middle layer,305,Rented from council(local authority),58
101,2001,E02002141,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,10
102,2001,E02002141,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,39
103,2001,E02002141,2001 super output areas - middle layer,305,Other,27
104,2001,E02002142,2001 super output areas - middle layer,305,All categories: Tenure,2249
105,2001,E02002142,2001 super output areas - middle layer,305,Owned outright,498
106,2001,E02002142,2001 super output areas - middle layer,305,Owned with a mortgage or loan,689
107,2001,E02002142,2001 super output areas - middle layer,305,Shared ownership,10
108,2001,E02002142,2001 super output areas - middle layer,305,Rented from council(local authority),430
109,2001,E02002142,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,311
110,2001,E02002142,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,200
111,2001,E02002142,2001 super output areas - middle layer,305,Other,111
112,2001,E02002143,2001 super output areas - middle layer,305,All categories: Tenure,3019
113,2001,E02002143,2001 super output areas - middle layer,305,Owned outright,737
114,2001,E02002143,2001 super output areas - middle layer,305,Owned with a mortgage or loan,889
115,2001,E02002143,2001 super output areas - middle layer,305,Shared ownership,26
116,2001,E02002143,2001 super output areas - middle layer,305,Rented from council(local authority),511
117,2001,E02002143,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,324
118,2001,E02002143,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,386
119,2001,E02002143,2001 super output areas - middle layer,305,Other,146
120,2001,E02002144,2001 super output areas - middle layer,305,All categories: Tenure,2418
121,2001,E02002144,2001 super output areas - middle layer,305,Owned outright,1241
122,2001,E02002144,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1034
123,2001,E02002144,2001 super output areas - middle layer,305,Shared ownership,0
124,2001,E02002144,2001 super output areas - middle layer,305,Rented from council(local authority),23
125,2001,E02002144,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,48
126,2001,E02002144,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,50
127,2001,E02002144,2001 super output areas - middle layer,305,Other,22
128,2001,E02002145,2001 super output areas - middle layer,305,All categories: Tenure,2534
129,2001,E02002145,2001 super output areas - middle layer,305,Owned outright,449
130,2001,E02002145,2001 super output areas - middle layer,305,Owned with a mortgage or loan,724
131,2001,E02002145,2001 super output areas - middle layer,305,Shared ownership,13
132,2001,E02002145,2001 super output areas - middle layer,305,Rented from council(local authority),878
133,2001,E02002145,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,231
134,2001,E02002145,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,126
135,2001,E02002145,2001 super output areas - middle layer,305,Other,113
136,2001,E02002146,2001 super output areas - middle layer,305,All categories: Tenure,2094
137,2001,E02002146,2001 super output areas - middle layer,305,Owned outright,614
138,2001,E02002146,2001 super output areas - middle layer,305,Owned with a mortgage or loan,775
139,2001,E02002146,2001 super output areas - middle layer,305,Shared ownership,4
140,2001,E02002146,2001 super output areas - middle layer,305,Rented from council(local authority),473
141,2001,E02002146,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,57
142,2001,E02002146,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,101
143,2001,E02002146,2001 super output areas - middle layer,305,Other,70
144,2001,E02002147,2001 super output areas - middle layer,305,All categories: Tenure,3039
145,2001,E02002147,2001 super output areas - middle layer,305,Owned outright,657
146,2001,E02002147,2001 super output areas - middle layer,305,Owned with a mortgage or loan,803
147,2001,E02002147,2001 super output areas - middle layer,305,Shared ownership,18
148,2001,E02002147,2001 super output areas - middle layer,305,Rented from council(local authority),1200
149,2001,E02002147,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,111
150,2001,E02002147,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,84
151,2001,E02002147,2001 super output areas - middle layer,305,Other,166
152,2001,E02002148,2001 super output areas - middle layer,305,All categories: Tenure,4249
153,2001,E02002148,2001 super output areas - middle layer,305,Owned outright,2092
154,2001,E02002148,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1839
155,2001,E02002148,2001 super output areas - middle layer,305,Shared ownership,4
156,2001,E02002148,2001 super output areas - middle layer,305,Rented from council(local authority),145
157,2001,E02002148,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,31
158,2001,E02002148,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,80
159,2001,E02002148,2001 super output areas - middle layer,305,Other,58
160,2001,E02002149,2001 super output areas - middle layer,305,All categories: Tenure,4039
161,2001,E02002149,2001 super output areas - middle layer,305,Owned outright,1290
162,2001,E02002149,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1541
163,2001,E02002149,2001 super output areas - middle layer,305,Shared ownership,18
164,2001,E02002149,2001 super output areas - middle layer,305,Rented from council(local authority),924
165,2001,E02002149,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,35
166,2001,E02002149,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,105
167,2001,E02002149,2001 super output areas - middle layer,305,Other,126
168,2001,E02002150,2001 super output areas - middle layer,305,All categories: Tenure,2245
169,2001,E02002150,2001 super output areas - middle layer,305,Owned outright,541
170,2001,E02002150,2001 super output areas - middle layer,305,Owned with a mortgage or loan,929
171,2001,E02002150,2001 super output areas - middle layer,305,Shared ownership,19
172,2001,E02002150,2001 super output areas - middle layer,305,Rented from council(local authority),569
173,2001,E02002150,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,15
174,2001,E02002150,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,88
175,2001,E02002150,2001 super output areas - middle layer,305,Other,84
176,2001,E02002151,2001 super output areas - middle layer,305,All categories: Tenure,2466
177,2001,E02002151,2001 super output areas - middle layer,305,Owned outright,246
178,2001,E02002151,2001 super output areas - middle layer,305,Owned with a mortgage or loan,939
179,2001,E02002151,2001 super output areas - middle layer,305,Shared ownership,56
180,2001,E02002151,2001 super output areas - middle layer,305,Rented from council(local authority),907
181,2001,E02002151,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,130
182,2001,E02002151,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,90
183,2001,E02002151,2001 super output areas - middle layer,305,Other,98
184,2001,E02002152,2001 super output areas - middle layer,305,All categories: Tenure,2284
185,2001,E02002152,2001 super output areas - middle layer,305,Owned outright,437
186,2001,E02002152,2001 super output areas - middle layer,305,Owned with a mortgage or loan,549
187,2001,E02002152,2001 super output areas - middle layer,305,Shared ownership,13
188,2001,E02002152,2001 super output areas - middle layer,305,Rented from council(local authority),1093
189,2001,E02002152,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,39
190,2001,E02002152,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,48
191,2001,E02002152,2001 super output areas - middle layer,305,Other,105
192,2001,E02002153,2001 super output areas - middle layer,305,All categories: Tenure,3366
193,2001,E02002153,2001 super output areas - middle layer,305,Owned outright,896
194,2001,E02002153,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1149
195,2001,E02002153,2001 super output areas - middle layer,305,Shared ownership,8
196,2001,E02002153,2001 super output areas - middle layer,305,Rented from council(local authority),1138
197,2001,E02002153,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,23
198,2001,E02002153,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,21
199,2001,E02002153,2001 super output areas - middle layer,305,Other,131
200,2001,E02002154,2001 super output areas - middle layer,305,All categories: Tenure,2267
201,2001,E02002154,2001 super output areas - middle layer,305,Owned outright,601
202,2001,E02002154,2001 super output areas - middle layer,305,Owned with a mortgage or loan,790
203,2001,E02002154,2001 super output areas - middle layer,305,Shared ownership,8
204,2001,E02002154,2001 super output areas - middle layer,305,Rented from council(local authority),486
205,2001,E02002154,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,181
206,2001,E02002154,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,144
207,2001,E02002154,2001 super output areas - middle layer,305,Other,57
208,2001,E02002155,2001 super output areas - middle layer,305,All categories: Tenure,2006
209,2001,E02002155,2001 super output areas - middle layer,305,Owned outright,295
210,2001,E02002155,2001 super output areas - middle layer,305,Owned with a mortgage or loan,269
211,2001,E02002155,2001 super output areas - middle layer,305,Shared ownership,18
212,2001,E02002155,2001 super output areas - middle layer,305,Rented from council(local authority),1034
213,2001,E02002155,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,165
214,2001,E02002155,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,111
215,2001,E02002155,2001 super output areas - middle layer,305,Other,114
216,2001,E02002156,2001 super output areas - middle layer,305,All categories: Tenure,3378
217,2001,E02002156,2001 super output areas - middle layer,305,Owned outright,1055
218,2001,E02002156,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1270
219,2001,E02002156,2001 super output areas - middle layer,305,Shared ownership,23
220,2001,E02002156,2001 super output areas - middle layer,305,Rented from council(local authority),690
221,2001,E02002156,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,89
222,2001,E02002156,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,144
223,2001,E02002156,2001 super output areas - middle layer,305,Other,107
224,2001,E02002157,2001 super output areas - middle layer,305,All categories: Tenure,3122
225,2001,E02002157,2001 super output areas - middle layer,305,Owned outright,1223
226,2001,E02002157,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1380
227,2001,E02002157,2001 super output areas - middle layer,305,Shared ownership,6
228,2001,E02002157,2001 super output areas - middle layer,305,Rented from council(local authority),241
229,2001,E02002157,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,32
230,2001,E02002157,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,180
231,2001,E02002157,2001 super output areas - middle layer,305,Other,60
232,2001,E02002158,2001 super output areas - middle layer,305,All categories: Tenure,3360
233,2001,E02002158,2001 super output areas - middle layer,305,Owned outright,1116
234,2001,E02002158,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1071
235,2001,E02002158,2001 super output areas - middle layer,305,Shared ownership,10
236,2001,E02002158,2001 super output areas - middle layer,305,Rented from council(local authority),965
237,2001,E02002158,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,36
238,2001,E02002158,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,49
239,2001,E02002158,2001 super output areas - middle layer,305,Other,113
240,2001,E02002159,2001 super output areas - middle layer,305,All categories: Tenure,2148
241,2001,E02002159,2001 super output areas - middle layer,305,Owned outright,398
242,2001,E02002159,2001 super output areas - middle layer,305,Owned with a mortgage or loan,644
243,2001,E02002159,2001 super output areas - middle layer,305,Shared ownership,19
244,2001,E02002159,2001 super output areas - middle layer,305,Rented from council(local authority),739
245,2001,E02002159,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,68
246,2001,E02002159,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,205
247,2001,E02002159,2001 super output areas - middle layer,305,Other,75
248,2001,E02002160,2001 super output areas - middle layer,305,All categories: Tenure,2498
249,2001,E02002160,2001 super output areas - middle layer,305,Owned outright,815
250,2001,E02002160,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1106
251,2001,E02002160,2001 super output areas - middle layer,305,Shared ownership,7
252,2001,E02002160,2001 super output areas - middle layer,305,Rented from council(local authority),323
253,2001,E02002160,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,22
254,2001,E02002160,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,156
255,2001,E02002160,2001 super output areas - middle layer,305,Other,69
256,2001,E02002161,2001 super output areas - middle layer,305,All categories: Tenure,2388
257,2001,E02002161,2001 super output areas - middle layer,305,Owned outright,432
258,2001,E02002161,2001 super output areas - middle layer,305,Owned with a mortgage or loan,776
259,2001,E02002161,2001 super output areas - middle layer,305,Shared ownership,51
260,2001,E02002161,2001 super output areas - middle layer,305,Rented from council(local authority),500
261,2001,E02002161,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,295
262,2001,E02002161,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,241
263,2001,E02002161,2001 super output areas - middle layer,305,Other,93
264,2001,E02002162,2001 super output areas - middle layer,305,All categories: Tenure,3241
265,2001,E02002162,2001 super output areas - middle layer,305,Owned outright,1422
266,2001,E02002162,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1182
267,2001,E02002162,2001 super output areas - middle layer,305,Shared ownership,12
268,2001,E02002162,2001 super output areas - middle layer,305,Rented from council(local authority),395
269,2001,E02002162,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,47
270,2001,E02002162,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,91
271,2001,E02002162,2001 super output areas - middle layer,305,Other,92
272,2001,E02002163,2001 super output areas - middle layer,305,All categories: Tenure,4260
273,2001,E02002163,2001 super output areas - middle layer,305,Owned outright,730
274,2001,E02002163,2001 super output areas - middle layer,305,Owned with a mortgage or loan,904
275,2001,E02002163,2001 super output areas - middle layer,305,Shared ownership,17
276,2001,E02002163,2001 super output areas - middle layer,305,Rented from council(local authority),1654
277,2001,E02002163,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,423
278,2001,E02002163,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,360
279,2001,E02002163,2001 super output areas - middle layer,305,Other,172
280,2001,E02002164,2001 super output areas - middle layer,305,All categories: Tenure,2144
281,2001,E02002164,2001 super output areas - middle layer,305,Owned outright,401
282,2001,E02002164,2001 super output areas - middle layer,305,Owned with a mortgage or loan,291
283,2001,E02002164,2001 super output areas - middle layer,305,Shared ownership,10
284,2001,E02002164,2001 super output areas - middle layer,305,Rented from council(local authority),539
285,2001,E02002164,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,356
286,2001,E02002164,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,433
287,2001,E02002164,2001 super output areas - middle layer,305,Other,114
288,2001,E02002165,2001 super output areas - middle layer,305,All categories: Tenure,3399
289,2001,E02002165,2001 super output areas - middle layer,305,Owned outright,748
290,2001,E02002165,2001 super output areas - middle layer,305,Owned with a mortgage or loan,871
291,2001,E02002165,2001 super output areas - middle layer,305,Shared ownership,16
292,2001,E02002165,2001 super output areas - middle layer,305,Rented from council(local authority),329
293,2001,E02002165,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,278
294,2001,E02002165,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,1042
295,2001,E02002165,2001 super output areas - middle layer,305,Other,115
296,2001,E02002166,2001 super output areas - middle layer,305,All categories: Tenure,3689
297,2001,E02002166,2001 super output areas - middle layer,305,Owned outright,708
298,2001,E02002166,2001 super output areas - middle layer,305,Owned with a mortgage or loan,867
299,2001,E02002166,2001 super output areas - middle layer,305,Shared ownership,20
300,2001,E02002166,2001 super output areas - middle layer,305,Rented from council(local authority),1686
301,2001,E02002166,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,65
302,2001,E02002166,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,123
303,2001,E02002166,2001 super output areas - middle layer,305,Other,220
304,2001,E02002167,2001 super output areas - middle layer,305,All categories: Tenure,2935
305,2001,E02002167,2001 super output areas - middle layer,305,Owned outright,1145
306,2001,E02002167,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1063
307,2001,E02002167,2001 super output areas - middle layer,305,Shared ownership,7
308,2001,E02002167,2001 super output areas - middle layer,305,Rented from council(local authority),526
309,2001,E02002167,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,6
310,2001,E02002167,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,80
311,2001,E02002167,2001 super output areas - middle layer,305,Other,108
312,2001,E02002168,2001 super output areas - middle layer,305,All categories: Tenure,3756
313,2001,E02002168,2001 super output areas - middle layer,305,Owned outright,800
314,2001,E02002168,2001 super output areas - middle layer,305,Owned with a mortgage or loan,805
315,2001,E02002168,2001 super output areas - middle layer,305,Shared ownership,28
316,2001,E02002168,2001 super output areas - middle layer,305,Rented from council(local authority),795
317,2001,E02002168,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,520
318,2001,E02002168,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,619
319,2001,E02002168,2001 super output areas - middle layer,305,Other,189
320,2001,E02002169,2001 super output areas - middle layer,305,All categories: Tenure,3517
321,2001,E02002169,2001 super output areas - middle layer,305,Owned outright,1553
322,2001,E02002169,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1474
323,2001,E02002169,2001 super output areas - middle layer,305,Shared ownership,12
324,2001,E02002169,2001 super output areas - middle layer,305,Rented from council(local authority),195
325,2001,E02002169,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,40
326,2001,E02002169,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,175
327,2001,E02002169,2001 super output areas - middle layer,305,Other,68
328,2001,E02002170,2001 super output areas - middle layer,305,All categories: Tenure,2494
329,2001,E02002170,2001 super output areas - middle layer,305,Owned outright,646
330,2001,E02002170,2001 super output areas - middle layer,305,Owned with a mortgage or loan,900
331,2001,E02002170,2001 super output areas - middle layer,305,Shared ownership,11
332,2001,E02002170,2001 super output areas - middle layer,305,Rented from council(local authority),652
333,2001,E02002170,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,116
334,2001,E02002170,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,78
335,2001,E02002170,2001 super output areas - middle layer,305,Other,91
336,2001,E02002171,2001 super output areas - middle layer,305,All categories: Tenure,2892
337,2001,E02002171,2001 super output areas - middle layer,305,Owned outright,758
338,2001,E02002171,2001 super output areas - middle layer,305,Owned with a mortgage or loan,927
339,2001,E02002171,2001 super output areas - middle layer,305,Shared ownership,7
340,2001,E02002171,2001 super output areas - middle layer,305,Rented from council(local authority),962
341,2001,E02002171,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,46
342,2001,E02002171,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,75
343,2001,E02002171,2001 super output areas - middle layer,305,Other,117
344,2001,E02002172,2001 super output areas - middle layer,305,All categories: Tenure,2411
345,2001,E02002172,2001 super output areas - middle layer,305,Owned outright,562
346,2001,E02002172,2001 super output areas - middle layer,305,Owned with a mortgage or loan,545
347,2001,E02002172,2001 super output areas - middle layer,305,Shared ownership,18
348,2001,E02002172,2001 super output areas - middle layer,305,Rented from council(local authority),754
349,2001,E02002172,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,173
350,2001,E02002172,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,231
351,2001,E02002172,2001 super output areas - middle layer,305,Other,128
352,2001,E02002173,2001 super output areas - middle layer,305,All categories: Tenure,2076
353,2001,E02002173,2001 super output areas - middle layer,305,Owned outright,590
354,2001,E02002173,2001 super output areas - middle layer,305,Owned with a mortgage or loan,513
355,2001,E02002173,2001 super output areas - middle layer,305,Shared ownership,17
356,2001,E02002173,2001 super output areas - middle layer,305,Rented from council(local authority),317
357,2001,E02002173,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,275
358,2001,E02002173,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,281
359,2001,E02002173,2001 super output areas - middle layer,305,Other,83
360,2001,E02002174,2001 super output areas - middle layer,305,All categories: Tenure,2887
361,2001,E02002174,2001 super output areas - middle layer,305,Owned outright,969
362,2001,E02002174,2001 super output areas - middle layer,305,Owned with a mortgage or loan,1321
363,2001,E02002174,2001 super output areas - middle layer,305,Shared ownership,9
364,2001,E02002174,2001 super output areas - middle layer,305,Rented from council(local authority),135
365,2001,E02002174,2001 super output areas - middle layer,305,Rented from a housing association/registered social landlord,113
366,2001,E02002174,2001 super output areas - middle layer,305,Rented from a private landlord or letting agency,281
367,2001,E02002174,2001 super output areas - middle layer,305,Other,59
368,2001,E02002175,2001 super output areas - middle layer,305,All categories: Tenure,2483
369,2001,E02002175,2001 super output areas - middle layer,305,Owned outright,576
370,2001,E02002175,2001 super output areas - middle layer,305,Owned with a mortgage or loan,602
371,2001,E02002175,2001 super output areas - middle layer,305,Shared ownership,8
372,2001,E02002175,2001 super output areas - middle layer,305,Rented from council(local authority),888
