,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_LARPUK11_NAME,OBS_VALUE
59,2001,E02002564,2001 super output areas - middle layer,305,Not living in a couple: Widowed,732
60,2001,E02002565,2001 super output areas - middle layer,305,All categories: Living arrangements,4391
61,2001,E02002565,2001 super output areas - middle layer,305,Living in a couple,2490
62,2001,E02002565,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1936
63,2001,E02002565,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,554
64,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple,1901
65,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1073
66,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,15
67,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),99
68,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple: Divorced,399
69,2001,E02002565,2001 super output areas - middle layer,305,Not living in a couple: Widowed,315
70,2001,E02002566,2001 super output areas - middle layer,305,All categories: Living arrangements,4796
71,2001,E02002566,2001 super output areas - middle layer,305,Living in a couple,2254
72,2001,E02002566,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1630
73,2001,E02002566,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,624
74,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple,2542
75,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1448
76,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,49
77,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),152
78,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple: Divorced,516
79,2001,E02002566,2001 super output areas - middle layer,305,Not living in a couple: Widowed,377
80,2001,E02002567,2001 super output areas - middle layer,305,All categories: Living arrangements,5113
81,2001,E02002567,2001 super output areas - middle layer,305,Living in a couple,2978
82,2001,E02002567,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2474
83,2001,E02002567,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,504
84,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple,2135
85,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1138
86,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
87,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),131
88,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple: Divorced,388
89,2001,E02002567,2001 super output areas - middle layer,305,Not living in a couple: Widowed,450
90,2001,E02002568,2001 super output areas - middle layer,305,All categories: Living arrangements,4222
91,2001,E02002568,2001 super output areas - middle layer,305,Living in a couple,2704
92,2001,E02002568,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2478
93,2001,E02002568,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,226
94,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple,1518
95,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),743
96,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
97,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),74
98,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple: Divorced,208
99,2001,E02002568,2001 super output areas - middle layer,305,Not living in a couple: Widowed,464
100,2001,E02002569,2001 super output areas - middle layer,305,All categories: Living arrangements,7458
101,2001,E02002569,2001 super output areas - middle layer,305,Living in a couple,5388
102,2001,E02002569,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,5098
103,2001,E02002569,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,290
104,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple,2070
105,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1046
106,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,29
107,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),80
108,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple: Divorced,213
109,2001,E02002569,2001 super output areas - middle layer,305,Not living in a couple: Widowed,702
110,2001,E02002570,2001 super output areas - middle layer,305,All categories: Living arrangements,5594
111,2001,E02002570,2001 super output areas - middle layer,305,Living in a couple,2982
112,2001,E02002570,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2432
113,2001,E02002570,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,550
114,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple,2612
115,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1307
116,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,36
117,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),187
118,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple: Divorced,559
119,2001,E02002570,2001 super output areas - middle layer,305,Not living in a couple: Widowed,523
120,2001,E02002571,2001 super output areas - middle layer,305,All categories: Living arrangements,3917
121,2001,E02002571,2001 super output areas - middle layer,305,Living in a couple,2280
122,2001,E02002571,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1882
123,2001,E02002571,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,398
124,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple,1637
125,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),868
126,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
127,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),125
128,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple: Divorced,286
129,2001,E02002571,2001 super output areas - middle layer,305,Not living in a couple: Widowed,339
130,2001,E02002572,2001 super output areas - middle layer,305,All categories: Living arrangements,4515
131,2001,E02002572,2001 super output areas - middle layer,305,Living in a couple,2500
132,2001,E02002572,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1960
133,2001,E02002572,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,540
134,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple,2015
135,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1124
136,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,23
137,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),138
138,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple: Divorced,395
139,2001,E02002572,2001 super output areas - middle layer,305,Not living in a couple: Widowed,335
140,2001,E02002573,2001 super output areas - middle layer,305,All categories: Living arrangements,5598
141,2001,E02002573,2001 super output areas - middle layer,305,Living in a couple,3884
142,2001,E02002573,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3462
143,2001,E02002573,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,422
144,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple,1714
145,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),919
146,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,18
147,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),74
148,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple: Divorced,241
149,2001,E02002573,2001 super output areas - middle layer,305,Not living in a couple: Widowed,462
150,2001,E02002483,2001 super output areas - middle layer,305,All categories: Living arrangements,5758
151,2001,E02002483,2001 super output areas - middle layer,305,Living in a couple,3906
152,2001,E02002483,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3358
153,2001,E02002483,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,548
154,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple,1852
155,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1067
156,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,28
157,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),96
158,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple: Divorced,260
159,2001,E02002483,2001 super output areas - middle layer,305,Not living in a couple: Widowed,401
160,2001,E02002484,2001 super output areas - middle layer,305,All categories: Living arrangements,7299
161,2001,E02002484,2001 super output areas - middle layer,305,Living in a couple,3830
162,2001,E02002484,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3032
163,2001,E02002484,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,798
164,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple,3469
165,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1806
166,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
167,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),202
168,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple: Divorced,618
169,2001,E02002484,2001 super output areas - middle layer,305,Not living in a couple: Widowed,808
170,2001,E02002485,2001 super output areas - middle layer,305,All categories: Living arrangements,6701
171,2001,E02002485,2001 super output areas - middle layer,305,Living in a couple,3828
172,2001,E02002485,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3100
173,2001,E02002485,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,728
174,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple,2873
175,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1605
176,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,42
177,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),142
178,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple: Divorced,515
179,2001,E02002485,2001 super output areas - middle layer,305,Not living in a couple: Widowed,569
180,2001,E02002486,2001 super output areas - middle layer,305,All categories: Living arrangements,4638
181,2001,E02002486,2001 super output areas - middle layer,305,Living in a couple,3444
182,2001,E02002486,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3092
183,2001,E02002486,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,352
184,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple,1194
185,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),740
186,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,24
187,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),45
188,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple: Divorced,137
189,2001,E02002486,2001 super output areas - middle layer,305,Not living in a couple: Widowed,248
190,2001,E02002487,2001 super output areas - middle layer,305,All categories: Living arrangements,4186
191,2001,E02002487,2001 super output areas - middle layer,305,Living in a couple,2035
192,2001,E02002487,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1472
193,2001,E02002487,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,563
194,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple,2151
195,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1197
196,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,46
197,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),136
198,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple: Divorced,444
199,2001,E02002487,2001 super output areas - middle layer,305,Not living in a couple: Widowed,328
200,2001,E02002488,2001 super output areas - middle layer,305,All categories: Living arrangements,4522
201,2001,E02002488,2001 super output areas - middle layer,305,Living in a couple,3058
202,2001,E02002488,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2754
203,2001,E02002488,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,304
204,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple,1464
205,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),847
206,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,25
207,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),65
208,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple: Divorced,179
209,2001,E02002488,2001 super output areas - middle layer,305,Not living in a couple: Widowed,348
210,2001,E02002489,2001 super output areas - middle layer,305,All categories: Living arrangements,5692
211,2001,E02002489,2001 super output areas - middle layer,305,Living in a couple,2918
212,2001,E02002489,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2384
213,2001,E02002489,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,534
214,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple,2774
215,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1560
216,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,46
217,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),120
218,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple: Divorced,496
219,2001,E02002489,2001 super output areas - middle layer,305,Not living in a couple: Widowed,552
220,2001,E02002490,2001 super output areas - middle layer,305,All categories: Living arrangements,4991
221,2001,E02002490,2001 super output areas - middle layer,305,Living in a couple,2914
222,2001,E02002490,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2382
223,2001,E02002490,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,532
224,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple,2077
225,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1232
226,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,25
227,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),108
228,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple: Divorced,360
229,2001,E02002490,2001 super output areas - middle layer,305,Not living in a couple: Widowed,352
230,2001,E02002491,2001 super output areas - middle layer,305,All categories: Living arrangements,4999
231,2001,E02002491,2001 super output areas - middle layer,305,Living in a couple,2888
232,2001,E02002491,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2484
233,2001,E02002491,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,404
234,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple,2111
235,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1073
236,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,25
237,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),90
238,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple: Divorced,322
239,2001,E02002491,2001 super output areas - middle layer,305,Not living in a couple: Widowed,601
240,2001,E02002492,2001 super output areas - middle layer,305,All categories: Living arrangements,4769
241,2001,E02002492,2001 super output areas - middle layer,305,Living in a couple,2767
242,2001,E02002492,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2320
243,2001,E02002492,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,447
244,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple,2002
245,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1049
246,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,25
247,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),97
248,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple: Divorced,315
249,2001,E02002492,2001 super output areas - middle layer,305,Not living in a couple: Widowed,516
250,2001,E02002493,2001 super output areas - middle layer,305,All categories: Living arrangements,4748
251,2001,E02002493,2001 super output areas - middle layer,305,Living in a couple,3308
252,2001,E02002493,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2936
253,2001,E02002493,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,372
254,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple,1440
255,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),766
256,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,21
257,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),53
258,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple: Divorced,220
259,2001,E02002493,2001 super output areas - middle layer,305,Not living in a couple: Widowed,380
260,2001,E02002494,2001 super output areas - middle layer,305,All categories: Living arrangements,5871
261,2001,E02002494,2001 super output areas - middle layer,305,Living in a couple,3302
262,2001,E02002494,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2624
263,2001,E02002494,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,678
264,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple,2569
265,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1426
266,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,24
267,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),144
268,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple: Divorced,467
269,2001,E02002494,2001 super output areas - middle layer,305,Not living in a couple: Widowed,508
270,2001,E02002495,2001 super output areas - middle layer,305,All categories: Living arrangements,4307
271,2001,E02002495,2001 super output areas - middle layer,305,Living in a couple,3061
272,2001,E02002495,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2778
273,2001,E02002495,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,283
274,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple,1246
275,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),675
276,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,8
277,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),62
278,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple: Divorced,155
279,2001,E02002495,2001 super output areas - middle layer,305,Not living in a couple: Widowed,346
280,2001,E02002496,2001 super output areas - middle layer,305,All categories: Living arrangements,7015
281,2001,E02002496,2001 super output areas - middle layer,305,Living in a couple,2727
282,2001,E02002496,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2106
283,2001,E02002496,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,621
284,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple,4288
285,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2913
286,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,170
287,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),209
288,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple: Divorced,576
289,2001,E02002496,2001 super output areas - middle layer,305,Not living in a couple: Widowed,420
290,2001,E02002497,2001 super output areas - middle layer,305,All categories: Living arrangements,4848
291,2001,E02002497,2001 super output areas - middle layer,305,Living in a couple,2346
292,2001,E02002497,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1766
293,2001,E02002497,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,580
294,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple,2502
295,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1521
296,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
297,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),118
298,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple: Divorced,401
299,2001,E02002497,2001 super output areas - middle layer,305,Not living in a couple: Widowed,427
300,2001,E02002498,2001 super output areas - middle layer,305,All categories: Living arrangements,6858
301,2001,E02002498,2001 super output areas - middle layer,305,Living in a couple,2664
302,2001,E02002498,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1984
303,2001,E02002498,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,680
304,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple,4194
305,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2829
306,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,115
307,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),207
308,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple: Divorced,553
309,2001,E02002498,2001 super output areas - middle layer,305,Not living in a couple: Widowed,490
310,2001,E02002499,2001 super output areas - middle layer,305,All categories: Living arrangements,5392
311,2001,E02002499,2001 super output areas - middle layer,305,Living in a couple,2650
312,2001,E02002499,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2170
313,2001,E02002499,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,480
314,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple,2742
315,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1519
316,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,37
317,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),139
318,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple: Divorced,422
319,2001,E02002499,2001 super output areas - middle layer,305,Not living in a couple: Widowed,625
320,2001,E02002500,2001 super output areas - middle layer,305,All categories: Living arrangements,4248
321,2001,E02002500,2001 super output areas - middle layer,305,Living in a couple,2260
322,2001,E02002500,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1858
323,2001,E02002500,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,402
324,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple,1988
325,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1245
326,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,51
327,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),80
328,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple: Divorced,285
329,2001,E02002500,2001 super output areas - middle layer,305,Not living in a couple: Widowed,327
330,2001,E02002501,2001 super output areas - middle layer,305,All categories: Living arrangements,4128
331,2001,E02002501,2001 super output areas - middle layer,305,Living in a couple,2052
332,2001,E02002501,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1626
333,2001,E02002501,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,426
334,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple,2076
335,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1233
336,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,32
337,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),130
338,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple: Divorced,351
339,2001,E02002501,2001 super output areas - middle layer,305,Not living in a couple: Widowed,330
340,2001,E02002502,2001 super output areas - middle layer,305,All categories: Living arrangements,7377
341,2001,E02002502,2001 super output areas - middle layer,305,Living in a couple,3628
342,2001,E02002502,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2912
343,2001,E02002502,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,716
344,2001,E02002502,2001 super output areas - middle layer,305,Not living in a couple,3749
