,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_RELPUK11_NAME,OBS_VALUE
39,2001,E02005895,2001 super output areas - middle layer,305,Religion not stated,564
40,2001,E02005896,2001 super output areas - middle layer,305,All categories: Religion,6520
41,2001,E02005896,2001 super output areas - middle layer,305,Christian,5353
42,2001,E02005896,2001 super output areas - middle layer,305,Buddhist,5
43,2001,E02005896,2001 super output areas - middle layer,305,Hindu,0
44,2001,E02005896,2001 super output areas - middle layer,305,Jewish,3
45,2001,E02005896,2001 super output areas - middle layer,305,Muslim,3
46,2001,E02005896,2001 super output areas - middle layer,305,Sikh,0
47,2001,E02005896,2001 super output areas - middle layer,305,Other religion,18
48,2001,E02005896,2001 super output areas - middle layer,305,No religion,691
49,2001,E02005896,2001 super output areas - middle layer,305,Religion not stated,447
50,2001,E02005897,2001 super output areas - middle layer,305,All categories: Religion,8300
51,2001,E02005897,2001 super output areas - middle layer,305,Christian,6471
52,2001,E02005897,2001 super output areas - middle layer,305,Buddhist,10
53,2001,E02005897,2001 super output areas - middle layer,305,Hindu,6
54,2001,E02005897,2001 super output areas - middle layer,305,Jewish,5
55,2001,E02005897,2001 super output areas - middle layer,305,Muslim,9
56,2001,E02005897,2001 super output areas - middle layer,305,Sikh,6
57,2001,E02005897,2001 super output areas - middle layer,305,Other religion,12
58,2001,E02005897,2001 super output areas - middle layer,305,No religion,1142
59,2001,E02005897,2001 super output areas - middle layer,305,Religion not stated,639
60,2001,E02005898,2001 super output areas - middle layer,305,All categories: Religion,10897
61,2001,E02005898,2001 super output areas - middle layer,305,Christian,8339
62,2001,E02005898,2001 super output areas - middle layer,305,Buddhist,11
63,2001,E02005898,2001 super output areas - middle layer,305,Hindu,10
64,2001,E02005898,2001 super output areas - middle layer,305,Jewish,3
65,2001,E02005898,2001 super output areas - middle layer,305,Muslim,16
66,2001,E02005898,2001 super output areas - middle layer,305,Sikh,8
67,2001,E02005898,2001 super output areas - middle layer,305,Other religion,15
68,2001,E02005898,2001 super output areas - middle layer,305,No religion,1710
69,2001,E02005898,2001 super output areas - middle layer,305,Religion not stated,785
70,2001,E02005899,2001 super output areas - middle layer,305,All categories: Religion,9882
71,2001,E02005899,2001 super output areas - middle layer,305,Christian,7269
72,2001,E02005899,2001 super output areas - middle layer,305,Buddhist,13
73,2001,E02005899,2001 super output areas - middle layer,305,Hindu,0
74,2001,E02005899,2001 super output areas - middle layer,305,Jewish,6
75,2001,E02005899,2001 super output areas - middle layer,305,Muslim,25
76,2001,E02005899,2001 super output areas - middle layer,305,Sikh,0
77,2001,E02005899,2001 super output areas - middle layer,305,Other religion,20
78,2001,E02005899,2001 super output areas - middle layer,305,No religion,1563
79,2001,E02005899,2001 super output areas - middle layer,305,Religion not stated,986
80,2001,E02005900,2001 super output areas - middle layer,305,All categories: Religion,6567
81,2001,E02005900,2001 super output areas - middle layer,305,Christian,5272
82,2001,E02005900,2001 super output areas - middle layer,305,Buddhist,6
83,2001,E02005900,2001 super output areas - middle layer,305,Hindu,9
84,2001,E02005900,2001 super output areas - middle layer,305,Jewish,8
85,2001,E02005900,2001 super output areas - middle layer,305,Muslim,8
86,2001,E02005900,2001 super output areas - middle layer,305,Sikh,3
87,2001,E02005900,2001 super output areas - middle layer,305,Other religion,9
88,2001,E02005900,2001 super output areas - middle layer,305,No religion,813
89,2001,E02005900,2001 super output areas - middle layer,305,Religion not stated,439
90,2001,E02005901,2001 super output areas - middle layer,305,All categories: Religion,7672
91,2001,E02005901,2001 super output areas - middle layer,305,Christian,6051
92,2001,E02005901,2001 super output areas - middle layer,305,Buddhist,9
93,2001,E02005901,2001 super output areas - middle layer,305,Hindu,0
94,2001,E02005901,2001 super output areas - middle layer,305,Jewish,8
95,2001,E02005901,2001 super output areas - middle layer,305,Muslim,4
96,2001,E02005901,2001 super output areas - middle layer,305,Sikh,3
97,2001,E02005901,2001 super output areas - middle layer,305,Other religion,18
98,2001,E02005901,2001 super output areas - middle layer,305,No religion,1022
99,2001,E02005901,2001 super output areas - middle layer,305,Religion not stated,557
100,2001,E02005902,2001 super output areas - middle layer,305,All categories: Religion,7820
101,2001,E02005902,2001 super output areas - middle layer,305,Christian,6223
102,2001,E02005902,2001 super output areas - middle layer,305,Buddhist,11
103,2001,E02005902,2001 super output areas - middle layer,305,Hindu,6
104,2001,E02005902,2001 super output areas - middle layer,305,Jewish,3
105,2001,E02005902,2001 super output areas - middle layer,305,Muslim,0
106,2001,E02005902,2001 super output areas - middle layer,305,Sikh,10
107,2001,E02005902,2001 super output areas - middle layer,305,Other religion,4
108,2001,E02005902,2001 super output areas - middle layer,305,No religion,956
109,2001,E02005902,2001 super output areas - middle layer,305,Religion not stated,607
110,2001,E02005903,2001 super output areas - middle layer,305,All categories: Religion,10076
111,2001,E02005903,2001 super output areas - middle layer,305,Christian,8187
112,2001,E02005903,2001 super output areas - middle layer,305,Buddhist,8
113,2001,E02005903,2001 super output areas - middle layer,305,Hindu,19
114,2001,E02005903,2001 super output areas - middle layer,305,Jewish,0
115,2001,E02005903,2001 super output areas - middle layer,305,Muslim,37
116,2001,E02005903,2001 super output areas - middle layer,305,Sikh,0
117,2001,E02005903,2001 super output areas - middle layer,305,Other religion,13
118,2001,E02005903,2001 super output areas - middle layer,305,No religion,1206
119,2001,E02005903,2001 super output areas - middle layer,305,Religion not stated,606
120,2001,E02005904,2001 super output areas - middle layer,305,All categories: Religion,6176
121,2001,E02005904,2001 super output areas - middle layer,305,Christian,5049
122,2001,E02005904,2001 super output areas - middle layer,305,Buddhist,7
123,2001,E02005904,2001 super output areas - middle layer,305,Hindu,3
124,2001,E02005904,2001 super output areas - middle layer,305,Jewish,10
125,2001,E02005904,2001 super output areas - middle layer,305,Muslim,4
126,2001,E02005904,2001 super output areas - middle layer,305,Sikh,13
127,2001,E02005904,2001 super output areas - middle layer,305,Other religion,12
128,2001,E02005904,2001 super output areas - middle layer,305,No religion,626
129,2001,E02005904,2001 super output areas - middle layer,305,Religion not stated,452
130,2001,E02005905,2001 super output areas - middle layer,305,All categories: Religion,6170
131,2001,E02005905,2001 super output areas - middle layer,305,Christian,4731
132,2001,E02005905,2001 super output areas - middle layer,305,Buddhist,13
133,2001,E02005905,2001 super output areas - middle layer,305,Hindu,6
134,2001,E02005905,2001 super output areas - middle layer,305,Jewish,10
135,2001,E02005905,2001 super output areas - middle layer,305,Muslim,58
136,2001,E02005905,2001 super output areas - middle layer,305,Sikh,12
137,2001,E02005905,2001 super output areas - middle layer,305,Other religion,30
138,2001,E02005905,2001 super output areas - middle layer,305,No religion,852
139,2001,E02005905,2001 super output areas - middle layer,305,Religion not stated,458
140,2001,E02005906,2001 super output areas - middle layer,305,All categories: Religion,6221
141,2001,E02005906,2001 super output areas - middle layer,305,Christian,4814
142,2001,E02005906,2001 super output areas - middle layer,305,Buddhist,8
143,2001,E02005906,2001 super output areas - middle layer,305,Hindu,3
144,2001,E02005906,2001 super output areas - middle layer,305,Jewish,10
145,2001,E02005906,2001 super output areas - middle layer,305,Muslim,5
146,2001,E02005906,2001 super output areas - middle layer,305,Sikh,16
147,2001,E02005906,2001 super output areas - middle layer,305,Other religion,15
148,2001,E02005906,2001 super output areas - middle layer,305,No religion,822
149,2001,E02005906,2001 super output areas - middle layer,305,Religion not stated,528
150,2001,E02005907,2001 super output areas - middle layer,305,All categories: Religion,8685
151,2001,E02005907,2001 super output areas - middle layer,305,Christian,6428
152,2001,E02005907,2001 super output areas - middle layer,305,Buddhist,23
153,2001,E02005907,2001 super output areas - middle layer,305,Hindu,16
154,2001,E02005907,2001 super output areas - middle layer,305,Jewish,13
155,2001,E02005907,2001 super output areas - middle layer,305,Muslim,22
156,2001,E02005907,2001 super output areas - middle layer,305,Sikh,3
157,2001,E02005907,2001 super output areas - middle layer,305,Other religion,14
158,2001,E02005907,2001 super output areas - middle layer,305,No religion,1513
159,2001,E02005907,2001 super output areas - middle layer,305,Religion not stated,653
160,2001,E02005908,2001 super output areas - middle layer,305,All categories: Religion,8437
161,2001,E02005908,2001 super output areas - middle layer,305,Christian,6260
162,2001,E02005908,2001 super output areas - middle layer,305,Buddhist,22
163,2001,E02005908,2001 super output areas - middle layer,305,Hindu,15
164,2001,E02005908,2001 super output areas - middle layer,305,Jewish,10
165,2001,E02005908,2001 super output areas - middle layer,305,Muslim,35
166,2001,E02005908,2001 super output areas - middle layer,305,Sikh,9
167,2001,E02005908,2001 super output areas - middle layer,305,Other religion,24
168,2001,E02005908,2001 super output areas - middle layer,305,No religion,1471
169,2001,E02005908,2001 super output areas - middle layer,305,Religion not stated,591
170,2001,E02005909,2001 super output areas - middle layer,305,All categories: Religion,7880
171,2001,E02005909,2001 super output areas - middle layer,305,Christian,4750
172,2001,E02005909,2001 super output areas - middle layer,305,Buddhist,31
173,2001,E02005909,2001 super output areas - middle layer,305,Hindu,51
174,2001,E02005909,2001 super output areas - middle layer,305,Jewish,38
175,2001,E02005909,2001 super output areas - middle layer,305,Muslim,131
176,2001,E02005909,2001 super output areas - middle layer,305,Sikh,91
177,2001,E02005909,2001 super output areas - middle layer,305,Other religion,24
178,2001,E02005909,2001 super output areas - middle layer,305,No religion,2217
179,2001,E02005909,2001 super output areas - middle layer,305,Religion not stated,547
180,2001,E02005910,2001 super output areas - middle layer,305,All categories: Religion,8627
181,2001,E02005910,2001 super output areas - middle layer,305,Christian,4998
182,2001,E02005910,2001 super output areas - middle layer,305,Buddhist,38
183,2001,E02005910,2001 super output areas - middle layer,305,Hindu,66
184,2001,E02005910,2001 super output areas - middle layer,305,Jewish,46
185,2001,E02005910,2001 super output areas - middle layer,305,Muslim,161
186,2001,E02005910,2001 super output areas - middle layer,305,Sikh,101
187,2001,E02005910,2001 super output areas - middle layer,305,Other religion,39
188,2001,E02005910,2001 super output areas - middle layer,305,No religion,2421
189,2001,E02005910,2001 super output areas - middle layer,305,Religion not stated,757
190,2001,E02005911,2001 super output areas - middle layer,305,All categories: Religion,7879
191,2001,E02005911,2001 super output areas - middle layer,305,Christian,5415
192,2001,E02005911,2001 super output areas - middle layer,305,Buddhist,23
193,2001,E02005911,2001 super output areas - middle layer,305,Hindu,173
194,2001,E02005911,2001 super output areas - middle layer,305,Jewish,66
195,2001,E02005911,2001 super output areas - middle layer,305,Muslim,125
196,2001,E02005911,2001 super output areas - middle layer,305,Sikh,136
197,2001,E02005911,2001 super output areas - middle layer,305,Other religion,22
198,2001,E02005911,2001 super output areas - middle layer,305,No religion,1431
199,2001,E02005911,2001 super output areas - middle layer,305,Religion not stated,488
200,2001,E02005912,2001 super output areas - middle layer,305,All categories: Religion,8615
201,2001,E02005912,2001 super output areas - middle layer,305,Christian,6045
202,2001,E02005912,2001 super output areas - middle layer,305,Buddhist,21
203,2001,E02005912,2001 super output areas - middle layer,305,Hindu,177
204,2001,E02005912,2001 super output areas - middle layer,305,Jewish,39
205,2001,E02005912,2001 super output areas - middle layer,305,Muslim,199
206,2001,E02005912,2001 super output areas - middle layer,305,Sikh,196
207,2001,E02005912,2001 super output areas - middle layer,305,Other religion,6
208,2001,E02005912,2001 super output areas - middle layer,305,No religion,1332
209,2001,E02005912,2001 super output areas - middle layer,305,Religion not stated,600
210,2001,E02005913,2001 super output areas - middle layer,305,All categories: Religion,6516
211,2001,E02005913,2001 super output areas - middle layer,305,Christian,4677
212,2001,E02005913,2001 super output areas - middle layer,305,Buddhist,5
213,2001,E02005913,2001 super output areas - middle layer,305,Hindu,87
214,2001,E02005913,2001 super output areas - middle layer,305,Jewish,85
215,2001,E02005913,2001 super output areas - middle layer,305,Muslim,175
216,2001,E02005913,2001 super output areas - middle layer,305,Sikh,105
217,2001,E02005913,2001 super output areas - middle layer,305,Other religion,12
218,2001,E02005913,2001 super output areas - middle layer,305,No religion,1004
219,2001,E02005913,2001 super output areas - middle layer,305,Religion not stated,366
220,2001,E02005914,2001 super output areas - middle layer,305,All categories: Religion,7373
221,2001,E02005914,2001 super output areas - middle layer,305,Christian,5426
222,2001,E02005914,2001 super output areas - middle layer,305,Buddhist,8
223,2001,E02005914,2001 super output areas - middle layer,305,Hindu,11
224,2001,E02005914,2001 super output areas - middle layer,305,Jewish,6
225,2001,E02005914,2001 super output areas - middle layer,305,Muslim,9
226,2001,E02005914,2001 super output areas - middle layer,305,Sikh,3
227,2001,E02005914,2001 super output areas - middle layer,305,Other religion,16
228,2001,E02005914,2001 super output areas - middle layer,305,No religion,1403
229,2001,E02005914,2001 super output areas - middle layer,305,Religion not stated,491
230,2001,E02005915,2001 super output areas - middle layer,305,All categories: Religion,5466
231,2001,E02005915,2001 super output areas - middle layer,305,Christian,4317
232,2001,E02005915,2001 super output areas - middle layer,305,Buddhist,0
233,2001,E02005915,2001 super output areas - middle layer,305,Hindu,4
234,2001,E02005915,2001 super output areas - middle layer,305,Jewish,7
235,2001,E02005915,2001 super output areas - middle layer,305,Muslim,0
236,2001,E02005915,2001 super output areas - middle layer,305,Sikh,3
237,2001,E02005915,2001 super output areas - middle layer,305,Other religion,15
238,2001,E02005915,2001 super output areas - middle layer,305,No religion,769
239,2001,E02005915,2001 super output areas - middle layer,305,Religion not stated,351
240,2001,E02005916,2001 super output areas - middle layer,305,All categories: Religion,6441
241,2001,E02005916,2001 super output areas - middle layer,305,Christian,4649
242,2001,E02005916,2001 super output areas - middle layer,305,Buddhist,11
243,2001,E02005916,2001 super output areas - middle layer,305,Hindu,6
244,2001,E02005916,2001 super output areas - middle layer,305,Jewish,15
245,2001,E02005916,2001 super output areas - middle layer,305,Muslim,24
246,2001,E02005916,2001 super output areas - middle layer,305,Sikh,18
247,2001,E02005916,2001 super output areas - middle layer,305,Other religion,22
248,2001,E02005916,2001 super output areas - middle layer,305,No religion,1103
249,2001,E02005916,2001 super output areas - middle layer,305,Religion not stated,593
250,2001,E02005917,2001 super output areas - middle layer,305,All categories: Religion,5430
251,2001,E02005917,2001 super output areas - middle layer,305,Christian,4259
252,2001,E02005917,2001 super output areas - middle layer,305,Buddhist,3
253,2001,E02005917,2001 super output areas - middle layer,305,Hindu,5
254,2001,E02005917,2001 super output areas - middle layer,305,Jewish,33
255,2001,E02005917,2001 super output areas - middle layer,305,Muslim,16
256,2001,E02005917,2001 super output areas - middle layer,305,Sikh,15
257,2001,E02005917,2001 super output areas - middle layer,305,Other religion,10
258,2001,E02005917,2001 super output areas - middle layer,305,No religion,739
259,2001,E02005917,2001 super output areas - middle layer,305,Religion not stated,350
260,2001,E02005918,2001 super output areas - middle layer,305,All categories: Religion,5252
261,2001,E02005918,2001 super output areas - middle layer,305,Christian,4052
262,2001,E02005918,2001 super output areas - middle layer,305,Buddhist,10
263,2001,E02005918,2001 super output areas - middle layer,305,Hindu,10
264,2001,E02005918,2001 super output areas - middle layer,305,Jewish,3
265,2001,E02005918,2001 super output areas - middle layer,305,Muslim,0
266,2001,E02005918,2001 super output areas - middle layer,305,Sikh,0
267,2001,E02005918,2001 super output areas - middle layer,305,Other religion,15
268,2001,E02005918,2001 super output areas - middle layer,305,No religion,819
269,2001,E02005918,2001 super output areas - middle layer,305,Religion not stated,343
270,2001,E02005919,2001 super output areas - middle layer,305,All categories: Religion,5714
271,2001,E02005919,2001 super output areas - middle layer,305,Christian,4241
272,2001,E02005919,2001 super output areas - middle layer,305,Buddhist,22
273,2001,E02005919,2001 super output areas - middle layer,305,Hindu,18
274,2001,E02005919,2001 super output areas - middle layer,305,Jewish,8
275,2001,E02005919,2001 super output areas - middle layer,305,Muslim,29
276,2001,E02005919,2001 super output areas - middle layer,305,Sikh,6
277,2001,E02005919,2001 super output areas - middle layer,305,Other religion,15
278,2001,E02005919,2001 super output areas - middle layer,305,No religion,965
279,2001,E02005919,2001 super output areas - middle layer,305,Religion not stated,410
280,2001,E02005920,2001 super output areas - middle layer,305,All categories: Religion,7058
281,2001,E02005920,2001 super output areas - middle layer,305,Christian,5524
282,2001,E02005920,2001 super output areas - middle layer,305,Buddhist,6
283,2001,E02005920,2001 super output areas - middle layer,305,Hindu,11
284,2001,E02005920,2001 super output areas - middle layer,305,Jewish,16
285,2001,E02005920,2001 super output areas - middle layer,305,Muslim,26
286,2001,E02005920,2001 super output areas - middle layer,305,Sikh,15
287,2001,E02005920,2001 super output areas - middle layer,305,Other religion,12
288,2001,E02005920,2001 super output areas - middle layer,305,No religion,990
289,2001,E02005920,2001 super output areas - middle layer,305,Religion not stated,458
290,2001,E02002905,2001 super output areas - middle layer,305,All categories: Religion,6028
291,2001,E02002905,2001 super output areas - middle layer,305,Christian,4703
292,2001,E02002905,2001 super output areas - middle layer,305,Buddhist,10
293,2001,E02002905,2001 super output areas - middle layer,305,Hindu,3
294,2001,E02002905,2001 super output areas - middle layer,305,Jewish,3
295,2001,E02002905,2001 super output areas - middle layer,305,Muslim,3
296,2001,E02002905,2001 super output areas - middle layer,305,Sikh,3
297,2001,E02002905,2001 super output areas - middle layer,305,Other religion,24
298,2001,E02002905,2001 super output areas - middle layer,305,No religion,858
299,2001,E02002905,2001 super output areas - middle layer,305,Religion not stated,421
300,2001,E02002906,2001 super output areas - middle layer,305,All categories: Religion,5644
301,2001,E02002906,2001 super output areas - middle layer,305,Christian,4441
302,2001,E02002906,2001 super output areas - middle layer,305,Buddhist,0
303,2001,E02002906,2001 super output areas - middle layer,305,Hindu,0
304,2001,E02002906,2001 super output areas - middle layer,305,Jewish,0
305,2001,E02002906,2001 super output areas - middle layer,305,Muslim,0
306,2001,E02002906,2001 super output areas - middle layer,305,Sikh,0
307,2001,E02002906,2001 super output areas - middle layer,305,Other religion,12
308,2001,E02002906,2001 super output areas - middle layer,305,No religion,729
309,2001,E02002906,2001 super output areas - middle layer,305,Religion not stated,462
310,2001,E02002907,2001 super output areas - middle layer,305,All categories: Religion,5464
311,2001,E02002907,2001 super output areas - middle layer,305,Christian,4272
312,2001,E02002907,2001 super output areas - middle layer,305,Buddhist,4
313,2001,E02002907,2001 super output areas - middle layer,305,Hindu,0
314,2001,E02002907,2001 super output areas - middle layer,305,Jewish,7
315,2001,E02002907,2001 super output areas - middle layer,305,Muslim,3
316,2001,E02002907,2001 super output areas - middle layer,305,Sikh,0
317,2001,E02002907,2001 super output areas - middle layer,305,Other religion,14
318,2001,E02002907,2001 super output areas - middle layer,305,No religion,722
319,2001,E02002907,2001 super output areas - middle layer,305,Religion not stated,442
320,2001,E02002908,2001 super output areas - middle layer,305,All categories: Religion,8401
321,2001,E02002908,2001 super output areas - middle layer,305,Christian,6684
322,2001,E02002908,2001 super output areas - middle layer,305,Buddhist,24
323,2001,E02002908,2001 super output areas - middle layer,305,Hindu,3
324,2001,E02002908,2001 super output areas - middle layer,305,Jewish,5
325,2001,E02002908,2001 super output areas - middle layer,305,Muslim,5
326,2001,E02002908,2001 super output areas - middle layer,305,Sikh,3
327,2001,E02002908,2001 super output areas - middle layer,305,Other religion,27
328,2001,E02002908,2001 super output areas - middle layer,305,No religion,946
329,2001,E02002908,2001 super output areas - middle layer,305,Religion not stated,704
330,2001,E02002909,2001 super output areas - middle layer,305,All categories: Religion,10217
331,2001,E02002909,2001 super output areas - middle layer,305,Christian,8234
332,2001,E02002909,2001 super output areas - middle layer,305,Buddhist,22
333,2001,E02002909,2001 super output areas - middle layer,305,Hindu,6
334,2001,E02002909,2001 super output areas - middle layer,305,Jewish,0
335,2001,E02002909,2001 super output areas - middle layer,305,Muslim,7
336,2001,E02002909,2001 super output areas - middle layer,305,Sikh,3
337,2001,E02002909,2001 super output areas - middle layer,305,Other religion,28
338,2001,E02002909,2001 super output areas - middle layer,305,No religion,1195
339,2001,E02002909,2001 super output areas - middle layer,305,Religion not stated,722
340,2001,E02002910,2001 super output areas - middle layer,305,All categories: Religion,7769
341,2001,E02002910,2001 super output areas - middle layer,305,Christian,6106
342,2001,E02002910,2001 super output areas - middle layer,305,Buddhist,21
343,2001,E02002910,2001 super output areas - middle layer,305,Hindu,3
344,2001,E02002910,2001 super output areas - middle layer,305,Jewish,8
345,2001,E02002910,2001 super output areas - middle layer,305,Muslim,4
346,2001,E02002910,2001 super output areas - middle layer,305,Sikh,0
347,2001,E02002910,2001 super output areas - middle layer,305,Other religion,30
348,2001,E02002910,2001 super output areas - middle layer,305,No religion,940
349,2001,E02002910,2001 super output areas - middle layer,305,Religion not stated,657
350,2001,E02002911,2001 super output areas - middle layer,305,All categories: Religion,9003
351,2001,E02002911,2001 super output areas - middle layer,305,Christian,7241
352,2001,E02002911,2001 super output areas - middle layer,305,Buddhist,9
353,2001,E02002911,2001 super output areas - middle layer,305,Hindu,6
354,2001,E02002911,2001 super output areas - middle layer,305,Jewish,4
355,2001,E02002911,2001 super output areas - middle layer,305,Muslim,7
356,2001,E02002911,2001 super output areas - middle layer,305,Sikh,0
357,2001,E02002911,2001 super output areas - middle layer,305,Other religion,28
358,2001,E02002911,2001 super output areas - middle layer,305,No religion,1017
359,2001,E02002911,2001 super output areas - middle layer,305,Religion not stated,691
360,2001,E02002912,2001 super output areas - middle layer,305,All categories: Religion,6548
361,2001,E02002912,2001 super output areas - middle layer,305,Christian,5308
362,2001,E02002912,2001 super output areas - middle layer,305,Buddhist,7
363,2001,E02002912,2001 super output areas - middle layer,305,Hindu,8
364,2001,E02002912,2001 super output areas - middle layer,305,Jewish,5
365,2001,E02002912,2001 super output areas - middle layer,305,Muslim,4
366,2001,E02002912,2001 super output areas - middle layer,305,Sikh,6
367,2001,E02002912,2001 super output areas - middle layer,305,Other religion,8
368,2001,E02002912,2001 super output areas - middle layer,305,No religion,707
369,2001,E02002912,2001 super output areas - middle layer,305,Religion not stated,495
370,2001,E02002913,2001 super output areas - middle layer,305,All categories: Religion,5730
371,2001,E02002913,2001 super output areas - middle layer,305,Christian,4453
372,2001,E02002913,2001 super output areas - middle layer,305,Buddhist,11
373,2001,E02002913,2001 super output areas - middle layer,305,Hindu,6
374,2001,E02002913,2001 super output areas - middle layer,305,Jewish,7
375,2001,E02002913,2001 super output areas - middle layer,305,Muslim,0
376,2001,E02002913,2001 super output areas - middle layer,305,Sikh,0
377,2001,E02002913,2001 super output areas - middle layer,305,Other religion,33
378,2001,E02002913,2001 super output areas - middle layer,305,No religion,786
379,2001,E02002913,2001 super output areas - middle layer,305,Religion not stated,434
380,2001,E02002914,2001 super output areas - middle layer,305,All categories: Religion,9011
381,2001,E02002914,2001 super output areas - middle layer,305,Christian,7220
382,2001,E02002914,2001 super output areas - middle layer,305,Buddhist,21
383,2001,E02002914,2001 super output areas - middle layer,305,Hindu,3
384,2001,E02002914,2001 super output areas - middle layer,305,Jewish,4
385,2001,E02002914,2001 super output areas - middle layer,305,Muslim,24
386,2001,E02002914,2001 super output areas - middle layer,305,Sikh,3
387,2001,E02002914,2001 super output areas - middle layer,305,Other religion,9
388,2001,E02002914,2001 super output areas - middle layer,305,No religion,1140
389,2001,E02002914,2001 super output areas - middle layer,305,Religion not stated,587
390,2001,E02002915,2001 super output areas - middle layer,305,All categories: Religion,6477
391,2001,E02002915,2001 super output areas - middle layer,305,Christian,5266
392,2001,E02002915,2001 super output areas - middle layer,305,Buddhist,11
393,2001,E02002915,2001 super output areas - middle layer,305,Hindu,19
394,2001,E02002915,2001 super output areas - middle layer,305,Jewish,7
395,2001,E02002915,2001 super output areas - middle layer,305,Muslim,19
396,2001,E02002915,2001 super output areas - middle layer,305,Sikh,0
397,2001,E02002915,2001 super output areas - middle layer,305,Other religion,10
398,2001,E02002915,2001 super output areas - middle layer,305,No religion,716
399,2001,E02002915,2001 super output areas - middle layer,305,Religion not stated,429
400,2001,E02002916,2001 super output areas - middle layer,305,All categories: Religion,8549
401,2001,E02002916,2001 super output areas - middle layer,305,Christian,6328
402,2001,E02002916,2001 super output areas - middle layer,305,Buddhist,30
403,2001,E02002916,2001 super output areas - middle layer,305,Hindu,11
404,2001,E02002916,2001 super output areas - middle layer,305,Jewish,11
405,2001,E02002916,2001 super output areas - middle layer,305,Muslim,23
406,2001,E02002916,2001 super output areas - middle layer,305,Sikh,4
407,2001,E02002916,2001 super output areas - middle layer,305,Other religion,22
408,2001,E02002916,2001 super output areas - middle layer,305,No religion,1397
409,2001,E02002916,2001 super output areas - middle layer,305,Religion not stated,723
410,2001,E02002917,2001 super output areas - middle layer,305,All categories: Religion,6327
411,2001,E02002917,2001 super output areas - middle layer,305,Christian,4932
412,2001,E02002917,2001 super output areas - middle layer,305,Buddhist,14
413,2001,E02002917,2001 super output areas - middle layer,305,Hindu,3
414,2001,E02002917,2001 super output areas - middle layer,305,Jewish,4
415,2001,E02002917,2001 super output areas - middle layer,305,Muslim,4
416,2001,E02002917,2001 super output areas - middle layer,305,Sikh,0
417,2001,E02002917,2001 super output areas - middle layer,305,Other religion,13
418,2001,E02002917,2001 super output areas - middle layer,305,No religion,914
419,2001,E02002917,2001 super output areas - middle layer,305,Religion not stated,443
420,2001,E02002918,2001 super output areas - middle layer,305,All categories: Religion,6055
421,2001,E02002918,2001 super output areas - middle layer,305,Christian,5106
422,2001,E02002918,2001 super output areas - middle layer,305,Buddhist,11
423,2001,E02002918,2001 super output areas - middle layer,305,Hindu,11
