,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HOURS_NAME,OBS_VALUE
31,2001,E02002130,2001 super output areas - middle layer,305,Female - Mean hours worked,29.93
32,2001,E02002131,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1984.0
33,2001,E02002131,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,11.0
34,2001,E02002131,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,48.0
35,2001,E02002131,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,104.0
36,2001,E02002131,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,283.0
37,2001,E02002131,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,1053.0
38,2001,E02002131,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,485.0
39,2001,E02002131,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1656.0
40,2001,E02002131,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,32.0
41,2001,E02002131,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,230.0
42,2001,E02002131,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,558.0
43,2001,E02002131,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,383.0
44,2001,E02002131,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,352.0
45,2001,E02002131,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,101.0
46,2001,E02002131,2001 super output areas - middle layer,305,Male - Mean hours worked,42.26
47,2001,E02002131,2001 super output areas - middle layer,305,Female - Mean hours worked,29.69
48,2001,E02002132,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1298.0
49,2001,E02002132,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,3.0
50,2001,E02002132,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,29.0
51,2001,E02002132,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,51.0
52,2001,E02002132,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,219.0
53,2001,E02002132,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,780.0
54,2001,E02002132,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,216.0
55,2001,E02002132,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1021.0
56,2001,E02002132,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,17.0
57,2001,E02002132,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,135.0
58,2001,E02002132,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,356.0
59,2001,E02002132,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,246.0
60,2001,E02002132,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,240.0
61,2001,E02002132,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,27.0
62,2001,E02002132,2001 super output areas - middle layer,305,Male - Mean hours worked,41.24
63,2001,E02002132,2001 super output areas - middle layer,305,Female - Mean hours worked,29.06
64,2001,E02002133,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1386.0
65,2001,E02002133,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,14.0
66,2001,E02002133,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,49.0
67,2001,E02002133,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,100.0
68,2001,E02002133,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,218.0
69,2001,E02002133,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,703.0
70,2001,E02002133,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,302.0
71,2001,E02002133,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1136.0
72,2001,E02002133,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,18.0
73,2001,E02002133,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,132.0
74,2001,E02002133,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,319.0
75,2001,E02002133,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,280.0
76,2001,E02002133,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,301.0
77,2001,E02002133,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,86.0
78,2001,E02002133,2001 super output areas - middle layer,305,Male - Mean hours worked,41.12
79,2001,E02002133,2001 super output areas - middle layer,305,Female - Mean hours worked,31.68
80,2001,E02002134,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1723.0
81,2001,E02002134,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,5.0
82,2001,E02002134,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,18.0
83,2001,E02002134,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,84.0
84,2001,E02002134,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,263.0
85,2001,E02002134,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,989.0
86,2001,E02002134,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,364.0
87,2001,E02002134,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1393.0
88,2001,E02002134,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,23.0
89,2001,E02002134,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,154.0
90,2001,E02002134,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,395.0
91,2001,E02002134,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,397.0
92,2001,E02002134,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,362.0
93,2001,E02002134,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,62.0
94,2001,E02002134,2001 super output areas - middle layer,305,Male - Mean hours worked,42.38
95,2001,E02002134,2001 super output areas - middle layer,305,Female - Mean hours worked,30.96
96,2001,E02002135,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1293.0
97,2001,E02002135,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,9.0
98,2001,E02002135,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,20.0
99,2001,E02002135,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,98.0
100,2001,E02002135,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,224.0
101,2001,E02002135,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,708.0
102,2001,E02002135,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,234.0
103,2001,E02002135,2001 super output areas - middle layer,305,All females aged 16-74 in employment,932.0
104,2001,E02002135,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,11.0
105,2001,E02002135,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,117.0
106,2001,E02002135,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,270.0
107,2001,E02002135,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,236.0
108,2001,E02002135,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,249.0
109,2001,E02002135,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,49.0
110,2001,E02002135,2001 super output areas - middle layer,305,Male - Mean hours worked,41.27
111,2001,E02002135,2001 super output areas - middle layer,305,Female - Mean hours worked,31.12
112,2001,E02002136,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1484.0
113,2001,E02002136,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,4.0
114,2001,E02002136,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,23.0
115,2001,E02002136,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,70.0
116,2001,E02002136,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,252.0
117,2001,E02002136,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,815.0
118,2001,E02002136,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,320.0
119,2001,E02002136,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1215.0
120,2001,E02002136,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,14.0
121,2001,E02002136,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,117.0
122,2001,E02002136,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,324.0
123,2001,E02002136,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,347.0
124,2001,E02002136,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,347.0
125,2001,E02002136,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,66.0
126,2001,E02002136,2001 super output areas - middle layer,305,Male - Mean hours worked,42.33
127,2001,E02002136,2001 super output areas - middle layer,305,Female - Mean hours worked,32.12
128,2001,E02002137,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1511.0
129,2001,E02002137,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,8.0
130,2001,E02002137,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,43.0
131,2001,E02002137,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,105.0
132,2001,E02002137,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,224.0
133,2001,E02002137,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,720.0
134,2001,E02002137,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,411.0
135,2001,E02002137,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1275.0
136,2001,E02002137,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,15.0
137,2001,E02002137,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,205.0
138,2001,E02002137,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,412.0
139,2001,E02002137,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,272.0
140,2001,E02002137,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,285.0
141,2001,E02002137,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,86.0
142,2001,E02002137,2001 super output areas - middle layer,305,Male - Mean hours worked,42.48
143,2001,E02002137,2001 super output areas - middle layer,305,Female - Mean hours worked,29.7
144,2001,E02002138,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1309.0
145,2001,E02002138,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,8.0
146,2001,E02002138,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,35.0
147,2001,E02002138,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,98.0
148,2001,E02002138,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,266.0
149,2001,E02002138,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,603.0
150,2001,E02002138,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,299.0
151,2001,E02002138,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1032.0
152,2001,E02002138,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,12.0
153,2001,E02002138,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,122.0
154,2001,E02002138,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,259.0
155,2001,E02002138,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,278.0
156,2001,E02002138,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,272.0
157,2001,E02002138,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,89.0
158,2001,E02002138,2001 super output areas - middle layer,305,Male - Mean hours worked,41.35
159,2001,E02002138,2001 super output areas - middle layer,305,Female - Mean hours worked,32.11
160,2001,E02002139,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1535.0
161,2001,E02002139,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,10.0
162,2001,E02002139,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,57.0
163,2001,E02002139,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,160.0
164,2001,E02002139,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,282.0
165,2001,E02002139,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,734.0
166,2001,E02002139,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,292.0
167,2001,E02002139,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1191.0
168,2001,E02002139,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,28.0
169,2001,E02002139,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,140.0
170,2001,E02002139,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,303.0
171,2001,E02002139,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,302.0
172,2001,E02002139,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,342.0
173,2001,E02002139,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,76.0
174,2001,E02002139,2001 super output areas - middle layer,305,Male - Mean hours worked,40.05
175,2001,E02002139,2001 super output areas - middle layer,305,Female - Mean hours worked,31.53
176,2001,E02002140,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1442.0
177,2001,E02002140,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,4.0
178,2001,E02002140,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,32.0
179,2001,E02002140,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,136.0
180,2001,E02002140,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,271.0
181,2001,E02002140,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,759.0
182,2001,E02002140,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,240.0
183,2001,E02002140,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1028.0
184,2001,E02002140,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,17.0
185,2001,E02002140,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,125.0
186,2001,E02002140,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,306.0
187,2001,E02002140,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,281.0
188,2001,E02002140,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,259.0
189,2001,E02002140,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,40.0
190,2001,E02002140,2001 super output areas - middle layer,305,Male - Mean hours worked,40.28
191,2001,E02002140,2001 super output areas - middle layer,305,Female - Mean hours worked,30.45
192,2001,E02002141,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1644.0
193,2001,E02002141,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,3.0
194,2001,E02002141,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,39.0
195,2001,E02002141,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,79.0
196,2001,E02002141,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,276.0
197,2001,E02002141,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,858.0
198,2001,E02002141,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,389.0
199,2001,E02002141,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1414.0
200,2001,E02002141,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,21.0
201,2001,E02002141,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,196.0
202,2001,E02002141,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,454.0
203,2001,E02002141,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,329.0
204,2001,E02002141,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,354.0
205,2001,E02002141,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,60.0
206,2001,E02002141,2001 super output areas - middle layer,305,Male - Mean hours worked,42.44
207,2001,E02002141,2001 super output areas - middle layer,305,Female - Mean hours worked,29.93
208,2001,E02002142,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1324.0
209,2001,E02002142,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,7.0
210,2001,E02002142,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,27.0
211,2001,E02002142,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,112.0
212,2001,E02002142,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,226.0
213,2001,E02002142,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,701.0
214,2001,E02002142,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,251.0
215,2001,E02002142,2001 super output areas - middle layer,305,All females aged 16-74 in employment,919.0
216,2001,E02002142,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,11.0
217,2001,E02002142,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,94.0
218,2001,E02002142,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,251.0
219,2001,E02002142,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,243.0
220,2001,E02002142,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,266.0
221,2001,E02002142,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,54.0
222,2001,E02002142,2001 super output areas - middle layer,305,Male - Mean hours worked,41.0
223,2001,E02002142,2001 super output areas - middle layer,305,Female - Mean hours worked,31.99
224,2001,E02002143,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1651.0
225,2001,E02002143,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,11.0
226,2001,E02002143,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,59.0
227,2001,E02002143,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,233.0
228,2001,E02002143,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,294.0
229,2001,E02002143,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,830.0
230,2001,E02002143,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,224.0
231,2001,E02002143,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1068.0
232,2001,E02002143,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,27.0
233,2001,E02002143,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,120.0
234,2001,E02002143,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,312.0
235,2001,E02002143,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,272.0
236,2001,E02002143,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,290.0
237,2001,E02002143,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,47.0
238,2001,E02002143,2001 super output areas - middle layer,305,Male - Mean hours worked,38.29
239,2001,E02002143,2001 super output areas - middle layer,305,Female - Mean hours worked,30.74
240,2001,E02002144,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1575.0
241,2001,E02002144,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,17.0
242,2001,E02002144,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,49.0
243,2001,E02002144,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,77.0
244,2001,E02002144,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,238.0
245,2001,E02002144,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,742.0
246,2001,E02002144,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,452.0
247,2001,E02002144,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1382.0
248,2001,E02002144,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,29.0
249,2001,E02002144,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,159.0
250,2001,E02002144,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,411.0
251,2001,E02002144,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,341.0
252,2001,E02002144,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,325.0
253,2001,E02002144,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,117.0
254,2001,E02002144,2001 super output areas - middle layer,305,Male - Mean hours worked,43.15
255,2001,E02002144,2001 super output areas - middle layer,305,Female - Mean hours worked,31.55
256,2001,E02002145,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1335.0
257,2001,E02002145,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,4.0
258,2001,E02002145,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,16.0
259,2001,E02002145,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,81.0
260,2001,E02002145,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,228.0
261,2001,E02002145,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,764.0
262,2001,E02002145,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,242.0
263,2001,E02002145,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1054.0
264,2001,E02002145,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,21.0
265,2001,E02002145,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,146.0
266,2001,E02002145,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,320.0
267,2001,E02002145,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,258.0
268,2001,E02002145,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,278.0
269,2001,E02002145,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,31.0
270,2001,E02002145,2001 super output areas - middle layer,305,Male - Mean hours worked,41.49
271,2001,E02002145,2001 super output areas - middle layer,305,Female - Mean hours worked,29.52
272,2001,E02002146,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1213.0
273,2001,E02002146,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,3.0
274,2001,E02002146,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,33.0
275,2001,E02002146,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,80.0
276,2001,E02002146,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,229.0
277,2001,E02002146,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,629.0
278,2001,E02002146,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,239.0
279,2001,E02002146,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1012.0
280,2001,E02002146,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,16.0
281,2001,E02002146,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,115.0
282,2001,E02002146,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,302.0
283,2001,E02002146,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,271.0
284,2001,E02002146,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,265.0
285,2001,E02002146,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,43.0
286,2001,E02002146,2001 super output areas - middle layer,305,Male - Mean hours worked,41.09
287,2001,E02002146,2001 super output areas - middle layer,305,Female - Mean hours worked,30.77
288,2001,E02002147,2001 super output areas - middle layer,305,All males aged 16-74 in employment,1620.0
289,2001,E02002147,2001 super output areas - middle layer,305,Males - Part-time - 1 to 5 hours,4.0
290,2001,E02002147,2001 super output areas - middle layer,305,Males - Part-time - 6 to 15 hours,27.0
291,2001,E02002147,2001 super output areas - middle layer,305,Males - Part-time - 16 to 30 hours,86.0
292,2001,E02002147,2001 super output areas - middle layer,305,Males - Full-time - 31 to 37 hours,275.0
293,2001,E02002147,2001 super output areas - middle layer,305,Males - Full-time - 38 to 48 hours,938.0
294,2001,E02002147,2001 super output areas - middle layer,305,Males - Full-time - 49 or more hours,290.0
295,2001,E02002147,2001 super output areas - middle layer,305,All females aged 16-74 in employment,1190.0
296,2001,E02002147,2001 super output areas - middle layer,305,Females - Part-time - 1 to 5 hours,26.0
297,2001,E02002147,2001 super output areas - middle layer,305,Females - Part-time - 6 to 15 hours,152.0
298,2001,E02002147,2001 super output areas - middle layer,305,Females - Part-time - 16 to 30 hours,368.0
299,2001,E02002147,2001 super output areas - middle layer,305,Females - Full-time - 31 to 37 hours,282.0
300,2001,E02002147,2001 super output areas - middle layer,305,Females - Full-time - 38 to 48 hours,318.0
301,2001,E02002147,2001 super output areas - middle layer,305,Females - Full-time - 49 or more hours,44.0
302,2001,E02002147,2001 super output areas - middle layer,305,Male - Mean hours worked,41.39
303,2001,E02002147,2001 super output areas - middle layer,305,Female - Mean hours worked,29.99
304,2001,E02002148,2001 super output areas - middle layer,305,All males aged 16-74 in employment,2639.0
