,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
44,2021,E01023471,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,72
45,2021,E01023471,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,12
46,2021,E01023471,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,19
47,2021,E01023471,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
48,2021,E01023471,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
49,2021,E01023471,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,23
50,2021,E01023472,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1291
51,2021,E01023472,2021 super output areas - lower layer,151,Provides no unpaid care,1163
52,2021,E01023472,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,59
53,2021,E01023472,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,39
54,2021,E01023472,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
55,2021,E01023472,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,35
56,2021,E01023472,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,18
57,2021,E01023472,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,17
58,2021,E01023472,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
59,2021,E01023473,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1662
60,2021,E01023473,2021 super output areas - lower layer,151,Provides no unpaid care,1529
61,2021,E01023473,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,67
62,2021,E01023473,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,53
63,2021,E01023473,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,14
64,2021,E01023473,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,16
65,2021,E01023473,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,3
66,2021,E01023473,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,13
67,2021,E01023473,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,50
68,2021,E01023474,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1459
69,2021,E01023474,2021 super output areas - lower layer,151,Provides no unpaid care,1362
70,2021,E01023474,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,64
71,2021,E01023474,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,54
72,2021,E01023474,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,10
73,2021,E01023474,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,12
74,2021,E01023474,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,6
75,2021,E01023474,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
76,2021,E01023474,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,21
77,2021,E01023487,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1445
78,2021,E01023487,2021 super output areas - lower layer,151,Provides no unpaid care,1302
79,2021,E01023487,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,65
80,2021,E01023487,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,45
81,2021,E01023487,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
82,2021,E01023487,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,38
83,2021,E01023487,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,15
84,2021,E01023487,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,23
85,2021,E01023487,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,40
86,2021,E01023488,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1510
87,2021,E01023488,2021 super output areas - lower layer,151,Provides no unpaid care,1403
88,2021,E01023488,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,57
89,2021,E01023488,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,48
90,2021,E01023488,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,9
91,2021,E01023488,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,22
92,2021,E01023488,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
93,2021,E01023488,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,12
94,2021,E01023488,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,28
95,2021,E01023489,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1293
96,2021,E01023489,2021 super output areas - lower layer,151,Provides no unpaid care,1190
97,2021,E01023489,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,66
98,2021,E01023489,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,52
99,2021,E01023489,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,14
100,2021,E01023489,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
101,2021,E01023489,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,5
102,2021,E01023489,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,10
103,2021,E01023489,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,22
104,2021,E01023490,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1213
105,2021,E01023490,2021 super output areas - lower layer,151,Provides no unpaid care,1115
106,2021,E01023490,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,57
107,2021,E01023490,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,50
108,2021,E01023490,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,7
109,2021,E01023490,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,19
110,2021,E01023490,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
111,2021,E01023490,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,12
112,2021,E01023490,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,22
113,2021,E01023482,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1824
114,2021,E01023482,2021 super output areas - lower layer,151,Provides no unpaid care,1696
115,2021,E01023482,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,84
116,2021,E01023482,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,57
117,2021,E01023482,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,27
118,2021,E01023482,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,19
119,2021,E01023482,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,10
120,2021,E01023482,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
121,2021,E01023482,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,25
122,2021,E01023483,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2240
123,2021,E01023483,2021 super output areas - lower layer,151,Provides no unpaid care,2074
124,2021,E01023483,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,90
125,2021,E01023483,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,70
126,2021,E01023483,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
127,2021,E01023483,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,27
128,2021,E01023483,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,14
129,2021,E01023483,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,13
130,2021,E01023483,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,49
131,2021,E01023484,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1506
132,2021,E01023484,2021 super output areas - lower layer,151,Provides no unpaid care,1392
133,2021,E01023484,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,62
134,2021,E01023484,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,36
135,2021,E01023484,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,26
136,2021,E01023484,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,17
137,2021,E01023484,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
138,2021,E01023484,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,10
139,2021,E01023484,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,35
140,2021,E01023475,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1358
141,2021,E01023475,2021 super output areas - lower layer,151,Provides no unpaid care,1246
142,2021,E01023475,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,57
143,2021,E01023475,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,39
144,2021,E01023475,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,18
145,2021,E01023475,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,20
146,2021,E01023475,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,11
147,2021,E01023475,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
148,2021,E01023475,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,35
149,2021,E01023476,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1630
150,2021,E01023476,2021 super output areas - lower layer,151,Provides no unpaid care,1506
151,2021,E01023476,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,86
152,2021,E01023476,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,71
153,2021,E01023476,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
154,2021,E01023476,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,14
155,2021,E01023476,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
156,2021,E01023476,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
157,2021,E01023476,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,24
158,2021,E01023477,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2050
159,2021,E01023477,2021 super output areas - lower layer,151,Provides no unpaid care,1911
160,2021,E01023477,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,101
161,2021,E01023477,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,85
162,2021,E01023477,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,16
163,2021,E01023477,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
164,2021,E01023477,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,14
165,2021,E01023477,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
166,2021,E01023477,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,17
167,2021,E01023479,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1481
168,2021,E01023479,2021 super output areas - lower layer,151,Provides no unpaid care,1378
169,2021,E01023479,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,72
170,2021,E01023479,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,60
171,2021,E01023479,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,12
172,2021,E01023479,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,12
173,2021,E01023479,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
174,2021,E01023479,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,5
175,2021,E01023479,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,19
176,2021,E01035596,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1270
177,2021,E01035596,2021 super output areas - lower layer,151,Provides no unpaid care,1199
178,2021,E01035596,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,47
179,2021,E01035596,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,40
180,2021,E01035596,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,7
181,2021,E01035596,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,13
182,2021,E01035596,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,4
183,2021,E01035596,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
184,2021,E01035596,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,11
185,2021,E01035597,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1264
186,2021,E01035597,2021 super output areas - lower layer,151,Provides no unpaid care,1190
187,2021,E01035597,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,47
188,2021,E01035597,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,33
189,2021,E01035597,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,14
190,2021,E01035597,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,16
191,2021,E01035597,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
192,2021,E01035597,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
193,2021,E01035597,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,11
194,2021,E01023468,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1241
195,2021,E01023468,2021 super output areas - lower layer,151,Provides no unpaid care,1166
196,2021,E01023468,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,53
197,2021,E01023468,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,41
198,2021,E01023468,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,12
199,2021,E01023468,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,9
200,2021,E01023468,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,6
201,2021,E01023468,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,3
202,2021,E01023468,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,13
203,2021,E01023469,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1397
204,2021,E01023469,2021 super output areas - lower layer,151,Provides no unpaid care,1267
205,2021,E01023469,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,70
206,2021,E01023469,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,48
207,2021,E01023469,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,22
208,2021,E01023469,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,20
209,2021,E01023469,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,11
210,2021,E01023469,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
211,2021,E01023469,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,40
212,2021,E01023480,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1583
213,2021,E01023480,2021 super output areas - lower layer,151,Provides no unpaid care,1456
214,2021,E01023480,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,68
215,2021,E01023480,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,57
216,2021,E01023480,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,11
217,2021,E01023480,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,25
218,2021,E01023480,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,14
219,2021,E01023480,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,11
220,2021,E01023480,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
221,2021,E01023481,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1780
222,2021,E01023481,2021 super output areas - lower layer,151,Provides no unpaid care,1656
223,2021,E01023481,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,86
224,2021,E01023481,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,67
225,2021,E01023481,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,19
226,2021,E01023481,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
227,2021,E01023481,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
228,2021,E01023481,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,7
229,2021,E01023481,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,23
230,2021,E01023504,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1362
231,2021,E01023504,2021 super output areas - lower layer,151,Provides no unpaid care,1270
232,2021,E01023504,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
233,2021,E01023504,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,39
234,2021,E01023504,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,17
235,2021,E01023504,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,12
236,2021,E01023504,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,6
237,2021,E01023504,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,6
238,2021,E01023504,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,24
239,2021,E01023505,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1585
240,2021,E01023505,2021 super output areas - lower layer,151,Provides no unpaid care,1448
241,2021,E01023505,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,76
242,2021,E01023505,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,53
243,2021,E01023505,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,23
244,2021,E01023505,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,23
245,2021,E01023505,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,13
246,2021,E01023505,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,10
247,2021,E01023505,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,38
248,2021,E01023467,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,2266
249,2021,E01023467,2021 super output areas - lower layer,151,Provides no unpaid care,2049
250,2021,E01023467,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,123
251,2021,E01023467,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,99
252,2021,E01023467,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,24
253,2021,E01023467,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,37
254,2021,E01023467,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,24
255,2021,E01023467,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,13
256,2021,E01023467,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,57
257,2021,E01023494,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1520
258,2021,E01023494,2021 super output areas - lower layer,151,Provides no unpaid care,1386
259,2021,E01023494,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,78
260,2021,E01023494,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,62
261,2021,E01023494,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,16
262,2021,E01023494,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,18
263,2021,E01023494,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,13
264,2021,E01023494,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,5
265,2021,E01023494,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,38
266,2021,E01023495,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1280
267,2021,E01023495,2021 super output areas - lower layer,151,Provides no unpaid care,1158
268,2021,E01023495,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,69
269,2021,E01023495,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,53
270,2021,E01023495,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,16
271,2021,E01023495,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,16
272,2021,E01023495,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
273,2021,E01023495,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
274,2021,E01023495,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,37
275,2021,E01023509,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1290
276,2021,E01023509,2021 super output areas - lower layer,151,Provides no unpaid care,1179
277,2021,E01023509,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,61
278,2021,E01023509,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,40
279,2021,E01023509,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,21
280,2021,E01023509,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,16
281,2021,E01023509,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
282,2021,E01023509,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,9
283,2021,E01023509,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,34
284,2021,E01035609,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1360
285,2021,E01035609,2021 super output areas - lower layer,151,Provides no unpaid care,1258
286,2021,E01035609,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,57
287,2021,E01035609,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,47
288,2021,E01035609,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,10
289,2021,E01035609,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,16
290,2021,E01035609,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,8
291,2021,E01035609,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
292,2021,E01035609,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,29
293,2021,E01023787,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1394
294,2021,E01023787,2021 super output areas - lower layer,151,Provides no unpaid care,1268
295,2021,E01023787,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,50
296,2021,E01023787,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,39
297,2021,E01023787,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,11
298,2021,E01023787,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,40
299,2021,E01023787,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,16
300,2021,E01023787,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,24
301,2021,E01023787,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,36
302,2021,E01023788,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1495
303,2021,E01023788,2021 super output areas - lower layer,151,Provides no unpaid care,1352
304,2021,E01023788,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
305,2021,E01023788,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,41
306,2021,E01023788,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
