,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHLANG_5_NAME,OBS_VALUE
78,2021,E01013834,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",16
79,2021,E01013834,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",24
80,2021,E01013835,2021 super output areas - lower layer,151,Total: All households,731
81,2021,E01013835,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",662
82,2021,E01013835,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",21
83,2021,E01013835,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
84,2021,E01013835,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",38
85,2021,E01013836,2021 super output areas - lower layer,151,Total: All households,905
86,2021,E01013836,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",783
87,2021,E01013836,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",30
88,2021,E01013836,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",23
89,2021,E01013836,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",69
90,2021,E01013829,2021 super output areas - lower layer,151,Total: All households,799
91,2021,E01013829,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",709
92,2021,E01013829,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",24
93,2021,E01013829,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",11
94,2021,E01013829,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",55
95,2021,E01013830,2021 super output areas - lower layer,151,Total: All households,647
96,2021,E01013830,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",566
97,2021,E01013830,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",32
98,2021,E01013830,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",13
99,2021,E01013830,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",36
100,2021,E01013831,2021 super output areas - lower layer,151,Total: All households,667
101,2021,E01013831,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",623
102,2021,E01013831,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",19
103,2021,E01013831,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",3
104,2021,E01013831,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",22
105,2021,E01013832,2021 super output areas - lower layer,151,Total: All households,758
106,2021,E01013832,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",663
107,2021,E01013832,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",37
108,2021,E01013832,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",9
109,2021,E01013832,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",49
110,2021,E01013833,2021 super output areas - lower layer,151,Total: All households,543
111,2021,E01013833,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",472
112,2021,E01013833,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",27
113,2021,E01013833,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",16
114,2021,E01013833,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",28
115,2021,E01013935,2021 super output areas - lower layer,151,Total: All households,714
116,2021,E01013935,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",649
117,2021,E01013935,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",21
118,2021,E01013935,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
119,2021,E01013935,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",34
120,2021,E01013968,2021 super output areas - lower layer,151,Total: All households,663
121,2021,E01013968,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",621
122,2021,E01013968,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",21
123,2021,E01013968,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",3
124,2021,E01013968,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",18
125,2021,E01013969,2021 super output areas - lower layer,151,Total: All households,817
126,2021,E01013969,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",718
127,2021,E01013969,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",47
128,2021,E01013969,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",6
129,2021,E01013969,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",46
130,2021,E01013970,2021 super output areas - lower layer,151,Total: All households,698
131,2021,E01013970,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",633
132,2021,E01013970,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",39
133,2021,E01013970,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
134,2021,E01013970,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",21
135,2021,E01013971,2021 super output areas - lower layer,151,Total: All households,789
136,2021,E01013971,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",712
137,2021,E01013971,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",31
138,2021,E01013971,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
139,2021,E01013971,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",36
140,2021,E01013817,2021 super output areas - lower layer,151,Total: All households,642
141,2021,E01013817,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",540
142,2021,E01013817,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",22
143,2021,E01013817,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",29
144,2021,E01013817,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",51
145,2021,E01013818,2021 super output areas - lower layer,151,Total: All households,533
146,2021,E01013818,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",429
147,2021,E01013818,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",46
148,2021,E01013818,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",23
149,2021,E01013818,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",35
150,2021,E01013822,2021 super output areas - lower layer,151,Total: All households,631
151,2021,E01013822,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",503
152,2021,E01013822,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",33
153,2021,E01013822,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",33
154,2021,E01013822,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",62
155,2021,E01013825,2021 super output areas - lower layer,151,Total: All households,691
156,2021,E01013825,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",574
157,2021,E01013825,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",32
158,2021,E01013825,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",44
159,2021,E01013825,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",41
160,2021,E01013826,2021 super output areas - lower layer,151,Total: All households,665
161,2021,E01013826,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",545
162,2021,E01013826,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",25
163,2021,E01013826,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",30
164,2021,E01013826,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",65
165,2021,E01013837,2021 super output areas - lower layer,151,Total: All households,732
166,2021,E01013837,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",620
167,2021,E01013837,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",60
168,2021,E01013837,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",11
169,2021,E01013837,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",41
170,2021,E01013838,2021 super output areas - lower layer,151,Total: All households,701
171,2021,E01013838,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",597
172,2021,E01013838,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",54
173,2021,E01013838,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
174,2021,E01013838,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",40
175,2021,E01013839,2021 super output areas - lower layer,151,Total: All households,912
176,2021,E01013839,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",726
177,2021,E01013839,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",54
178,2021,E01013839,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",21
179,2021,E01013839,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",111
180,2021,E01013840,2021 super output areas - lower layer,151,Total: All households,990
181,2021,E01013840,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",789
182,2021,E01013840,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",65
183,2021,E01013840,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",27
184,2021,E01013840,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",109
185,2021,E01013841,2021 super output areas - lower layer,151,Total: All households,701
186,2021,E01013841,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",539
187,2021,E01013841,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",35
188,2021,E01013841,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",36
189,2021,E01013841,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",91
190,2021,E01013819,2021 super output areas - lower layer,151,Total: All households,709
191,2021,E01013819,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",593
192,2021,E01013819,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",25
193,2021,E01013819,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",19
194,2021,E01013819,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",72
195,2021,E01013820,2021 super output areas - lower layer,151,Total: All households,648
196,2021,E01013820,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",550
197,2021,E01013820,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",23
198,2021,E01013820,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",28
199,2021,E01013820,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",47
200,2021,E01013821,2021 super output areas - lower layer,151,Total: All households,630
201,2021,E01013821,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",502
202,2021,E01013821,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",33
203,2021,E01013821,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",45
204,2021,E01013821,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",50
205,2021,E01013823,2021 super output areas - lower layer,151,Total: All households,641
206,2021,E01013823,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",537
207,2021,E01013823,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",36
208,2021,E01013823,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",25
209,2021,E01013823,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",43
210,2021,E01013824,2021 super output areas - lower layer,151,Total: All households,589
211,2021,E01013824,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",470
212,2021,E01013824,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",39
213,2021,E01013824,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",32
214,2021,E01013824,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",48
215,2021,E01013864,2021 super output areas - lower layer,151,Total: All households,892
216,2021,E01013864,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",775
217,2021,E01013864,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",39
218,2021,E01013864,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",14
219,2021,E01013864,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",64
220,2021,E01013865,2021 super output areas - lower layer,151,Total: All households,705
221,2021,E01013865,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",638
222,2021,E01013865,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",19
223,2021,E01013865,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",17
224,2021,E01013865,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",31
225,2021,E01013866,2021 super output areas - lower layer,151,Total: All households,598
226,2021,E01013866,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",542
227,2021,E01013866,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",19
228,2021,E01013866,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",10
229,2021,E01013866,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",27
230,2021,E01013867,2021 super output areas - lower layer,151,Total: All households,570
231,2021,E01013867,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",497
232,2021,E01013867,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",22
233,2021,E01013867,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",24
234,2021,E01013867,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",27
235,2021,E01013937,2021 super output areas - lower layer,151,Total: All households,769
236,2021,E01013937,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",693
237,2021,E01013937,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",27
238,2021,E01013937,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",8
239,2021,E01013937,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",41
240,2021,E01013938,2021 super output areas - lower layer,151,Total: All households,696
241,2021,E01013938,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",604
242,2021,E01013938,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",55
243,2021,E01013938,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",5
244,2021,E01013938,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",32
245,2021,E01013941,2021 super output areas - lower layer,151,Total: All households,881
246,2021,E01013941,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",727
247,2021,E01013941,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",55
248,2021,E01013941,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",15
249,2021,E01013941,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",84
250,2021,E01013943,2021 super output areas - lower layer,151,Total: All households,835
251,2021,E01013943,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",622
252,2021,E01013943,2021 super output areas - lower layer,151,"At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",48
253,2021,E01013943,2021 super output areas - lower layer,151,"No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",12
254,2021,E01013943,2021 super output areas - lower layer,151,"No people in household have English in England, or English or Welsh in Wales as a main language",153
255,2021,E01013972,2021 super output areas - lower layer,151,Total: All households,703
256,2021,E01013972,2021 super output areas - lower layer,151,"All adults in household have English in England, or English or Welsh in Wales as a main language",622
