,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
67,2021,E01030344,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,13
68,2021,E01030345,2021 super output areas - lower layer,151,Total: All households,639
69,2021,E01030345,2021 super output areas - lower layer,151,One-person household,134
70,2021,E01030345,2021 super output areas - lower layer,151,All household members have the same ethnic group,396
71,2021,E01030345,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,16
72,2021,E01030345,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,82
73,2021,E01030345,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
74,2021,E01030386,2021 super output areas - lower layer,151,Total: All households,532
75,2021,E01030386,2021 super output areas - lower layer,151,One-person household,81
76,2021,E01030386,2021 super output areas - lower layer,151,All household members have the same ethnic group,344
77,2021,E01030386,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
78,2021,E01030386,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,71
79,2021,E01030386,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,29
80,2021,E01030387,2021 super output areas - lower layer,151,Total: All households,616
81,2021,E01030387,2021 super output areas - lower layer,151,One-person household,135
82,2021,E01030387,2021 super output areas - lower layer,151,All household members have the same ethnic group,363
83,2021,E01030387,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,20
84,2021,E01030387,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,78
85,2021,E01030387,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,20
86,2021,E01030388,2021 super output areas - lower layer,151,Total: All households,513
87,2021,E01030388,2021 super output areas - lower layer,151,One-person household,111
88,2021,E01030388,2021 super output areas - lower layer,151,All household members have the same ethnic group,324
89,2021,E01030388,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,12
90,2021,E01030388,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,49
91,2021,E01030388,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
92,2021,E01030389,2021 super output areas - lower layer,151,Total: All households,647
93,2021,E01030389,2021 super output areas - lower layer,151,One-person household,205
94,2021,E01030389,2021 super output areas - lower layer,151,All household members have the same ethnic group,330
95,2021,E01030389,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
96,2021,E01030389,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,79
97,2021,E01030389,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
98,2021,E01030393,2021 super output areas - lower layer,151,Total: All households,815
99,2021,E01030393,2021 super output areas - lower layer,151,One-person household,227
100,2021,E01030393,2021 super output areas - lower layer,151,All household members have the same ethnic group,460
101,2021,E01030393,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,27
102,2021,E01030393,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,75
103,2021,E01030393,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,26
104,2021,E01030394,2021 super output areas - lower layer,151,Total: All households,664
105,2021,E01030394,2021 super output areas - lower layer,151,One-person household,127
106,2021,E01030394,2021 super output areas - lower layer,151,All household members have the same ethnic group,430
107,2021,E01030394,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
108,2021,E01030394,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,71
109,2021,E01030394,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,22
110,2021,E01030399,2021 super output areas - lower layer,151,Total: All households,972
111,2021,E01030399,2021 super output areas - lower layer,151,One-person household,285
112,2021,E01030399,2021 super output areas - lower layer,151,All household members have the same ethnic group,526
113,2021,E01030399,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,29
114,2021,E01030399,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,95
115,2021,E01030399,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,37
116,2021,E01030400,2021 super output areas - lower layer,151,Total: All households,583
117,2021,E01030400,2021 super output areas - lower layer,151,One-person household,129
118,2021,E01030400,2021 super output areas - lower layer,151,All household members have the same ethnic group,346
119,2021,E01030400,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,29
120,2021,E01030400,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,40
121,2021,E01030400,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,39
122,2021,E01030414,2021 super output areas - lower layer,151,Total: All households,512
123,2021,E01030414,2021 super output areas - lower layer,151,One-person household,127
124,2021,E01030414,2021 super output areas - lower layer,151,All household members have the same ethnic group,313
125,2021,E01030414,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
126,2021,E01030414,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,40
127,2021,E01030414,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,18
128,2021,E01030377,2021 super output areas - lower layer,151,Total: All households,884
129,2021,E01030377,2021 super output areas - lower layer,151,One-person household,159
130,2021,E01030377,2021 super output areas - lower layer,151,All household members have the same ethnic group,601
131,2021,E01030377,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,13
132,2021,E01030377,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,96
133,2021,E01030377,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,15
134,2021,E01030378,2021 super output areas - lower layer,151,Total: All households,643
135,2021,E01030378,2021 super output areas - lower layer,151,One-person household,117
136,2021,E01030378,2021 super output areas - lower layer,151,All household members have the same ethnic group,407
137,2021,E01030378,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,20
138,2021,E01030378,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,75
139,2021,E01030378,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,24
140,2021,E01030406,2021 super output areas - lower layer,151,Total: All households,601
141,2021,E01030406,2021 super output areas - lower layer,151,One-person household,131
142,2021,E01030406,2021 super output areas - lower layer,151,All household members have the same ethnic group,368
143,2021,E01030406,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
144,2021,E01030406,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,75
145,2021,E01030406,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
146,2021,E01030407,2021 super output areas - lower layer,151,Total: All households,537
147,2021,E01030407,2021 super output areas - lower layer,151,One-person household,105
148,2021,E01030407,2021 super output areas - lower layer,151,All household members have the same ethnic group,348
149,2021,E01030407,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
150,2021,E01030407,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,64
151,2021,E01030407,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,13
152,2021,E01030408,2021 super output areas - lower layer,151,Total: All households,637
153,2021,E01030408,2021 super output areas - lower layer,151,One-person household,90
154,2021,E01030408,2021 super output areas - lower layer,151,All household members have the same ethnic group,433
155,2021,E01030408,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
156,2021,E01030408,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,96
157,2021,E01030408,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
158,2021,E01030395,2021 super output areas - lower layer,151,Total: All households,732
159,2021,E01030395,2021 super output areas - lower layer,151,One-person household,194
160,2021,E01030395,2021 super output areas - lower layer,151,All household members have the same ethnic group,460
161,2021,E01030395,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
162,2021,E01030395,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,57
163,2021,E01030395,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
164,2021,E01030413,2021 super output areas - lower layer,151,Total: All households,710
165,2021,E01030413,2021 super output areas - lower layer,151,One-person household,120
166,2021,E01030413,2021 super output areas - lower layer,151,All household members have the same ethnic group,440
167,2021,E01030413,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,25
168,2021,E01030413,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,97
169,2021,E01030413,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,28
170,2021,E01030415,2021 super output areas - lower layer,151,Total: All households,613
171,2021,E01030415,2021 super output areas - lower layer,151,One-person household,101
172,2021,E01030415,2021 super output areas - lower layer,151,All household members have the same ethnic group,411
173,2021,E01030415,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
174,2021,E01030415,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,67
175,2021,E01030415,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,23
176,2021,E01030416,2021 super output areas - lower layer,151,Total: All households,518
177,2021,E01030416,2021 super output areas - lower layer,151,One-person household,105
178,2021,E01030416,2021 super output areas - lower layer,151,All household members have the same ethnic group,312
179,2021,E01030416,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,12
180,2021,E01030416,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,71
181,2021,E01030416,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,18
182,2021,E01030384,2021 super output areas - lower layer,151,Total: All households,972
183,2021,E01030384,2021 super output areas - lower layer,151,One-person household,179
184,2021,E01030384,2021 super output areas - lower layer,151,All household members have the same ethnic group,558
185,2021,E01030384,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,40
186,2021,E01030384,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,143
187,2021,E01030384,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,52
188,2021,E01030401,2021 super output areas - lower layer,151,Total: All households,1008
189,2021,E01030401,2021 super output areas - lower layer,151,One-person household,252
190,2021,E01030401,2021 super output areas - lower layer,151,All household members have the same ethnic group,627
191,2021,E01030401,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,23
192,2021,E01030401,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,89
193,2021,E01030401,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
194,2021,E01030402,2021 super output areas - lower layer,151,Total: All households,936
195,2021,E01030402,2021 super output areas - lower layer,151,One-person household,227
196,2021,E01030402,2021 super output areas - lower layer,151,All household members have the same ethnic group,537
197,2021,E01030402,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,36
198,2021,E01030402,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,115
199,2021,E01030402,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,21
200,2021,E01034287,2021 super output areas - lower layer,151,Total: All households,588
201,2021,E01034287,2021 super output areas - lower layer,151,One-person household,129
202,2021,E01034287,2021 super output areas - lower layer,151,All household members have the same ethnic group,323
203,2021,E01034287,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,28
204,2021,E01034287,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,80
205,2021,E01034287,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,28
206,2021,E01034288,2021 super output areas - lower layer,151,Total: All households,512
207,2021,E01034288,2021 super output areas - lower layer,151,One-person household,110
208,2021,E01034288,2021 super output areas - lower layer,151,All household members have the same ethnic group,308
209,2021,E01034288,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
210,2021,E01034288,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,47
211,2021,E01034288,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,33
212,2021,E01030385,2021 super output areas - lower layer,151,Total: All households,705
213,2021,E01030385,2021 super output areas - lower layer,151,One-person household,244
214,2021,E01030385,2021 super output areas - lower layer,151,All household members have the same ethnic group,347
215,2021,E01030385,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,24
216,2021,E01030385,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,55
217,2021,E01030385,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,35
218,2021,E01030391,2021 super output areas - lower layer,151,Total: All households,841
219,2021,E01030391,2021 super output areas - lower layer,151,One-person household,268
220,2021,E01030391,2021 super output areas - lower layer,151,All household members have the same ethnic group,419
221,2021,E01030391,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,16
222,2021,E01030391,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,110
223,2021,E01030391,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,28
224,2021,E01030403,2021 super output areas - lower layer,151,Total: All households,618
225,2021,E01030403,2021 super output areas - lower layer,151,One-person household,108
226,2021,E01030403,2021 super output areas - lower layer,151,All household members have the same ethnic group,391
227,2021,E01030403,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,18
228,2021,E01030403,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,77
229,2021,E01030403,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,24
230,2021,E01030404,2021 super output areas - lower layer,151,Total: All households,634
231,2021,E01030404,2021 super output areas - lower layer,151,One-person household,140
232,2021,E01030404,2021 super output areas - lower layer,151,All household members have the same ethnic group,393
233,2021,E01030404,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
234,2021,E01030404,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,71
235,2021,E01030404,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,16
236,2021,E01030409,2021 super output areas - lower layer,151,Total: All households,554
237,2021,E01030409,2021 super output areas - lower layer,151,One-person household,108
238,2021,E01030409,2021 super output areas - lower layer,151,All household members have the same ethnic group,283
239,2021,E01030409,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,25
240,2021,E01030409,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,77
241,2021,E01030409,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,61
242,2021,E01030410,2021 super output areas - lower layer,151,Total: All households,759
243,2021,E01030410,2021 super output areas - lower layer,151,One-person household,227
244,2021,E01030410,2021 super output areas - lower layer,151,All household members have the same ethnic group,373
245,2021,E01030410,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,22
246,2021,E01030410,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,105
247,2021,E01030410,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,32
248,2021,E01030381,2021 super output areas - lower layer,151,Total: All households,627
249,2021,E01030381,2021 super output areas - lower layer,151,One-person household,212
250,2021,E01030381,2021 super output areas - lower layer,151,All household members have the same ethnic group,308
251,2021,E01030381,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,15
252,2021,E01030381,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,79
253,2021,E01030381,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,13
254,2021,E01030412,2021 super output areas - lower layer,151,Total: All households,956
255,2021,E01030412,2021 super output areas - lower layer,151,One-person household,355
256,2021,E01030412,2021 super output areas - lower layer,151,All household members have the same ethnic group,444
257,2021,E01030412,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,25
258,2021,E01030412,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,100
259,2021,E01030412,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,32
260,2021,E01030419,2021 super output areas - lower layer,151,Total: All households,754
261,2021,E01030419,2021 super output areas - lower layer,151,One-person household,230
262,2021,E01030419,2021 super output areas - lower layer,151,All household members have the same ethnic group,376
263,2021,E01030419,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,19
264,2021,E01030419,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,103
265,2021,E01030419,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,26
266,2021,E01034289,2021 super output areas - lower layer,151,Total: All households,771
267,2021,E01034289,2021 super output areas - lower layer,151,One-person household,382
268,2021,E01034289,2021 super output areas - lower layer,151,All household members have the same ethnic group,265
269,2021,E01034289,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,21
270,2021,E01034289,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,81
271,2021,E01034289,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,22
272,2021,E01034290,2021 super output areas - lower layer,151,Total: All households,595
273,2021,E01034290,2021 super output areas - lower layer,151,One-person household,233
274,2021,E01034290,2021 super output areas - lower layer,151,All household members have the same ethnic group,242
275,2021,E01034290,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
276,2021,E01034290,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,68
277,2021,E01034290,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,41
278,2021,E01030379,2021 super output areas - lower layer,151,Total: All households,478
279,2021,E01030379,2021 super output areas - lower layer,151,One-person household,114
280,2021,E01030379,2021 super output areas - lower layer,151,All household members have the same ethnic group,282
281,2021,E01030379,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,3
282,2021,E01030379,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,69
283,2021,E01030379,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
284,2021,E01030380,2021 super output areas - lower layer,151,Total: All households,514
285,2021,E01030380,2021 super output areas - lower layer,151,One-person household,96
286,2021,E01030380,2021 super output areas - lower layer,151,All household members have the same ethnic group,336
287,2021,E01030380,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,6
288,2021,E01030380,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,65
289,2021,E01030380,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
290,2021,E01030405,2021 super output areas - lower layer,151,Total: All households,696
291,2021,E01030405,2021 super output areas - lower layer,151,One-person household,155
292,2021,E01030405,2021 super output areas - lower layer,151,All household members have the same ethnic group,422
293,2021,E01030405,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,16
294,2021,E01030405,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,88
295,2021,E01030405,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,15
296,2021,E01030417,2021 super output areas - lower layer,151,Total: All households,517
297,2021,E01030417,2021 super output areas - lower layer,151,One-person household,105
298,2021,E01030417,2021 super output areas - lower layer,151,All household members have the same ethnic group,330
299,2021,E01030417,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
300,2021,E01030417,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,64
301,2021,E01030417,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
302,2021,E01030418,2021 super output areas - lower layer,151,Total: All households,580
303,2021,E01030418,2021 super output areas - lower layer,151,One-person household,103
304,2021,E01030418,2021 super output areas - lower layer,151,All household members have the same ethnic group,390
305,2021,E01030418,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
306,2021,E01030418,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,60
307,2021,E01030418,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
308,2021,E01030420,2021 super output areas - lower layer,151,Total: All households,527
309,2021,E01030420,2021 super output areas - lower layer,151,One-person household,139
310,2021,E01030420,2021 super output areas - lower layer,151,All household members have the same ethnic group,306
311,2021,E01030420,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,13
312,2021,E01030420,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,45
313,2021,E01030420,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,24
314,2021,E01030382,2021 super output areas - lower layer,151,Total: All households,604
315,2021,E01030382,2021 super output areas - lower layer,151,One-person household,148
316,2021,E01030382,2021 super output areas - lower layer,151,All household members have the same ethnic group,350
317,2021,E01030382,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
318,2021,E01030382,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,80
319,2021,E01030382,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
320,2021,E01030390,2021 super output areas - lower layer,151,Total: All households,843
321,2021,E01030390,2021 super output areas - lower layer,151,One-person household,272
322,2021,E01030390,2021 super output areas - lower layer,151,All household members have the same ethnic group,433
323,2021,E01030390,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,22
324,2021,E01030390,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,97
325,2021,E01030390,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
326,2021,E01030392,2021 super output areas - lower layer,151,Total: All households,848
327,2021,E01030392,2021 super output areas - lower layer,151,One-person household,242
328,2021,E01030392,2021 super output areas - lower layer,151,All household members have the same ethnic group,484
329,2021,E01030392,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
330,2021,E01030392,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,85
331,2021,E01030392,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,23
332,2021,E01030396,2021 super output areas - lower layer,151,Total: All households,851
333,2021,E01030396,2021 super output areas - lower layer,151,One-person household,131
334,2021,E01030396,2021 super output areas - lower layer,151,All household members have the same ethnic group,561
335,2021,E01030396,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,12
336,2021,E01030396,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,120
337,2021,E01030396,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,27
338,2021,E01030398,2021 super output areas - lower layer,151,Total: All households,622
339,2021,E01030398,2021 super output areas - lower layer,151,One-person household,88
340,2021,E01030398,2021 super output areas - lower layer,151,All household members have the same ethnic group,432
341,2021,E01030398,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
342,2021,E01030398,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,75
343,2021,E01030398,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
344,2021,E01032624,2021 super output areas - lower layer,151,Total: All households,668
345,2021,E01032624,2021 super output areas - lower layer,151,One-person household,74
346,2021,E01032624,2021 super output areas - lower layer,151,All household members have the same ethnic group,464
347,2021,E01032624,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
348,2021,E01032624,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,95
349,2021,E01032624,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,26
350,2021,E01030440,2021 super output areas - lower layer,151,Total: All households,642
351,2021,E01030440,2021 super output areas - lower layer,151,One-person household,125
