,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANG_9_NAME,OBS_VALUE
87,2021,W01000016,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
88,2021,W01000016,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,1
89,2021,W01000016,2021 super output areas - lower layer,151,No skills in Welsh,484
90,2021,W01000017,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1637
91,2021,W01000017,2021 super output areas - lower layer,151,Can understand spoken Welsh only,275
92,2021,W01000017,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",571
93,2021,W01000017,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,112
94,2021,W01000017,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,63
95,2021,W01000017,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,35
96,2021,W01000017,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,5
97,2021,W01000017,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,13
98,2021,W01000017,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,3
99,2021,W01000017,2021 super output areas - lower layer,151,No skills in Welsh,560
100,2021,W01000029,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1539
101,2021,W01000029,2021 super output areas - lower layer,151,Can understand spoken Welsh only,273
102,2021,W01000029,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",486
103,2021,W01000029,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,130
104,2021,W01000029,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,84
105,2021,W01000029,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,29
106,2021,W01000029,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
107,2021,W01000029,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,18
108,2021,W01000029,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,14
109,2021,W01000029,2021 super output areas - lower layer,151,No skills in Welsh,503
110,2021,W01000030,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2233
111,2021,W01000030,2021 super output areas - lower layer,151,Can understand spoken Welsh only,439
112,2021,W01000030,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",636
113,2021,W01000030,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,163
114,2021,W01000030,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,104
115,2021,W01000030,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,43
116,2021,W01000030,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
117,2021,W01000030,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,26
118,2021,W01000030,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,13
119,2021,W01000030,2021 super output areas - lower layer,151,No skills in Welsh,806
120,2021,W01000033,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1505
121,2021,W01000033,2021 super output areas - lower layer,151,Can understand spoken Welsh only,321
122,2021,W01000033,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",367
123,2021,W01000033,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,135
124,2021,W01000033,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,60
125,2021,W01000033,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,20
126,2021,W01000033,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
127,2021,W01000033,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,19
128,2021,W01000033,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,5
129,2021,W01000033,2021 super output areas - lower layer,151,No skills in Welsh,575
130,2021,W01000036,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1070
131,2021,W01000036,2021 super output areas - lower layer,151,Can understand spoken Welsh only,228
132,2021,W01000036,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",245
133,2021,W01000036,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,94
134,2021,W01000036,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,42
135,2021,W01000036,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,31
136,2021,W01000036,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
137,2021,W01000036,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,9
138,2021,W01000036,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,8
139,2021,W01000036,2021 super output areas - lower layer,151,No skills in Welsh,412
140,2021,W01000037,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1128
141,2021,W01000037,2021 super output areas - lower layer,151,Can understand spoken Welsh only,221
142,2021,W01000037,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",322
143,2021,W01000037,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,121
144,2021,W01000037,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,54
145,2021,W01000037,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,20
146,2021,W01000037,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
147,2021,W01000037,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,13
148,2021,W01000037,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,6
149,2021,W01000037,2021 super output areas - lower layer,151,No skills in Welsh,368
150,2021,W01000022,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1575
151,2021,W01000022,2021 super output areas - lower layer,151,Can understand spoken Welsh only,111
152,2021,W01000022,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",835
153,2021,W01000022,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,83
154,2021,W01000022,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,38
155,2021,W01000022,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,20
156,2021,W01000022,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
157,2021,W01000022,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
158,2021,W01000022,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,4
159,2021,W01000022,2021 super output areas - lower layer,151,No skills in Welsh,472
160,2021,W01000034,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1400
161,2021,W01000034,2021 super output areas - lower layer,151,Can understand spoken Welsh only,278
162,2021,W01000034,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",473
163,2021,W01000034,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,136
164,2021,W01000034,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,64
165,2021,W01000034,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,25
166,2021,W01000034,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,5
167,2021,W01000034,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,16
168,2021,W01000034,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
169,2021,W01000034,2021 super output areas - lower layer,151,No skills in Welsh,396
170,2021,W01000040,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1043
171,2021,W01000040,2021 super output areas - lower layer,151,Can understand spoken Welsh only,140
172,2021,W01000040,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",269
173,2021,W01000040,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,69
174,2021,W01000040,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,24
175,2021,W01000040,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,11
176,2021,W01000040,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
177,2021,W01000040,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,6
178,2021,W01000040,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,4
179,2021,W01000040,2021 super output areas - lower layer,151,No skills in Welsh,518
180,2021,W01000044,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1071
181,2021,W01000044,2021 super output areas - lower layer,151,Can understand spoken Welsh only,109
182,2021,W01000044,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",430
183,2021,W01000044,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,66
184,2021,W01000044,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,22
185,2021,W01000044,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,16
186,2021,W01000044,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
187,2021,W01000044,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,2
188,2021,W01000044,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,1
189,2021,W01000044,2021 super output areas - lower layer,151,No skills in Welsh,422
190,2021,W01002007,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2164
191,2021,W01002007,2021 super output areas - lower layer,151,Can understand spoken Welsh only,282
192,2021,W01002007,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",826
193,2021,W01002007,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,153
194,2021,W01002007,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,83
195,2021,W01002007,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,34
196,2021,W01002007,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,11
197,2021,W01002007,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,19
198,2021,W01002007,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
199,2021,W01002007,2021 super output areas - lower layer,151,No skills in Welsh,749
200,2021,W01000005,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1583
201,2021,W01000005,2021 super output areas - lower layer,151,Can understand spoken Welsh only,269
202,2021,W01000005,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",417
203,2021,W01000005,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,91
204,2021,W01000005,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,67
205,2021,W01000005,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,29
206,2021,W01000005,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
207,2021,W01000005,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
208,2021,W01000005,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,8
209,2021,W01000005,2021 super output areas - lower layer,151,No skills in Welsh,692
210,2021,W01000013,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2127
211,2021,W01000013,2021 super output areas - lower layer,151,Can understand spoken Welsh only,209
212,2021,W01000013,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",990
213,2021,W01000013,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,124
214,2021,W01000013,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,90
215,2021,W01000013,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,38
216,2021,W01000013,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,12
217,2021,W01000013,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,14
218,2021,W01000013,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,20
219,2021,W01000013,2021 super output areas - lower layer,151,No skills in Welsh,630
220,2021,W01000019,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1325
221,2021,W01000019,2021 super output areas - lower layer,151,Can understand spoken Welsh only,116
222,2021,W01000019,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",436
223,2021,W01000019,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,57
224,2021,W01000019,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,27
225,2021,W01000019,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,15
226,2021,W01000019,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
227,2021,W01000019,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,3
228,2021,W01000019,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,3
229,2021,W01000019,2021 super output areas - lower layer,151,No skills in Welsh,666
230,2021,W01000026,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1230
231,2021,W01000026,2021 super output areas - lower layer,151,Can understand spoken Welsh only,129
232,2021,W01000026,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",430
233,2021,W01000026,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,90
234,2021,W01000026,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,47
235,2021,W01000026,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,20
236,2021,W01000026,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
237,2021,W01000026,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
238,2021,W01000026,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,2
239,2021,W01000026,2021 super output areas - lower layer,151,No skills in Welsh,499
240,2021,W01000035,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1745
241,2021,W01000035,2021 super output areas - lower layer,151,Can understand spoken Welsh only,166
242,2021,W01000035,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",757
243,2021,W01000035,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,121
244,2021,W01000035,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,57
245,2021,W01000035,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,19
246,2021,W01000035,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,4
247,2021,W01000035,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,19
248,2021,W01000035,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,12
249,2021,W01000035,2021 super output areas - lower layer,151,No skills in Welsh,590
250,2021,W01000006,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1494
251,2021,W01000006,2021 super output areas - lower layer,151,Can understand spoken Welsh only,99
252,2021,W01000006,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",920
253,2021,W01000006,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,80
254,2021,W01000006,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,59
255,2021,W01000006,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,19
256,2021,W01000006,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
257,2021,W01000006,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,17
258,2021,W01000006,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,18
259,2021,W01000006,2021 super output areas - lower layer,151,No skills in Welsh,280
260,2021,W01000012,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1654
261,2021,W01000012,2021 super output areas - lower layer,151,Can understand spoken Welsh only,141
262,2021,W01000012,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",1012
263,2021,W01000012,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,102
264,2021,W01000012,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,67
265,2021,W01000012,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,12
266,2021,W01000012,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,9
267,2021,W01000012,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,21
268,2021,W01000012,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,19
269,2021,W01000012,2021 super output areas - lower layer,151,No skills in Welsh,271
270,2021,W01000014,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2128
271,2021,W01000014,2021 super output areas - lower layer,151,Can understand spoken Welsh only,140
272,2021,W01000014,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",1458
273,2021,W01000014,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,124
274,2021,W01000014,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,61
275,2021,W01000014,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,13
276,2021,W01000014,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,6
277,2021,W01000014,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,19
278,2021,W01000014,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,30
279,2021,W01000014,2021 super output areas - lower layer,151,No skills in Welsh,277
280,2021,W01000041,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1528
281,2021,W01000041,2021 super output areas - lower layer,151,Can understand spoken Welsh only,166
282,2021,W01000041,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",925
283,2021,W01000041,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,141
284,2021,W01000041,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,60
285,2021,W01000041,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,12
286,2021,W01000041,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,4
287,2021,W01000041,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
288,2021,W01000041,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,17
289,2021,W01000041,2021 super output areas - lower layer,151,No skills in Welsh,191
290,2021,W01000009,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1817
291,2021,W01000009,2021 super output areas - lower layer,151,Can understand spoken Welsh only,135
292,2021,W01000009,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",1054
293,2021,W01000009,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,115
294,2021,W01000009,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,55
295,2021,W01000009,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,23
296,2021,W01000009,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,7
297,2021,W01000009,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,21
298,2021,W01000009,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,23
299,2021,W01000009,2021 super output areas - lower layer,151,No skills in Welsh,384
300,2021,W01000023,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1524
301,2021,W01000023,2021 super output areas - lower layer,151,Can understand spoken Welsh only,131
302,2021,W01000023,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",872
303,2021,W01000023,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,83
304,2021,W01000023,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,38
305,2021,W01000023,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,18
306,2021,W01000023,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
307,2021,W01000023,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
308,2021,W01000023,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,4
309,2021,W01000023,2021 super output areas - lower layer,151,No skills in Welsh,367
310,2021,W01000024,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1294
311,2021,W01000024,2021 super output areas - lower layer,151,Can understand spoken Welsh only,137
312,2021,W01000024,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",385
313,2021,W01000024,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,59
314,2021,W01000024,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,30
315,2021,W01000024,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,17
316,2021,W01000024,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,4
317,2021,W01000024,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
318,2021,W01000024,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
319,2021,W01000024,2021 super output areas - lower layer,151,No skills in Welsh,643
320,2021,W01002008,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2047
321,2021,W01002008,2021 super output areas - lower layer,151,Can understand spoken Welsh only,199
322,2021,W01002008,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",851
323,2021,W01002008,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,129
324,2021,W01002008,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,55
325,2021,W01002008,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,25
326,2021,W01002008,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,6
