,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HOURS_5_NAME,OBS_VALUE
34,2021,E01016212,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,67
35,2021,E01016216,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,672
36,2021,E01016216,2021 super output areas - lower layer,151,Part-time,158
37,2021,E01016216,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,57
38,2021,E01016216,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,101
39,2021,E01016216,2021 super output areas - lower layer,151,Full-time,514
40,2021,E01016216,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,445
41,2021,E01016216,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,69
42,2021,E01016219,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,634
43,2021,E01016219,2021 super output areas - lower layer,151,Part-time,160
44,2021,E01016219,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,45
45,2021,E01016219,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,115
46,2021,E01016219,2021 super output areas - lower layer,151,Full-time,474
47,2021,E01016219,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,403
48,2021,E01016219,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,71
49,2021,E01016220,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,782
50,2021,E01016220,2021 super output areas - lower layer,151,Part-time,204
51,2021,E01016220,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
52,2021,E01016220,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,128
53,2021,E01016220,2021 super output areas - lower layer,151,Full-time,578
54,2021,E01016220,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,488
55,2021,E01016220,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,90
56,2021,E01016221,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,681
57,2021,E01016221,2021 super output areas - lower layer,151,Part-time,172
58,2021,E01016221,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,48
59,2021,E01016221,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,124
60,2021,E01016221,2021 super output areas - lower layer,151,Full-time,509
61,2021,E01016221,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,435
62,2021,E01016221,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,74
63,2021,E01016206,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,905
64,2021,E01016206,2021 super output areas - lower layer,151,Part-time,211
65,2021,E01016206,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,87
66,2021,E01016206,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,124
67,2021,E01016206,2021 super output areas - lower layer,151,Full-time,694
68,2021,E01016206,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,576
69,2021,E01016206,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,118
70,2021,E01016208,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1125
71,2021,E01016208,2021 super output areas - lower layer,151,Part-time,250
72,2021,E01016208,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,96
73,2021,E01016208,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,154
74,2021,E01016208,2021 super output areas - lower layer,151,Full-time,875
75,2021,E01016208,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,745
76,2021,E01016208,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,130
77,2021,E01016229,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,572
78,2021,E01016229,2021 super output areas - lower layer,151,Part-time,157
79,2021,E01016229,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,58
80,2021,E01016229,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,99
81,2021,E01016229,2021 super output areas - lower layer,151,Full-time,415
82,2021,E01016229,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,346
83,2021,E01016229,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,69
84,2021,E01016230,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,592
85,2021,E01016230,2021 super output areas - lower layer,151,Part-time,115
86,2021,E01016230,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,55
87,2021,E01016230,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,60
88,2021,E01016230,2021 super output areas - lower layer,151,Full-time,477
89,2021,E01016230,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,321
90,2021,E01016230,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,156
91,2021,E01016207,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1080
92,2021,E01016207,2021 super output areas - lower layer,151,Part-time,278
93,2021,E01016207,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,111
94,2021,E01016207,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,167
95,2021,E01016207,2021 super output areas - lower layer,151,Full-time,802
96,2021,E01016207,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,680
97,2021,E01016207,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,122
98,2021,E01016234,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,587
99,2021,E01016234,2021 super output areas - lower layer,151,Part-time,154
100,2021,E01016234,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,47
101,2021,E01016234,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,107
102,2021,E01016234,2021 super output areas - lower layer,151,Full-time,433
103,2021,E01016234,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,367
104,2021,E01016234,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,66
105,2021,E01016235,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,691
106,2021,E01016235,2021 super output areas - lower layer,151,Part-time,189
107,2021,E01016235,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,62
108,2021,E01016235,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,127
109,2021,E01016235,2021 super output areas - lower layer,151,Full-time,502
110,2021,E01016235,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,434
111,2021,E01016235,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,68
112,2021,E01016236,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,820
113,2021,E01016236,2021 super output areas - lower layer,151,Part-time,251
114,2021,E01016236,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,94
115,2021,E01016236,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,157
116,2021,E01016236,2021 super output areas - lower layer,151,Full-time,569
117,2021,E01016236,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,487
118,2021,E01016236,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,82
119,2021,E01016237,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,623
120,2021,E01016237,2021 super output areas - lower layer,151,Part-time,182
121,2021,E01016237,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,64
122,2021,E01016237,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,118
123,2021,E01016237,2021 super output areas - lower layer,151,Full-time,441
124,2021,E01016237,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,365
125,2021,E01016237,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,76
126,2021,E01016192,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,694
127,2021,E01016192,2021 super output areas - lower layer,151,Part-time,170
128,2021,E01016192,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,49
129,2021,E01016192,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,121
130,2021,E01016192,2021 super output areas - lower layer,151,Full-time,524
131,2021,E01016192,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,431
132,2021,E01016192,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,93
133,2021,E01016194,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,573
134,2021,E01016194,2021 super output areas - lower layer,151,Part-time,157
135,2021,E01016194,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,52
136,2021,E01016194,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,105
137,2021,E01016194,2021 super output areas - lower layer,151,Full-time,416
138,2021,E01016194,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,342
139,2021,E01016194,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,74
140,2021,E01016195,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,703
141,2021,E01016195,2021 super output areas - lower layer,151,Part-time,182
142,2021,E01016195,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,66
143,2021,E01016195,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,116
144,2021,E01016195,2021 super output areas - lower layer,151,Full-time,521
145,2021,E01016195,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,456
146,2021,E01016195,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,65
147,2021,E01016227,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,684
148,2021,E01016227,2021 super output areas - lower layer,151,Part-time,204
149,2021,E01016227,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,84
150,2021,E01016227,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,120
151,2021,E01016227,2021 super output areas - lower layer,151,Full-time,480
152,2021,E01016227,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,403
153,2021,E01016227,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,77
154,2021,E01016228,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,948
155,2021,E01016228,2021 super output areas - lower layer,151,Part-time,274
156,2021,E01016228,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,102
157,2021,E01016228,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,172
158,2021,E01016228,2021 super output areas - lower layer,151,Full-time,674
159,2021,E01016228,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,580
160,2021,E01016228,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,94
161,2021,E01016193,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,732
162,2021,E01016193,2021 super output areas - lower layer,151,Part-time,200
163,2021,E01016193,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,61
164,2021,E01016193,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,139
165,2021,E01016193,2021 super output areas - lower layer,151,Full-time,532
166,2021,E01016193,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,459
167,2021,E01016193,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,73
168,2021,E01016196,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1221
169,2021,E01016196,2021 super output areas - lower layer,151,Part-time,244
170,2021,E01016196,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,72
171,2021,E01016196,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,172
172,2021,E01016196,2021 super output areas - lower layer,151,Full-time,977
173,2021,E01016196,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,642
174,2021,E01016196,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,335
175,2021,E01016197,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,724
176,2021,E01016197,2021 super output areas - lower layer,151,Part-time,199
177,2021,E01016197,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,67
178,2021,E01016197,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,132
179,2021,E01016197,2021 super output areas - lower layer,151,Full-time,525
180,2021,E01016197,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,450
181,2021,E01016197,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,75
182,2021,E01016198,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,641
183,2021,E01016198,2021 super output areas - lower layer,151,Part-time,185
184,2021,E01016198,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
185,2021,E01016198,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,109
186,2021,E01016198,2021 super output areas - lower layer,151,Full-time,456
187,2021,E01016198,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,391
188,2021,E01016198,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,65
189,2021,E01016199,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,636
190,2021,E01016199,2021 super output areas - lower layer,151,Part-time,190
191,2021,E01016199,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,77
192,2021,E01016199,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,113
193,2021,E01016199,2021 super output areas - lower layer,151,Full-time,446
194,2021,E01016199,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,376
195,2021,E01016199,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,70
196,2021,E01016277,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,637
197,2021,E01016277,2021 super output areas - lower layer,151,Part-time,213
198,2021,E01016277,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,92
199,2021,E01016277,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,121
200,2021,E01016277,2021 super output areas - lower layer,151,Full-time,424
201,2021,E01016277,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,310
202,2021,E01016277,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,114
203,2021,E01016286,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,913
204,2021,E01016286,2021 super output areas - lower layer,151,Part-time,266
205,2021,E01016286,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,97
206,2021,E01016286,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,169
207,2021,E01016286,2021 super output areas - lower layer,151,Full-time,647
208,2021,E01016286,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,523
209,2021,E01016286,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,124
210,2021,E01016287,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,815
211,2021,E01016287,2021 super output areas - lower layer,151,Part-time,247
212,2021,E01016287,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,111
213,2021,E01016287,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,136
214,2021,E01016287,2021 super output areas - lower layer,151,Full-time,568
215,2021,E01016287,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,431
216,2021,E01016287,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,137
217,2021,E01016288,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,894
218,2021,E01016288,2021 super output areas - lower layer,151,Part-time,247
219,2021,E01016288,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,92
220,2021,E01016288,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,155
221,2021,E01016288,2021 super output areas - lower layer,151,Full-time,647
222,2021,E01016288,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,508
223,2021,E01016288,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,139
224,2021,E01016303,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,750
225,2021,E01016303,2021 super output areas - lower layer,151,Part-time,209
226,2021,E01016303,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,84
227,2021,E01016303,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,125
228,2021,E01016303,2021 super output areas - lower layer,151,Full-time,541
229,2021,E01016303,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,415
230,2021,E01016303,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,126
231,2021,E01016304,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,846
232,2021,E01016304,2021 super output areas - lower layer,151,Part-time,254
233,2021,E01016304,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,121
234,2021,E01016304,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,133
235,2021,E01016304,2021 super output areas - lower layer,151,Full-time,592
236,2021,E01016304,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,470
237,2021,E01016304,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,122
238,2021,E01016305,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,677
239,2021,E01016305,2021 super output areas - lower layer,151,Part-time,161
240,2021,E01016305,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,58
241,2021,E01016305,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,103
242,2021,E01016305,2021 super output areas - lower layer,151,Full-time,516
243,2021,E01016305,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,388
244,2021,E01016305,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,128
245,2021,E01016306,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,627
246,2021,E01016306,2021 super output areas - lower layer,151,Part-time,173
247,2021,E01016306,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,63
248,2021,E01016306,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,110
249,2021,E01016306,2021 super output areas - lower layer,151,Full-time,454
250,2021,E01016306,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,375
251,2021,E01016306,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,79
252,2021,E01016256,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,900
253,2021,E01016256,2021 super output areas - lower layer,151,Part-time,242
254,2021,E01016256,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,100
255,2021,E01016256,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,142
256,2021,E01016256,2021 super output areas - lower layer,151,Full-time,658
257,2021,E01016256,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,489
258,2021,E01016256,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,169
259,2021,E01016257,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,631
260,2021,E01016257,2021 super output areas - lower layer,151,Part-time,208
261,2021,E01016257,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,102
262,2021,E01016257,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,106
263,2021,E01016257,2021 super output areas - lower layer,151,Full-time,423
264,2021,E01016257,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,289
265,2021,E01016257,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,134
266,2021,E01016313,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,873
267,2021,E01016313,2021 super output areas - lower layer,151,Part-time,232
268,2021,E01016313,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,94
269,2021,E01016313,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,138
270,2021,E01016313,2021 super output areas - lower layer,151,Full-time,641
271,2021,E01016313,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,532
272,2021,E01016313,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,109
273,2021,E01016314,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,663
274,2021,E01016314,2021 super output areas - lower layer,151,Part-time,176
275,2021,E01016314,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,80
276,2021,E01016314,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,96
277,2021,E01016314,2021 super output areas - lower layer,151,Full-time,487
278,2021,E01016314,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,345
279,2021,E01016314,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,142
280,2021,E01016315,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,796
281,2021,E01016315,2021 super output areas - lower layer,151,Part-time,220
282,2021,E01016315,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,84
283,2021,E01016315,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,136
284,2021,E01016315,2021 super output areas - lower layer,151,Full-time,576
285,2021,E01016315,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,476
286,2021,E01016315,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,100
287,2021,E01016316,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1111
288,2021,E01016316,2021 super output areas - lower layer,151,Part-time,319
289,2021,E01016316,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,140
290,2021,E01016316,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,179
291,2021,E01016316,2021 super output areas - lower layer,151,Full-time,792
292,2021,E01016316,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,647
293,2021,E01016316,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,145
294,2021,E01016317,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,709
295,2021,E01016317,2021 super output areas - lower layer,151,Part-time,201
296,2021,E01016317,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,86
297,2021,E01016317,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,115
298,2021,E01016317,2021 super output areas - lower layer,151,Full-time,508
299,2021,E01016317,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,403
300,2021,E01016317,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,105
301,2021,E01016318,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,693
302,2021,E01016318,2021 super output areas - lower layer,151,Part-time,217
303,2021,E01016318,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,75
304,2021,E01016318,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,142
305,2021,E01016318,2021 super output areas - lower layer,151,Full-time,476
306,2021,E01016318,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,413
307,2021,E01016318,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,63
308,2021,E01016258,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,723
309,2021,E01016258,2021 super output areas - lower layer,151,Part-time,217
310,2021,E01016258,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
311,2021,E01016258,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,141
312,2021,E01016258,2021 super output areas - lower layer,151,Full-time,506
313,2021,E01016258,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,451
314,2021,E01016258,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,55
315,2021,E01016261,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,915
316,2021,E01016261,2021 super output areas - lower layer,151,Part-time,264
317,2021,E01016261,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,88
318,2021,E01016261,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,176
319,2021,E01016261,2021 super output areas - lower layer,151,Full-time,651
320,2021,E01016261,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,556
321,2021,E01016261,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,95
322,2021,E01016349,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,655
323,2021,E01016349,2021 super output areas - lower layer,151,Part-time,194
324,2021,E01016349,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,76
325,2021,E01016349,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,118
326,2021,E01016349,2021 super output areas - lower layer,151,Full-time,461
327,2021,E01016349,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,408
328,2021,E01016349,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,53
329,2021,E01016350,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,748
330,2021,E01016350,2021 super output areas - lower layer,151,Part-time,204
331,2021,E01016350,2021 super output areas - lower layer,151,Part-time: 15 hours or less worked,83
332,2021,E01016350,2021 super output areas - lower layer,151,Part-time: 16 to 30 hours worked,121
333,2021,E01016350,2021 super output areas - lower layer,151,Full-time,544
334,2021,E01016350,2021 super output areas - lower layer,151,Full-time: 31 to 48 hours worked,481
335,2021,E01016350,2021 super output areas - lower layer,151,Full-time: 49 or more hours worked,63
