,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
45,2021,E01024748,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
46,2021,E01024749,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1562
47,2021,E01024749,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1531
48,2021,E01024749,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),31
49,2021,E01024749,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,13
50,2021,E01024749,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,10
51,2021,E01024749,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
52,2021,E01024749,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
53,2021,E01024750,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1494
54,2021,E01024750,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1447
55,2021,E01024750,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),47
56,2021,E01024750,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,23
57,2021,E01024750,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,11
58,2021,E01024750,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
59,2021,E01024750,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,5
60,2021,E01024751,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1484
61,2021,E01024751,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1456
62,2021,E01024751,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),28
63,2021,E01024751,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,21
64,2021,E01024751,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,5
65,2021,E01024751,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
66,2021,E01024751,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
67,2021,E01024732,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2012
68,2021,E01024732,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1806
69,2021,E01024732,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),206
70,2021,E01024732,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,118
71,2021,E01024732,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,70
72,2021,E01024732,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,17
73,2021,E01024732,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
74,2021,E01024733,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1741
75,2021,E01024733,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1652
76,2021,E01024733,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),89
77,2021,E01024733,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,55
78,2021,E01024733,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,22
79,2021,E01024733,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,12
80,2021,E01024733,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
81,2021,E01024756,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1489
82,2021,E01024756,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1427
83,2021,E01024756,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),62
84,2021,E01024756,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,37
85,2021,E01024756,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,18
86,2021,E01024756,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,7
87,2021,E01024756,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
88,2021,E01024767,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2009
89,2021,E01024767,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1875
90,2021,E01024767,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),134
91,2021,E01024767,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,90
92,2021,E01024767,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,28
93,2021,E01024767,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,13
94,2021,E01024767,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,3
95,2021,E01024768,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1761
96,2021,E01024768,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1637
97,2021,E01024768,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),124
98,2021,E01024768,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,60
99,2021,E01024768,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,52
100,2021,E01024768,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,12
101,2021,E01024768,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
102,2021,E01035008,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1444
103,2021,E01035008,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1261
104,2021,E01035008,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),183
105,2021,E01035008,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,96
106,2021,E01035008,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,61
107,2021,E01035008,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,22
108,2021,E01035008,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,4
109,2021,E01035009,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1636
110,2021,E01035009,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1520
111,2021,E01035009,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),116
112,2021,E01035009,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,63
113,2021,E01035009,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,37
114,2021,E01035009,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,14
115,2021,E01035009,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
116,2021,E01024757,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1579
117,2021,E01024757,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1464
118,2021,E01024757,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),115
119,2021,E01024757,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,74
120,2021,E01024757,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,25
121,2021,E01024757,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,14
122,2021,E01024757,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
123,2021,E01024758,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1633
124,2021,E01024758,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1530
125,2021,E01024758,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),103
126,2021,E01024758,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,60
127,2021,E01024758,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,32
128,2021,E01024758,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,9
129,2021,E01024758,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
130,2021,E01024778,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1773
131,2021,E01024778,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1657
132,2021,E01024778,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),116
133,2021,E01024778,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,73
134,2021,E01024778,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,28
135,2021,E01024778,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,13
136,2021,E01024778,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
137,2021,E01024779,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1767
138,2021,E01024779,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1635
139,2021,E01024779,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),132
140,2021,E01024779,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,51
141,2021,E01024779,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,53
142,2021,E01024779,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,20
143,2021,E01024779,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,8
144,2021,E01024780,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1519
145,2021,E01024780,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1452
146,2021,E01024780,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),67
147,2021,E01024780,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,36
148,2021,E01024780,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,22
149,2021,E01024780,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
150,2021,E01024780,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
151,2021,E01024740,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1933
152,2021,E01024740,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1904
153,2021,E01024740,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),29
154,2021,E01024740,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,20
155,2021,E01024740,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,7
156,2021,E01024740,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
157,2021,E01024740,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
158,2021,E01024742,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1763
159,2021,E01024742,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1719
160,2021,E01024742,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),44
161,2021,E01024742,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,20
162,2021,E01024742,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,15
163,2021,E01024742,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
164,2021,E01024742,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
165,2021,E01024783,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1551
166,2021,E01024783,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1513
167,2021,E01024783,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),38
168,2021,E01024783,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,17
169,2021,E01024783,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,17
170,2021,E01024783,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
171,2021,E01024783,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
172,2021,E01032620,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2264
173,2021,E01032620,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),2199
174,2021,E01032620,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),65
175,2021,E01032620,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,35
176,2021,E01032620,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,25
177,2021,E01032620,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,5
178,2021,E01032620,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
179,2021,E01032829,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1686
180,2021,E01032829,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1674
181,2021,E01032829,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),12
182,2021,E01032829,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
183,2021,E01032829,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,5
184,2021,E01032829,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
185,2021,E01032829,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
186,2021,E01035010,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1338
187,2021,E01035010,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1304
188,2021,E01035010,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),34
189,2021,E01035010,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,27
190,2021,E01035010,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,6
191,2021,E01035010,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
192,2021,E01035010,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
193,2021,E01035011,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1421
194,2021,E01035011,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1404
195,2021,E01035011,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),17
196,2021,E01035011,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,12
197,2021,E01035011,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,4
198,2021,E01035011,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
199,2021,E01035011,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
200,2021,E01024798,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2291
201,2021,E01024798,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),2252
202,2021,E01024798,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),39
203,2021,E01024798,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,26
204,2021,E01024798,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,10
205,2021,E01024798,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
206,2021,E01024798,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
207,2021,E01024811,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1160
208,2021,E01024811,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1146
209,2021,E01024811,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),14
210,2021,E01024811,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,9
211,2021,E01024811,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,3
212,2021,E01024811,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
213,2021,E01024811,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
214,2021,E01024812,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1355
215,2021,E01024812,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1334
216,2021,E01024812,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),21
217,2021,E01024812,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,15
218,2021,E01024812,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,3
219,2021,E01024812,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
220,2021,E01024812,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
221,2021,E01024813,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1546
222,2021,E01024813,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1499
223,2021,E01024813,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),47
224,2021,E01024813,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,23
225,2021,E01024813,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,17
226,2021,E01024813,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,5
227,2021,E01024813,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
228,2021,E01024814,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1235
229,2021,E01024814,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1221
230,2021,E01024814,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),14
231,2021,E01024814,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,8
232,2021,E01024814,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,5
233,2021,E01024814,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
234,2021,E01024814,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
235,2021,E01024815,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1165
236,2021,E01024815,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1141
237,2021,E01024815,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),24
238,2021,E01024815,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,13
239,2021,E01024815,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,9
240,2021,E01024815,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,2
241,2021,E01024815,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
242,2021,E01024816,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1460
243,2021,E01024816,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1418
244,2021,E01024816,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),42
245,2021,E01024816,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,24
246,2021,E01024816,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,13
247,2021,E01024816,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,5
248,2021,E01024816,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
249,2021,E01024837,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1807
250,2021,E01024837,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1719
251,2021,E01024837,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),88
252,2021,E01024837,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,57
253,2021,E01024837,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,23
254,2021,E01024837,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,6
255,2021,E01024837,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
256,2021,E01024844,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1513
257,2021,E01024844,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1426
258,2021,E01024844,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),87
259,2021,E01024844,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,33
260,2021,E01024844,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,36
261,2021,E01024844,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,16
262,2021,E01024844,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
263,2021,E01024846,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1600
264,2021,E01024846,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1546
265,2021,E01024846,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),54
266,2021,E01024846,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,29
267,2021,E01024846,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,17
268,2021,E01024846,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,6
269,2021,E01024846,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
270,2021,E01024849,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1572
271,2021,E01024849,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1522
272,2021,E01024849,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),50
273,2021,E01024849,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,32
274,2021,E01024849,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,15
275,2021,E01024849,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
276,2021,E01024849,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
277,2021,E01024850,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1332
278,2021,E01024850,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1308
