,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HH_HRP_VETERAN_5_NAME,OBS_VALUE
129,2021,E02002510,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2904
130,2021,E02002512,2021 super output areas - middle layer,152,Total: All households,2306
131,2021,E02002512,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,122
132,2021,E02002512,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,41
133,2021,E02002512,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
134,2021,E02002512,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2134
135,2021,E02002513,2021 super output areas - middle layer,152,Total: All households,4529
136,2021,E02002513,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,233
137,2021,E02002513,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,68
138,2021,E02002513,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
139,2021,E02002513,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4219
140,2021,E02002514,2021 super output areas - middle layer,152,Total: All households,3788
141,2021,E02002514,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,229
142,2021,E02002514,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,49
143,2021,E02002514,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,17
144,2021,E02002514,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3493
145,2021,E02006811,2021 super output areas - middle layer,152,Total: All households,4730
146,2021,E02006811,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,241
147,2021,E02006811,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,70
148,2021,E02006811,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,12
149,2021,E02006811,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4407
150,2021,E02002515,2021 super output areas - middle layer,152,Total: All households,3134
151,2021,E02002515,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,225
152,2021,E02002515,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,44
153,2021,E02002515,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
154,2021,E02002515,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2856
155,2021,E02002516,2021 super output areas - middle layer,152,Total: All households,2563
156,2021,E02002516,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,185
157,2021,E02002516,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,31
158,2021,E02002516,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,13
159,2021,E02002516,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2334
160,2021,E02002517,2021 super output areas - middle layer,152,Total: All households,2386
161,2021,E02002517,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,185
162,2021,E02002517,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,47
163,2021,E02002517,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,11
164,2021,E02002517,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2143
165,2021,E02002518,2021 super output areas - middle layer,152,Total: All households,4766
166,2021,E02002518,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,365
167,2021,E02002518,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,69
168,2021,E02002518,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,19
169,2021,E02002518,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4313
170,2021,E02002519,2021 super output areas - middle layer,152,Total: All households,3393
171,2021,E02002519,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,239
172,2021,E02002519,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,34
173,2021,E02002519,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,13
174,2021,E02002519,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3107
175,2021,E02002520,2021 super output areas - middle layer,152,Total: All households,5954
176,2021,E02002520,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,477
177,2021,E02002520,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,76
178,2021,E02002520,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,31
179,2021,E02002520,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,5370
180,2021,E02002521,2021 super output areas - middle layer,152,Total: All households,2865
181,2021,E02002521,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,198
182,2021,E02002521,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,28
183,2021,E02002521,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
184,2021,E02002521,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2630
185,2021,E02002523,2021 super output areas - middle layer,152,Total: All households,2671
186,2021,E02002523,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,132
187,2021,E02002523,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,27
188,2021,E02002523,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
189,2021,E02002523,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2503
190,2021,E02002524,2021 super output areas - middle layer,152,Total: All households,2381
191,2021,E02002524,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,161
192,2021,E02002524,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,35
193,2021,E02002524,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,11
194,2021,E02002524,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2174
195,2021,E02002525,2021 super output areas - middle layer,152,Total: All households,3799
196,2021,E02002525,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,261
197,2021,E02002525,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,46
198,2021,E02002525,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,12
199,2021,E02002525,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3480
200,2021,E02002526,2021 super output areas - middle layer,152,Total: All households,3385
201,2021,E02002526,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,232
202,2021,E02002526,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,39
203,2021,E02002526,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,14
204,2021,E02002526,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3100
205,2021,E02002527,2021 super output areas - middle layer,152,Total: All households,2222
206,2021,E02002527,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,131
207,2021,E02002527,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,34
208,2021,E02002527,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
209,2021,E02002527,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2048
210,2021,E02002529,2021 super output areas - middle layer,152,Total: All households,2613
211,2021,E02002529,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,170
212,2021,E02002529,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,46
213,2021,E02002529,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,7
214,2021,E02002529,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2390
215,2021,E02002530,2021 super output areas - middle layer,152,Total: All households,2886
216,2021,E02002530,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,205
217,2021,E02002530,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,44
218,2021,E02002530,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,10
219,2021,E02002530,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2627
220,2021,E02002532,2021 super output areas - middle layer,152,Total: All households,3232
221,2021,E02002532,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,216
222,2021,E02002532,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,56
223,2021,E02002532,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,15
224,2021,E02002532,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2945
225,2021,E02002533,2021 super output areas - middle layer,152,Total: All households,2850
226,2021,E02002533,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,202
227,2021,E02002533,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,51
228,2021,E02002533,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,9
229,2021,E02002533,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2588
230,2021,E02002534,2021 super output areas - middle layer,152,Total: All households,2499
231,2021,E02002534,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,164
232,2021,E02002534,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,37
233,2021,E02002534,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
234,2021,E02002534,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2290
235,2021,E02006812,2021 super output areas - middle layer,152,Total: All households,3447
236,2021,E02006812,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,216
237,2021,E02006812,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,51
238,2021,E02006812,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,16
239,2021,E02006812,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3164
240,2021,E02006910,2021 super output areas - middle layer,152,Total: All households,4586
241,2021,E02006910,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,262
242,2021,E02006910,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,51
243,2021,E02006910,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,17
244,2021,E02006910,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4256
245,2021,E02002535,2021 super output areas - middle layer,152,Total: All households,4039
246,2021,E02002535,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,274
247,2021,E02002535,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,43
248,2021,E02002535,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,12
249,2021,E02002535,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3710
250,2021,E02002536,2021 super output areas - middle layer,152,Total: All households,4258
251,2021,E02002536,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,275
252,2021,E02002536,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,61
253,2021,E02002536,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,12
254,2021,E02002536,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3910
255,2021,E02002537,2021 super output areas - middle layer,152,Total: All households,3605
256,2021,E02002537,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,217
257,2021,E02002537,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,57
258,2021,E02002537,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,11
259,2021,E02002537,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3320
260,2021,E02002538,2021 super output areas - middle layer,152,Total: All households,2449
261,2021,E02002538,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,153
262,2021,E02002538,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,43
263,2021,E02002538,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
264,2021,E02002538,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2245
265,2021,E02002539,2021 super output areas - middle layer,152,Total: All households,4301
266,2021,E02002539,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,227
267,2021,E02002539,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,49
268,2021,E02002539,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,19
269,2021,E02002539,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,4006
270,2021,E02002540,2021 super output areas - middle layer,152,Total: All households,2827
271,2021,E02002540,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,182
272,2021,E02002540,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,39
273,2021,E02002540,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,4
274,2021,E02002540,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2602
275,2021,E02002541,2021 super output areas - middle layer,152,Total: All households,2875
276,2021,E02002541,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,152
277,2021,E02002541,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,33
278,2021,E02002541,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,13
279,2021,E02002541,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2677
280,2021,E02002542,2021 super output areas - middle layer,152,Total: All households,3366
281,2021,E02002542,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,205
282,2021,E02002542,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,45
283,2021,E02002542,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,10
284,2021,E02002542,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3106
285,2021,E02002543,2021 super output areas - middle layer,152,Total: All households,3858
286,2021,E02002543,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,205
287,2021,E02002543,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,42
288,2021,E02002543,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,6
289,2021,E02002543,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3605
290,2021,E02002544,2021 super output areas - middle layer,152,Total: All households,3566
291,2021,E02002544,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,172
292,2021,E02002544,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,45
293,2021,E02002544,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,5
294,2021,E02002544,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,3344
295,2021,E02002545,2021 super output areas - middle layer,152,Total: All households,2266
296,2021,E02002545,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,168
297,2021,E02002545,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,30
298,2021,E02002545,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
299,2021,E02002545,2021 super output areas - middle layer,152,Household reference person has not previously served in regular or reserve UK armed forces,2060
300,2021,E02002546,2021 super output areas - middle layer,152,Total: All households,3059
301,2021,E02002546,2021 super output areas - middle layer,152,Household reference person previously served in regular UK armed forces,143
302,2021,E02002546,2021 super output areas - middle layer,152,Household reference person previously served in reserve UK armed forces,34
303,2021,E02002546,2021 super output areas - middle layer,152,Household reference person previously served in both regular and reserve UK armed forces,8
