,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_GENDERID_7_NAME,OBS_VALUE
288,2021,E02002527,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,3733
289,2021,E02002527,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
290,2021,E02002527,2021 super output areas - middle layer,152,Trans woman,5
291,2021,E02002527,2021 super output areas - middle layer,152,Trans man,5
292,2021,E02002527,2021 super output areas - middle layer,152,All other gender identities,0
293,2021,E02002527,2021 super output areas - middle layer,152,Not answered,255
294,2021,E02002529,2021 super output areas - middle layer,152,Total,4756
295,2021,E02002529,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4532
296,2021,E02002529,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
297,2021,E02002529,2021 super output areas - middle layer,152,Trans woman,2
298,2021,E02002529,2021 super output areas - middle layer,152,Trans man,6
299,2021,E02002529,2021 super output areas - middle layer,152,All other gender identities,3
300,2021,E02002529,2021 super output areas - middle layer,152,Not answered,208
301,2021,E02002530,2021 super output areas - middle layer,152,Total,5227
302,2021,E02002530,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4937
303,2021,E02002530,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
304,2021,E02002530,2021 super output areas - middle layer,152,Trans woman,3
305,2021,E02002530,2021 super output areas - middle layer,152,Trans man,5
306,2021,E02002530,2021 super output areas - middle layer,152,All other gender identities,1
307,2021,E02002530,2021 super output areas - middle layer,152,Not answered,277
308,2021,E02002532,2021 super output areas - middle layer,152,Total,5556
309,2021,E02002532,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5245
310,2021,E02002532,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,7
311,2021,E02002532,2021 super output areas - middle layer,152,Trans woman,4
312,2021,E02002532,2021 super output areas - middle layer,152,Trans man,6
313,2021,E02002532,2021 super output areas - middle layer,152,All other gender identities,3
314,2021,E02002532,2021 super output areas - middle layer,152,Not answered,291
315,2021,E02002533,2021 super output areas - middle layer,152,Total,5412
316,2021,E02002533,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5203
317,2021,E02002533,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,3
318,2021,E02002533,2021 super output areas - middle layer,152,Trans woman,2
319,2021,E02002533,2021 super output areas - middle layer,152,Trans man,5
320,2021,E02002533,2021 super output areas - middle layer,152,All other gender identities,2
321,2021,E02002533,2021 super output areas - middle layer,152,Not answered,197
322,2021,E02002534,2021 super output areas - middle layer,152,Total,4864
323,2021,E02002534,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4700
324,2021,E02002534,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,5
325,2021,E02002534,2021 super output areas - middle layer,152,Trans woman,3
326,2021,E02002534,2021 super output areas - middle layer,152,Trans man,2
327,2021,E02002534,2021 super output areas - middle layer,152,All other gender identities,2
328,2021,E02002534,2021 super output areas - middle layer,152,Not answered,152
329,2021,E02006812,2021 super output areas - middle layer,152,Total,6243
330,2021,E02006812,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,5930
331,2021,E02006812,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
332,2021,E02006812,2021 super output areas - middle layer,152,Trans woman,9
333,2021,E02006812,2021 super output areas - middle layer,152,Trans man,7
334,2021,E02006812,2021 super output areas - middle layer,152,All other gender identities,2
335,2021,E02006812,2021 super output areas - middle layer,152,Not answered,286
336,2021,E02006910,2021 super output areas - middle layer,152,Total,8541
337,2021,E02006910,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8088
338,2021,E02006910,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,19
339,2021,E02006910,2021 super output areas - middle layer,152,Trans woman,0
340,2021,E02006910,2021 super output areas - middle layer,152,Trans man,8
341,2021,E02006910,2021 super output areas - middle layer,152,All other gender identities,6
342,2021,E02006910,2021 super output areas - middle layer,152,Not answered,420
343,2021,E02002535,2021 super output areas - middle layer,152,Total,7738
344,2021,E02002535,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7435
345,2021,E02002535,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
346,2021,E02002535,2021 super output areas - middle layer,152,Trans woman,11
347,2021,E02002535,2021 super output areas - middle layer,152,Trans man,7
348,2021,E02002535,2021 super output areas - middle layer,152,All other gender identities,1
349,2021,E02002535,2021 super output areas - middle layer,152,Not answered,280
350,2021,E02002536,2021 super output areas - middle layer,152,Total,7578
351,2021,E02002536,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,7188
352,2021,E02002536,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,13
353,2021,E02002536,2021 super output areas - middle layer,152,Trans woman,12
354,2021,E02002536,2021 super output areas - middle layer,152,Trans man,7
355,2021,E02002536,2021 super output areas - middle layer,152,All other gender identities,6
356,2021,E02002536,2021 super output areas - middle layer,152,Not answered,352
357,2021,E02002537,2021 super output areas - middle layer,152,Total,6469
358,2021,E02002537,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,6127
359,2021,E02002537,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,8
360,2021,E02002537,2021 super output areas - middle layer,152,Trans woman,12
361,2021,E02002537,2021 super output areas - middle layer,152,Trans man,2
362,2021,E02002537,2021 super output areas - middle layer,152,All other gender identities,2
363,2021,E02002537,2021 super output areas - middle layer,152,Not answered,318
364,2021,E02002538,2021 super output areas - middle layer,152,Total,4569
365,2021,E02002538,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4319
366,2021,E02002538,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,9
367,2021,E02002538,2021 super output areas - middle layer,152,Trans woman,0
368,2021,E02002538,2021 super output areas - middle layer,152,Trans man,5
369,2021,E02002538,2021 super output areas - middle layer,152,All other gender identities,0
370,2021,E02002538,2021 super output areas - middle layer,152,Not answered,236
371,2021,E02002539,2021 super output areas - middle layer,152,Total,8670
372,2021,E02002539,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,8365
373,2021,E02002539,2021 super output areas - middle layer,152,Gender identity different from sex registered at birth but no specific identity given,4
374,2021,E02002539,2021 super output areas - middle layer,152,Trans woman,4
375,2021,E02002539,2021 super output areas - middle layer,152,Trans man,3
376,2021,E02002539,2021 super output areas - middle layer,152,All other gender identities,2
377,2021,E02002539,2021 super output areas - middle layer,152,Not answered,292
378,2021,E02002540,2021 super output areas - middle layer,152,Total,5154
379,2021,E02002540,2021 super output areas - middle layer,152,Gender identity the same as sex registered at birth,4894
