,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHDISABLED_4_NAME,OBS_VALUE
39,2021,E02006909,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,347
40,2021,E02007059,2021 super output areas - middle layer,152,Total: All households,4942
41,2021,E02007059,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3115
42,2021,E02007059,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1445
43,2021,E02007059,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,382
44,2021,E02002496,2021 super output areas - middle layer,152,Total: All households,4461
45,2021,E02002496,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2842
46,2021,E02002496,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1332
47,2021,E02002496,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,287
48,2021,E02002497,2021 super output areas - middle layer,152,Total: All households,2744
49,2021,E02002497,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1562
50,2021,E02002497,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,935
51,2021,E02002497,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,247
52,2021,E02002498,2021 super output areas - middle layer,152,Total: All households,3645
53,2021,E02002498,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2315
54,2021,E02002498,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1068
55,2021,E02002498,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,262
56,2021,E02002499,2021 super output areas - middle layer,152,Total: All households,3067
57,2021,E02002499,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1718
58,2021,E02002499,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1049
59,2021,E02002499,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,300
60,2021,E02002500,2021 super output areas - middle layer,152,Total: All households,2334
61,2021,E02002500,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1439
62,2021,E02002500,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,689
63,2021,E02002500,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,206
64,2021,E02002501,2021 super output areas - middle layer,152,Total: All households,2606
65,2021,E02002501,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1570
66,2021,E02002501,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,815
67,2021,E02002501,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,221
68,2021,E02002502,2021 super output areas - middle layer,152,Total: All households,4353
69,2021,E02002502,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2373
70,2021,E02002502,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1580
71,2021,E02002502,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,400
72,2021,E02002503,2021 super output areas - middle layer,152,Total: All households,2740
73,2021,E02002503,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1665
74,2021,E02002503,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,822
75,2021,E02002503,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,253
76,2021,E02002504,2021 super output areas - middle layer,152,Total: All households,3777
77,2021,E02002504,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2568
78,2021,E02002504,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,937
79,2021,E02002504,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,272
80,2021,E02002505,2021 super output areas - middle layer,152,Total: All households,2645
81,2021,E02002505,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1454
82,2021,E02002505,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,918
83,2021,E02002505,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,273
84,2021,E02002506,2021 super output areas - middle layer,152,Total: All households,2331
85,2021,E02002506,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1334
86,2021,E02002506,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,782
87,2021,E02002506,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,215
88,2021,E02002507,2021 super output areas - middle layer,152,Total: All households,2557
89,2021,E02002507,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1792
90,2021,E02002507,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,612
91,2021,E02002507,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,153
92,2021,E02002508,2021 super output areas - middle layer,152,Total: All households,2281
93,2021,E02002508,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1549
94,2021,E02002508,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,591
95,2021,E02002508,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,141
96,2021,E02002509,2021 super output areas - middle layer,152,Total: All households,2253
97,2021,E02002509,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1396
98,2021,E02002509,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,676
99,2021,E02002509,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,181
100,2021,E02002510,2021 super output areas - middle layer,152,Total: All households,3116
101,2021,E02002510,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2174
102,2021,E02002510,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,749
103,2021,E02002510,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,193
104,2021,E02002512,2021 super output areas - middle layer,152,Total: All households,2306
105,2021,E02002512,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1642
106,2021,E02002512,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,535
107,2021,E02002512,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,129
108,2021,E02002513,2021 super output areas - middle layer,152,Total: All households,4529
109,2021,E02002513,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2783
110,2021,E02002513,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1348
111,2021,E02002513,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,398
112,2021,E02002514,2021 super output areas - middle layer,152,Total: All households,3789
113,2021,E02002514,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2252
114,2021,E02002514,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1237
115,2021,E02002514,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,300
116,2021,E02006811,2021 super output areas - middle layer,152,Total: All households,4730
117,2021,E02006811,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3420
118,2021,E02006811,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1045
119,2021,E02006811,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,265
120,2021,E02002515,2021 super output areas - middle layer,152,Total: All households,3134
121,2021,E02002515,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1840
122,2021,E02002515,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1067
123,2021,E02002515,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,227
124,2021,E02002516,2021 super output areas - middle layer,152,Total: All households,2564
125,2021,E02002516,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1545
126,2021,E02002516,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,805
127,2021,E02002516,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,214
128,2021,E02002517,2021 super output areas - middle layer,152,Total: All households,2386
129,2021,E02002517,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1407
130,2021,E02002517,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,760
131,2021,E02002517,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,219
132,2021,E02002518,2021 super output areas - middle layer,152,Total: All households,4765
133,2021,E02002518,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3167
134,2021,E02002518,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1277
135,2021,E02002518,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,321
136,2021,E02002519,2021 super output areas - middle layer,152,Total: All households,3394
137,2021,E02002519,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1816
138,2021,E02002519,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1226
139,2021,E02002519,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,352
140,2021,E02002520,2021 super output areas - middle layer,152,Total: All households,5954
141,2021,E02002520,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3898
142,2021,E02002520,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1654
143,2021,E02002520,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,402
144,2021,E02002521,2021 super output areas - middle layer,152,Total: All households,2867
145,2021,E02002521,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1829
146,2021,E02002521,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,817
147,2021,E02002521,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,221
148,2021,E02002523,2021 super output areas - middle layer,152,Total: All households,2673
149,2021,E02002523,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1438
150,2021,E02002523,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,942
151,2021,E02002523,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,293
152,2021,E02002524,2021 super output areas - middle layer,152,Total: All households,2379
153,2021,E02002524,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1444
154,2021,E02002524,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,711
155,2021,E02002524,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,224
156,2021,E02002525,2021 super output areas - middle layer,152,Total: All households,3797
157,2021,E02002525,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2289
158,2021,E02002525,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1199
159,2021,E02002525,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,309
160,2021,E02002526,2021 super output areas - middle layer,152,Total: All households,3385
161,2021,E02002526,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2043
162,2021,E02002526,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1031
163,2021,E02002526,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,311
164,2021,E02002527,2021 super output areas - middle layer,152,Total: All households,2225
165,2021,E02002527,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1296
166,2021,E02002527,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,704
167,2021,E02002527,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,225
168,2021,E02002529,2021 super output areas - middle layer,152,Total: All households,2614
169,2021,E02002529,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1652
170,2021,E02002529,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,787
171,2021,E02002529,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,175
172,2021,E02002530,2021 super output areas - middle layer,152,Total: All households,2889
173,2021,E02002530,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1703
174,2021,E02002530,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,928
175,2021,E02002530,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,258
176,2021,E02002532,2021 super output areas - middle layer,152,Total: All households,3231
177,2021,E02002532,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1923
178,2021,E02002532,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1073
179,2021,E02002532,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,235
180,2021,E02002533,2021 super output areas - middle layer,152,Total: All households,2850
181,2021,E02002533,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2011
182,2021,E02002533,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,642
183,2021,E02002533,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,197
184,2021,E02002534,2021 super output areas - middle layer,152,Total: All households,2501
185,2021,E02002534,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1747
186,2021,E02002534,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,593
187,2021,E02002534,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,161
188,2021,E02006812,2021 super output areas - middle layer,152,Total: All households,3447
189,2021,E02006812,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2122
190,2021,E02006812,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1027
191,2021,E02006812,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,298
192,2021,E02006910,2021 super output areas - middle layer,152,Total: All households,4584
193,2021,E02006910,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2869
194,2021,E02006910,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1318
195,2021,E02006910,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,397
196,2021,E02002535,2021 super output areas - middle layer,152,Total: All households,4040
197,2021,E02002535,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2758
198,2021,E02002535,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,996
199,2021,E02002535,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,286
200,2021,E02002536,2021 super output areas - middle layer,152,Total: All households,4258
201,2021,E02002536,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2551
202,2021,E02002536,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1306
203,2021,E02002536,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,401
204,2021,E02002537,2021 super output areas - middle layer,152,Total: All households,3602
205,2021,E02002537,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2050
206,2021,E02002537,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1174
207,2021,E02002537,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,378
208,2021,E02002538,2021 super output areas - middle layer,152,Total: All households,2449
209,2021,E02002538,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1493
210,2021,E02002538,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,742
211,2021,E02002538,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,214
212,2021,E02002539,2021 super output areas - middle layer,152,Total: All households,4300
213,2021,E02002539,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3064
214,2021,E02002539,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,976
215,2021,E02002539,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,260
216,2021,E02002540,2021 super output areas - middle layer,152,Total: All households,2827
217,2021,E02002540,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1976
218,2021,E02002540,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,673
219,2021,E02002540,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,178
220,2021,E02002541,2021 super output areas - middle layer,152,Total: All households,2875
221,2021,E02002541,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1863
222,2021,E02002541,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,803
223,2021,E02002541,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,209
224,2021,E02002542,2021 super output areas - middle layer,152,Total: All households,3367
225,2021,E02002542,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1847
226,2021,E02002542,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1091
227,2021,E02002542,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,429
228,2021,E02002543,2021 super output areas - middle layer,152,Total: All households,3858
229,2021,E02002543,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2217
230,2021,E02002543,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1238
231,2021,E02002543,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,403
232,2021,E02002544,2021 super output areas - middle layer,152,Total: All households,3569
233,2021,E02002544,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2128
234,2021,E02002544,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1151
235,2021,E02002544,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,290
236,2021,E02002545,2021 super output areas - middle layer,152,Total: All households,2266
237,2021,E02002545,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1469
238,2021,E02002545,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,613
239,2021,E02002545,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,184
240,2021,E02002546,2021 super output areas - middle layer,152,Total: All households,3059
241,2021,E02002546,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1818
242,2021,E02002546,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,964
243,2021,E02002546,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,277
244,2021,E02002547,2021 super output areas - middle layer,152,Total: All households,2765
245,2021,E02002547,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1779
246,2021,E02002547,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,777
247,2021,E02002547,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,209
248,2021,E02002549,2021 super output areas - middle layer,152,Total: All households,3313
249,2021,E02002549,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2218
250,2021,E02002549,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,859
251,2021,E02002549,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,236
252,2021,E02002550,2021 super output areas - middle layer,152,Total: All households,2582
253,2021,E02002550,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1701
254,2021,E02002550,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,704
255,2021,E02002550,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,177
256,2021,E02002551,2021 super output areas - middle layer,152,Total: All households,2631
257,2021,E02002551,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1542
258,2021,E02002551,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,901
259,2021,E02002551,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,188
260,2021,E02002552,2021 super output areas - middle layer,152,Total: All households,3003
261,2021,E02002552,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1863
262,2021,E02002552,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,898
263,2021,E02002552,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,242
264,2021,E02002553,2021 super output areas - middle layer,152,Total: All households,2487
265,2021,E02002553,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1552
266,2021,E02002553,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,718
267,2021,E02002553,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,217
268,2021,E02002554,2021 super output areas - middle layer,152,Total: All households,2296
269,2021,E02002554,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1308
270,2021,E02002554,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,776
271,2021,E02002554,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,212
272,2021,E02002555,2021 super output areas - middle layer,152,Total: All households,4390
273,2021,E02002555,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3086
274,2021,E02002555,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1020
275,2021,E02002555,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,284
276,2021,E02002556,2021 super output areas - middle layer,152,Total: All households,2880
277,2021,E02002556,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2063
278,2021,E02002556,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,638
279,2021,E02002556,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,179
280,2021,E02002558,2021 super output areas - middle layer,152,Total: All households,4890
281,2021,E02002558,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3528
282,2021,E02002558,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1099
283,2021,E02002558,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,263
284,2021,E02007060,2021 super output areas - middle layer,152,Total: All households,2860
285,2021,E02007060,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1687
286,2021,E02007060,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,942
287,2021,E02007060,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,231
288,2021,E02007061,2021 super output areas - middle layer,152,Total: All households,3196
289,2021,E02007061,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2091
290,2021,E02007061,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,880
291,2021,E02007061,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,225
292,2021,E02007062,2021 super output areas - middle layer,152,Total: All households,2811
293,2021,E02007062,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2225
294,2021,E02007062,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,473
295,2021,E02007062,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,113
296,2021,E02007063,2021 super output areas - middle layer,152,Total: All households,3184
297,2021,E02007063,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2449
298,2021,E02007063,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,565
299,2021,E02007063,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,170
300,2021,E02002559,2021 super output areas - middle layer,152,Total: All households,4120
301,2021,E02002559,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,3009
302,2021,E02002559,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,870
303,2021,E02002559,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,241
304,2021,E02002560,2021 super output areas - middle layer,152,Total: All households,2688
305,2021,E02002560,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1896
306,2021,E02002560,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,614
307,2021,E02002560,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,178
308,2021,E02002561,2021 super output areas - middle layer,152,Total: All households,2475
309,2021,E02002561,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1615
310,2021,E02002561,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,693
311,2021,E02002561,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,167
312,2021,E02002562,2021 super output areas - middle layer,152,Total: All households,2852
313,2021,E02002562,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1773
314,2021,E02002562,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,891
315,2021,E02002562,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,188
316,2021,E02002563,2021 super output areas - middle layer,152,Total: All households,2472
317,2021,E02002563,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1501
318,2021,E02002563,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,748
319,2021,E02002563,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,223
320,2021,E02002564,2021 super output areas - middle layer,152,Total: All households,4352
321,2021,E02002564,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2683
322,2021,E02002564,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1291
323,2021,E02002564,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,378
324,2021,E02002567,2021 super output areas - middle layer,152,Total: All households,4111
325,2021,E02002567,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2644
326,2021,E02002567,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,1168
327,2021,E02002567,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,299
328,2021,E02002568,2021 super output areas - middle layer,152,Total: All households,2720
329,2021,E02002568,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,1950
330,2021,E02002568,2021 super output areas - middle layer,152,1 person disabled under the Equality Act in household,647
331,2021,E02002568,2021 super output areas - middle layer,152,2 or more people disabled under the Equality Act in household,123
332,2021,E02002569,2021 super output areas - middle layer,152,Total: All households,4064
333,2021,E02002569,2021 super output areas - middle layer,152,No people disabled under the Equality Act in household,2848
