,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_2ADDR_4_NAME,OBS_VALUE
59,2021,E02003098,2021 super output areas - middle layer,152,Second address is outside the UK,103
60,2021,E02003099,2021 super output areas - middle layer,152,Total: All usual residents,7629
61,2021,E02003099,2021 super output areas - middle layer,152,No second address,7430
62,2021,E02003099,2021 super output areas - middle layer,152,Second address is in the UK,173
63,2021,E02003099,2021 super output areas - middle layer,152,Second address is outside the UK,26
64,2021,E02003101,2021 super output areas - middle layer,152,Total: All usual residents,10660
65,2021,E02003101,2021 super output areas - middle layer,152,No second address,10183
66,2021,E02003101,2021 super output areas - middle layer,152,Second address is in the UK,320
67,2021,E02003101,2021 super output areas - middle layer,152,Second address is outside the UK,157
68,2021,E02003102,2021 super output areas - middle layer,152,Total: All usual residents,7165
69,2021,E02003102,2021 super output areas - middle layer,152,No second address,6874
70,2021,E02003102,2021 super output areas - middle layer,152,Second address is in the UK,223
71,2021,E02003102,2021 super output areas - middle layer,152,Second address is outside the UK,68
72,2021,E02003103,2021 super output areas - middle layer,152,Total: All usual residents,7183
73,2021,E02003103,2021 super output areas - middle layer,152,No second address,6931
74,2021,E02003103,2021 super output areas - middle layer,152,Second address is in the UK,231
75,2021,E02003103,2021 super output areas - middle layer,152,Second address is outside the UK,21
76,2021,E02003104,2021 super output areas - middle layer,152,Total: All usual residents,7531
77,2021,E02003104,2021 super output areas - middle layer,152,No second address,7234
78,2021,E02003104,2021 super output areas - middle layer,152,Second address is in the UK,241
79,2021,E02003104,2021 super output areas - middle layer,152,Second address is outside the UK,56
80,2021,E02003105,2021 super output areas - middle layer,152,Total: All usual residents,6407
81,2021,E02003105,2021 super output areas - middle layer,152,No second address,6142
82,2021,E02003105,2021 super output areas - middle layer,152,Second address is in the UK,208
83,2021,E02003105,2021 super output areas - middle layer,152,Second address is outside the UK,57
84,2021,E02003107,2021 super output areas - middle layer,152,Total: All usual residents,11295
85,2021,E02003107,2021 super output areas - middle layer,152,No second address,9972
86,2021,E02003107,2021 super output areas - middle layer,152,Second address is in the UK,1126
87,2021,E02003107,2021 super output areas - middle layer,152,Second address is outside the UK,197
88,2021,E02003108,2021 super output areas - middle layer,152,Total: All usual residents,12711
89,2021,E02003108,2021 super output areas - middle layer,152,No second address,12172
90,2021,E02003108,2021 super output areas - middle layer,152,Second address is in the UK,437
91,2021,E02003108,2021 super output areas - middle layer,152,Second address is outside the UK,102
92,2021,E02003109,2021 super output areas - middle layer,152,Total: All usual residents,6219
93,2021,E02003109,2021 super output areas - middle layer,152,No second address,6027
94,2021,E02003109,2021 super output areas - middle layer,152,Second address is in the UK,140
95,2021,E02003109,2021 super output areas - middle layer,152,Second address is outside the UK,52
96,2021,E02003110,2021 super output areas - middle layer,152,Total: All usual residents,12403
97,2021,E02003110,2021 super output areas - middle layer,152,No second address,11837
98,2021,E02003110,2021 super output areas - middle layer,152,Second address is in the UK,449
99,2021,E02003110,2021 super output areas - middle layer,152,Second address is outside the UK,117
100,2021,E02003111,2021 super output areas - middle layer,152,Total: All usual residents,6678
101,2021,E02003111,2021 super output areas - middle layer,152,No second address,6445
102,2021,E02003111,2021 super output areas - middle layer,152,Second address is in the UK,186
103,2021,E02003111,2021 super output areas - middle layer,152,Second address is outside the UK,47
104,2021,E02003112,2021 super output areas - middle layer,152,Total: All usual residents,6541
105,2021,E02003112,2021 super output areas - middle layer,152,No second address,6305
106,2021,E02003112,2021 super output areas - middle layer,152,Second address is in the UK,209
107,2021,E02003112,2021 super output areas - middle layer,152,Second address is outside the UK,27
108,2021,E02003113,2021 super output areas - middle layer,152,Total: All usual residents,10480
109,2021,E02003113,2021 super output areas - middle layer,152,No second address,10038
110,2021,E02003113,2021 super output areas - middle layer,152,Second address is in the UK,332
111,2021,E02003113,2021 super output areas - middle layer,152,Second address is outside the UK,110
112,2021,E02003114,2021 super output areas - middle layer,152,Total: All usual residents,7245
113,2021,E02003114,2021 super output areas - middle layer,152,No second address,6965
114,2021,E02003114,2021 super output areas - middle layer,152,Second address is in the UK,241
115,2021,E02003114,2021 super output areas - middle layer,152,Second address is outside the UK,39
116,2021,E02003115,2021 super output areas - middle layer,152,Total: All usual residents,9713
117,2021,E02003115,2021 super output areas - middle layer,152,No second address,9339
118,2021,E02003115,2021 super output areas - middle layer,152,Second address is in the UK,324
119,2021,E02003115,2021 super output areas - middle layer,152,Second address is outside the UK,50
120,2021,E02003116,2021 super output areas - middle layer,152,Total: All usual residents,7769
121,2021,E02003116,2021 super output areas - middle layer,152,No second address,7526
122,2021,E02003116,2021 super output areas - middle layer,152,Second address is in the UK,199
123,2021,E02003116,2021 super output areas - middle layer,152,Second address is outside the UK,44
124,2021,E02003117,2021 super output areas - middle layer,152,Total: All usual residents,9414
125,2021,E02003117,2021 super output areas - middle layer,152,No second address,9095
126,2021,E02003117,2021 super output areas - middle layer,152,Second address is in the UK,283
127,2021,E02003117,2021 super output areas - middle layer,152,Second address is outside the UK,36
128,2021,E02003118,2021 super output areas - middle layer,152,Total: All usual residents,9901
129,2021,E02003118,2021 super output areas - middle layer,152,No second address,9574
130,2021,E02003118,2021 super output areas - middle layer,152,Second address is in the UK,266
131,2021,E02003118,2021 super output areas - middle layer,152,Second address is outside the UK,61
132,2021,E02003119,2021 super output areas - middle layer,152,Total: All usual residents,10345
133,2021,E02003119,2021 super output areas - middle layer,152,No second address,9968
134,2021,E02003119,2021 super output areas - middle layer,152,Second address is in the UK,325
135,2021,E02003119,2021 super output areas - middle layer,152,Second address is outside the UK,52
136,2021,E02003120,2021 super output areas - middle layer,152,Total: All usual residents,9201
137,2021,E02003120,2021 super output areas - middle layer,152,No second address,8902
138,2021,E02003120,2021 super output areas - middle layer,152,Second address is in the UK,249
139,2021,E02003120,2021 super output areas - middle layer,152,Second address is outside the UK,50
140,2021,E02003121,2021 super output areas - middle layer,152,Total: All usual residents,10117
141,2021,E02003121,2021 super output areas - middle layer,152,No second address,9755
142,2021,E02003121,2021 super output areas - middle layer,152,Second address is in the UK,304
143,2021,E02003121,2021 super output areas - middle layer,152,Second address is outside the UK,58
144,2021,E02007064,2021 super output areas - middle layer,152,Total: All usual residents,7918
145,2021,E02007064,2021 super output areas - middle layer,152,No second address,7569
146,2021,E02007064,2021 super output areas - middle layer,152,Second address is in the UK,279
147,2021,E02007064,2021 super output areas - middle layer,152,Second address is outside the UK,70
148,2021,E02007065,2021 super output areas - middle layer,152,Total: All usual residents,7860
149,2021,E02007065,2021 super output areas - middle layer,152,No second address,7527
150,2021,E02007065,2021 super output areas - middle layer,152,Second address is in the UK,254
151,2021,E02007065,2021 super output areas - middle layer,152,Second address is outside the UK,79
152,2021,E02007066,2021 super output areas - middle layer,152,Total: All usual residents,9163
153,2021,E02007066,2021 super output areas - middle layer,152,No second address,5933
154,2021,E02007066,2021 super output areas - middle layer,152,Second address is in the UK,2840
155,2021,E02007066,2021 super output areas - middle layer,152,Second address is outside the UK,390
156,2021,E02007067,2021 super output areas - middle layer,152,Total: All usual residents,6936
157,2021,E02007067,2021 super output areas - middle layer,152,No second address,6533
158,2021,E02007067,2021 super output areas - middle layer,152,Second address is in the UK,331
159,2021,E02007067,2021 super output areas - middle layer,152,Second address is outside the UK,72
160,2021,E02003122,2021 super output areas - middle layer,152,Total: All usual residents,7307
161,2021,E02003122,2021 super output areas - middle layer,152,No second address,6978
162,2021,E02003122,2021 super output areas - middle layer,152,Second address is in the UK,249
163,2021,E02003122,2021 super output areas - middle layer,152,Second address is outside the UK,80
164,2021,E02003123,2021 super output areas - middle layer,152,Total: All usual residents,8728
165,2021,E02003123,2021 super output areas - middle layer,152,No second address,8413
166,2021,E02003123,2021 super output areas - middle layer,152,Second address is in the UK,267
167,2021,E02003123,2021 super output areas - middle layer,152,Second address is outside the UK,48
168,2021,E02003124,2021 super output areas - middle layer,152,Total: All usual residents,8304
169,2021,E02003124,2021 super output areas - middle layer,152,No second address,7983
170,2021,E02003124,2021 super output areas - middle layer,152,Second address is in the UK,285
171,2021,E02003124,2021 super output areas - middle layer,152,Second address is outside the UK,36
172,2021,E02003125,2021 super output areas - middle layer,152,Total: All usual residents,6029
173,2021,E02003125,2021 super output areas - middle layer,152,No second address,5814
174,2021,E02003125,2021 super output areas - middle layer,152,Second address is in the UK,206
175,2021,E02003125,2021 super output areas - middle layer,152,Second address is outside the UK,9
176,2021,E02003126,2021 super output areas - middle layer,152,Total: All usual residents,8417
177,2021,E02003126,2021 super output areas - middle layer,152,No second address,7590
178,2021,E02003126,2021 super output areas - middle layer,152,Second address is in the UK,761
179,2021,E02003126,2021 super output areas - middle layer,152,Second address is outside the UK,66
180,2021,E02003127,2021 super output areas - middle layer,152,Total: All usual residents,7532
181,2021,E02003127,2021 super output areas - middle layer,152,No second address,7286
182,2021,E02003127,2021 super output areas - middle layer,152,Second address is in the UK,227
183,2021,E02003127,2021 super output areas - middle layer,152,Second address is outside the UK,19
184,2021,E02003128,2021 super output areas - middle layer,152,Total: All usual residents,9176
185,2021,E02003128,2021 super output areas - middle layer,152,No second address,8829
186,2021,E02003128,2021 super output areas - middle layer,152,Second address is in the UK,301
187,2021,E02003128,2021 super output areas - middle layer,152,Second address is outside the UK,46
188,2021,E02003129,2021 super output areas - middle layer,152,Total: All usual residents,6411
189,2021,E02003129,2021 super output areas - middle layer,152,No second address,6158
190,2021,E02003129,2021 super output areas - middle layer,152,Second address is in the UK,230
191,2021,E02003129,2021 super output areas - middle layer,152,Second address is outside the UK,23
192,2021,E02003130,2021 super output areas - middle layer,152,Total: All usual residents,10530
193,2021,E02003130,2021 super output areas - middle layer,152,No second address,10119
194,2021,E02003130,2021 super output areas - middle layer,152,Second address is in the UK,373
195,2021,E02003130,2021 super output areas - middle layer,152,Second address is outside the UK,38
196,2021,E02003131,2021 super output areas - middle layer,152,Total: All usual residents,7285
197,2021,E02003131,2021 super output areas - middle layer,152,No second address,7050
198,2021,E02003131,2021 super output areas - middle layer,152,Second address is in the UK,212
199,2021,E02003131,2021 super output areas - middle layer,152,Second address is outside the UK,23
200,2021,E02003132,2021 super output areas - middle layer,152,Total: All usual residents,8871
201,2021,E02003132,2021 super output areas - middle layer,152,No second address,8493
202,2021,E02003132,2021 super output areas - middle layer,152,Second address is in the UK,348
203,2021,E02003132,2021 super output areas - middle layer,152,Second address is outside the UK,30
204,2021,E02003133,2021 super output areas - middle layer,152,Total: All usual residents,7129
205,2021,E02003133,2021 super output areas - middle layer,152,No second address,6871
206,2021,E02003133,2021 super output areas - middle layer,152,Second address is in the UK,227
207,2021,E02003133,2021 super output areas - middle layer,152,Second address is outside the UK,31
208,2021,E02003134,2021 super output areas - middle layer,152,Total: All usual residents,6937
209,2021,E02003134,2021 super output areas - middle layer,152,No second address,6720
210,2021,E02003134,2021 super output areas - middle layer,152,Second address is in the UK,201
211,2021,E02003134,2021 super output areas - middle layer,152,Second address is outside the UK,16
212,2021,E02003135,2021 super output areas - middle layer,152,Total: All usual residents,7076
213,2021,E02003135,2021 super output areas - middle layer,152,No second address,6744
214,2021,E02003135,2021 super output areas - middle layer,152,Second address is in the UK,297
215,2021,E02003135,2021 super output areas - middle layer,152,Second address is outside the UK,35
216,2021,E02003136,2021 super output areas - middle layer,152,Total: All usual residents,7731
217,2021,E02003136,2021 super output areas - middle layer,152,No second address,7421
218,2021,E02003136,2021 super output areas - middle layer,152,Second address is in the UK,272
219,2021,E02003136,2021 super output areas - middle layer,152,Second address is outside the UK,38
220,2021,E02003137,2021 super output areas - middle layer,152,Total: All usual residents,7865
221,2021,E02003137,2021 super output areas - middle layer,152,No second address,7471
222,2021,E02003137,2021 super output areas - middle layer,152,Second address is in the UK,316
223,2021,E02003137,2021 super output areas - middle layer,152,Second address is outside the UK,78
224,2021,E02003138,2021 super output areas - middle layer,152,Total: All usual residents,7544
225,2021,E02003138,2021 super output areas - middle layer,152,No second address,7064
226,2021,E02003138,2021 super output areas - middle layer,152,Second address is in the UK,401
227,2021,E02003138,2021 super output areas - middle layer,152,Second address is outside the UK,79
228,2021,E02003139,2021 super output areas - middle layer,152,Total: All usual residents,6692
229,2021,E02003139,2021 super output areas - middle layer,152,No second address,6422
230,2021,E02003139,2021 super output areas - middle layer,152,Second address is in the UK,235
231,2021,E02003139,2021 super output areas - middle layer,152,Second address is outside the UK,35
232,2021,E02003140,2021 super output areas - middle layer,152,Total: All usual residents,7812
233,2021,E02003140,2021 super output areas - middle layer,152,No second address,7504
234,2021,E02003140,2021 super output areas - middle layer,152,Second address is in the UK,265
235,2021,E02003140,2021 super output areas - middle layer,152,Second address is outside the UK,43
236,2021,E02003141,2021 super output areas - middle layer,152,Total: All usual residents,7959
237,2021,E02003141,2021 super output areas - middle layer,152,No second address,7631
238,2021,E02003141,2021 super output areas - middle layer,152,Second address is in the UK,292
239,2021,E02003141,2021 super output areas - middle layer,152,Second address is outside the UK,36
240,2021,E02003142,2021 super output areas - middle layer,152,Total: All usual residents,9206
241,2021,E02003142,2021 super output areas - middle layer,152,No second address,8853
242,2021,E02003142,2021 super output areas - middle layer,152,Second address is in the UK,313
243,2021,E02003142,2021 super output areas - middle layer,152,Second address is outside the UK,40
244,2021,E02003143,2021 super output areas - middle layer,152,Total: All usual residents,7326
245,2021,E02003143,2021 super output areas - middle layer,152,No second address,6999
246,2021,E02003143,2021 super output areas - middle layer,152,Second address is in the UK,297
247,2021,E02003143,2021 super output areas - middle layer,152,Second address is outside the UK,30
248,2021,E02003144,2021 super output areas - middle layer,152,Total: All usual residents,8492
249,2021,E02003144,2021 super output areas - middle layer,152,No second address,5712
250,2021,E02003144,2021 super output areas - middle layer,152,Second address is in the UK,2555
251,2021,E02003144,2021 super output areas - middle layer,152,Second address is outside the UK,225
252,2021,E02003145,2021 super output areas - middle layer,152,Total: All usual residents,6674
253,2021,E02003145,2021 super output areas - middle layer,152,No second address,6218
254,2021,E02003145,2021 super output areas - middle layer,152,Second address is in the UK,403
255,2021,E02003145,2021 super output areas - middle layer,152,Second address is outside the UK,53
256,2021,E02003146,2021 super output areas - middle layer,152,Total: All usual residents,8601
257,2021,E02003146,2021 super output areas - middle layer,152,No second address,7423
258,2021,E02003146,2021 super output areas - middle layer,152,Second address is in the UK,1072
259,2021,E02003146,2021 super output areas - middle layer,152,Second address is outside the UK,106
260,2021,E02003147,2021 super output areas - middle layer,152,Total: All usual residents,9181
261,2021,E02003147,2021 super output areas - middle layer,152,No second address,8755
262,2021,E02003147,2021 super output areas - middle layer,152,Second address is in the UK,353
263,2021,E02003147,2021 super output areas - middle layer,152,Second address is outside the UK,73
264,2021,E02003148,2021 super output areas - middle layer,152,Total: All usual residents,11313
265,2021,E02003148,2021 super output areas - middle layer,152,No second address,7261
266,2021,E02003148,2021 super output areas - middle layer,152,Second address is in the UK,3669
267,2021,E02003148,2021 super output areas - middle layer,152,Second address is outside the UK,383
268,2021,E02003149,2021 super output areas - middle layer,152,Total: All usual residents,9331
269,2021,E02003149,2021 super output areas - middle layer,152,No second address,8125
270,2021,E02003149,2021 super output areas - middle layer,152,Second address is in the UK,1081
271,2021,E02003149,2021 super output areas - middle layer,152,Second address is outside the UK,125
272,2021,E02003151,2021 super output areas - middle layer,152,Total: All usual residents,8366
273,2021,E02003151,2021 super output areas - middle layer,152,No second address,8043
274,2021,E02003151,2021 super output areas - middle layer,152,Second address is in the UK,292
275,2021,E02003151,2021 super output areas - middle layer,152,Second address is outside the UK,31
276,2021,E02003152,2021 super output areas - middle layer,152,Total: All usual residents,11333
277,2021,E02003152,2021 super output areas - middle layer,152,No second address,10882
278,2021,E02003152,2021 super output areas - middle layer,152,Second address is in the UK,394
279,2021,E02003152,2021 super output areas - middle layer,152,Second address is outside the UK,57
280,2021,E02003153,2021 super output areas - middle layer,152,Total: All usual residents,7440
281,2021,E02003153,2021 super output areas - middle layer,152,No second address,7156
282,2021,E02003153,2021 super output areas - middle layer,152,Second address is in the UK,256
283,2021,E02003153,2021 super output areas - middle layer,152,Second address is outside the UK,28
284,2021,E02006989,2021 super output areas - middle layer,152,Total: All usual residents,5350
285,2021,E02006989,2021 super output areas - middle layer,152,No second address,4849
286,2021,E02006989,2021 super output areas - middle layer,152,Second address is in the UK,436
287,2021,E02006989,2021 super output areas - middle layer,152,Second address is outside the UK,65
288,2021,E02006990,2021 super output areas - middle layer,152,Total: All usual residents,6746
289,2021,E02006990,2021 super output areas - middle layer,152,No second address,6308
290,2021,E02006990,2021 super output areas - middle layer,152,Second address is in the UK,336
291,2021,E02006990,2021 super output areas - middle layer,152,Second address is outside the UK,102
292,2021,E02003154,2021 super output areas - middle layer,152,Total: All usual residents,7279
293,2021,E02003154,2021 super output areas - middle layer,152,No second address,7076
294,2021,E02003154,2021 super output areas - middle layer,152,Second address is in the UK,171
295,2021,E02003154,2021 super output areas - middle layer,152,Second address is outside the UK,32
296,2021,E02003155,2021 super output areas - middle layer,152,Total: All usual residents,5882
297,2021,E02003155,2021 super output areas - middle layer,152,No second address,5664
298,2021,E02003155,2021 super output areas - middle layer,152,Second address is in the UK,166
299,2021,E02003155,2021 super output areas - middle layer,152,Second address is outside the UK,52
300,2021,E02003156,2021 super output areas - middle layer,152,Total: All usual residents,10631
301,2021,E02003156,2021 super output areas - middle layer,152,No second address,10227
302,2021,E02003156,2021 super output areas - middle layer,152,Second address is in the UK,348
303,2021,E02003156,2021 super output areas - middle layer,152,Second address is outside the UK,56
304,2021,E02003157,2021 super output areas - middle layer,152,Total: All usual residents,6845
305,2021,E02003157,2021 super output areas - middle layer,152,No second address,6564
306,2021,E02003157,2021 super output areas - middle layer,152,Second address is in the UK,224
307,2021,E02003157,2021 super output areas - middle layer,152,Second address is outside the UK,57
308,2021,E02003158,2021 super output areas - middle layer,152,Total: All usual residents,5758
309,2021,E02003158,2021 super output areas - middle layer,152,No second address,5500
310,2021,E02003158,2021 super output areas - middle layer,152,Second address is in the UK,214
311,2021,E02003158,2021 super output areas - middle layer,152,Second address is outside the UK,44
312,2021,E02003159,2021 super output areas - middle layer,152,Total: All usual residents,6025
313,2021,E02003159,2021 super output areas - middle layer,152,No second address,5812
314,2021,E02003159,2021 super output areas - middle layer,152,Second address is in the UK,180
315,2021,E02003159,2021 super output areas - middle layer,152,Second address is outside the UK,33
316,2021,E02003161,2021 super output areas - middle layer,152,Total: All usual residents,7758
317,2021,E02003161,2021 super output areas - middle layer,152,No second address,7419
318,2021,E02003161,2021 super output areas - middle layer,152,Second address is in the UK,194
319,2021,E02003161,2021 super output areas - middle layer,152,Second address is outside the UK,145
320,2021,E02003163,2021 super output areas - middle layer,152,Total: All usual residents,8122
321,2021,E02003163,2021 super output areas - middle layer,152,No second address,7745
322,2021,E02003163,2021 super output areas - middle layer,152,Second address is in the UK,231
323,2021,E02003163,2021 super output areas - middle layer,152,Second address is outside the UK,146
324,2021,E02003164,2021 super output areas - middle layer,152,Total: All usual residents,9025
325,2021,E02003164,2021 super output areas - middle layer,152,No second address,8744
326,2021,E02003164,2021 super output areas - middle layer,152,Second address is in the UK,217
327,2021,E02003164,2021 super output areas - middle layer,152,Second address is outside the UK,64
328,2021,E02003165,2021 super output areas - middle layer,152,Total: All usual residents,7322
329,2021,E02003165,2021 super output areas - middle layer,152,No second address,7077
330,2021,E02003165,2021 super output areas - middle layer,152,Second address is in the UK,209
331,2021,E02003165,2021 super output areas - middle layer,152,Second address is outside the UK,36
332,2021,E02003166,2021 super output areas - middle layer,152,Total: All usual residents,12960
333,2021,E02003166,2021 super output areas - middle layer,152,No second address,12524
334,2021,E02003166,2021 super output areas - middle layer,152,Second address is in the UK,374
335,2021,E02003166,2021 super output areas - middle layer,152,Second address is outside the UK,62
336,2021,E02003167,2021 super output areas - middle layer,152,Total: All usual residents,9852
337,2021,E02003167,2021 super output areas - middle layer,152,No second address,9483
338,2021,E02003167,2021 super output areas - middle layer,152,Second address is in the UK,285
339,2021,E02003167,2021 super output areas - middle layer,152,Second address is outside the UK,84
340,2021,E02003168,2021 super output areas - middle layer,152,Total: All usual residents,7150
341,2021,E02003168,2021 super output areas - middle layer,152,No second address,6915
342,2021,E02003168,2021 super output areas - middle layer,152,Second address is in the UK,187
343,2021,E02003168,2021 super output areas - middle layer,152,Second address is outside the UK,48
344,2021,E02003169,2021 super output areas - middle layer,152,Total: All usual residents,6600
345,2021,E02003169,2021 super output areas - middle layer,152,No second address,6394
346,2021,E02003169,2021 super output areas - middle layer,152,Second address is in the UK,168
347,2021,E02003169,2021 super output areas - middle layer,152,Second address is outside the UK,38
348,2021,E02003170,2021 super output areas - middle layer,152,Total: All usual residents,9473
349,2021,E02003170,2021 super output areas - middle layer,152,No second address,9117
350,2021,E02003170,2021 super output areas - middle layer,152,Second address is in the UK,274
351,2021,E02003170,2021 super output areas - middle layer,152,Second address is outside the UK,82
352,2021,E02003171,2021 super output areas - middle layer,152,Total: All usual residents,7358
353,2021,E02003171,2021 super output areas - middle layer,152,No second address,7159
354,2021,E02003171,2021 super output areas - middle layer,152,Second address is in the UK,163
355,2021,E02003171,2021 super output areas - middle layer,152,Second address is outside the UK,36
356,2021,E02006840,2021 super output areas - middle layer,152,Total: All usual residents,11287
357,2021,E02006840,2021 super output areas - middle layer,152,No second address,10806
358,2021,E02006840,2021 super output areas - middle layer,152,Second address is in the UK,362
359,2021,E02006840,2021 super output areas - middle layer,152,Second address is outside the UK,119
360,2021,E02003212,2021 super output areas - middle layer,152,Total: All usual residents,8368
361,2021,E02003212,2021 super output areas - middle layer,152,No second address,8034
362,2021,E02003212,2021 super output areas - middle layer,152,Second address is in the UK,264
363,2021,E02003212,2021 super output areas - middle layer,152,Second address is outside the UK,70
364,2021,E02003214,2021 super output areas - middle layer,152,Total: All usual residents,6860
365,2021,E02003214,2021 super output areas - middle layer,152,No second address,6669
366,2021,E02003214,2021 super output areas - middle layer,152,Second address is in the UK,171
367,2021,E02003214,2021 super output areas - middle layer,152,Second address is outside the UK,20
368,2021,E02003215,2021 super output areas - middle layer,152,Total: All usual residents,6696
369,2021,E02003215,2021 super output areas - middle layer,152,No second address,6468
370,2021,E02003215,2021 super output areas - middle layer,152,Second address is in the UK,191
371,2021,E02003215,2021 super output areas - middle layer,152,Second address is outside the UK,37
372,2021,E02003216,2021 super output areas - middle layer,152,Total: All usual residents,9925
373,2021,E02003216,2021 super output areas - middle layer,152,No second address,9637
374,2021,E02003216,2021 super output areas - middle layer,152,Second address is in the UK,234
375,2021,E02003216,2021 super output areas - middle layer,152,Second address is outside the UK,54
376,2021,E02003217,2021 super output areas - middle layer,152,Total: All usual residents,7386
377,2021,E02003217,2021 super output areas - middle layer,152,No second address,7130
378,2021,E02003217,2021 super output areas - middle layer,152,Second address is in the UK,222
379,2021,E02003217,2021 super output areas - middle layer,152,Second address is outside the UK,34
380,2021,E02003218,2021 super output areas - middle layer,152,Total: All usual residents,6565
381,2021,E02003218,2021 super output areas - middle layer,152,No second address,6392
382,2021,E02003218,2021 super output areas - middle layer,152,Second address is in the UK,142
383,2021,E02003218,2021 super output areas - middle layer,152,Second address is outside the UK,31
384,2021,E02003219,2021 super output areas - middle layer,152,Total: All usual residents,13043
385,2021,E02003219,2021 super output areas - middle layer,152,No second address,12450
386,2021,E02003219,2021 super output areas - middle layer,152,Second address is in the UK,495
387,2021,E02003219,2021 super output areas - middle layer,152,Second address is outside the UK,98
388,2021,E02003220,2021 super output areas - middle layer,152,Total: All usual residents,10269
