,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_SEXOR_6_NAME,OBS_VALUE
177,2021,E02006811,2021 super output areas - middle layer,152,Bisexual,47
178,2021,E02006811,2021 super output areas - middle layer,152,All other sexual orientations,16
179,2021,E02006811,2021 super output areas - middle layer,152,Not answered,462
180,2021,E02002515,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5466
181,2021,E02002515,2021 super output areas - middle layer,152,Straight or Heterosexual,4788
182,2021,E02002515,2021 super output areas - middle layer,152,Gay or Lesbian,113
183,2021,E02002515,2021 super output areas - middle layer,152,Bisexual,87
184,2021,E02002515,2021 super output areas - middle layer,152,All other sexual orientations,18
185,2021,E02002515,2021 super output areas - middle layer,152,Not answered,460
186,2021,E02002516,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4657
187,2021,E02002516,2021 super output areas - middle layer,152,Straight or Heterosexual,4273
188,2021,E02002516,2021 super output areas - middle layer,152,Gay or Lesbian,57
189,2021,E02002516,2021 super output areas - middle layer,152,Bisexual,38
190,2021,E02002516,2021 super output areas - middle layer,152,All other sexual orientations,12
191,2021,E02002516,2021 super output areas - middle layer,152,Not answered,277
192,2021,E02002517,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4284
193,2021,E02002517,2021 super output areas - middle layer,152,Straight or Heterosexual,3921
194,2021,E02002517,2021 super output areas - middle layer,152,Gay or Lesbian,52
195,2021,E02002517,2021 super output areas - middle layer,152,Bisexual,47
196,2021,E02002517,2021 super output areas - middle layer,152,All other sexual orientations,9
197,2021,E02002517,2021 super output areas - middle layer,152,Not answered,255
198,2021,E02002518,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,9098
199,2021,E02002518,2021 super output areas - middle layer,152,Straight or Heterosexual,8414
200,2021,E02002518,2021 super output areas - middle layer,152,Gay or Lesbian,105
201,2021,E02002518,2021 super output areas - middle layer,152,Bisexual,69
202,2021,E02002518,2021 super output areas - middle layer,152,All other sexual orientations,10
203,2021,E02002518,2021 super output areas - middle layer,152,Not answered,500
204,2021,E02002519,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5981
205,2021,E02002519,2021 super output areas - middle layer,152,Straight or Heterosexual,5426
206,2021,E02002519,2021 super output areas - middle layer,152,Gay or Lesbian,93
207,2021,E02002519,2021 super output areas - middle layer,152,Bisexual,48
208,2021,E02002519,2021 super output areas - middle layer,152,All other sexual orientations,9
209,2021,E02002519,2021 super output areas - middle layer,152,Not answered,405
210,2021,E02002520,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,11075
211,2021,E02002520,2021 super output areas - middle layer,152,Straight or Heterosexual,10227
212,2021,E02002520,2021 super output areas - middle layer,152,Gay or Lesbian,125
213,2021,E02002520,2021 super output areas - middle layer,152,Bisexual,64
214,2021,E02002520,2021 super output areas - middle layer,152,All other sexual orientations,23
215,2021,E02002520,2021 super output areas - middle layer,152,Not answered,636
216,2021,E02002521,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5110
217,2021,E02002521,2021 super output areas - middle layer,152,Straight or Heterosexual,4484
218,2021,E02002521,2021 super output areas - middle layer,152,Gay or Lesbian,102
219,2021,E02002521,2021 super output areas - middle layer,152,Bisexual,58
220,2021,E02002521,2021 super output areas - middle layer,152,All other sexual orientations,22
221,2021,E02002521,2021 super output areas - middle layer,152,Not answered,444
222,2021,E02002523,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4602
223,2021,E02002523,2021 super output areas - middle layer,152,Straight or Heterosexual,4099
224,2021,E02002523,2021 super output areas - middle layer,152,Gay or Lesbian,81
225,2021,E02002523,2021 super output areas - middle layer,152,Bisexual,72
226,2021,E02002523,2021 super output areas - middle layer,152,All other sexual orientations,13
227,2021,E02002523,2021 super output areas - middle layer,152,Not answered,337
228,2021,E02002524,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4426
229,2021,E02002524,2021 super output areas - middle layer,152,Straight or Heterosexual,4032
230,2021,E02002524,2021 super output areas - middle layer,152,Gay or Lesbian,38
231,2021,E02002524,2021 super output areas - middle layer,152,Bisexual,38
232,2021,E02002524,2021 super output areas - middle layer,152,All other sexual orientations,4
233,2021,E02002524,2021 super output areas - middle layer,152,Not answered,314
234,2021,E02002525,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6734
235,2021,E02002525,2021 super output areas - middle layer,152,Straight or Heterosexual,6179
236,2021,E02002525,2021 super output areas - middle layer,152,Gay or Lesbian,93
237,2021,E02002525,2021 super output areas - middle layer,152,Bisexual,60
238,2021,E02002525,2021 super output areas - middle layer,152,All other sexual orientations,22
239,2021,E02002525,2021 super output areas - middle layer,152,Not answered,380
240,2021,E02002526,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6311
241,2021,E02002526,2021 super output areas - middle layer,152,Straight or Heterosexual,5794
242,2021,E02002526,2021 super output areas - middle layer,152,Gay or Lesbian,86
243,2021,E02002526,2021 super output areas - middle layer,152,Bisexual,59
244,2021,E02002526,2021 super output areas - middle layer,152,All other sexual orientations,14
245,2021,E02002526,2021 super output areas - middle layer,152,Not answered,358
246,2021,E02002527,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4003
247,2021,E02002527,2021 super output areas - middle layer,152,Straight or Heterosexual,3576
248,2021,E02002527,2021 super output areas - middle layer,152,Gay or Lesbian,46
249,2021,E02002527,2021 super output areas - middle layer,152,Bisexual,36
250,2021,E02002527,2021 super output areas - middle layer,152,All other sexual orientations,7
251,2021,E02002527,2021 super output areas - middle layer,152,Not answered,338
252,2021,E02002529,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4754
253,2021,E02002529,2021 super output areas - middle layer,152,Straight or Heterosexual,4363
254,2021,E02002529,2021 super output areas - middle layer,152,Gay or Lesbian,44
255,2021,E02002529,2021 super output areas - middle layer,152,Bisexual,47
256,2021,E02002529,2021 super output areas - middle layer,152,All other sexual orientations,13
257,2021,E02002529,2021 super output areas - middle layer,152,Not answered,287
258,2021,E02002530,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5226
259,2021,E02002530,2021 super output areas - middle layer,152,Straight or Heterosexual,4762
260,2021,E02002530,2021 super output areas - middle layer,152,Gay or Lesbian,78
261,2021,E02002530,2021 super output areas - middle layer,152,Bisexual,46
262,2021,E02002530,2021 super output areas - middle layer,152,All other sexual orientations,8
263,2021,E02002530,2021 super output areas - middle layer,152,Not answered,332
264,2021,E02002532,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5554
265,2021,E02002532,2021 super output areas - middle layer,152,Straight or Heterosexual,5037
266,2021,E02002532,2021 super output areas - middle layer,152,Gay or Lesbian,78
267,2021,E02002532,2021 super output areas - middle layer,152,Bisexual,58
268,2021,E02002532,2021 super output areas - middle layer,152,All other sexual orientations,16
269,2021,E02002532,2021 super output areas - middle layer,152,Not answered,365
270,2021,E02002533,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5411
271,2021,E02002533,2021 super output areas - middle layer,152,Straight or Heterosexual,5032
272,2021,E02002533,2021 super output areas - middle layer,152,Gay or Lesbian,49
273,2021,E02002533,2021 super output areas - middle layer,152,Bisexual,40
274,2021,E02002533,2021 super output areas - middle layer,152,All other sexual orientations,11
275,2021,E02002533,2021 super output areas - middle layer,152,Not answered,279
276,2021,E02002534,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4863
277,2021,E02002534,2021 super output areas - middle layer,152,Straight or Heterosexual,4560
278,2021,E02002534,2021 super output areas - middle layer,152,Gay or Lesbian,39
279,2021,E02002534,2021 super output areas - middle layer,152,Bisexual,28
280,2021,E02002534,2021 super output areas - middle layer,152,All other sexual orientations,5
281,2021,E02002534,2021 super output areas - middle layer,152,Not answered,231
282,2021,E02006812,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6245
283,2021,E02006812,2021 super output areas - middle layer,152,Straight or Heterosexual,5744
284,2021,E02006812,2021 super output areas - middle layer,152,Gay or Lesbian,89
285,2021,E02006812,2021 super output areas - middle layer,152,Bisexual,44
286,2021,E02006812,2021 super output areas - middle layer,152,All other sexual orientations,11
287,2021,E02006812,2021 super output areas - middle layer,152,Not answered,357
288,2021,E02006910,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,8537
289,2021,E02006910,2021 super output areas - middle layer,152,Straight or Heterosexual,7848
290,2021,E02006910,2021 super output areas - middle layer,152,Gay or Lesbian,128
291,2021,E02006910,2021 super output areas - middle layer,152,Bisexual,53
292,2021,E02006910,2021 super output areas - middle layer,152,All other sexual orientations,20
293,2021,E02006910,2021 super output areas - middle layer,152,Not answered,488
294,2021,E02002535,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7737
295,2021,E02002535,2021 super output areas - middle layer,152,Straight or Heterosexual,7210
296,2021,E02002535,2021 super output areas - middle layer,152,Gay or Lesbian,81
297,2021,E02002535,2021 super output areas - middle layer,152,Bisexual,39
298,2021,E02002535,2021 super output areas - middle layer,152,All other sexual orientations,11
299,2021,E02002535,2021 super output areas - middle layer,152,Not answered,396
300,2021,E02002536,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7578
301,2021,E02002536,2021 super output areas - middle layer,152,Straight or Heterosexual,6880
302,2021,E02002536,2021 super output areas - middle layer,152,Gay or Lesbian,122
303,2021,E02002536,2021 super output areas - middle layer,152,Bisexual,76
304,2021,E02002536,2021 super output areas - middle layer,152,All other sexual orientations,35
305,2021,E02002536,2021 super output areas - middle layer,152,Not answered,465
306,2021,E02002537,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6469
307,2021,E02002537,2021 super output areas - middle layer,152,Straight or Heterosexual,5859
308,2021,E02002537,2021 super output areas - middle layer,152,Gay or Lesbian,92
309,2021,E02002537,2021 super output areas - middle layer,152,Bisexual,86
310,2021,E02002537,2021 super output areas - middle layer,152,All other sexual orientations,20
311,2021,E02002537,2021 super output areas - middle layer,152,Not answered,412
312,2021,E02002538,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4569
313,2021,E02002538,2021 super output areas - middle layer,152,Straight or Heterosexual,4168
314,2021,E02002538,2021 super output areas - middle layer,152,Gay or Lesbian,68
315,2021,E02002538,2021 super output areas - middle layer,152,Bisexual,37
316,2021,E02002538,2021 super output areas - middle layer,152,All other sexual orientations,6
317,2021,E02002538,2021 super output areas - middle layer,152,Not answered,290
318,2021,E02002539,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,8673
319,2021,E02002539,2021 super output areas - middle layer,152,Straight or Heterosexual,8117
320,2021,E02002539,2021 super output areas - middle layer,152,Gay or Lesbian,84
321,2021,E02002539,2021 super output areas - middle layer,152,Bisexual,41
322,2021,E02002539,2021 super output areas - middle layer,152,All other sexual orientations,11
323,2021,E02002539,2021 super output areas - middle layer,152,Not answered,420
324,2021,E02002540,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5154
325,2021,E02002540,2021 super output areas - middle layer,152,Straight or Heterosexual,4741
326,2021,E02002540,2021 super output areas - middle layer,152,Gay or Lesbian,62
327,2021,E02002540,2021 super output areas - middle layer,152,Bisexual,27
328,2021,E02002540,2021 super output areas - middle layer,152,All other sexual orientations,5
329,2021,E02002540,2021 super output areas - middle layer,152,Not answered,319
330,2021,E02002541,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5022
331,2021,E02002541,2021 super output areas - middle layer,152,Straight or Heterosexual,4574
332,2021,E02002541,2021 super output areas - middle layer,152,Gay or Lesbian,59
333,2021,E02002541,2021 super output areas - middle layer,152,Bisexual,48
334,2021,E02002541,2021 super output areas - middle layer,152,All other sexual orientations,11
335,2021,E02002541,2021 super output areas - middle layer,152,Not answered,330
336,2021,E02002542,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6258
337,2021,E02002542,2021 super output areas - middle layer,152,Straight or Heterosexual,5646
338,2021,E02002542,2021 super output areas - middle layer,152,Gay or Lesbian,105
339,2021,E02002542,2021 super output areas - middle layer,152,Bisexual,59
340,2021,E02002542,2021 super output areas - middle layer,152,All other sexual orientations,20
341,2021,E02002542,2021 super output areas - middle layer,152,Not answered,428
342,2021,E02002543,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6976
343,2021,E02002543,2021 super output areas - middle layer,152,Straight or Heterosexual,6324
344,2021,E02002543,2021 super output areas - middle layer,152,Gay or Lesbian,178
345,2021,E02002543,2021 super output areas - middle layer,152,Bisexual,81
346,2021,E02002543,2021 super output areas - middle layer,152,All other sexual orientations,14
347,2021,E02002543,2021 super output areas - middle layer,152,Not answered,379
348,2021,E02002544,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,7415
349,2021,E02002544,2021 super output areas - middle layer,152,Straight or Heterosexual,6641
350,2021,E02002544,2021 super output areas - middle layer,152,Gay or Lesbian,182
351,2021,E02002544,2021 super output areas - middle layer,152,Bisexual,126
352,2021,E02002544,2021 super output areas - middle layer,152,All other sexual orientations,24
353,2021,E02002544,2021 super output areas - middle layer,152,Not answered,442
354,2021,E02002545,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,4275
355,2021,E02002545,2021 super output areas - middle layer,152,Straight or Heterosexual,3990
356,2021,E02002545,2021 super output areas - middle layer,152,Gay or Lesbian,43
357,2021,E02002545,2021 super output areas - middle layer,152,Bisexual,28
358,2021,E02002545,2021 super output areas - middle layer,152,All other sexual orientations,3
359,2021,E02002545,2021 super output areas - middle layer,152,Not answered,211
360,2021,E02002546,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5818
361,2021,E02002546,2021 super output areas - middle layer,152,Straight or Heterosexual,5281
362,2021,E02002546,2021 super output areas - middle layer,152,Gay or Lesbian,121
363,2021,E02002546,2021 super output areas - middle layer,152,Bisexual,66
364,2021,E02002546,2021 super output areas - middle layer,152,All other sexual orientations,9
365,2021,E02002546,2021 super output areas - middle layer,152,Not answered,341
366,2021,E02002547,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,5170
367,2021,E02002547,2021 super output areas - middle layer,152,Straight or Heterosexual,4803
368,2021,E02002547,2021 super output areas - middle layer,152,Gay or Lesbian,37
369,2021,E02002547,2021 super output areas - middle layer,152,Bisexual,35
370,2021,E02002547,2021 super output areas - middle layer,152,All other sexual orientations,4
371,2021,E02002547,2021 super output areas - middle layer,152,Not answered,291
372,2021,E02002549,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over,6302
