,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TENURE_9_NAME,OBS_VALUE
54,2021,E02003292,2021 super output areas - middle layer,152,Private rented or lives rent free,2319
55,2021,E02003293,2021 super output areas - middle layer,152,Total: All households,5668
56,2021,E02003293,2021 super output areas - middle layer,152,Owned,2307
57,2021,E02003293,2021 super output areas - middle layer,152,Owned: Owns outright,1141
58,2021,E02003293,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1166
59,2021,E02003293,2021 super output areas - middle layer,152,Shared ownership,20
60,2021,E02003293,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,20
61,2021,E02003293,2021 super output areas - middle layer,152,Social rented,243
62,2021,E02003293,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,75
63,2021,E02003293,2021 super output areas - middle layer,152,Social rented: Other social rented,168
64,2021,E02003293,2021 super output areas - middle layer,152,Private rented,3096
65,2021,E02003293,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,2953
66,2021,E02003293,2021 super output areas - middle layer,152,Private rented: Other private rented,143
67,2021,E02003293,2021 super output areas - middle layer,152,Lives rent free,2
68,2021,E02003293,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1186
69,2021,E02003293,2021 super output areas - middle layer,152,Private rented or lives rent free,3098
70,2021,E02003294,2021 super output areas - middle layer,152,Total: All households,3956
71,2021,E02003294,2021 super output areas - middle layer,152,Owned,3248
72,2021,E02003294,2021 super output areas - middle layer,152,Owned: Owns outright,2003
73,2021,E02003294,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1245
74,2021,E02003294,2021 super output areas - middle layer,152,Shared ownership,13
75,2021,E02003294,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,13
76,2021,E02003294,2021 super output areas - middle layer,152,Social rented,59
77,2021,E02003294,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,25
78,2021,E02003294,2021 super output areas - middle layer,152,Social rented: Other social rented,34
79,2021,E02003294,2021 super output areas - middle layer,152,Private rented,636
80,2021,E02003294,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,547
81,2021,E02003294,2021 super output areas - middle layer,152,Private rented: Other private rented,89
82,2021,E02003294,2021 super output areas - middle layer,152,Lives rent free,0
83,2021,E02003294,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1258
84,2021,E02003294,2021 super output areas - middle layer,152,Private rented or lives rent free,636
85,2021,E02003295,2021 super output areas - middle layer,152,Total: All households,3926
86,2021,E02003295,2021 super output areas - middle layer,152,Owned,2737
87,2021,E02003295,2021 super output areas - middle layer,152,Owned: Owns outright,1488
88,2021,E02003295,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1249
89,2021,E02003295,2021 super output areas - middle layer,152,Shared ownership,15
90,2021,E02003295,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,15
91,2021,E02003295,2021 super output areas - middle layer,152,Social rented,610
92,2021,E02003295,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,430
93,2021,E02003295,2021 super output areas - middle layer,152,Social rented: Other social rented,180
94,2021,E02003295,2021 super output areas - middle layer,152,Private rented,563
95,2021,E02003295,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,507
96,2021,E02003295,2021 super output areas - middle layer,152,Private rented: Other private rented,56
97,2021,E02003295,2021 super output areas - middle layer,152,Lives rent free,1
98,2021,E02003295,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1264
99,2021,E02003295,2021 super output areas - middle layer,152,Private rented or lives rent free,564
100,2021,E02003296,2021 super output areas - middle layer,152,Total: All households,2764
101,2021,E02003296,2021 super output areas - middle layer,152,Owned,2449
102,2021,E02003296,2021 super output areas - middle layer,152,Owned: Owns outright,1324
103,2021,E02003296,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1125
104,2021,E02003296,2021 super output areas - middle layer,152,Shared ownership,5
105,2021,E02003296,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,5
106,2021,E02003296,2021 super output areas - middle layer,152,Social rented,28
107,2021,E02003296,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,20
108,2021,E02003296,2021 super output areas - middle layer,152,Social rented: Other social rented,8
109,2021,E02003296,2021 super output areas - middle layer,152,Private rented,282
110,2021,E02003296,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,242
111,2021,E02003296,2021 super output areas - middle layer,152,Private rented: Other private rented,40
112,2021,E02003296,2021 super output areas - middle layer,152,Lives rent free,0
113,2021,E02003296,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1130
114,2021,E02003296,2021 super output areas - middle layer,152,Private rented or lives rent free,282
115,2021,E02003297,2021 super output areas - middle layer,152,Total: All households,2916
116,2021,E02003297,2021 super output areas - middle layer,152,Owned,1986
117,2021,E02003297,2021 super output areas - middle layer,152,Owned: Owns outright,1053
118,2021,E02003297,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,933
119,2021,E02003297,2021 super output areas - middle layer,152,Shared ownership,4
120,2021,E02003297,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,4
121,2021,E02003297,2021 super output areas - middle layer,152,Social rented,551
122,2021,E02003297,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,490
123,2021,E02003297,2021 super output areas - middle layer,152,Social rented: Other social rented,61
124,2021,E02003297,2021 super output areas - middle layer,152,Private rented,373
125,2021,E02003297,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,320
126,2021,E02003297,2021 super output areas - middle layer,152,Private rented: Other private rented,53
127,2021,E02003297,2021 super output areas - middle layer,152,Lives rent free,2
128,2021,E02003297,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,937
129,2021,E02003297,2021 super output areas - middle layer,152,Private rented or lives rent free,375
130,2021,E02003298,2021 super output areas - middle layer,152,Total: All households,2833
131,2021,E02003298,2021 super output areas - middle layer,152,Owned,2095
132,2021,E02003298,2021 super output areas - middle layer,152,Owned: Owns outright,1070
133,2021,E02003298,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1025
134,2021,E02003298,2021 super output areas - middle layer,152,Shared ownership,10
135,2021,E02003298,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,10
136,2021,E02003298,2021 super output areas - middle layer,152,Social rented,457
137,2021,E02003298,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,292
138,2021,E02003298,2021 super output areas - middle layer,152,Social rented: Other social rented,165
139,2021,E02003298,2021 super output areas - middle layer,152,Private rented,267
140,2021,E02003298,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,213
141,2021,E02003298,2021 super output areas - middle layer,152,Private rented: Other private rented,54
142,2021,E02003298,2021 super output areas - middle layer,152,Lives rent free,4
143,2021,E02003298,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1035
144,2021,E02003298,2021 super output areas - middle layer,152,Private rented or lives rent free,271
145,2021,E02003299,2021 super output areas - middle layer,152,Total: All households,2456
146,2021,E02003299,2021 super output areas - middle layer,152,Owned,1993
147,2021,E02003299,2021 super output areas - middle layer,152,Owned: Owns outright,1024
148,2021,E02003299,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,969
149,2021,E02003299,2021 super output areas - middle layer,152,Shared ownership,4
150,2021,E02003299,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,4
151,2021,E02003299,2021 super output areas - middle layer,152,Social rented,129
152,2021,E02003299,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,119
153,2021,E02003299,2021 super output areas - middle layer,152,Social rented: Other social rented,10
154,2021,E02003299,2021 super output areas - middle layer,152,Private rented,330
155,2021,E02003299,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,276
156,2021,E02003299,2021 super output areas - middle layer,152,Private rented: Other private rented,54
157,2021,E02003299,2021 super output areas - middle layer,152,Lives rent free,0
158,2021,E02003299,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,973
159,2021,E02003299,2021 super output areas - middle layer,152,Private rented or lives rent free,330
160,2021,E02003300,2021 super output areas - middle layer,152,Total: All households,3588
161,2021,E02003300,2021 super output areas - middle layer,152,Owned,2624
162,2021,E02003300,2021 super output areas - middle layer,152,Owned: Owns outright,1153
163,2021,E02003300,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1471
164,2021,E02003300,2021 super output areas - middle layer,152,Shared ownership,36
165,2021,E02003300,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,36
166,2021,E02003300,2021 super output areas - middle layer,152,Social rented,259
167,2021,E02003300,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,105
168,2021,E02003300,2021 super output areas - middle layer,152,Social rented: Other social rented,154
169,2021,E02003300,2021 super output areas - middle layer,152,Private rented,669
170,2021,E02003300,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,602
171,2021,E02003300,2021 super output areas - middle layer,152,Private rented: Other private rented,67
172,2021,E02003300,2021 super output areas - middle layer,152,Lives rent free,0
173,2021,E02003300,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1507
174,2021,E02003300,2021 super output areas - middle layer,152,Private rented or lives rent free,669
175,2021,E02003301,2021 super output areas - middle layer,152,Total: All households,4513
176,2021,E02003301,2021 super output areas - middle layer,152,Owned,2921
177,2021,E02003301,2021 super output areas - middle layer,152,Owned: Owns outright,1047
178,2021,E02003301,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1874
179,2021,E02003301,2021 super output areas - middle layer,152,Shared ownership,29
180,2021,E02003301,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,29
181,2021,E02003301,2021 super output areas - middle layer,152,Social rented,998
182,2021,E02003301,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,804
183,2021,E02003301,2021 super output areas - middle layer,152,Social rented: Other social rented,194
184,2021,E02003301,2021 super output areas - middle layer,152,Private rented,561
185,2021,E02003301,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,496
186,2021,E02003301,2021 super output areas - middle layer,152,Private rented: Other private rented,65
187,2021,E02003301,2021 super output areas - middle layer,152,Lives rent free,4
188,2021,E02003301,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1903
189,2021,E02003301,2021 super output areas - middle layer,152,Private rented or lives rent free,565
190,2021,E02003302,2021 super output areas - middle layer,152,Total: All households,4025
191,2021,E02003302,2021 super output areas - middle layer,152,Owned,2076
192,2021,E02003302,2021 super output areas - middle layer,152,Owned: Owns outright,710
193,2021,E02003302,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1366
194,2021,E02003302,2021 super output areas - middle layer,152,Shared ownership,11
195,2021,E02003302,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,11
196,2021,E02003302,2021 super output areas - middle layer,152,Social rented,1458
197,2021,E02003302,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,1347
198,2021,E02003302,2021 super output areas - middle layer,152,Social rented: Other social rented,111
199,2021,E02003302,2021 super output areas - middle layer,152,Private rented,475
200,2021,E02003302,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,421
201,2021,E02003302,2021 super output areas - middle layer,152,Private rented: Other private rented,54
202,2021,E02003302,2021 super output areas - middle layer,152,Lives rent free,5
203,2021,E02003302,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1377
204,2021,E02003302,2021 super output areas - middle layer,152,Private rented or lives rent free,480
205,2021,E02003303,2021 super output areas - middle layer,152,Total: All households,3540
206,2021,E02003303,2021 super output areas - middle layer,152,Owned,2373
207,2021,E02003303,2021 super output areas - middle layer,152,Owned: Owns outright,839
208,2021,E02003303,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1534
209,2021,E02003303,2021 super output areas - middle layer,152,Shared ownership,32
210,2021,E02003303,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,32
211,2021,E02003303,2021 super output areas - middle layer,152,Social rented,755
212,2021,E02003303,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,654
213,2021,E02003303,2021 super output areas - middle layer,152,Social rented: Other social rented,101
214,2021,E02003303,2021 super output areas - middle layer,152,Private rented,378
215,2021,E02003303,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,328
216,2021,E02003303,2021 super output areas - middle layer,152,Private rented: Other private rented,50
217,2021,E02003303,2021 super output areas - middle layer,152,Lives rent free,2
218,2021,E02003303,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1566
219,2021,E02003303,2021 super output areas - middle layer,152,Private rented or lives rent free,380
220,2021,E02003304,2021 super output areas - middle layer,152,Total: All households,3640
221,2021,E02003304,2021 super output areas - middle layer,152,Owned,2364
222,2021,E02003304,2021 super output areas - middle layer,152,Owned: Owns outright,1084
223,2021,E02003304,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1280
224,2021,E02003304,2021 super output areas - middle layer,152,Shared ownership,12
225,2021,E02003304,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,12
226,2021,E02003304,2021 super output areas - middle layer,152,Social rented,973
227,2021,E02003304,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,897
228,2021,E02003304,2021 super output areas - middle layer,152,Social rented: Other social rented,76
229,2021,E02003304,2021 super output areas - middle layer,152,Private rented,289
230,2021,E02003304,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,254
231,2021,E02003304,2021 super output areas - middle layer,152,Private rented: Other private rented,35
232,2021,E02003304,2021 super output areas - middle layer,152,Lives rent free,2
233,2021,E02003304,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1292
234,2021,E02003304,2021 super output areas - middle layer,152,Private rented or lives rent free,291
235,2021,E02003305,2021 super output areas - middle layer,152,Total: All households,2653
236,2021,E02003305,2021 super output areas - middle layer,152,Owned,2125
237,2021,E02003305,2021 super output areas - middle layer,152,Owned: Owns outright,1055
238,2021,E02003305,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1070
239,2021,E02003305,2021 super output areas - middle layer,152,Shared ownership,10
240,2021,E02003305,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,10
241,2021,E02003305,2021 super output areas - middle layer,152,Social rented,281
242,2021,E02003305,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,250
243,2021,E02003305,2021 super output areas - middle layer,152,Social rented: Other social rented,31
244,2021,E02003305,2021 super output areas - middle layer,152,Private rented,237
245,2021,E02003305,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,191
246,2021,E02003305,2021 super output areas - middle layer,152,Private rented: Other private rented,46
247,2021,E02003305,2021 super output areas - middle layer,152,Lives rent free,0
248,2021,E02003305,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1080
249,2021,E02003305,2021 super output areas - middle layer,152,Private rented or lives rent free,237
250,2021,E02003307,2021 super output areas - middle layer,152,Total: All households,3961
251,2021,E02003307,2021 super output areas - middle layer,152,Owned,2211
252,2021,E02003307,2021 super output areas - middle layer,152,Owned: Owns outright,1028
253,2021,E02003307,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1183
254,2021,E02003307,2021 super output areas - middle layer,152,Shared ownership,5
255,2021,E02003307,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,5
256,2021,E02003307,2021 super output areas - middle layer,152,Social rented,1364
257,2021,E02003307,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,1268
258,2021,E02003307,2021 super output areas - middle layer,152,Social rented: Other social rented,96
259,2021,E02003307,2021 super output areas - middle layer,152,Private rented,378
260,2021,E02003307,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,330
261,2021,E02003307,2021 super output areas - middle layer,152,Private rented: Other private rented,48
262,2021,E02003307,2021 super output areas - middle layer,152,Lives rent free,3
263,2021,E02003307,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1188
264,2021,E02003307,2021 super output areas - middle layer,152,Private rented or lives rent free,381
265,2021,E02003308,2021 super output areas - middle layer,152,Total: All households,2805
266,2021,E02003308,2021 super output areas - middle layer,152,Owned,2017
267,2021,E02003308,2021 super output areas - middle layer,152,Owned: Owns outright,823
268,2021,E02003308,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1194
269,2021,E02003308,2021 super output areas - middle layer,152,Shared ownership,33
270,2021,E02003308,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,33
271,2021,E02003308,2021 super output areas - middle layer,152,Social rented,240
272,2021,E02003308,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,101
273,2021,E02003308,2021 super output areas - middle layer,152,Social rented: Other social rented,139
274,2021,E02003308,2021 super output areas - middle layer,152,Private rented,514
275,2021,E02003308,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,467
276,2021,E02003308,2021 super output areas - middle layer,152,Private rented: Other private rented,47
277,2021,E02003308,2021 super output areas - middle layer,152,Lives rent free,1
278,2021,E02003308,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1227
279,2021,E02003308,2021 super output areas - middle layer,152,Private rented or lives rent free,515
280,2021,E02003309,2021 super output areas - middle layer,152,Total: All households,3000
281,2021,E02003309,2021 super output areas - middle layer,152,Owned,2249
282,2021,E02003309,2021 super output areas - middle layer,152,Owned: Owns outright,1057
283,2021,E02003309,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1192
284,2021,E02003309,2021 super output areas - middle layer,152,Shared ownership,9
285,2021,E02003309,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,9
286,2021,E02003309,2021 super output areas - middle layer,152,Social rented,234
287,2021,E02003309,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,191
288,2021,E02003309,2021 super output areas - middle layer,152,Social rented: Other social rented,43
289,2021,E02003309,2021 super output areas - middle layer,152,Private rented,504
290,2021,E02003309,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,445
291,2021,E02003309,2021 super output areas - middle layer,152,Private rented: Other private rented,59
292,2021,E02003309,2021 super output areas - middle layer,152,Lives rent free,4
293,2021,E02003309,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1201
294,2021,E02003309,2021 super output areas - middle layer,152,Private rented or lives rent free,508
295,2021,E02003311,2021 super output areas - middle layer,152,Total: All households,3442
296,2021,E02003311,2021 super output areas - middle layer,152,Owned,1957
297,2021,E02003311,2021 super output areas - middle layer,152,Owned: Owns outright,755
298,2021,E02003311,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1202
299,2021,E02003311,2021 super output areas - middle layer,152,Shared ownership,27
300,2021,E02003311,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,27
301,2021,E02003311,2021 super output areas - middle layer,152,Social rented,298
302,2021,E02003311,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,206
303,2021,E02003311,2021 super output areas - middle layer,152,Social rented: Other social rented,92
304,2021,E02003311,2021 super output areas - middle layer,152,Private rented,1158
305,2021,E02003311,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,1072
306,2021,E02003311,2021 super output areas - middle layer,152,Private rented: Other private rented,86
307,2021,E02003311,2021 super output areas - middle layer,152,Lives rent free,2
308,2021,E02003311,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1229
309,2021,E02003311,2021 super output areas - middle layer,152,Private rented or lives rent free,1160
310,2021,E02003312,2021 super output areas - middle layer,152,Total: All households,3768
311,2021,E02003312,2021 super output areas - middle layer,152,Owned,1469
312,2021,E02003312,2021 super output areas - middle layer,152,Owned: Owns outright,408
313,2021,E02003312,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1061
314,2021,E02003312,2021 super output areas - middle layer,152,Shared ownership,40
315,2021,E02003312,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,40
316,2021,E02003312,2021 super output areas - middle layer,152,Social rented,873
317,2021,E02003312,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,613
318,2021,E02003312,2021 super output areas - middle layer,152,Social rented: Other social rented,260
319,2021,E02003312,2021 super output areas - middle layer,152,Private rented,1380
320,2021,E02003312,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,1307
321,2021,E02003312,2021 super output areas - middle layer,152,Private rented: Other private rented,73
322,2021,E02003312,2021 super output areas - middle layer,152,Lives rent free,6
323,2021,E02003312,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1101
324,2021,E02003312,2021 super output areas - middle layer,152,Private rented or lives rent free,1386
325,2021,E02003313,2021 super output areas - middle layer,152,Total: All households,5216
326,2021,E02003313,2021 super output areas - middle layer,152,Owned,2208
327,2021,E02003313,2021 super output areas - middle layer,152,Owned: Owns outright,803
328,2021,E02003313,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1405
329,2021,E02003313,2021 super output areas - middle layer,152,Shared ownership,22
330,2021,E02003313,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,22
331,2021,E02003313,2021 super output areas - middle layer,152,Social rented,1869
332,2021,E02003313,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,1623
333,2021,E02003313,2021 super output areas - middle layer,152,Social rented: Other social rented,246
334,2021,E02003313,2021 super output areas - middle layer,152,Private rented,1111
335,2021,E02003313,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,1032
336,2021,E02003313,2021 super output areas - middle layer,152,Private rented: Other private rented,79
337,2021,E02003313,2021 super output areas - middle layer,152,Lives rent free,6
338,2021,E02003313,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1427
339,2021,E02003313,2021 super output areas - middle layer,152,Private rented or lives rent free,1117
340,2021,E02006859,2021 super output areas - middle layer,152,Total: All households,2650
341,2021,E02006859,2021 super output areas - middle layer,152,Owned,1760
342,2021,E02006859,2021 super output areas - middle layer,152,Owned: Owns outright,362
343,2021,E02006859,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1398
344,2021,E02006859,2021 super output areas - middle layer,152,Shared ownership,5
345,2021,E02006859,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,5
346,2021,E02006859,2021 super output areas - middle layer,152,Social rented,23
347,2021,E02006859,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,7
348,2021,E02006859,2021 super output areas - middle layer,152,Social rented: Other social rented,16
349,2021,E02006859,2021 super output areas - middle layer,152,Private rented,862
350,2021,E02006859,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,815
351,2021,E02006859,2021 super output areas - middle layer,152,Private rented: Other private rented,47
352,2021,E02006859,2021 super output areas - middle layer,152,Lives rent free,0
353,2021,E02006859,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1403
354,2021,E02006859,2021 super output areas - middle layer,152,Private rented or lives rent free,862
355,2021,E02006926,2021 super output areas - middle layer,152,Total: All households,2842
356,2021,E02006926,2021 super output areas - middle layer,152,Owned,2187
357,2021,E02006926,2021 super output areas - middle layer,152,Owned: Owns outright,644
358,2021,E02006926,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,1543
359,2021,E02006926,2021 super output areas - middle layer,152,Shared ownership,10
360,2021,E02006926,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,10
361,2021,E02006926,2021 super output areas - middle layer,152,Social rented,48
362,2021,E02006926,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,25
