,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_COMEST_26_NAME,OBS_VALUE
49,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
50,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment:Other,111
51,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
52,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,111
53,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
54,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
55,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
56,2021,E02005536,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
57,2021,E02005536,2021 super output areas - middle layer,152,Other establishment,0
58,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Defence,0
59,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Prison service,0
60,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
61,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
62,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Education,0
63,2021,E02005536,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
64,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
65,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
66,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
67,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Religious,0
68,2021,E02005536,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
69,2021,E02005536,2021 super output areas - middle layer,152,Establishment not stated,0
70,2021,E02005537,2021 super output areas - middle layer,152,Total,64
71,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment,64
72,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
73,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
74,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
75,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
76,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
77,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
78,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
79,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
80,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
81,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
82,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
83,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment:Other,64
84,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
85,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,64
86,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
87,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
88,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
89,2021,E02005537,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
90,2021,E02005537,2021 super output areas - middle layer,152,Other establishment,0
91,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Defence,0
92,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Prison service,0
93,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
94,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
95,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Education,0
96,2021,E02005537,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
97,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
98,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
99,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
100,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Religious,0
101,2021,E02005537,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
102,2021,E02005537,2021 super output areas - middle layer,152,Establishment not stated,0
103,2021,E02005538,2021 super output areas - middle layer,152,Total,152
104,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment,128
105,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
106,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
107,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
108,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
109,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
110,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
111,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
112,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
113,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
114,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
115,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
116,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment:Other,128
117,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
118,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,128
119,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
120,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
121,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
122,2021,E02005538,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
123,2021,E02005538,2021 super output areas - middle layer,152,Other establishment,24
124,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Defence,0
125,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Prison service,0
126,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
127,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
128,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Education,0
129,2021,E02005538,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",20
130,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
131,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,1
132,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
133,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Religious,0
134,2021,E02005538,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,3
135,2021,E02005538,2021 super output areas - middle layer,152,Establishment not stated,0
136,2021,E02005539,2021 super output areas - middle layer,152,Total,64
137,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment,64
138,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
139,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
140,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
141,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
142,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
143,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
144,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
145,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
146,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
147,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
148,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
149,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment:Other,64
150,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
151,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,64
152,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
153,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
154,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
155,2021,E02005539,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
156,2021,E02005539,2021 super output areas - middle layer,152,Other establishment,0
157,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Defence,0
158,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Prison service,0
159,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
160,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
161,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Education,0
162,2021,E02005539,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
163,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
164,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
165,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
166,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Religious,0
167,2021,E02005539,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
168,2021,E02005539,2021 super output areas - middle layer,152,Establishment not stated,0
169,2021,E02005540,2021 super output areas - middle layer,152,Total,35
170,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment,34
171,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
172,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
173,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
174,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
175,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
176,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
177,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
178,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
179,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
180,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
181,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
182,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment:Other,34
183,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,32
184,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,2
185,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
186,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
187,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
188,2021,E02005540,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
189,2021,E02005540,2021 super output areas - middle layer,152,Other establishment,0
190,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Defence,0
191,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Prison service,0
192,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
193,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
194,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Education,0
195,2021,E02005540,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",0
196,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
197,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
198,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
199,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Religious,0
200,2021,E02005540,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
201,2021,E02005540,2021 super output areas - middle layer,152,Establishment not stated,1
202,2021,E02005541,2021 super output areas - middle layer,152,Total,78
203,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment,46
204,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
205,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
206,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
207,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
208,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
209,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
210,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
211,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
212,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
213,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
214,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
215,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment:Other,46
216,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,17
217,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,29
218,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
219,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
220,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
221,2021,E02005541,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
222,2021,E02005541,2021 super output areas - middle layer,152,Other establishment,18
223,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Defence,0
224,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Prison service,0
225,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
226,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
227,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Education,0
228,2021,E02005541,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",18
229,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
230,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
231,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
232,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Religious,0
233,2021,E02005541,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
234,2021,E02005541,2021 super output areas - middle layer,152,Establishment not stated,14
235,2021,E02005542,2021 super output areas - middle layer,152,Total,84
236,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment,37
237,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
238,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
239,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
240,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
241,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
242,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
243,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
244,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
245,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
246,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
247,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
248,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment:Other,37
249,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
250,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,37
251,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
252,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
253,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
254,2021,E02005542,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
255,2021,E02005542,2021 super output areas - middle layer,152,Other establishment,46
256,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Defence,0
257,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Prison service,0
258,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
259,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
260,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Education,0
261,2021,E02005542,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",41
262,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
263,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,0
264,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
265,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Religious,0
266,2021,E02005542,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,5
267,2021,E02005542,2021 super output areas - middle layer,152,Establishment not stated,1
268,2021,E02005543,2021 super output areas - middle layer,152,Total,182
269,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment,97
270,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
271,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
272,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
273,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
274,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
275,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
276,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
277,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home without nursing,0
278,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Other home,0
279,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment:Registered Social Landlord or Housing Association,0
280,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,0
281,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment:Other,97
282,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home with nursing,0
283,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Care home without nursing,97
284,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Children's home (including secure units),0
285,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Mental health hospital or unit (including secure units),0
286,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other hospital,0
287,2021,E02005543,2021 super output areas - middle layer,152,Medical and care establishment: Other: Other establishment,0
288,2021,E02005543,2021 super output areas - middle layer,152,Other establishment,84
289,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Defence,0
290,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Prison service,0
291,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Approved premises (probation or bail hostel),0
292,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Detention centres and other detention,0
293,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Education,0
294,2021,E02005543,2021 super output areas - middle layer,152,"Other establishment: Hotel, guest house, B&B or youth hostel",82
295,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Hostel or temporary shelter for the homeless,0
296,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Holiday accommodation,2
297,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Other travel or temporary accommodation,0
298,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Religious,0
299,2021,E02005543,2021 super output areas - middle layer,152,Other establishment: Staff or worker accommodation or Other,0
300,2021,E02005543,2021 super output areas - middle layer,152,Establishment not stated,1
301,2021,E02005544,2021 super output areas - middle layer,152,Total,23
302,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment,23
303,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment:NHS,0
304,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment: NHS: General hospital,0
305,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),0
306,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment: NHS: Other hospital,0
307,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment:Local Authority,0
308,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Children's home (including secure units),0
309,2021,E02005544,2021 super output areas - middle layer,152,Medical and care establishment: Local Authority: Care home with nursing,0
