,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LIVING_11_NAME,OBS_VALUE
46,2021,E02004196,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,70
47,2021,E02004196,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),94
48,2021,E02004196,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,447
49,2021,E02004196,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,430
50,2021,E02004197,2021 super output areas - middle layer,152,Total: All usual residents,6109
51,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple,4240
52,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3510
53,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3496
54,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,14
55,2021,E02004197,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",0
56,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,730
57,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,696
58,2021,E02004197,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,34
59,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple,1869
60,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),953
61,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,63
62,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),79
63,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,383
64,2021,E02004197,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,391
65,2021,E02004198,2021 super output areas - middle layer,152,Total: All usual residents,5251
66,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple,3138
67,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2375
68,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2355
69,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,20
70,2021,E02004198,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
71,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,758
72,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,736
73,2021,E02004198,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,22
74,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple,2113
75,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1062
76,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,40
77,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),103
78,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,480
79,2021,E02004198,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,428
80,2021,E02004199,2021 super output areas - middle layer,152,Total: All usual residents,5005
81,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple,3460
82,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2854
83,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2834
84,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,20
85,2021,E02004199,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",0
86,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,606
87,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,584
88,2021,E02004199,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,22
89,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple,1545
90,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),749
91,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,48
92,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),77
93,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,295
94,2021,E02004199,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,376
95,2021,E02004200,2021 super output areas - middle layer,152,Total: All usual residents,4464
96,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple,2927
97,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2349
98,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2341
99,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,8
100,2021,E02004200,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
101,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,574
102,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,560
103,2021,E02004200,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,14
104,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple,1537
105,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),730
106,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,46
107,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),84
108,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,341
109,2021,E02004200,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,336
110,2021,E02004201,2021 super output areas - middle layer,152,Total: All usual residents,4665
111,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple,3228
112,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2606
113,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2598
114,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,8
115,2021,E02004201,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
116,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,618
117,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,588
118,2021,E02004201,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,30
119,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple,1437
120,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),726
121,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,42
122,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),59
123,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,286
124,2021,E02004201,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,324
125,2021,E02004202,2021 super output areas - middle layer,152,Total: All usual residents,7104
126,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple,4683
127,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3557
128,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3519
129,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,38
130,2021,E02004202,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",6
131,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1120
132,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1088
133,2021,E02004202,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,32
134,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple,2421
135,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1278
136,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,39
137,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),121
138,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,525
139,2021,E02004202,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,458
140,2021,E02004203,2021 super output areas - middle layer,152,Total: All usual residents,4904
141,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple,3354
142,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2671
143,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2649
144,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,22
145,2021,E02004203,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
146,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,678
147,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,646
148,2021,E02004203,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,32
149,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple,1550
150,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),810
151,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,46
152,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),58
153,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,319
154,2021,E02004203,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,317
155,2021,E02004204,2021 super output areas - middle layer,152,Total: All usual residents,8150
156,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple,5284
157,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,4179
158,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,4159
159,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,20
160,2021,E02004204,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",3
161,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1102
162,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1060
163,2021,E02004204,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,42
164,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple,2866
165,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1433
166,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,54
167,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),160
168,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,638
169,2021,E02004204,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,581
170,2021,E02004205,2021 super output areas - middle layer,152,Total: All usual residents,7102
171,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple,4514
172,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3524
173,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3492
174,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,32
175,2021,E02004205,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",6
176,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,984
177,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,940
178,2021,E02004205,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,44
179,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple,2588
180,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1434
181,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,63
182,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),128
183,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,523
184,2021,E02004205,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,440
185,2021,E02004206,2021 super output areas - middle layer,152,Total: All usual residents,5781
186,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple,3408
187,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2676
188,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2644
189,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,32
190,2021,E02004206,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
191,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,728
192,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,699
193,2021,E02004206,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,29
194,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple,2373
195,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1113
196,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,46
197,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),142
198,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,545
199,2021,E02004206,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,527
200,2021,E02004207,2021 super output areas - middle layer,152,Total: All usual residents,5612
201,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple,3743
202,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2839
203,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2814
204,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,25
205,2021,E02004207,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",10
206,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,894
207,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,880
208,2021,E02004207,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,14
209,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple,1869
210,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),995
211,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,39
212,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),86
213,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,388
214,2021,E02004207,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,361
215,2021,E02004208,2021 super output areas - middle layer,152,Total: All usual residents,7026
216,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple,4672
217,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3771
218,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3743
219,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,28
220,2021,E02004208,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",7
221,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,894
222,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,868
223,2021,E02004208,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,26
224,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple,2354
225,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1235
226,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,56
227,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),96
228,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,471
229,2021,E02004208,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,496
230,2021,E02004209,2021 super output areas - middle layer,152,Total: All usual residents,7547
231,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple,4768
232,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3536
233,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3520
234,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,16
235,2021,E02004209,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",2
236,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1230
237,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1178
238,2021,E02004209,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,52
239,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple,2779
240,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1543
241,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,44
242,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),120
243,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,591
244,2021,E02004209,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,481
245,2021,E02004210,2021 super output areas - middle layer,152,Total: All usual residents,5433
246,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple,2750
247,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,1912
248,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,1874
249,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,38
250,2021,E02004210,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",4
251,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,834
252,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,788
253,2021,E02004210,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,46
254,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple,2683
255,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1359
256,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,67
257,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),167
258,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,642
259,2021,E02004210,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,448
260,2021,E02004211,2021 super output areas - middle layer,152,Total: All usual residents,5657
261,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple,3825
262,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3183
263,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3171
264,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
265,2021,E02004211,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",5
266,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,637
267,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,606
268,2021,E02004211,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,31
269,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple,1832
270,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),918
271,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,55
272,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),75
273,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,384
274,2021,E02004211,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,400
275,2021,E02004212,2021 super output areas - middle layer,152,Total: All usual residents,5040
276,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple,3148
277,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,2358
278,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,2346
279,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,12
280,2021,E02004212,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",8
281,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,782
282,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,734
283,2021,E02004212,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,48
284,2021,E02004212,2021 super output areas - middle layer,152,Not living in a couple,1892
285,2021,E02004212,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),1105
