,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHVETERAN_5_NAME,OBS_VALUE
127,2021,E02000982,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,106
128,2021,E02000982,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,2
129,2021,E02000982,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
130,2021,E02000983,2021 super output areas - middle layer,152,Total: All households,3757
131,2021,E02000983,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3642
132,2021,E02000983,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,114
133,2021,E02000983,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,1
134,2021,E02000983,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
135,2021,E02003314,2021 super output areas - middle layer,152,Total: All households,2864
136,2021,E02003314,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2572
137,2021,E02003314,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,283
138,2021,E02003314,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,9
139,2021,E02003314,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
140,2021,E02003315,2021 super output areas - middle layer,152,Total: All households,2222
141,2021,E02003315,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2042
142,2021,E02003315,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,176
143,2021,E02003315,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,4
144,2021,E02003315,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
145,2021,E02003316,2021 super output areas - middle layer,152,Total: All households,4664
146,2021,E02003316,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4300
147,2021,E02003316,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,352
148,2021,E02003316,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
149,2021,E02003316,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
150,2021,E02003317,2021 super output areas - middle layer,152,Total: All households,2755
151,2021,E02003317,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2545
152,2021,E02003317,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,207
153,2021,E02003317,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
154,2021,E02003317,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
155,2021,E02003318,2021 super output areas - middle layer,152,Total: All households,2281
156,2021,E02003318,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2098
157,2021,E02003318,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,183
158,2021,E02003318,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,0
159,2021,E02003318,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
160,2021,E02003319,2021 super output areas - middle layer,152,Total: All households,3299
161,2021,E02003319,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3093
162,2021,E02003319,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,198
163,2021,E02003319,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
164,2021,E02003319,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
165,2021,E02003320,2021 super output areas - middle layer,152,Total: All households,3791
166,2021,E02003320,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3505
167,2021,E02003320,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,275
168,2021,E02003320,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
169,2021,E02003320,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
170,2021,E02003321,2021 super output areas - middle layer,152,Total: All households,2495
171,2021,E02003321,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2334
172,2021,E02003321,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,158
173,2021,E02003321,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
174,2021,E02003321,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
175,2021,E02003322,2021 super output areas - middle layer,152,Total: All households,3136
176,2021,E02003322,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2949
177,2021,E02003322,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,180
178,2021,E02003322,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
179,2021,E02003322,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
180,2021,E02003323,2021 super output areas - middle layer,152,Total: All households,2822
181,2021,E02003323,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2626
182,2021,E02003323,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,187
183,2021,E02003323,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
184,2021,E02003323,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
185,2021,E02003324,2021 super output areas - middle layer,152,Total: All households,3861
186,2021,E02003324,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3625
187,2021,E02003324,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,229
188,2021,E02003324,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
189,2021,E02003324,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
190,2021,E02003325,2021 super output areas - middle layer,152,Total: All households,3005
191,2021,E02003325,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2832
192,2021,E02003325,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,168
193,2021,E02003325,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
194,2021,E02003325,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
195,2021,E02003326,2021 super output areas - middle layer,152,Total: All households,2962
196,2021,E02003326,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2756
197,2021,E02003326,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,200
198,2021,E02003326,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
199,2021,E02003326,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
200,2021,E02003327,2021 super output areas - middle layer,152,Total: All households,3662
201,2021,E02003327,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3450
202,2021,E02003327,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,206
203,2021,E02003327,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
204,2021,E02003327,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
205,2021,E02003328,2021 super output areas - middle layer,152,Total: All households,4328
206,2021,E02003328,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,4118
207,2021,E02003328,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,204
208,2021,E02003328,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
209,2021,E02003328,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,1
210,2021,E02003329,2021 super output areas - middle layer,152,Total: All households,2643
211,2021,E02003329,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2505
212,2021,E02003329,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,136
213,2021,E02003329,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,2
214,2021,E02003329,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
215,2021,E02003330,2021 super output areas - middle layer,152,Total: All households,2733
216,2021,E02003330,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2581
217,2021,E02003330,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,147
218,2021,E02003330,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
219,2021,E02003330,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
220,2021,E02003331,2021 super output areas - middle layer,152,Total: All households,3668
221,2021,E02003331,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,3350
222,2021,E02003331,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,307
223,2021,E02003331,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
224,2021,E02003331,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
225,2021,E02003332,2021 super output areas - middle layer,152,Total: All households,2314
226,2021,E02003332,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2120
227,2021,E02003332,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,182
228,2021,E02003332,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
229,2021,E02003332,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
230,2021,E02003333,2021 super output areas - middle layer,152,Total: All households,2786
231,2021,E02003333,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2625
232,2021,E02003333,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,156
233,2021,E02003333,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
234,2021,E02003333,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
235,2021,E02003334,2021 super output areas - middle layer,152,Total: All households,2311
236,2021,E02003334,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2165
237,2021,E02003334,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,139
238,2021,E02003334,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,7
239,2021,E02003334,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
240,2021,E02003335,2021 super output areas - middle layer,152,Total: All households,2700
241,2021,E02003335,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2577
242,2021,E02003335,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,120
243,2021,E02003335,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
244,2021,E02003335,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
245,2021,E02003336,2021 super output areas - middle layer,152,Total: All households,2633
246,2021,E02003336,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2371
247,2021,E02003336,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,256
248,2021,E02003336,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
249,2021,E02003336,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
250,2021,E02003337,2021 super output areas - middle layer,152,Total: All households,2676
251,2021,E02003337,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2458
252,2021,E02003337,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,209
253,2021,E02003337,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,9
254,2021,E02003337,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
255,2021,E02003338,2021 super output areas - middle layer,152,Total: All households,3174
256,2021,E02003338,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2938
257,2021,E02003338,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,230
258,2021,E02003338,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
259,2021,E02003338,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
260,2021,E02003339,2021 super output areas - middle layer,152,Total: All households,2435
261,2021,E02003339,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2256
262,2021,E02003339,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,168
263,2021,E02003339,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
264,2021,E02003339,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
265,2021,E02003340,2021 super output areas - middle layer,152,Total: All households,3218
266,2021,E02003340,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2992
267,2021,E02003340,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,217
268,2021,E02003340,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,9
269,2021,E02003340,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
270,2021,E02003341,2021 super output areas - middle layer,152,Total: All households,2661
271,2021,E02003341,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2456
272,2021,E02003341,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,196
273,2021,E02003341,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,9
274,2021,E02003341,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
275,2021,E02003342,2021 super output areas - middle layer,152,Total: All households,2572
276,2021,E02003342,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2317
277,2021,E02003342,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,238
278,2021,E02003342,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,17
279,2021,E02003342,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
280,2021,E02003343,2021 super output areas - middle layer,152,Total: All households,2375
281,2021,E02003343,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2148
282,2021,E02003343,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,216
283,2021,E02003343,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,11
284,2021,E02003343,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
285,2021,E02003344,2021 super output areas - middle layer,152,Total: All households,2698
286,2021,E02003344,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2520
287,2021,E02003344,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,170
288,2021,E02003344,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
289,2021,E02003344,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
290,2021,E02003345,2021 super output areas - middle layer,152,Total: All households,2453
291,2021,E02003345,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2281
292,2021,E02003345,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,169
293,2021,E02003345,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,3
294,2021,E02003345,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
295,2021,E02003346,2021 super output areas - middle layer,152,Total: All households,2874
296,2021,E02003346,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2615
297,2021,E02003346,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,253
298,2021,E02003346,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,6
299,2021,E02003346,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
300,2021,E02003347,2021 super output areas - middle layer,152,Total: All households,2437
301,2021,E02003347,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2289
302,2021,E02003347,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,143
303,2021,E02003347,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,5
304,2021,E02003347,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
305,2021,E02003348,2021 super output areas - middle layer,152,Total: All households,3191
306,2021,E02003348,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2947
307,2021,E02003348,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,234
308,2021,E02003348,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
309,2021,E02003348,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
310,2021,E02003349,2021 super output areas - middle layer,152,Total: All households,3068
311,2021,E02003349,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2772
312,2021,E02003349,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,284
313,2021,E02003349,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,12
314,2021,E02003349,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
315,2021,E02003350,2021 super output areas - middle layer,152,Total: All households,2512
316,2021,E02003350,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2297
317,2021,E02003350,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,205
318,2021,E02003350,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,10
319,2021,E02003350,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
320,2021,E02003351,2021 super output areas - middle layer,152,Total: All households,3167
321,2021,E02003351,2021 super output areas - middle layer,152,No people in the household previously served in UK armed forces,2904
322,2021,E02003351,2021 super output areas - middle layer,152,1 person in the household previously served in UK armed forces,255
323,2021,E02003351,2021 super output areas - middle layer,152,2 people in the household previously served in UK armed forces,8
324,2021,E02003351,2021 super output areas - middle layer,152,3 or more people in the household previously served in UK armed forces,0
325,2021,E02003352,2021 super output areas - middle layer,152,Total: All households,2505
