,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_LARPUK11_NAME,OBS_VALUE
85,2001,E02003504,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2211
86,2001,E02003504,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,51
87,2001,E02003504,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),140
88,2001,E02003504,2001 super output areas - middle layer,305,Not living in a couple: Divorced,409
89,2001,E02003504,2001 super output areas - middle layer,305,Not living in a couple: Widowed,354
90,2001,E02003505,2001 super output areas - middle layer,305,All categories: Living arrangements,6686
91,2001,E02003505,2001 super output areas - middle layer,305,Living in a couple,2648
92,2001,E02003505,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1426
93,2001,E02003505,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1222
94,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple,4038
95,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),3208
96,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,34
97,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),98
98,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple: Divorced,401
99,2001,E02003505,2001 super output areas - middle layer,305,Not living in a couple: Widowed,297
100,2001,E02003506,2001 super output areas - middle layer,305,All categories: Living arrangements,4860
101,2001,E02003506,2001 super output areas - middle layer,305,Living in a couple,2496
102,2001,E02003506,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1682
103,2001,E02003506,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,814
104,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple,2364
105,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1477
106,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,41
107,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),103
108,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple: Divorced,422
109,2001,E02003506,2001 super output areas - middle layer,305,Not living in a couple: Widowed,321
110,2001,E02003507,2001 super output areas - middle layer,305,All categories: Living arrangements,7580
111,2001,E02003507,2001 super output areas - middle layer,305,Living in a couple,4902
112,2001,E02003507,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4196
113,2001,E02003507,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,706
114,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple,2678
115,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1509
116,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,40
117,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),124
118,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple: Divorced,406
119,2001,E02003507,2001 super output areas - middle layer,305,Not living in a couple: Widowed,599
120,2001,E02003508,2001 super output areas - middle layer,305,All categories: Living arrangements,6162
121,2001,E02003508,2001 super output areas - middle layer,305,Living in a couple,3052
122,2001,E02003508,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2006
123,2001,E02003508,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1046
124,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple,3110
125,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2297
126,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,26
127,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),91
128,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple: Divorced,382
129,2001,E02003508,2001 super output areas - middle layer,305,Not living in a couple: Widowed,314
130,2001,E02003509,2001 super output areas - middle layer,305,All categories: Living arrangements,6494
131,2001,E02003509,2001 super output areas - middle layer,305,Living in a couple,2748
132,2001,E02003509,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1562
133,2001,E02003509,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1186
134,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple,3746
135,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2323
136,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,39
137,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),165
138,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple: Divorced,658
139,2001,E02003509,2001 super output areas - middle layer,305,Not living in a couple: Widowed,561
140,2001,E02003510,2001 super output areas - middle layer,305,All categories: Living arrangements,6057
141,2001,E02003510,2001 super output areas - middle layer,305,Living in a couple,2834
142,2001,E02003510,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1760
143,2001,E02003510,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1074
144,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple,3223
145,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2039
146,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,55
147,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),115
148,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple: Divorced,485
149,2001,E02003510,2001 super output areas - middle layer,305,Not living in a couple: Widowed,529
150,2001,E02003511,2001 super output areas - middle layer,305,All categories: Living arrangements,5681
151,2001,E02003511,2001 super output areas - middle layer,305,Living in a couple,3300
152,2001,E02003511,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2530
153,2001,E02003511,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,770
154,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple,2381
155,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1358
156,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,45
157,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),122
158,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple: Divorced,407
159,2001,E02003511,2001 super output areas - middle layer,305,Not living in a couple: Widowed,449
160,2001,E02003512,2001 super output areas - middle layer,305,All categories: Living arrangements,6192
161,2001,E02003512,2001 super output areas - middle layer,305,Living in a couple,2534
162,2001,E02003512,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1354
163,2001,E02003512,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1180
164,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple,3658
165,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2748
166,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,42
167,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),120
168,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple: Divorced,448
169,2001,E02003512,2001 super output areas - middle layer,305,Not living in a couple: Widowed,300
170,2001,E02003513,2001 super output areas - middle layer,305,All categories: Living arrangements,4493
171,2001,E02003513,2001 super output areas - middle layer,305,Living in a couple,2318
172,2001,E02003513,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1852
173,2001,E02003513,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,466
174,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple,2175
175,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1109
176,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,43
177,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),101
178,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple: Divorced,376
179,2001,E02003513,2001 super output areas - middle layer,305,Not living in a couple: Widowed,546
180,2001,E02003514,2001 super output areas - middle layer,305,All categories: Living arrangements,6856
181,2001,E02003514,2001 super output areas - middle layer,305,Living in a couple,2910
182,2001,E02003514,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1188
183,2001,E02003514,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1722
184,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple,3946
185,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2927
186,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,53
187,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),152
188,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple: Divorced,497
189,2001,E02003514,2001 super output areas - middle layer,305,Not living in a couple: Widowed,317
190,2001,E02003515,2001 super output areas - middle layer,305,All categories: Living arrangements,6363
191,2001,E02003515,2001 super output areas - middle layer,305,Living in a couple,3150
192,2001,E02003515,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2398
193,2001,E02003515,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,752
194,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple,3213
195,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1858
196,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,49
197,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),152
198,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple: Divorced,658
199,2001,E02003515,2001 super output areas - middle layer,305,Not living in a couple: Widowed,496
200,2001,E02003516,2001 super output areas - middle layer,305,All categories: Living arrangements,6645
201,2001,E02003516,2001 super output areas - middle layer,305,Living in a couple,2602
202,2001,E02003516,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1020
203,2001,E02003516,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1582
204,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple,4043
205,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2734
206,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,71
207,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),172
208,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple: Divorced,589
209,2001,E02003516,2001 super output areas - middle layer,305,Not living in a couple: Widowed,477
210,2001,E02003517,2001 super output areas - middle layer,305,All categories: Living arrangements,6152
211,2001,E02003517,2001 super output areas - middle layer,305,Living in a couple,2384
212,2001,E02003517,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1156
213,2001,E02003517,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1228
214,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple,3768
215,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2716
216,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,58
217,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),143
218,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple: Divorced,495
219,2001,E02003517,2001 super output areas - middle layer,305,Not living in a couple: Widowed,356
220,2001,E02003518,2001 super output areas - middle layer,305,All categories: Living arrangements,5953
221,2001,E02003518,2001 super output areas - middle layer,305,Living in a couple,2656
222,2001,E02003518,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1598
223,2001,E02003518,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1058
224,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple,3297
225,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1913
226,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,62
227,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),150
228,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple: Divorced,548
229,2001,E02003518,2001 super output areas - middle layer,305,Not living in a couple: Widowed,624
230,2001,E02003519,2001 super output areas - middle layer,305,All categories: Living arrangements,6778
231,2001,E02003519,2001 super output areas - middle layer,305,Living in a couple,2718
232,2001,E02003519,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1038
233,2001,E02003519,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1680
234,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple,4060
235,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),3076
236,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,82
237,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),144
238,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple: Divorced,515
239,2001,E02003519,2001 super output areas - middle layer,305,Not living in a couple: Widowed,243
240,2001,E02003520,2001 super output areas - middle layer,305,All categories: Living arrangements,6558
241,2001,E02003520,2001 super output areas - middle layer,305,Living in a couple,2358
242,2001,E02003520,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1304
243,2001,E02003520,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1054
244,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple,4200
245,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2799
246,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,69
247,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),152
248,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple: Divorced,664
249,2001,E02003520,2001 super output areas - middle layer,305,Not living in a couple: Widowed,516
250,2001,E02003521,2001 super output areas - middle layer,305,All categories: Living arrangements,6401
251,2001,E02003521,2001 super output areas - middle layer,305,Living in a couple,2612
252,2001,E02003521,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1330
253,2001,E02003521,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,1282
254,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple,3789
255,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),2383
256,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,59
257,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),147
258,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple: Divorced,565
259,2001,E02003521,2001 super output areas - middle layer,305,Not living in a couple: Widowed,635
260,2001,E02003522,2001 super output areas - middle layer,305,All categories: Living arrangements,5401
261,2001,E02003522,2001 super output areas - middle layer,305,Living in a couple,2470
262,2001,E02003522,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1602
263,2001,E02003522,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,868
264,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple,2931
265,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1740
266,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,62
267,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),141
268,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple: Divorced,546
269,2001,E02003522,2001 super output areas - middle layer,305,Not living in a couple: Widowed,442
270,2001,E02003523,2001 super output areas - middle layer,305,All categories: Living arrangements,7481
271,2001,E02003523,2001 super output areas - middle layer,305,Living in a couple,4784
272,2001,E02003523,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,4144
273,2001,E02003523,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,640
274,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple,2697
275,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1327
276,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,53
277,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),108
278,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple: Divorced,416
279,2001,E02003523,2001 super output areas - middle layer,305,Not living in a couple: Widowed,793
280,2001,E02003581,2001 super output areas - middle layer,305,All categories: Living arrangements,5999
281,2001,E02003581,2001 super output areas - middle layer,305,Living in a couple,3306
282,2001,E02003581,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2532
283,2001,E02003581,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,774
284,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple,2693
285,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1312
286,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,55
287,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),152
288,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple: Divorced,563
289,2001,E02003581,2001 super output areas - middle layer,305,Not living in a couple: Widowed,611
290,2001,E02003582,2001 super output areas - middle layer,305,All categories: Living arrangements,6089
291,2001,E02003582,2001 super output areas - middle layer,305,Living in a couple,4120
292,2001,E02003582,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3680
293,2001,E02003582,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,440
294,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple,1969
295,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),956
296,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,39
297,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),77
298,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple: Divorced,336
299,2001,E02003582,2001 super output areas - middle layer,305,Not living in a couple: Widowed,561
300,2001,E02003583,2001 super output areas - middle layer,305,All categories: Living arrangements,4324
301,2001,E02003583,2001 super output areas - middle layer,305,Living in a couple,2788
302,2001,E02003583,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2394
303,2001,E02003583,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,394
304,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple,1536
305,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),723
306,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,19
307,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),67
308,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple: Divorced,271
309,2001,E02003583,2001 super output areas - middle layer,305,Not living in a couple: Widowed,456
310,2001,E02003584,2001 super output areas - middle layer,305,All categories: Living arrangements,4641
311,2001,E02003584,2001 super output areas - middle layer,305,Living in a couple,2240
312,2001,E02003584,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,1618
313,2001,E02003584,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,622
314,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple,2401
315,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1202
316,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,35
317,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),130
318,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple: Divorced,597
319,2001,E02003584,2001 super output areas - middle layer,305,Not living in a couple: Widowed,437
320,2001,E02003585,2001 super output areas - middle layer,305,All categories: Living arrangements,5615
321,2001,E02003585,2001 super output areas - middle layer,305,Living in a couple,3834
322,2001,E02003585,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3386
323,2001,E02003585,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,448
324,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple,1781
325,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),803
326,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,38
327,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),76
328,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple: Divorced,251
329,2001,E02003585,2001 super output areas - middle layer,305,Not living in a couple: Widowed,613
330,2001,E02003586,2001 super output areas - middle layer,305,All categories: Living arrangements,5792
331,2001,E02003586,2001 super output areas - middle layer,305,Living in a couple,3683
332,2001,E02003586,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,3139
333,2001,E02003586,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,544
334,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple,2109
335,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple: Single (never married),1057
336,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple: Married or re-married,43
337,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple: Separated (but still legally married),100
338,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple: Divorced,403
339,2001,E02003586,2001 super output areas - middle layer,305,Not living in a couple: Widowed,506
340,2001,E02003587,2001 super output areas - middle layer,305,All categories: Living arrangements,5688
341,2001,E02003587,2001 super output areas - middle layer,305,Living in a couple,3295
342,2001,E02003587,2001 super output areas - middle layer,305,Living in a couple: Married or re-married,2690
343,2001,E02003587,2001 super output areas - middle layer,305,Living in a couple: Cohabiting,605
