,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_CARER_NAME,OBS_VALUE
38,2001,E02003499,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,107
39,2001,E02003499,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,216
40,2001,E02003500,2001 super output areas - middle layer,305,All people,7563
41,2001,E02003500,2001 super output areas - middle layer,305,People with limiting long-term illness,848
42,2001,E02003500,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,450
43,2001,E02003500,2001 super output areas - middle layer,305,People whose health was good,5716
44,2001,E02003500,2001 super output areas - middle layer,305,People whose health was fairly good,1426
45,2001,E02003500,2001 super output areas - middle layer,305,People whose health was not good,421
46,2001,E02003500,2001 super output areas - middle layer,305,All people who provide unpaid care,590
47,2001,E02003500,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,472
48,2001,E02003500,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,32
49,2001,E02003500,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,86
50,2001,E02003501,2001 super output areas - middle layer,305,All people,7546
51,2001,E02003501,2001 super output areas - middle layer,305,People with limiting long-term illness,1213
52,2001,E02003501,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,515
53,2001,E02003501,2001 super output areas - middle layer,305,People whose health was good,5491
54,2001,E02003501,2001 super output areas - middle layer,305,People whose health was fairly good,1522
55,2001,E02003501,2001 super output areas - middle layer,305,People whose health was not good,533
56,2001,E02003501,2001 super output areas - middle layer,305,All people who provide unpaid care,707
57,2001,E02003501,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,541
58,2001,E02003501,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
59,2001,E02003501,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,99
60,2001,E02003502,2001 super output areas - middle layer,305,All people,7527
61,2001,E02003502,2001 super output areas - middle layer,305,People with limiting long-term illness,1385
62,2001,E02003502,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,652
63,2001,E02003502,2001 super output areas - middle layer,305,People whose health was good,4998
64,2001,E02003502,2001 super output areas - middle layer,305,People whose health was fairly good,1814
65,2001,E02003502,2001 super output areas - middle layer,305,People whose health was not good,715
66,2001,E02003502,2001 super output areas - middle layer,305,All people who provide unpaid care,710
67,2001,E02003502,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,472
68,2001,E02003502,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,67
69,2001,E02003502,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,171
70,2001,E02003503,2001 super output areas - middle layer,305,All people,8469
71,2001,E02003503,2001 super output areas - middle layer,305,People with limiting long-term illness,1540
72,2001,E02003503,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,676
73,2001,E02003503,2001 super output areas - middle layer,305,People whose health was good,5853
74,2001,E02003503,2001 super output areas - middle layer,305,People whose health was fairly good,1913
75,2001,E02003503,2001 super output areas - middle layer,305,People whose health was not good,703
76,2001,E02003503,2001 super output areas - middle layer,305,All people who provide unpaid care,905
77,2001,E02003503,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,612
78,2001,E02003503,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,92
79,2001,E02003503,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,201
80,2001,E02003504,2001 super output areas - middle layer,305,All people,7400
81,2001,E02003504,2001 super output areas - middle layer,305,People with limiting long-term illness,1099
82,2001,E02003504,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,547
83,2001,E02003504,2001 super output areas - middle layer,305,People whose health was good,5321
84,2001,E02003504,2001 super output areas - middle layer,305,People whose health was fairly good,1533
85,2001,E02003504,2001 super output areas - middle layer,305,People whose health was not good,546
86,2001,E02003504,2001 super output areas - middle layer,305,All people who provide unpaid care,537
87,2001,E02003504,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,405
88,2001,E02003504,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,44
89,2001,E02003504,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,88
90,2001,E02003505,2001 super output areas - middle layer,305,All people,7629
91,2001,E02003505,2001 super output areas - middle layer,305,People with limiting long-term illness,1045
92,2001,E02003505,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,622
93,2001,E02003505,2001 super output areas - middle layer,305,People whose health was good,5414
94,2001,E02003505,2001 super output areas - middle layer,305,People whose health was fairly good,1657
95,2001,E02003505,2001 super output areas - middle layer,305,People whose health was not good,558
96,2001,E02003505,2001 super output areas - middle layer,305,All people who provide unpaid care,518
97,2001,E02003505,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,398
98,2001,E02003505,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,40
99,2001,E02003505,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,80
100,2001,E02003506,2001 super output areas - middle layer,305,All people,6086
101,2001,E02003506,2001 super output areas - middle layer,305,People with limiting long-term illness,962
102,2001,E02003506,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,470
103,2001,E02003506,2001 super output areas - middle layer,305,People whose health was good,4255
104,2001,E02003506,2001 super output areas - middle layer,305,People whose health was fairly good,1345
105,2001,E02003506,2001 super output areas - middle layer,305,People whose health was not good,486
106,2001,E02003506,2001 super output areas - middle layer,305,All people who provide unpaid care,460
107,2001,E02003506,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,313
108,2001,E02003506,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,53
109,2001,E02003506,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,94
110,2001,E02003507,2001 super output areas - middle layer,305,All people,9547
111,2001,E02003507,2001 super output areas - middle layer,305,People with limiting long-term illness,1762
112,2001,E02003507,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,745
113,2001,E02003507,2001 super output areas - middle layer,305,People whose health was good,6430
114,2001,E02003507,2001 super output areas - middle layer,305,People whose health was fairly good,2305
115,2001,E02003507,2001 super output areas - middle layer,305,People whose health was not good,812
116,2001,E02003507,2001 super output areas - middle layer,305,All people who provide unpaid care,1022
117,2001,E02003507,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,690
118,2001,E02003507,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,107
119,2001,E02003507,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,225
120,2001,E02003508,2001 super output areas - middle layer,305,All people,7448
121,2001,E02003508,2001 super output areas - middle layer,305,People with limiting long-term illness,1005
122,2001,E02003508,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,531
123,2001,E02003508,2001 super output areas - middle layer,305,People whose health was good,5278
124,2001,E02003508,2001 super output areas - middle layer,305,People whose health was fairly good,1665
125,2001,E02003508,2001 super output areas - middle layer,305,People whose health was not good,505
126,2001,E02003508,2001 super output areas - middle layer,305,All people who provide unpaid care,628
127,2001,E02003508,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,461
128,2001,E02003508,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,55
129,2001,E02003508,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,112
130,2001,E02003509,2001 super output areas - middle layer,305,All people,7459
131,2001,E02003509,2001 super output areas - middle layer,305,People with limiting long-term illness,1657
132,2001,E02003509,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,746
133,2001,E02003509,2001 super output areas - middle layer,305,People whose health was good,4763
134,2001,E02003509,2001 super output areas - middle layer,305,People whose health was fairly good,1802
135,2001,E02003509,2001 super output areas - middle layer,305,People whose health was not good,894
136,2001,E02003509,2001 super output areas - middle layer,305,All people who provide unpaid care,599
137,2001,E02003509,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,437
138,2001,E02003509,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,66
139,2001,E02003509,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,96
140,2001,E02003510,2001 super output areas - middle layer,305,All people,7524
141,2001,E02003510,2001 super output areas - middle layer,305,People with limiting long-term illness,1531
142,2001,E02003510,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,606
143,2001,E02003510,2001 super output areas - middle layer,305,People whose health was good,5147
144,2001,E02003510,2001 super output areas - middle layer,305,People whose health was fairly good,1687
145,2001,E02003510,2001 super output areas - middle layer,305,People whose health was not good,690
146,2001,E02003510,2001 super output areas - middle layer,305,All people who provide unpaid care,530
147,2001,E02003510,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,399
148,2001,E02003510,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,54
149,2001,E02003510,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,77
150,2001,E02003511,2001 super output areas - middle layer,305,All people,7245
151,2001,E02003511,2001 super output areas - middle layer,305,People with limiting long-term illness,1269
152,2001,E02003511,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,546
153,2001,E02003511,2001 super output areas - middle layer,305,People whose health was good,5033
154,2001,E02003511,2001 super output areas - middle layer,305,People whose health was fairly good,1574
155,2001,E02003511,2001 super output areas - middle layer,305,People whose health was not good,638
156,2001,E02003511,2001 super output areas - middle layer,305,All people who provide unpaid care,651
157,2001,E02003511,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,440
158,2001,E02003511,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,78
159,2001,E02003511,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,133
160,2001,E02003512,2001 super output areas - middle layer,305,All people,7624
161,2001,E02003512,2001 super output areas - middle layer,305,People with limiting long-term illness,1095
162,2001,E02003512,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,636
163,2001,E02003512,2001 super output areas - middle layer,305,People whose health was good,5365
164,2001,E02003512,2001 super output areas - middle layer,305,People whose health was fairly good,1683
165,2001,E02003512,2001 super output areas - middle layer,305,People whose health was not good,576
166,2001,E02003512,2001 super output areas - middle layer,305,All people who provide unpaid care,520
167,2001,E02003512,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,366
168,2001,E02003512,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,56
169,2001,E02003512,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,98
170,2001,E02003513,2001 super output areas - middle layer,305,All people,5730
171,2001,E02003513,2001 super output areas - middle layer,305,People with limiting long-term illness,1505
172,2001,E02003513,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,481
173,2001,E02003513,2001 super output areas - middle layer,305,People whose health was good,3591
174,2001,E02003513,2001 super output areas - middle layer,305,People whose health was fairly good,1417
175,2001,E02003513,2001 super output areas - middle layer,305,People whose health was not good,722
176,2001,E02003513,2001 super output areas - middle layer,305,All people who provide unpaid care,601
177,2001,E02003513,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,421
178,2001,E02003513,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,72
179,2001,E02003513,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,108
180,2001,E02003514,2001 super output areas - middle layer,305,All people,7671
181,2001,E02003514,2001 super output areas - middle layer,305,People with limiting long-term illness,1173
182,2001,E02003514,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,737
183,2001,E02003514,2001 super output areas - middle layer,305,People whose health was good,5341
184,2001,E02003514,2001 super output areas - middle layer,305,People whose health was fairly good,1689
185,2001,E02003514,2001 super output areas - middle layer,305,People whose health was not good,641
186,2001,E02003514,2001 super output areas - middle layer,305,All people who provide unpaid care,536
187,2001,E02003514,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,426
188,2001,E02003514,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,55
189,2001,E02003514,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,55
190,2001,E02003515,2001 super output areas - middle layer,305,All people,8920
191,2001,E02003515,2001 super output areas - middle layer,305,People with limiting long-term illness,2057
192,2001,E02003515,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,1171
193,2001,E02003515,2001 super output areas - middle layer,305,People whose health was good,5421
194,2001,E02003515,2001 super output areas - middle layer,305,People whose health was fairly good,2362
195,2001,E02003515,2001 super output areas - middle layer,305,People whose health was not good,1137
196,2001,E02003515,2001 super output areas - middle layer,305,All people who provide unpaid care,865
197,2001,E02003515,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,455
198,2001,E02003515,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,119
199,2001,E02003515,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,291
200,2001,E02003516,2001 super output areas - middle layer,305,All people,7186
201,2001,E02003516,2001 super output areas - middle layer,305,People with limiting long-term illness,1170
202,2001,E02003516,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,596
203,2001,E02003516,2001 super output areas - middle layer,305,People whose health was good,4938
204,2001,E02003516,2001 super output areas - middle layer,305,People whose health was fairly good,1672
205,2001,E02003516,2001 super output areas - middle layer,305,People whose health was not good,576
206,2001,E02003516,2001 super output areas - middle layer,305,All people who provide unpaid care,469
207,2001,E02003516,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,365
208,2001,E02003516,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,47
209,2001,E02003516,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,57
210,2001,E02003517,2001 super output areas - middle layer,305,All people,7081
211,2001,E02003517,2001 super output areas - middle layer,305,People with limiting long-term illness,1269
212,2001,E02003517,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,734
213,2001,E02003517,2001 super output areas - middle layer,305,People whose health was good,4729
214,2001,E02003517,2001 super output areas - middle layer,305,People whose health was fairly good,1683
215,2001,E02003517,2001 super output areas - middle layer,305,People whose health was not good,669
216,2001,E02003517,2001 super output areas - middle layer,305,All people who provide unpaid care,503
217,2001,E02003517,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,383
218,2001,E02003517,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,41
219,2001,E02003517,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,79
220,2001,E02003518,2001 super output areas - middle layer,305,All people,7189
221,2001,E02003518,2001 super output areas - middle layer,305,People with limiting long-term illness,1828
222,2001,E02003518,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,611
223,2001,E02003518,2001 super output areas - middle layer,305,People whose health was good,4557
224,2001,E02003518,2001 super output areas - middle layer,305,People whose health was fairly good,1808
225,2001,E02003518,2001 super output areas - middle layer,305,People whose health was not good,824
226,2001,E02003518,2001 super output areas - middle layer,305,All people who provide unpaid care,523
227,2001,E02003518,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,392
228,2001,E02003518,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,45
229,2001,E02003518,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,86
230,2001,E02003519,2001 super output areas - middle layer,305,All people,7483
231,2001,E02003519,2001 super output areas - middle layer,305,People with limiting long-term illness,1131
232,2001,E02003519,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,758
233,2001,E02003519,2001 super output areas - middle layer,305,People whose health was good,5215
234,2001,E02003519,2001 super output areas - middle layer,305,People whose health was fairly good,1595
235,2001,E02003519,2001 super output areas - middle layer,305,People whose health was not good,673
236,2001,E02003519,2001 super output areas - middle layer,305,All people who provide unpaid care,483
237,2001,E02003519,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,378
238,2001,E02003519,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,50
239,2001,E02003519,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,55
240,2001,E02003520,2001 super output areas - middle layer,305,All people,7496
241,2001,E02003520,2001 super output areas - middle layer,305,People with limiting long-term illness,1786
242,2001,E02003520,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,1014
243,2001,E02003520,2001 super output areas - middle layer,305,People whose health was good,4558
244,2001,E02003520,2001 super output areas - middle layer,305,People whose health was fairly good,1919
245,2001,E02003520,2001 super output areas - middle layer,305,People whose health was not good,1019
246,2001,E02003520,2001 super output areas - middle layer,305,All people who provide unpaid care,605
247,2001,E02003520,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,423
248,2001,E02003520,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,59
249,2001,E02003520,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,123
250,2001,E02003521,2001 super output areas - middle layer,305,All people,7274
251,2001,E02003521,2001 super output areas - middle layer,305,People with limiting long-term illness,1694
252,2001,E02003521,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,734
253,2001,E02003521,2001 super output areas - middle layer,305,People whose health was good,4630
254,2001,E02003521,2001 super output areas - middle layer,305,People whose health was fairly good,1660
255,2001,E02003521,2001 super output areas - middle layer,305,People whose health was not good,984
256,2001,E02003521,2001 super output areas - middle layer,305,All people who provide unpaid care,602
257,2001,E02003521,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,433
258,2001,E02003521,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,66
259,2001,E02003521,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,103
260,2001,E02003522,2001 super output areas - middle layer,305,All people,6527
261,2001,E02003522,2001 super output areas - middle layer,305,People with limiting long-term illness,1321
262,2001,E02003522,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,600
263,2001,E02003522,2001 super output areas - middle layer,305,People whose health was good,4309
264,2001,E02003522,2001 super output areas - middle layer,305,People whose health was fairly good,1556
265,2001,E02003522,2001 super output areas - middle layer,305,People whose health was not good,662
266,2001,E02003522,2001 super output areas - middle layer,305,All people who provide unpaid care,584
267,2001,E02003522,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,435
268,2001,E02003522,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,55
269,2001,E02003522,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,94
270,2001,E02003523,2001 super output areas - middle layer,305,All people,9055
271,2001,E02003523,2001 super output areas - middle layer,305,People with limiting long-term illness,1844
272,2001,E02003523,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,550
273,2001,E02003523,2001 super output areas - middle layer,305,People whose health was good,6145
274,2001,E02003523,2001 super output areas - middle layer,305,People whose health was fairly good,2103
275,2001,E02003523,2001 super output areas - middle layer,305,People whose health was not good,807
276,2001,E02003523,2001 super output areas - middle layer,305,All people who provide unpaid care,1148
277,2001,E02003523,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,840
278,2001,E02003523,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,106
279,2001,E02003523,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,202
280,2001,E02003581,2001 super output areas - middle layer,305,All people,7603
281,2001,E02003581,2001 super output areas - middle layer,305,People with limiting long-term illness,1437
282,2001,E02003581,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,623
283,2001,E02003581,2001 super output areas - middle layer,305,People whose health was good,5040
284,2001,E02003581,2001 super output areas - middle layer,305,People whose health was fairly good,1888
285,2001,E02003581,2001 super output areas - middle layer,305,People whose health was not good,675
286,2001,E02003581,2001 super output areas - middle layer,305,All people who provide unpaid care,690
287,2001,E02003581,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,481
288,2001,E02003581,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,83
289,2001,E02003581,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,126
290,2001,E02003582,2001 super output areas - middle layer,305,All people,7519
291,2001,E02003582,2001 super output areas - middle layer,305,People with limiting long-term illness,1441
292,2001,E02003582,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,575
293,2001,E02003582,2001 super output areas - middle layer,305,People whose health was good,5150
294,2001,E02003582,2001 super output areas - middle layer,305,People whose health was fairly good,1748
295,2001,E02003582,2001 super output areas - middle layer,305,People whose health was not good,621
296,2001,E02003582,2001 super output areas - middle layer,305,All people who provide unpaid care,905
297,2001,E02003582,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,617
298,2001,E02003582,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,90
299,2001,E02003582,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,198
300,2001,E02003583,2001 super output areas - middle layer,305,All people,5365
301,2001,E02003583,2001 super output areas - middle layer,305,People with limiting long-term illness,1205
302,2001,E02003583,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,481
303,2001,E02003583,2001 super output areas - middle layer,305,People whose health was good,3403
304,2001,E02003583,2001 super output areas - middle layer,305,People whose health was fairly good,1413
305,2001,E02003583,2001 super output areas - middle layer,305,People whose health was not good,549
306,2001,E02003583,2001 super output areas - middle layer,305,All people who provide unpaid care,605
307,2001,E02003583,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,401
308,2001,E02003583,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,56
309,2001,E02003583,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,148
310,2001,E02003584,2001 super output areas - middle layer,305,All people,5909
311,2001,E02003584,2001 super output areas - middle layer,305,People with limiting long-term illness,1378
312,2001,E02003584,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,659
313,2001,E02003584,2001 super output areas - middle layer,305,People whose health was good,3669
314,2001,E02003584,2001 super output areas - middle layer,305,People whose health was fairly good,1557
315,2001,E02003584,2001 super output areas - middle layer,305,People whose health was not good,683
316,2001,E02003584,2001 super output areas - middle layer,305,All people who provide unpaid care,524
317,2001,E02003584,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,344
318,2001,E02003584,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,68
319,2001,E02003584,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,112
320,2001,E02003585,2001 super output areas - middle layer,305,All people,6780
321,2001,E02003585,2001 super output areas - middle layer,305,People with limiting long-term illness,1545
322,2001,E02003585,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,513
323,2001,E02003585,2001 super output areas - middle layer,305,People whose health was good,4480
324,2001,E02003585,2001 super output areas - middle layer,305,People whose health was fairly good,1682
325,2001,E02003585,2001 super output areas - middle layer,305,People whose health was not good,618
326,2001,E02003585,2001 super output areas - middle layer,305,All people who provide unpaid care,816
327,2001,E02003585,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,555
328,2001,E02003585,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,73
329,2001,E02003585,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,188
330,2001,E02003586,2001 super output areas - middle layer,305,All people,7481
331,2001,E02003586,2001 super output areas - middle layer,305,People with limiting long-term illness,1616
332,2001,E02003586,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,698
333,2001,E02003586,2001 super output areas - middle layer,305,People whose health was good,4990
334,2001,E02003586,2001 super output areas - middle layer,305,People whose health was fairly good,1772
335,2001,E02003586,2001 super output areas - middle layer,305,People whose health was not good,719
336,2001,E02003586,2001 super output areas - middle layer,305,All people who provide unpaid care,820
337,2001,E02003586,2001 super output areas - middle layer,305,People who provide unpaid care 1 to 19 hours a week,549
338,2001,E02003586,2001 super output areas - middle layer,305,People who provide unpaid care 20 to 49 hours a week,73
339,2001,E02003586,2001 super output areas - middle layer,305,People who provide unpaid care 50 or more hours a week,198
340,2001,E02003587,2001 super output areas - middle layer,305,All people,7429
341,2001,E02003587,2001 super output areas - middle layer,305,People with limiting long-term illness,1607
342,2001,E02003587,2001 super output areas - middle layer,305,People of working age with limiting long-term illness,747
343,2001,E02003587,2001 super output areas - middle layer,305,People whose health was good,4737
344,2001,E02003587,2001 super output areas - middle layer,305,People whose health was fairly good,1923
345,2001,E02003587,2001 super output areas - middle layer,305,People whose health was not good,769
346,2001,E02003587,2001 super output areas - middle layer,305,All people who provide unpaid care,751
